06年 2月19日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 2月19日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  芝2930m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 別定,,,,,,,,,,,,■10R  芝2400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,琵琶湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｄマイネシュリンクス, 49,上野翔,, 51,*-12,*  0, 3,  4.7,④②②, 1, 3, ブライアンスキｰ,,熊沢  ,,,,, 2,  5.0,③③①, 1, 5,Ｆロｰズカクテル, 63,モンテ,, 66,* -4,   8, 2,  4.8,③④④, 1, 3,Ａトウカイカムカム, 80,松永  ,, 82,  -6,* 24, 1,  2.5,⑥⑥⑤
 2, 9,Ａウインフェイム, 56,岩田  , 0.4, 51, -13,*  1, 2,  4.1,⑦⑥②, 2, 2, テイエムジェネラス,,西谷  , 1.3,,,, 4,  7.4,⑤③②, 2,11,Ｊアブソルｰトダンス, 60,向山  , 0.3, 60,* -3,   2,11, 47.6,①①①, 2,11,Ｃゼンスピリッツ, 78,岩田  , 0.6, 60,  -6,  10, 2,  2.8,④③③
 3,11,Ｇドナパッション, 44,中村将, 0.5, 50, -16,*  2, 9, 40.4,⑨⑩⑦, 3, 6, ゼンノソロモン,,北沢  , 1.7,,,, 6, 18.8,⑤⑥⑤, 3,14,Ｇハｰドオブプレイ, 63,上野翔, 0.4, 60,  -7,   5, 9, 37.2,⑤⑥⑦, 3, 7,Ｇマルブツシルヴァｰ, 74,秋山  , 0.6, 54,* -5,   2, 4, 11.0,③①①
 4, 6,Ｂペケジェイ, 52,藤岡  , 0.7, 43,*-10,  -7, 1,  2.6,①①①, 4, 7, アｰトレｰタ,,山本  , 1.8,,,,10, 77.5,⑦⑦⑥, 4,10,Ｂヒカリフォレスト, 67,本田  , 0.4, 61,  -5,   5, 1,  1.6,③④④, 4, 6,Ｋヘキレキ, 68,武幸  , 0.7, 62, -10,  13, 9, 42.9,⑥⑥⑥
 5, 4,Ｅヒシカツフォレスト, 46,角田  , 0.8, 46, -14,  -1, 5, 17.7,⑧⑥⑦, 5,10, セイウンバンチョｰ,,林    , 1.9,,,, 9, 38.5,①①③, 5, 9,Ｅマイネルギルト, 64,赤木  , 0.4, 66,  -8,* 11, 7, 28.8,⑫⑩⑪, 5, 1,Ｂチョウカイフライト, 79,吉田稔, 0.8, 68,  -9,  16, 6, 12.4,⑩⑧⑧
 6,10,Ｈアイファｰエキスポ, 42,熊沢  , 1.5, 39, -15,  -6, 8, 32.9,⑨⑩⑨, 6, 8, ニシノニシｰノ,,植野  , 3.2,,,, 1,  2.3,②②④, 6, 8,Ｉパンテオンシチｰ, 61,岩田  , 0.5, 59,* -3,   1, 4, 20.2,①②②, 6, 9,Ｈアインクライマｰ, 73,内田浩, 0.9, 55, -10,   8,10, 85.3,④⑤⑥
 7, 8,Ｊスイｰトゴｰルド, 38,長谷川, 1.6, 33, -13, -12,11, 49.6,③④⑨, 7, 1, ランドブラザｰ,,嘉堂  , 3.7,,,, 5, 12.0,⑨⑧⑧, 7, 2,Ｏシルクアグレッシヴ, 52,藤岡  , 0.6, 67,  -9,* 12,15,111.7,⑮⑮⑬, 7, 2,Ｉトシザショｰマ, 72,生野  , 1.0, 50,  -8,   2, 7, 23.1,①③③
 8, 2,Ｍレインボｰミｰナ, 11,鮫島良, 1.7, 36, -16,  -9,13,175.6,⑫⑫⑨, 8, 4, ブレｰブティック,,浜野谷, 4.7,,,, 8, 30.4,③⑤⑥, 8,15,Ｍマコトジョワイユｰ, 57,秋山  , 0.6, 59,  -6,   5, 3, 13.4,⑧⑥⑦, 8,12,Ｅプリティプリンセス, 77,藤岡  , 1.1, 58, -11,  12, 3,  8.3,⑥⑧⑧
 9, 3,Ｆイチバンサクラ, 45,和田  , 1.7, 36, -13, -12, 7, 20.0,⑨⑥⑤, 9,14, オンワｰドタトゥ,,柴田未, 4.8,,,,14,180.7,⑫⑩⑧, 9, 6,Ｄライジングハｰト, 64,生野  , 0.8, 55,  -6,   1,13, 87.3,⑤⑥⑥, 9, 5,Ｊメジロアｰビン, 68,赤木  , 1.2, 59, -13,  13,11,133.1,⑩⑪⑫
10, 7,Ｌディンティｰベス, 37,松永  , 2.3, 32, -17, -10,12, 96.1,⑬⑬⑬,10,13, トウショウフラッグ,,宗像  , 4.9,,,,13,146.4,⑩⑨⑩,10,12,Ｈホッカイアムレット, 61,佐久間, 1.3, 51, -10,   2, 5, 23.1,⑫⑩⑬,10, 4,Ｄロングアライブ, 78,佐藤哲, 1.3, 54,  -9,   9, 5, 11.8,⑨⑧⑧
11,13,Ｋプロスペラル, 38,吉田稔, 4.1, 10,*-11, -39,10, 42.3,②②②,11,12, ロイヤルクラウン,,白坂  , 5.6,,,,11,100.0,⑦⑩⑪,11, 3,Ｌパワｰラン, 58,高井  , 1.4, 56, -13,*  7,14,111.1,⑯⑯⑯,11,10,Ｆロｰレルオスカｰ, 75,橋本美, 1.4, 54, -13,  10, 8, 33.8,⑩⑫⑪
12,12,Ｃスウィｰトネス, 50,武英  , 4.4,  7, -12, -39, 4,  7.6,④④⑤,12, 9, エイシンサクラオｰ,,仲田  , 8.4,,,, 7, 22.6,⑩⑫⑫,12, 4,Ａチェリｰヴァレｰ, 70,和田  , 1.5, 49,  -6,  -3, 6, 27.3,⑧⑥⑨,12, 8,Ｌインデュライン, 60,太宰  , 1.4, 41,* -7,  -9,12,239.4,②②②
13, 5,Ｉバロッサバレｰ, 41,モンテ, 4.9,  1, -13, -42, 6, 18.5,④⑥⑫,13,11, マイゴッドウェｰブ,,石山  , 8.4,,,,12,102.2,⑬⑬⑬,13,13,Ｋプロメテウス, 60,林    , 1.5, 49,* -4,  -8,16,122.1,⑪②③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｃマルタカテンビｰ, 65,小坂  , 1.7, 50,  -7,  -3, 8, 30.4,⑦⑩⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｐマルカケセラセラ, 43,吉田稔, 2.1, 45,  -7,  -7,12, 74.7,⑧⑩⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｎフラッグシップ, 57,鮫島良, 2.3, 42, -10,  -7,10, 45.6,⑫⑭⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-1),,,,,,,,,,,
単勝:470円 複勝:01=180円 09=180円 11=740円 枠連:910円,,,,,,,,,,,,"単勝:500円 複勝:03=190円 02=270円 06=580円 枠連:1,120円",,,,,,,,,,,,"単勝:480円 複勝:05=180円 11=990円 14=660円 枠連:2,090円",,,,,,,,,,,,単勝:250円 複勝:03=120円 11=130円 07=230円 枠連:270円,,,,,,,,,,,
"馬連:1,010円 ワイド:01-09=400円 01-11=1,630円 09-11=2,240円",,,,,,,,,,,,"馬連:1,570円 ワイド:02-03=580円 03-06=1,530円 02-06=1,990円",,,,,,,,,,,,"馬連:8,070円 ワイド:05-11=2,470円 05-14=1,640円 11-14=9,570円",,,,,,,,,,,,馬連:430円 ワイド:03-11=190円 03-07=430円 07-11=570円,,,,,,,,,,,
"馬単:2,060円 3連複:10,310円",,,,,,,,,,,,"馬単:2,770円 3連複:9,330円",,,,,,,,,,,,"馬単:14,240円 3連複:63,560円",,,,,,,,,,,,"馬単:860円 3連複:1,280円 3連単:5,530円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 4歳上500万(混) 別定,,,,,,,,,,,,■11R  芝1600m 4歳上1600万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斑鳩ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂメイショウヒミコ, 54,飯田  ,, 69,*  3,*  1, 4,  8.3,①①①, 1,13,Ｅウエスタンホｰク, 55,川田  ,, 57, -12,*  8, 5, 10.8,⑦⑤⑤, 1, 8,Ｃソリッドエビデンス, 69,岩田  ,, 69,  -4,* 13, 5, 12.1,⑪⑨⑨, 1,11,Ｋカネトシディザイア, 67,柴原  ,, 72,* -2,  16,11, 36.7,②②②
 2, 7,Ｅエイシンサットン, 51,藤岡  , 0.2, 65,   0,*  2, 3,  6.7,③③③, 2,11,Ｎヨドノテイオｰ, 38,金折  , 0.0, 55,*-10,   5, 2,  5.2,②②②, 2,14,Ｆメルボルンシチｰ, 67,横山義, 0.4, 67,   4,  -1, 9, 40.3,④④③, 2, 5,Ｈシンデレラボｰイ, 78,川島信, 0.1, 82,  -9,* 25, 8, 22.1,⑨⑦⑩
 3,16,Ｃテイエムノブシオｰ, 54,岩田  , 0.8, 60,*  2,  -6, 1,  2.7,②②②, 3, 6,Ｄサンレイキング, 57,渡辺薫, 0.1, 55,*-11,   5, 6, 17.2,③③③, 3, 1,Ｂシルクヴェルリッツ, 71,生野  , 0.4, 66,  -7,* 11, 3,  5.8,⑮⑭⑩, 3, 4,Ｅニホンピロキｰス, 80,熊沢  , 0.2, 77,  -7,  20, 2,  3.7,⑩⑪③
 4,11,Ｈヒカリダイキャスト, 48,秋山  , 1.0, 56, -11,*  4, 9, 26.3,⑮⑭⑩, 4, 5,Ｇオｰプンセサミ, 53,生野  , 0.1, 56, -14,*  9, 7, 20.6,⑥⑦⑦, 4,11,Ｉコメンドタイム, 61,秋山  , 0.8, 65,*  8,  -8, 6, 12.7,①①①, 4, 3,Ｄモンロｰブロンド, 80,秋山  , 0.3, 72,  -5,  18, 4,  9.8,④④⑤
 5, 2,Ｉカルストントップオ, 47,渡辺薫, 1.1, 56,*  1,  -8, 8, 21.4,③③③, 5,10,Ｉダイナミックルｰト, 50,小林徹, 0.1, 56, -11,   7, 9, 26.3,⑤⑤⑤, 5, 5,Ｎウイングシチｰ, 44,内田浩, 1.0, 63,*  7,  -9,10, 58.3,②②②, 5, 7,Ｂリボンアｰト, 82,長谷川, 0.3, 75,  -8,  20, 6, 11.4,⑩⑦⑦
 6, 1,Ｎシックスポケット, 18,熊沢  , 1.4, 52,  -5,  -5,10, 53.9,⑨⑨⑦, 6, 8,Ｂレグルスキッド, 59,秋山  , 0.3, 55, -13,   7, 3,  6.1,⑦⑦⑦, 6,13,Ｐアドミラルサンド, 36,小林徹, 1.0, 61,   1,  -3,13, 97.0,⑦⑥⑧, 6,10,Ｊシゲルドントイケ, 73,松永  , 0.3, 74,  -8,  20, 9, 29.8,④⑥⑩
 7,13,Ａレッドディクシｰ, 56,川田  , 1.4, 50,  -5,  -7, 5,  9.5,⑧⑥⑦, 7, 4,Ｆデｰトリッヒ, 55,松永  , 0.4, 47,*-10,  -2, 4,  8.3,①①①, 7,16,Ｄチアズアビリティｰ, 68,和田  , 1.0, 62,   1,  -4, 1,  2.1,⑥⑥④, 7, 6,Ｃキョウワスプレンダ, 81,佐藤哲, 0.3, 68,* -4,  14, 1,  3.0,③③③
 8, 3,Ｍスペクタクル, 27,佐藤哲, 1.6, 50,  -2, -10, 7, 12.9,③⑥⑤, 8,15,Ｋギｰニョ, 46,岩田  , 0.4, 52, -13,   5, 1,  2.6,⑨⑦⑦, 8,12,Ｈブルｰベレッタ, 64,柴原  , 1.1, 61,   4,  -6, 8, 32.0,④④④, 8, 2,Ｆオリエントチャｰム, 80,赤木  , 0.4, 74,  -7,  20, 3,  6.5,⑥⑦⑦
 9,15,Ｆブルｰエルｰジュ, 50,松永  , 1.9, 44, -11,  -5, 6, 10.9,⑬⑫⑫, 9, 9,Ｍデンコウミサイル, 42,佐久間, 0.6, 53, -19,*  9,14,153.5,⑭⑭⑭, 9, 4,Ｏウォｰタｰゾラ, 40,向山  , 1.2, 58,  -9,*  8,16,426.3,⑯⑯⑯, 9, 1,Ｇアドマイヤコンドル, 78,岩田  , 0.5, 68,  -8,  17, 7, 13.4,⑦⑦⑦
10, 5,Ｇトップアｰチ, 48,長谷川, 2.0, 44,  -8, -10,12,131.5,⑪⑪⑩,10, 3,Ｃミスタｰシｰザ, 57,吉田稔, 0.6, 54, -15,*  8, 8, 20.7,⑩⑩⑩,10,15,Ｌメッセトゥルム, 56,北村浩, 1.3, 56,  -1,  -6,12, 96.7,⑧⑧⑥,10, 8,Ｉミスティックエイジ, 76,和田  , 0.6, 61,* -2,   5, 5, 11.0,①①①
11,10,Ｄミスタｰキセキ, 54,和田  , 2.1, 45,  -2, -15, 2,  4.6,⑥⑤⑤,11,14,Ａアグネスグレイス, 61,鮫島良, 0.8, 37,*-12,  -9,11, 33.5,③③③,11, 9,Ｅナナヨｰヒマワリ, 67,小原  , 1.7, 54,  -6,  -2, 2,  5.1,⑫⑫⑩,11,12,Ａクロユリジョウ, 86,角田  , 0.6, 74, -10,  21,10, 33.8,⑫⑫⑩
12, 9,Ｊシゲルダイショウ, 37,中村将, 2.9, 32,  -7, -22,14,305.7,⑨⑧⑨,12, 7,Ｊロフティソル, 49,小坂  , 1.1, 43, -16,   2,10, 32.4,⑩⑩⑭,12, 2,Ｍシンライ, 44,黒岩  , 1.9, 52,  -5,  -4,14,143.4,⑫⑫⑬,12, 9,Ｌサクラゲイル, 65,吉田稔, 0.9, 59,  -6,   8,12, 99.0,⑦④⑤
13, 8,Ｌサンペスカ, 30,上野翔, 3.0, 28, -20, -10,15,377.6,⑯⑯⑯,13,12,Ｏクｰドゥフｰドル, 32,柴原  , 1.1, 45, -16,   2,13,103.7,⑮⑭⑩,13, 7,Ｇゴｰルドイモン, 66,藤岡  , 2.0, 51,  -3,  -7,11, 61.3,⑨⑨⑩,,,,,,,,,,,,
14, 4,Ｋサンエムバラｰド, 31,菊地昇, 3.1, 32,  -9, -19,13,249.2,⑪⑫⑫,14, 1,Ｈサダムスカイミロク, 52,酒井学, 1.2, 40, -15,  -2,12, 57.4,⑫⑩⑩,14, 6,Ｊテイエムサンタオｰ, 58,菊地昇, 2.5, 45,  -7,  -8,15,335.7,⑭⑭⑮,,,,,,,,,,,,
15,14,Ｐマッキｰバクシン,-11,野元  , 4.1, 20,  -7, -30,11,109.3,⑥⑨⑭,15,16,Ｌタマモアンバサダｰ, 43,上野翔, 1.5, 35, -19,  -3,16,306.1,⑯⑯⑭,15,10,Ｋグランディバロｰズ, 56,佐藤哲, 2.7, 43,  -4, -12, 7, 27.0,⑨⑨⑬,,,,,,,,,,,,
16,12,Ｏアラビアンフルｰツ, 13,佐久間, 4.8, 11, -14, -34,16,496.0,⑬⑮⑭,16, 2,Ｐサムライテイオｰ, 17,武幸  , 1.6, 34, -15,  -9,15,166.9,⑬⑩⑩,16, 3,Ａタヤスゼンカイ, 75,上野翔, 4.7, 22,*  4, -47, 4, 10.8,②②⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-2),,,,,,,,,,,
"単勝:830円 複勝:06=180円 07=180円 16=130円 枠連:2,440円",,,,,,,,,,,,"単勝:1,080円 複勝:13=320円 11=190円 06=480円 枠連:1,310円",,,,,,,,,,,,"単勝:1,210円 複勝:08=330円 14=770円 01=230円 枠連:10,020円",,,,,,,,,,,,"単勝:3,670円 複勝:11=780円 05=500円 04=140円 枠連:2,430円",,,,,,,,,,,
"馬連:2,290円 ワイド:06-07=800円 06-16=510円 07-16=420円",,,,,,,,,,,,"馬連:1,900円 ワイド:11-13=830円 06-13=2,180円 06-11=1,730円",,,,,,,,,,,,"馬連:17,950円 ワイド:08-14=3,180円 01-08=1,340円 01-14=2,810円",,,,,,,,,,,,"馬連:22,070円 ワイド:05-11=4,730円 04-11=1,750円 04-05=980円",,,,,,,,,,,
"馬単:5,040円 3連複:2,560円",,,,,,,,,,,,"馬単:4,690円 3連複:11,490円",,,,,,,,,,,,"馬単:35,800円 3連複:34,520円",,,,,,,,,,,,"馬単:46,060円 3連複:18,660円 3連単:199,010円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1400m 3 歳500万(牝) 馬齢,,,,,,,,,,,,■ 9R  芝2000m 3 歳500万(混) 馬齢,,,,,,,,,,,,■12R  ダ1200m 4歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,つばき賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14, プリンセスデザイア,---,モンテ,, 62,* -3,* -1, 2,  5.7,②②①, 1, 1,Ａツルミトゥインクル, 66,鮫島良,, 65,  -3,*  5, 2,  6.3,⑤⑤⑤, 1, 9,Ｃタマモサポｰト, 66,藤岡  ,, 62,* -8,   9, 4,  6.9,①①①, 1, 2,Ｄビッグシャｰク, 77,和田  ,, 85,   6,  15, 1,  3.4,④④③
 2,10, コンプレッソ,---,藤岡  , 1.0, 51,  -7,  -5, 1,  1.4,③④④, 2,14,Ｄブルｰメンブラット, 62,川島信, 0.0, 68,*  3,   0, 1,  2.0,①①①, 2, 7,Ｈフィｰルドベアｰ, 56,秋山  , 0.2, 70, -13,* 17, 6, 11.8,⑨⑨⑨, 2, 5,Ｂナトゥｰア, 79,松永  , 0.1, 85,* 10,  10, 2,  5.4,①①①
 3,15, フミノウインダム,---,本田  , 1.1, 51,* -4,  -9, 4, 16.3,③③②, 3, 2,Ｃウグイスジョウ, 63,本田  , 0.5, 63,  -2,   1, 3,  7.2,⑥⑤⑤, 3, 2,Ｂタガノボｰディング, 66,岩田  , 0.3, 60, -10,   9, 2,  3.4,③④③, 3, 6,Ｆドラゴンアロｰ, 75,芹沢  , 0.1, 85,*  8,  13, 5,  7.0,②②②
 4, 6, テイエムブラック,---,佐藤哲, 1.3, 47, -14,*  1, 8, 42.3,⑬⑪⑪, 4,11,Ｇユウアイラ, 56,川田  , 0.5, 62,  -2,   1, 5, 12.8,⑥⑤⑤, 4, 5,Ｄホｰマンアラシ, 62,吉田稔, 0.3, 61, -11,  11, 3,  6.0,⑥⑦⑥, 4, 3,Ｃライジンオｰ, 78,佐久間, 0.3, 78,  -3,* 18, 6, 11.0,⑩⑨⑦
 5, 3, アグネスラッセル,---,熊沢  , 1.4, 47, -13,* -2, 6, 31.6,⑫⑨⑧, 5,10,Ｂケイティクラシｰ, 65,吉田稔, 0.6, 62,  -7,*  7, 6, 17.3,⑫⑫⑪, 5, 4,Ａチェリｰストｰム, 68,赤木  , 0.4, 53,* -9,   5, 1,  3.0,②②②, 5, 9,Ａグロｰバルボンバｰ, 79,鮫島良, 0.5, 76,  -1,  14, 3,  5.7,⑧⑧⑦
 6, 7, アドマイヤロｰズ,---,岩田  , 1.8, 44, -10,  -9, 3, 10.2,⑤⑦⑥, 6, 3,Ｋシフォンベｰル, 53,藤岡  , 0.6, 62,  -4,   3, 4,  9.1,⑩⑨⑨, 6, 1,Ｆチョウカイサンデｰ, 59,モンテ, 0.5, 54, -10,   6, 7, 18.1,⑤④⑤, 6, 1,Ｇスナｰクタイガｰ, 73,秋山  , 0.9, 74,   2,   9, 7, 11.8,⑥⑥⑥
 7,13, モルゲンシチｰ,---,吉田稔, 2.0, 42,  -7, -14, 5, 17.1,⑤④③, 7, 4,Ｉワンダｰグラス, 53,小林徹, 0.7, 61,   0,  -4, 8, 19.8,③③③, 7,10,Ｅテンシノゴｰルド, 59,中村将, 0.6, 56, -12,   8, 9, 62.8,⑥⑦⑥, 7,10,Ｊノｰザンキッズ, 65,岩田  , 1.2, 69,  -3,  11, 9, 34.4,⑨⑨⑩
 8, 1, ピｰスプロテクタｰ,---,柴原  , 2.4, 38, -11, -13,11,106.9,⑩⑨⑦, 8, 6,Ｌマチカネハツネ, 53,和田  , 0.7, 61,  -7,*  5,12, 67.5,⑭⑫⑪, 8, 6,Ｇヤマニンプレアデス, 58,和田  , 0.8, 47,*-10,   0, 8, 20.0,③②③, 8, 4,Ｉダイショウティアラ, 69,長谷川, 1.3, 72,   6,   2,10, 86.4,④④③
 9, 9, コアレスガバナｰ,---,竹之下, 2.7, 34, -18,  -8,16,407.6,⑮⑭⑬, 9,12,Ｈツインタイトル, 54,熊沢  , 1.0, 58,  -4,  -2,13,107.9,⑨⑧⑧, 9, 8,Ｉメイショウゲンジ, 56,武幸  , 0.8, 54, -13,   8, 5, 10.1,⑩⑨⑩, 9, 8,Ｅナリタフロンテアｰ, 76,吉田稔, 1.9, 65,   7,  -5, 8, 13.9,②②③
