06年 2月 5日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 2月 5日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  ダ1200m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 別定,,,,,,,,,,,,■10R  ダ1200m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西陣特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａデュイキャスケｰド, 61,幸    ,, 56,* -1,  -8, 1,  1.3,①①①, 1, 8, シフォンベｰル,---,小牧太,, 53, -17,* 10, 6, 18.7,⑩⑩⑩, 1,12,Ｈサンライズボクサｰ, 61,安部幸,, 66,* -6,  11, 7, 17.0,①②②, 1, 3,Ｈリｰサムウェポン, 75,安藤勝,, 82,   7,  10, 3,  9.2,③③③
 2, 4,Ｅスティｰブバロｰズ, 43,松永  , 0.1, 57,  -7,*  2, 4, 18.0,⑩⑨⑥, 2, 4, メイショウヒミコ,---,飯田  , 0.3, 55,* -1,  -8, 3,  6.6,②①①, 2,11,Ｄテイエムヘネシｰ, 67,松永  , 0.0, 71,  -8,* 16, 1,  3.1,⑧⑦⑤, 2,11,Ａエイシンボｰダン, 81,小牧太, 0.0, 85,* 11,   9, 1,  1.7,②②②
 3, 8,Ｃファイブアロｰ, 47,小牧太, 0.5, 54,  -4,  -8, 2,  4.5,⑤⑤②, 3, 1, ホワイトポイント,---,小林徹, 1.0, 47, -11,  -6,10, 68.2,⑦⑨⑤, 3, 1,Ｅサクラスフィｰダ, 66,幸    , 0.2, 66,  -7,  12, 2,  3.4,⑤④④, 3, 6,Ｋドラゴンアロｰ, 73,幸    , 0.3, 80,* 10,   4, 7, 24.2,①①①
 4, 1,Ｂクリスタルハｰト, 48,岩田  , 1.0, 49,* -3, -15, 3,  6.8,④③②, 4, 2, アドマイヤルイス,---,幸    , 1.1, 45,  -5, -13, 1,  2.1,④③③, 4, 8,Ｂライトケｰティング, 72,佐久間, 0.3, 66, -11,* 14, 8, 22.9,⑪⑩⑨, 4, 9,Ｅライジンオｰ, 78,川島信, 0.5, 74,  -1,* 11,12, 67.5,⑩⑬⑪
 5, 5,Ｄオリオンザスカイ, 46,小林慎, 1.0, 49,  -4, -13, 5, 64.5,⑥⑥⑥, 5,12, エイシンテンダネス,---,四位  , 1.2, 43, -10,  -9, 4,  9.2,⑧⑥⑤, 5,10,Ｆハスフェル, 65,小牧太, 0.6, 59,* -7,   7, 3,  3.8,⑤④⑤, 5, 8,Ｂカリスマサンキセキ, 79,四位  , 0.6, 74,   4,   7, 5, 14.1,⑦⑥⑤
 6, 3,Ｆパルティアシチｰ, 40,中村将, 1.2, 44,* -4, -18, 8,128.4,③③④, 6,10, ラインクラｰジュ,---,上村  , 1.9, 37,  -5, -21, 8, 34.5,⑤③③, 6, 9,Ｃイエロｰポケット, 68,熊沢  , 0.7, 60,  -8,   9, 6, 16.0,⑧⑧⑧, 6, 2,Ｇダイタクカイエン, 76,秋山  , 0.6, 75,   4,   7,10, 45.0,⑩⑥⑤
 7, 2,Ｊプレシャスレディｰ, 17,安部幸, 2.3, 39,  -4, -25, 9,158.5,⑥⑥⑥, 7, 9, ヴィオレッタ,---,高井  , 3.0, 21, -12, -27, 7, 24.9,⑧⑦⑧, 7, 6,Ｇゼウス, 61,ペリエ, 0.9, 59,  -9,   9, 9, 39.0,⑩⑩⑩, 7,12,Ｄビッグシャｰク, 78,武幸  , 0.7, 73,  -3,* 14, 2,  5.6,⑭⑭⑭
 8, 6,Ｈフェアリｰドリｰム, 35,高山太, 3.5, 29,  -5, -34,10,184.0,⑧⑧⑨, 8,11, マスコットレディ,---,河北  , 3.1, 20, -22, -16,12,137.5,⑫⑪⑪, 8, 7,Ａグランドパルファン, 75,高井  , 0.9, 52,* -7,   0, 4, 14.1,③②③, 8, 1,Ｆツタンカｰメン, 77,ペリエ, 0.8, 70,  -7,* 15, 4, 12.9,⑮⑮⑭
