06年 7月15日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 7月15日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4.5,,,,,■ 4R  芝1200m 2 歳新馬(九) 馬齢,,,,,,,,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.2,,,,,■10R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:-14),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:稍重(指数:-9),,,,,,,,,,,
単勝:390円 複勝:05=130円 04=170円 01=130円 枠連:0円,,,,,,,,,,,,"単勝:260円 複勝:11=150円 16=320円 05=3,290円 枠連:790円",,,,,,,,,,,,"単勝:890円 複勝:02=330円 01=430円 03=820円 枠連:6,000円",,,,,,,,,,,,"単勝:690円 複勝:12=190円 03=220円 04=110円 枠連:2,070円",,,,,,,,,,,
馬連:860円 ワイド:04-05=290円 01-05=240円 01-04=320円,,,,,,,,,,,,"馬連:1,350円 ワイド:11-16=410円 05-11=7,670円 05-16=24,780円",,,,,,,,,,,,"馬連:5,490円 ワイド:01-02=1,620円 02-03=2,800円 01-03=2,810円",,,,,,,,,,,,"馬連:3,540円 ワイド:03-12=1,130円 04-12=290円 03-04=380円",,,,,,,,,,,
"馬単:1,540円 3連複:860円",,,,,,,,,,,,"馬単:1,800円 3連複:105,090円",,,,,,,,,,,,"馬単:11,150円 3連複:29,290円",,,,,,,,,,,,"馬単:6,390円 3連複:2,090円 3連単:18,570円",,,,,,,,,,,
■ 2R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,,■ 5R  芝1000m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.6,,,,,■11R  芝1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,対馬特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｄトｰホウシャイン, 58,福永祐,, 75,  -6,* 19, 1,  3.0,⑦⑥⑤, 1, 8, エｰシンオｰムズ,---,野元昭,, 65,* -1,*  4, 1,  2.6, ②②, 1, 3,Ａデンコウグラス, 71,畑端省,, 78,*  3,* 10, 2,  3.3, ①①, 1,10,Ｇコスモプラチナ, 68,内田浩,, 57,* -9,  15, 8, 26.3,①①①
 2, 9,Ｃマダムウイナｰ, 59,佐藤哲, 0.2, 65,  -3,  11, 2,  5.2,③③③, 2,10, ケイウンファミリｰ,---,角田晃, 0.2, 59,*  4,  -3, 5, 12.8, ①①, 2, 7,Ｋダブルアップ, 45,小牧太, 0.4, 71,  -2,*  9, 3, 12.0, ③③, 2, 1,Ｂアスピリンスノｰ, 79,福永祐, 0.1, 58,*-10,  17, 1,  2.7,②②②
 3,10,Ｊサダムサウンドアイ, 38,和田竜, 0.2, 63,* -2,  10, 7, 15.1,②②②, 3, 5, セレブラｰル,---,福永祐, 0.2, 63, -13,*  8, 4,  6.7, ④③, 3,13,Ｃセトモモチャン, 64,武豊  , 0.6, 68,*  0,   7, 1,  2.0, ②②, 3,11,Ｈクリスタルコｰスト, 68,池添謙, 0.2, 73, -17,* 30, 9, 26.6,⑪⑨⑩
 4,16,Ｂスｰパｰジェット, 59,小牧太, 0.3, 64,  -4,  11, 5,  9.3,④⑤⑤, 4, 4, ブラックプラネット,---,岩田康, 0.4, 55,* -4,  -1, 3,  6.3, ②③, 4,11,Ｊマコトテンカイチ, 48,鮫島良, 1.4, 54,  -4,   0, 5, 13.8, ③④, 4, 6,Ｄパｰフェクトジョイ, 69,川田将, 0.3, 62, -15,  23, 2,  3.0,⑧⑥⑥
 5, 6,Ｈシンハルカジョウ, 41,吉永護, 0.9, 68, -12,* 19,12,123.5,⑬⑬⑭, 5, 7, ヤマニンブルｰザｰ,---,武豊  , 1.4, 34, -13, -11, 2,  2.7, ④⑤, 5, 9,Ｉシンライ, 51,黒岩悠, 1.5, 54, -10,   3,12,196.6, ⑧⑧, 5, 3,Ａコスモダンスナイト, 79,佐藤哲, 0.4, 54, -13,  17, 7, 26.2,④③③
 6, 5,Ｌマジカルサリｰ, 38,橋本美, 0.9, 52,  -3,   0,11,119.2,⑤③③, 6,13, ナムライシス,---,熊沢重, 1.6, 31, -13, -14, 6, 36.0, ④⑥, 6, 1,Ｆテイエムポラリス, 55,和田竜, 1.5, 53,  -7,   1,10, 43.9, ⑥⑤, 6,14,Ｃガラディナｰ, 72,岩田康, 0.6, 52, -13,  16, 4,  7.6,④⑤⑤
 7, 1,Ｏカリン, 34,川田将, 1.0, 50,  -6,   3, 6, 11.1,⑤⑥⑦, 7,11, クオン,---,渡辺薫, 1.7, 29, -25,  -8, 7, 56.4, ⑨⑧, 7, 4,Ｂキｰゴｰスルｰ, 64,内田浩, 1.8, 48,  -5,  -3, 4, 12.7, ⑤⑤, 7, 7,Ｌレガシｰエンプレス, 60,黒岩悠, 0.6, 59, -16,  22,13,218.0,⑨⑨⑩
 8,14,Ａサンペスカ, 66,角田晃, 1.1, 50,* -1,  -7, 4,  5.6,①①①, 8,12, ラガｰギムレット,---,池添謙, 2.4,  9, -13, -27, 8, 58.0, ④⑥, 8, 6,Ｅクラッシックベル, 56,中村将, 1.8, 47, -15,   1, 7, 18.9, ⑩⑩, 8,12,Ｊファランドｰル, 67,武豊  , 0.7, 62, -19,  25, 3,  6.1,⑬⑫⑫
 9, 2,Ｉアサヒオンステｰジ, 39,幸英明, 1.5, 48, -10,   5,13,128.7,⑪⑪⑪, 9, 3, ヨドノシルフィｰド,---,上野翔, 2.4,  8, -30, -19,13,300.2, ⑩⑩, 8, 5,Ｄハｰドムｰン, 58,川田将, 1.8, 48,  -7,  -2, 6, 15.8, ⑥⑦, 9, 4,Ｆパッショナルダンス, 68,熊沢重, 0.9, 48, -15,  14, 6, 22.8,⑥⑥⑥
10,15,Ｅアドミラトゥｰル, 51,武豊  , 1.6, 48, -12,   7, 3,  5.2,⑭⑬⑪,10, 2, シルクイグニション,---,和田竜, 2.4, 19, -35, -12, 9, 64.0, ⑪⑫,10,12,Ｈホｰマンティアラ, 52,飯田祐, 2.0, 47, -18,   3, 8, 33.7, ⑫⑫,10,13,Ｋダイタクドルチェ, 62,小牧太, 0.9, 56, -19,  22,10, 69.8,⑫⑫⑬
11,12,Ｆラヴリｰビコｰ, 42,小林久, 2.2, 44,  -6, -15,14,136.0,⑦⑥⑦,11, 6, テイエムビックイ,---,菊地昇, 2.7,-11, -18, -28,10,104.0, ⑧⑧,11,10,Ｇワンダｰフォｰティ, 54,渡辺薫, 2.0, 46, -10,  -2, 9, 36.4, ⑧⑨,11, 5,Ｍビッグワンドリｰム, 52,飯田祐, 0.9, 48, -15,  14,14,388.2,⑥⑥⑥
12, 7,Ｎニホンピロソレイユ, 37,熊沢重, 2.3, 43,  -7, -13, 8, 37.3,⑨⑨⑨,12, 1, オｰナｰドリｰム,---,川島信, 2.8, -8, -35, -19,11,116.8, ⑪⑬,12, 2,Ｌロンプバイオ, 44,池添謙, 2.1, 46, -15,   0,11,127.9, ⑪⑪,12, 2,Ｅマヤラブハｰト, 69,和田竜, 0.9, 46,*-12,   7, 5, 17.4,③③③
13, 3,Ｍディｰプスマｰト, 38,北村浩, 2.3, 42,  -8, -12, 9, 73.5,⑨⑨⑨,13, 9, カシノマキバオｰ,---,幸英明, 3.6,-45, -35, -32,12,182.4, ⑪⑩,13, 8,Ｍメイショウタカナミ, 44,幸英明, 2.1, 46, -18,   2,13,203.5, ⑫⑫,13, 9,Ｉマコトジョワイユｰ, 67,橋本美, 1.0, 61, -22,* 26,11,109.3,⑭⑭⑭
14, 8,Ｋシロキタベッピン, 38,中村将, 2.6, 33, -17,  -3,15,202.0,⑮⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｎシルクピュアハｰト, 50,野元昭, 1.9, 39, -17,   3,12,145.9,⑩⑨⑥
15,13,Ｇワンダｰランナｰ, 41,川島信, 2.8, 38, -10, -15,16,313.9,⑪⑪⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,11,Ｐスパｰクスバイオ, 15,田嶋翔, 6.0,-95, -16, -52,10, 92.3,⑯⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:-15),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:稍重(指数:-9),,,,,,,,,,,
単勝:300円 複勝:04=130円 09=180円 10=340円 枠連:620円,,,,,,,,,,,,"単勝:260円 複勝:08=130円 10=280円 05=200円 枠連:1,030円",,,,,,,,,,,,"単勝:330円 複勝:03=130円 07=200円 13=110円 枠連:1,590円",,,,,,,,,,,,"単勝:2,630円 複勝:10=500円 01=140円 11=540円 枠連:1,980円",,,,,,,,,,,
"馬連:770円 ワイド:04-09=290円 04-10=680円 09-10=1,010円",,,,,,,,,,,,"馬連:1,400円 ワイド:08-10=510円 05-08=390円 05-10=1,030円",,,,,,,,,,,,"馬連:2,120円 ワイド:03-07=580円 03-13=180円 07-13=460円",,,,,,,,,,,,"馬連:2,110円 ワイド:01-10=840円 10-11=4,080円 01-11=1,200円",,,,,,,,,,,
"馬単:1,510円 3連複:3,090円",,,,,,,,,,,,"馬単:2,000円 3連複:2,980円",,,,,,,,,,,,"馬単:3,900円 3連複:1,400円",,,,,,,,,,,,"馬単:6,470円 3連複:17,070円 3連単:123,340円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■ 6R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.9,,,,,■ 9R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,,■12R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,九十九島特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｄテイエムザエックス, 47,橋本美,, 61,*-16,* 13, 3,  7.5,①①①, 1, 6,Ａシゲルダイハッカイ, 63,福永祐,, 61,* -1,   7, 1,  3.1, ①①, 1, 3,Ｂミステリｰゲスト, 73,岩田康,, 77,*  4,* 13, 1,  3.4,③④④, 1, 1,Ｄロングタイキ, 64,角田晃,, 75,*  4,* 10, 7, 15.5,④③②
 2, 5,Ｃチェリｰロビン, 51,高橋亮, 0.5, 56, -18,* 12, 5,  9.3,③⑤③, 2, 2,Ｄマルブツクロフネ, 55,鮫島良, 0.2, 60, -14,  14, 5,  6.9, ⑧⑧, 2, 4,Ｈマイネルトラヴェル, 62,武豊  , 0.5, 73,   0,* 13, 4,  6.4,⑧⑦⑦, 2, 6,Ｌエイシンチャンドラ, 60,和田竜, 0.2, 71,*  5,   5, 3,  6.0,①①①
 3, 1,Ｉシルクロックスタｰ, 39,石橋守, 0.5, 52,*-16,*  9, 9, 33.4,⑮②②, 3,10,Ｆビコｰソフィア, 49,川田将, 0.2, 57,  -7,   8, 3,  6.2, ⑤⑤, 3, 2,Ａフォｰカルフィギア, 73,角田晃, 0.7, 67,*  4,   5, 2,  4.9,②②①, 3, 5,Ｂジｰンハンタｰ, 67,福永祐, 0.2, 73,   2,* 12, 2,  4.6,⑧⑤③
 4,12,Ａアイノグレゴリｰ, 58,幸英明, 1.1, 43,*-17,   4, 2,  4.8,②②④, 4, 8,Ｇダイゴフウジン, 45,太宰啓, 0.2, 62, -15,  16,10, 65.8, ⑨⑧, 4, 1,Ｃダノンビクトリｰ, 71,幸英明, 0.9, 64,*  5,   1, 8, 14.4,①①②, 4, 3,Ｃワンダフルキャスト, 64,武豊  , 0.3, 74,  -1,* 17, 1,  4.1,⑫⑯⑪
 5,14,Ｂブラックサｰボ, 53,上野翔, 1.8, 35, -22,   2, 4,  8.8,⑨⑨⑨, 5,13,Ｅワンマイドリｰム, 54,橋本美, 0.3, 56,* -3,   4, 2,  3.9, ②②, 5,11,Ｊスマｰティコジｰン, 59,上村洋, 1.0, 65,   2,   5,10, 48.3,⑥⑤⑤, 5, 7,Ｍマチカネハナサソウ, 60,渡辺薫, 0.6, 68,   3,   4,13, 92.3,④⑤③
 6,13,Ｇザイオンシチｰ, 42,田嶋翔, 1.9, 34,*-17,  -4,10, 39.7,③②④, 6, 9,Ｉメイショウタイフウ, 43,池添謙, 0.4, 68, -29,* 27, 9, 34.0, ⑮⑫, 6, 6,Ｎエディキャスケｰド, 50,佐藤哲, 1.1, 71,  -3,* 14,13,132.3,⑬⑪⑨, 6,13,Ｈメイショウハヤボシ, 62,中村将, 0.6, 64,   1,   2,10, 41.6,⑫⑤⑦
 7, 2,Ｍテオティワカン, 28,川田将, 2.2, 33, -22,   2, 6, 12.3,⑪⑫⑫, 7, 4,Ｈアッパレムスメ, 45,吉永護, 0.6, 56, -21,  16,13,191.2, ⑪⑩, 7, 7,Ｌメッセトゥルム, 53,池添謙, 1.8, 62,  -3,   7,12,132.2,⑬⑪⑩, 7,14,Ａクラクエンスキｰ, 69,幸英明, 0.7, 66,   4,   1, 6,  9.3,⑨③③
 8, 6, レジェンドバロｰズ,---,岩田康, 2.3, 31, -19,  -4, 1,  2.4,⑫⑦⑥, 8, 3,Ｍニホンピロアｰマｰ, 23,幸英明, 0.7, 53, -19,  13,15,245.2, ⑪⑩, 8, 8,Ｅトラベルシチｰ, 67,川田将, 1.9, 54,   1,  -5, 3,  5.6,③⑤⑥, 8,11,Ｆコｰリンヴァリウス, 64,岩田康, 0.7, 67,   0,   9, 4,  6.0,⑩⑫⑪
 9, 9,Ｋキングシェｰバｰ, 38,川島信, 2.4, 31, -21,  -2,13,139.0,⑨⑪⑨, 9, 5, バクシンハヤブサ,---,田嶋翔, 0.7, 50,  -6,   1, 7, 20.0, ⑤⑤, 9, 5,Ｉエイシンボストン, 59,石橋守, 2.0, 58,  -3,   4, 9, 28.5,⑪⑪⑫, 9, 4,Ｇツキノオウジャ, 63,佐藤哲, 0.8, 67,   0,   7, 9, 25.2,⑮⑫⑧
10, 4, トミｰブランド,---,小牧太, 2.5, 30, -20,  -4, 7, 21.9,⑦⑨⑧,10,15,Ｂキリシマハンタｰ, 56,上村洋, 0.9, 48,  -5,  -4, 4,  6.6, ②②,10, 9,Ｋグッドエモｰション, 56,内田浩, 2.0, 56,   0,  -1,11, 73.2,⑨⑧⑧,10,10,Ｉブロｰドキャスタｰ, 62,川田将, 1.4, 56,   1,  -7, 8, 20.5,⑮⑤⑧
11,11,Ｆグランドストｰム, 43,菊地昇, 2.7, 30, -19,  -9,12,112.0,⑤⑥⑦,11, 1,Ｃクイッククイック, 55,田中克, 1.2, 43,  -8,  -9, 8, 26.2, ⑤⑤,11,10,Ｇビッグポパイ, 62,和田竜, 2.2, 53,*  4, -11, 5,  9.0,⑤②②,11,12,Ｅノｰブルフォｰス, 64,小牧太, 1.6, 56,   0,  -5, 5,  8.5,⑫⑫⑮
12, 3,Ｊポンデアスｰカル, 38,熊沢重, 3.2, 26, -22,  -7, 8, 23.0,⑬⑭⑫,12,12,Ｊサンエムバラｰド, 40,熊沢重, 2.1, 12,* -3, -24,11,114.2, ②②,12,12,Ｆカネトシスティｰブ, 63,小牧太, 2.2, 54,  -1,  -1, 7, 14.2,⑨⑩⑫,12, 8,Ｎトｰタチス, 59,飯田祐, 1.6, 56,   1,  -8,16,149.0,③⑨⑪
13,15,Ｈノｰブルブロケイド, 42,中村将, 3.2, 25, -21, -14,11, 71.4,⑤⑦⑨,13, 7, コトノハ,---,岩田康, 2.3, 29, -24,  -7, 6, 16.7, ⑬⑬,13,13,Ｄテンガロンハット, 67,福永祐, 2.3, 53,   0,  -4, 6, 11.1,⑦⑧⑩,13,16,Ｋクラシックスタイル, 62,中谷雄, 1.6, 54,   1,  -9,11, 61.2,⑦⑨⑧
14, 7,Ｌオｰスミマｰブル, 32,田中克, 5.8,-55, -23, -35,15,455.9,⑭⑫⑭,14,11,Ｋニチェ, 36,中村将, 2.7, -2, -28, -14,14,232.0, ⑭⑮,14,14,Ｍチュウワナイト, 51,鮫島良, 3.4, 46,  -5,  -5,14,264.9,⑪⑭⑭,14, 2,Ｏミスズユｰワヒメ, 44,鮫島良, 1.7, 53,  -1,  -7,14,122.2,⑩⑫⑭
15, 8,Ｅチョウスキスキ, 43,太宰啓, 7.1,-81, -23, -44,14,139.8,⑦⑮⑮,15,14,Ｌタツノオｰ, 32,角田晃, 4.2,-87, -16, -44,12,173.5, ⑨⑭,,,,,,,,,,,,,15,15,Ｊテｰオｰキング, 62,菊地昇, 2.1, 49,*  5, -23,15,128.3,②②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｐキンシベガ, 27,上野翔, 2.8, 38,  -1, -28,12, 67.4,④⑨⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-15),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:稍重(指数:-15),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:稍重(指数:-8),,,,,,,,,,,
