06年12月 3日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年12月 3日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.4,,,,,■ 4R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.9,,,,,■10R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沓掛特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａコスモフリｰダム, 55,石橋脩,, 52,  -4,* -3, 5, 16.0,⑦⑥⑥, 1, 8, ミスチフ,---,古川吉,, 39,*-22,   1, 2,  3.8, ②②, 1,15,Ａアグネスネクタル, 72,鮫島良,, 67,   2,*  8, 1,  1.3,⑬⑧⑤, 1,12,Ｉコンプレッソ, 62,ペリエ,, 75,*  5,*  8, 2,  4.4,②①①
 2,12,Ｅサクラハｰレｰ, 50,北村宏, 0.1, 52,  -4,* -4, 7, 18.8,④⑥⑦, 2, 7, マイネルプルｰト,---,長谷川, 0.0, 43, -28,*  7, 3,  5.0, ⑦⑥, 2, 2,Ｆエイワンタッチ, 59,佐久間, 0.7, 64,   6,  -4, 4, 14.9,③③②, 2,11,Ｃパｰプルイｰグル, 68,ルメｰ, 0.0, 74,*  4,* 10, 1,  3.3,④⑦④
 3, 1,Ｋファｰトゥム, 30,ペリエ, 0.1, 51,  -6,*  1, 3, 11.3,⑬⑧⑧, 3, 5, グロリアスソｰド,---,田辺裕, 0.1, 37,*-22,  -1, 4,  6.7, ②②, 3, 7,Ｈテイエムカチボシ, 57,柴原央, 0.8, 64,*  7,  -7, 8, 37.1,③②②, 3, 6,Ｄキクノハヤテ, 66,安藤勝, 0.0, 75,*  4,*  9, 3,  5.7,⑥③③
 4,11,Ｂヤマノブルｰグラス, 55,ルメｰ, 0.2, 52,* -1, -10, 1,  1.5,⑥③②, 4, 2, ナムラシャイニング,---,渡辺薫, 0.2, 36, -25,   1, 6, 15.3, ④⑥, 4, 9,Ｂメイショウダンディ, 71,田中克, 0.9, 58,   0,   0, 2,  9.5,⑨⑨⑨, 4, 9,Ｂエイシンニュｰトン, 71,柴山雄, 0.4, 72,*  5,   5, 4,  7.2,②②②
 5,16,Ｄナンヨｰノｰス, 51,吉田豊, 0.2, 52,* -1, -10, 8, 25.0,③③①, 5, 1, エクスハイタッチ,---,北村宏, 0.4, 31, -25,  -2, 7, 23.0, ④④, 5,11,Ｋマイネルメロス, 54,石神深, 1.1, 59,  -2,*  7, 6, 22.5,⑬⑮⑪, 5,13,Ｊダカｰルシチｰ, 58,池添謙, 0.5, 70,   3,   6, 5,  9.2,⑪⑧⑥
 6, 7,Ｈニシオハンセル, 43,高橋亮, 0.3, 51,* -1, -12, 9, 25.5,①①②, 6, 6, アガシイ,---,佐藤哲, 0.6, 28, -25,  -5, 8, 32.1, ④④, 6,10,Ｅメイショウトンボ, 59,田村太, 1.1, 56,  -3,*  4, 9, 44.3,⑪⑭⑬, 6, 3,Ａセイウンビバｰチェ, 74,本田優, 0.8, 67,   2,   6, 6,  9.4,⑩⑩⑪
 7, 3,Ｆカイテキセレブ, 48,佐藤哲, 0.4, 50,  -2, -10, 2,  8.0,④⑤⑤, 7, 3, スリｰラジアル,---,熊沢重, 0.6, 29,*-20, -10, 5, 10.4, ①①, 7, 4,Ｇタヤスワカシオ, 58,田辺裕, 1.2, 59,   3,  -5, 7, 37.1,⑦⑥④, 7, 8,Ｆリスティアプロトス, 64,津村明, 1.0, 65,   2,   5, 8, 38.8,⑫⑫⑨
 8,15,Ｉシゲルアサンテサナ, 42,本田優, 0.6, 47,  -6,* -4,13,267.2,⑨⑧⑧, 8, 4, ハイパｰビｰト,---,本田優, 0.8, 25, -28,  -5, 1,  2.5, ⑦⑧, 8, 3,Ｄアグネスリュウ, 60,津村明, 1.5, 55,   1,  -5, 5, 18.8,⑩⑨⑧, 8, 2,Ｎエイシンボストン, 55,長谷川, 1.1, 65,   3,   1,15,182.5,④⑧⑧
