06年 3月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 3月 4日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.5,,,,,■ 4R  芝3000m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝2000m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3.7,,,,,■10R  芝1200m 4歳上1600万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.2,,,,
 9, 1,Ｄセフティグランプリ, 48,川田将, 1.5, 45, -19,   4, 9, 56.7,⑫⑬⑬, 9,11, プロメテウス,,宇田登, 4.6,,,,13,148.7,⑫⑫⑫, 9, 1,Ｈスマｰトスナイパｰ, 56,蛯名正, 6.2, 29,  12, -67, 7, 91.6,③②⑤, 9, 9,Ｍトニｰビｰバｰ, 65,安部幸, 0.8, 72,   0,  11,12,273.5, ④⑤
10,10,Ｈフィｰルドイレブン, 45,幸英明, 1.6, 40, -14,  -5,13,189.6,⑨⑨⑦,10,13, アグネスモナク,,仲田雅, 4.7,,,, 9, 61.6,⑨⑪⑪,,,,,,,,,,,,,10, 2,Ｆセイウンニムカウ, 80,藤田伸, 1.3, 65,  -6,  10, 9, 29.9, ⑨⑨
11, 5,Ｇコスミックパワｰ, 46,秋山真, 1.7, 40, -17,   0, 7, 43.5,⑪⑪⑫,11, 9, カノヤバトルクロス,,西谷誠, 5.9,,,, 3,  5.3,⑥⑨⑩,,,,,,,,,,,,,11, 1,Ｊショｰストッパｰ, 77,川田将, 1.4, 64, -13,  14,11,264.0, ⑭⑬
12, 8,Ｉナムラシｰトン, 44,川原正, 2.0, 33, -14,  -8,11,105.8,⑤⑤⑩,12, 8, パントレスズカ,,北沢伸, 9.5,,,,12,136.9,④⑦⑨,,,,,,,,,,,,,12,14,Ｌヒシフェアレディ, 65,秋山真, 1.4, 62,  -6,   8,13,319.6, ⑩⑨
13, 3,Ｌコウエイゴｰルド, 28,藤岡佑, 2.4, 30, -14, -13, 8, 45.7,⑤⑧⑩,13, 1, メイショウピュｰマ,,白坂聡,15.8,,,,14,225.4,⑬⑬⑬,,,,,,,,,,,,,13, 7,Ｈトップパシコ, 78,高山太, 1.4, 59,*  7,  -6, 6, 16.5, ①①
14, 4,Ｋスナｰクブルｰト, 29,金折知, 2.9, 31, -20,  -6,14,625.7,⑭⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｎダイタクソニック, 64,本田優, 1.6, 57,  -6,   5,10,183.5, ⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:稍重(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:4),,,,,,,,,,,
"単勝:3,360円 複勝:12=1,120円 14=3,440円 13=350円 枠連:1,070円",,,,,,,,,,,,単勝:690円 複勝:07=200円 03=240円 02=160円 枠連:670円,,,,,,,,,,,,単勝:160円 複勝:10=100円 07=110円 04=130円 枠連:170円,,,,,,,,,,,,単勝:180円 複勝:05=110円 03=180円 08=290円 枠連:270円,,,,,,,,,,,
"馬連:116,220円 ワイド:12-14=25,650円 12-13=4,160円 13-14=9,910円",,,,,,,,,,,,"馬連:3,030円 ワイド:03-07=970円 02-07=380円 02-03=680円",,,,,,,,,,,,馬連:210円 ワイド:07-10=120円 04-10=170円 04-07=190円,,,,,,,,,,,,"馬連:550円 ワイド:03-05=260円 05-08=460円 03-08=1,180円",,,,,,,,,,,
"馬単:178,200円 3連複:208,970円",,,,,,,,,,,,"馬単:5,020円 3連複:3,090円",,,,,,,,,,,,馬単:290円 3連複:330円,,,,,,,,,,,,"馬単:770円 3連複:1,860円 3連単:5,680円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.4,,,,,■ 5R  ダ1200m 3 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2.8,,,,,■11R  芝1600m 3 歳ｵｰﾌﾟﾝ 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾁｭｰﾘｯﾌﾟ賞 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｈトｰホウテンショウ, 45,川原正,, 56,  -6,*  1, 9, 25.6, ⑦⑥, 1, 2, ノｰプロブレム,---,藤田伸,, 61,* -1,  -3, 3,  6.6, ①①, 1, 8,Ｆシルクヴェルリッツ, 67,幸英明,, 74,   2,  10, 5,  9.8, ⑦⑧, 1,14,Ｍアドマイヤキッス, 60,武豊  ,, 83,   3,* 16, 2,  3.8,⑬⑪⑥
 2, 9,Ｄアンクルストロング, 48,安藤勝, 0.1, 57,   3,  -9, 4, 10.1, ①③, 2, 4, スズカゲスト,---,渡辺薫, 0.5, 54, -16,*  7, 5,  9.6, ⑮⑨, 2,16,Ｌエアファンタジスタ, 62,藤岡佑, 0.0, 73,  -5,* 18,11, 94.0, ⑫⑪, 2, 8,Ａシェルズレイ, 79,岩田康, 0.0, 80,   6,* 11, 6, 12.0,⑥④⑤
 3, 4,Ａリリウオカラニ, 56,岩田康, 0.8, 51,   3, -15, 1,  2.6, ④③, 3,11, クイッククイック,---,武英智, 0.5, 54,* -4,  -5, 4,  8.9, ②③, 3,11,Ｃセイウンビバｰチェ, 72,岩田康, 0.1, 71, -10,* 24, 2,  5.2, ⑯⑮, 3,15,Ｋウインシンシア, 63,秋山真, 0.3, 77,   1,* 14,11, 91.6,⑯⑮⑭
 4, 6,Ｊイイデカミノヤマ, 43,川田将, 0.9, 41, -21,*  6,11,163.4, ⑬⑭, 4,15, クリスタルタイム,---,蛯名正, 0.7, 52,  -8,  -3, 8, 24.5, ⑥④, 4,13,Ｈソフトパワｰ, 66,藤田伸, 0.1, 75,   2,   9,10, 46.7, ⑨⑥, 4,11,Ｅテイエムプリキュア, 73,上村洋, 0.6, 73,   4,   5, 1,  3.1,⑥⑦⑥
 5,11,Ｍレオンハルト, 27,渡辺薫, 0.9, 46,  -7,  -7,13,417.9, ⑥⑥, 5, 7, グリフィンアイズ,---,安藤勝, 0.7, 54,* -2,  -9, 1,  2.7, ②①, 5, 4,Ｄアグネスレプトン, 70,中村将, 0.5, 68,*  7,  -4, 3,  9.5, ②①, 5, 9,Ｂラッシュライフ, 77,蛯名正, 0.6, 73,*  8,  -1, 4,  8.1,①②②
 6, 5,Ｂサバンナガｰル, 54,藤田伸, 1.0, 49,*  5, -19, 2,  2.9, ①②, 6, 1, ビｰトバリュｰ,---,川島信, 0.9, 49, -13,*  0, 7, 20.2, ⑪⑧, 6, 2,Ｇダイシンチャンス, 66,高橋亮, 0.8, 66,  -6,  11, 7, 35.7, ⑮⑫, 6, 3,Ｆニシノフジムスメ, 73,藤田伸, 1.1, 66,   3,  -1, 7, 18.0,⑪⑪⑬
 7,14,Ｉマイティｰキラｰ, 44,内田浩, 1.0, 49,   2, -16, 6, 18.4, ④③, 7, 9, ユウキイチ,---,高橋亮, 1.7, 40, -10, -11,12,127.6, ⑥⑦, 7,12,Ａマイネルラファエロ, 73,石橋守, 0.8, 67,*  6,  -4, 9, 38.1, ③③, 7, 4,Ｐリトルブレイブ, 52,川島信, 1.2, 64,   1,   1,15,360.8,⑬⑪⑭
 8, 1,Ｅシゲルキタハマ, 48,川島信, 1.0, 50,*  6, -20, 7, 19.9, ①①, 8, 5, ジョｰアドベンチャ,---,秋山真, 1.9, 36, -17,  -6, 9, 62.6, ⑪⑬, 8,15,Ｂアドマイヤレオン, 73,武豊  , 1.0, 64,   4,  -3, 1,  1.8, ④⑥, 8, 7,Ｊステラマドレｰド, 64,川原正, 1.4, 62,   1,  -2,12,168.2,⑬⑮⑯
 9,13,Ｇネヴァベｰカリｰ, 45,武豊  , 1.0, 43, -20,*  4, 3,  6.6, ⑬⑪, 9,13, アソビゴコロ,---,柴原央, 2.2, 37,  -8, -18, 6, 12.4, ⑥④, 9, 9,Ｎシュペｰルサンバ, 54,柴原央, 1.1, 63,  -2,   4,16,453.5, ⑩⑨, 9,10,Ｃタッチザピｰク, 75,柴原央, 1.4, 63,*  7, -11, 3,  5.5,④②②
10,15,Ｆミサトテイオｰ, 46,中村将, 1.1, 41, -13,  -6,10,121.1, ⑨⑧,10,10, トシツカサオｰ,---,本田優, 2.2, 35, -19,  -7,10, 62.7, ⑮⑪,10, 5,Ｋアタゴタイヨウ, 62,川田将, 1.2, 61,  -2,   2,12,187.0, ⑩⑨,10, 1,Ｄスパニッシュソウル, 73,藤岡佑, 1.6, 60,   3,  -8, 9, 26.2,⑪⑪⑪
11,10,Ｌミスチバスペニｰ, 31,荻野要, 2.2, 31, -13, -14,15,777.6, ⑨⑩,11, 3, マリンウィッシュ,---,中村将, 3.1, 21, -14, -23,13,141.6, ⑩⑬,11,10,Ｉイキオイ, 65,本田優, 1.2, 64,   5,  -6, 8, 37.3, ⑥④,11,13,Ｈマヤラブハｰト, 66,小林徹, 1.7, 59,   6, -14,14,266.8,⑨⑦⑥
12, 2,Ｏカシノスパンコｰル,  7,西原玲, 2.2, 32,  -8, -18,12,251.2, ⑦⑧,12,12, ユウキオペラオｰ,---,幸英明, 3.4, 22, -17, -21,11,102.7, ⑬⑪,12,14,Ｏパワｰホｰル, 53,石山繁, 1.7, 56,  -6,   3,15,411.2, ⑭⑭,12, 6,Ｌプリンセスデザイア, 62,川田将, 1.9, 57,   4, -14, 8, 23.9,⑨⑦⑥
13, 3,Ｋモルゲンシチｰ, 42,幸英明, 2.8, 23, -19, -14, 8, 22.4, ⑫⑭,13,16, メモリｰプリモ,---,岩田康, 3.8, 20,  -5, -37, 2,  3.6, ④④,13, 1,Ｅビッグアラミス, 68,安藤勝, 1.9, 57,   5, -12, 6, 15.8, ④④,13,16,Ｇプリムロｰズヒル, 69,幸英明, 1.9, 56,*  7, -19, 5,  9.7,④④④
14,12,Ｎマキオライアン, 26,安部幸, 3.3, 19, -17, -21,14,483.1, ⑪⑪,14, 8, パｰプルサンバ,---,川原正, 4.3, 11, -11, -36,14,229.4, ⑤⑨,14, 7,Ｊウォｰタｰバロン, 65,蛯名正, 1.9, 57,*  8, -17, 4,  9.8, ①①,14, 2,Ｎヤマトマリオン, 54,安部幸, 1.9, 56,   3, -13,13,195.5,⑥⑩⑪
,,,,,,,,,,,,15, 6, エスティラｰル,---,小坂忠, 5.4, -2, -20, -38,15,301.1, ⑬⑯,15, 6,Ｐレッツサｰパス, 46,川島信, 3.0, 43,  -6, -10,14,313.9, ⑫⑮,15,12,Ｏサルトリｰガｰル, 53,本田優, 2.3, 51,* 10, -31,16,397.8,①①①
,,,,,,,,,,,,16,14, トｰアライズ,---,小林徹, 5.9, -9, -16, -47,16,351.5, ⑥⑮,16, 3,Ｍノｰスロドリゴ, 57,安部幸, 3.1, 42,  -1, -17,13,302.9, ⑦⑬,16, 5,Ｉヒトリムスメ, 65,安藤勝, 3.9, 30,   5, -46,10, 66.8,①④⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:5),,,,,,,,,,,
"単勝:2,560円 複勝:08=310円 09=250円 04=160円 枠連:5,830円",,,,,,,,,,,,"単勝:660円 複勝:02=220円 04=240円 11=240円 枠連:1,630円",,,,,,,,,,,,"単勝:980円 複勝:08=240円 16=1,430円 11=240円 枠連:350円",,,,,,,,,,,,"単勝:380円 複勝:14=180円 08=330円 15=1,780円 枠連:2,120円",,,,,,,,,,,
"馬連:4,880円 ワイド:08-09=1,290円 04-08=930円 04-09=540円",,,,,,,,,,,,"馬連:2,360円 ワイド:02-04=810円 02-11=820円 04-11=780円",,,,,,,,,,,,"馬連:23,430円 ワイド:08-16=5,530円 08-11=920円 11-16=5,490円",,,,,,,,,,,,"馬連:2,570円 ワイド:08-14=900円 14-15=7,940円 08-15=11,410円",,,,,,,,,,,
"馬単:11,700円 3連複:6,010円",,,,,,,,,,,,"馬単:3,750円 3連複:4,120円",,,,,,,,,,,,"馬単:38,250円 3連複:45,930円",,,,,,,,,,,,"馬単:4,530円 3連複:87,530円 3連単:357,600円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.2,,,,,■ 6R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.3,,,,,■ 9R  芝2500m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3.8,,,,,■12R  ダ1800m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,淡路特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｃテンシノコンコルド, 50,中村将,, 65,*  1,*  0, 1,  2.6, ③③, 1, 9,Ｂフレンドシップ, 67,川田将,, 75,  -1,* 12, 3,  6.1,⑩⑨④, 1, 8,Ｆロングアライブ, 78,武豊  ,, 80,   6,* 12, 4, 13.0,⑩⑪⑪, 1,15,Ｂスナｰクファルコン, 75,秋山真,, 83,   0,* 20, 4,  8.5,⑤⑤④
 2,14,Ｋウインザタロｰ, 35,柴原央, 1.3, 55,  -3,  -5, 9, 48.6, ⑦⑥, 2, 1,Ｆサンライズレクサス, 59,武豊  , 0.6, 68,*  3,   0, 1,  2.5,②①①, 2, 4,Ｅマイネルアンセム, 80,岩田康, 0.3, 77,   9,   0, 3,  8.6,③⑤③, 2, 1,Ｉトｰホウレビン, 71,武豊  , 0.2, 87,  -3,* 23, 1,  3.2,⑮⑮④
 3, 7,Ｈエバｰプリンス, 43,武豊  , 1.4, 54,  -4,  -4, 3,  7.1, ⑩⑧, 3, 6,Ａヤシャオｰキセキ, 67,岩田康, 0.6, 73,  -4,* 14, 2,  3.3,⑫⑬⑤, 3, 2,Ａマイクラリネット, 85,藤田伸, 0.3, 76,* 10,  -4, 8, 20.8,①①①, 3,13,Ａユノナゲット, 78,藤岡佑, 0.8, 75,  -1,  15, 2,  3.4,⑪⑩⑨
 4, 8,Ｌオｰキッドコｰト, 34,小林徹, 1.4, 55,  -7,*  0,15,349.4, ⑬⑨, 4,11,Ｄマルタカタキオン, 61,本田優, 1.3, 64,*  3,  -6, 6, 17.8,④③①, 4,11,Ｄトウカイエリｰト, 80,幸英明, 0.3, 76,*  9,  -1, 1,  2.3,⑤④③, 4, 9,Ｆダイナミックエｰス, 74,安藤勝, 0.9, 71,  -1,  12, 3,  7.0,⑦⑥⑦
 5,13,Ｆミスタｰキセキ, 48,本田優, 1.6, 52,   0, -11, 7, 20.4, ④④, 5,12,Ｊグッドフロマｰジュ, 55,藤岡佑, 1.5, 63,  -4,   6, 9, 76.1,⑫⑫⑪, 5, 5,Ｃリキアイサイレンス, 82,本田優, 0.3, 79,   8,   2, 2,  2.9,⑧⑧③, 5,11,Ｋアンクルピｰス, 69,北村友, 0.9, 67,*  1,   5, 8, 26.1,①①①
 6, 2,Ｂメダルハンタｰ, 53,藤田伸, 1.9, 51,*  3, -18, 5, 10.5, ②①, 6, 8,Ｅマイネルファｰマ, 61,秋山真, 2.1, 58,  -3,  -2, 7, 26.2,⑩⑩⑩, 6, 7,Ｇナイスハンド, 75,秋山真, 0.4, 76,   9,  -1, 6, 16.9,⑤⑤③, 6, 5,Ｊホｰマンブラヴォｰ, 70,藤田伸, 1.1, 68,*  1,   7, 5,  9.6,③③④
 7, 3,Ｄバンジｰガム, 49,岩田康, 1.9, 50,  -9,  -3, 6, 17.2, ⑬⑨, 7, 5,Ｉアドラｰブルキス, 55,幸英明, 3.1, 49,  -5,  -7,11,166.5,⑧⑩⑫, 7, 3,Ｊマチカネウマジルシ, 63,川田将, 0.6, 74,   8,  -1,10, 73.9,⑤⑨⑧, 7,10,Ｍエストレｰア, 68,川島信, 1.2, 69,  -2,  12, 9, 29.7,⑬⑫⑫
 8, 6,Ｅグッドバニラ, 48,川田将, 2.4, 43,  -7, -12, 4,  9.8, ⑩⑨, 8, 4,Ｃマイネルテセウス, 61,安部幸, 3.1, 51,  -1, -16, 8, 32.4,⑦⑦⑤, 8,10,Ｂマヤノリバティ, 83,藤岡佑, 0.7, 75,   7,   0, 5, 14.1,⑫⑪⑧, 8, 3,Ｇフミノトップヘイロ, 72,本田優, 1.3, 66,  -1,   8,11, 39.8,⑤⑥⑨
 9, 4,Ｎアゲンルネッサンス, 26,幸英明, 2.5, 44,  -3, -16,12,301.5, ⑦⑥, 9, 2,Ｇヤマニンファビュル, 59,小池隆, 3.1, 48,   0, -17, 5,  9.6,④⑤⑧, 9, 1,Ｌトシザショｰマ, 56,安部幸, 0.8, 71,* 10, -10, 9, 65.2,①①①, 9,16,Ｌミッキｰワン, 69,小林徹, 1.5, 65,*  1,   2,12,101.8,③③①
10, 9,Ａスズカアトラス, 55,安藤勝, 2.6, 41,  -3, -18, 2,  3.0, ⑥⑨,10, 3,Ｋラストクルセイダｰ, 52,中村将, 3.1, 45,  -2, -17,10,162.8,④⑥⑨,10,12,Ｉサムタイム, 69,小林徹, 1.1, 69,   7,  -7,11,114.6,⑧⑨⑧,10, 4,Ｄインペリアルパワｰ, 75,幸英明, 1.5, 66,  -3,  11, 6, 15.5,⑭⑫⑮
11,10,Ｏソリッドスウィｰト,  7,北村友, 2.7, 39,  -6, -18,13,333.1, ⑨⑨,11,13,Ｌエイシンハンニバル, 50,上村洋, 3.4, 47,*  3, -27,12,346.3,①①①,11, 9,Ｈヒシルｰシッド, 70,渡辺薫, 1.2, 67,*  9, -14, 7, 17.8,③①③,11,12,Ｅリリｰハンタｰ, 75,岩田康, 1.6, 64,  -1,   5,10, 31.8,⑧⑨⑨
12,12,Ｊヴァリアントソウル, 39,川原正, 2.8, 39, -13,  -7,10,106.8, ⑮⑮,12, 7,Ｈビｰオブザバン, 57,安藤勝, 4.0, 42,   0, -27, 4,  8.4,②③⑤,12, 6,Ｋタニノコザック, 59,川原正, 2.6, 52,   8, -32,12,215.3,⑩⑤⑪,12, 8,Ｈビッグアｰチ, 71,中村将, 2.1, 58,  -3,   1,15,189.6,⑫⑫⑫
13,15,Ｉクニノオｰ, 40,小坂忠, 2.8, 42,*  4, -29,11,258.2, ①①,13,10,Ｍブラックソフィア, 47,柴原央, 4.2, 39,  -3, -23,13,497.5,⑧⑦⑫,,,,,,,,,,,,,13,14,Ｃダンシングオン, 75,安部幸, 2.2, 58,   0,  -2, 7, 17.1,⑧⑥⑦
14, 1,Ｇスペシャルネイム, 45,秋山真, 3.2, 38,   0, -28, 8, 26.6, ④④,,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｐエクステンション, 58,内田浩, 2.4, 59,  -4,   4,16,545.6,⑯⑯⑮
15, 5,Ｍランドビｰム, 30,安部幸, 3.4, 34,  -7, -20,14,339.4, ⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｎダンツクレバｰ, 64,川田将, 3.1, 48,  -1,  -9,13,136.2,⑧⑩⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 2,Ｏリュウヨウ, 59,川原正, 3.4, 44,*  2, -18,14,165.8,②①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:稍重(指数:1),,,,,,,,,,,
"単勝:260円 複勝:11=190円 14=920円 07=220円 枠連:7,070円",,,,,,,,,,,,単勝:610円 複勝:09=140円 01=120円 06=160円 枠連:550円,,,,,,,,,,,,"単勝:1,300円 複勝:08=420円 04=310円 02=570円 枠連:3,070円",,,,,,,,,,,,"単勝:850円 複勝:15=260円 01=140円 13=140円 枠連:1,510円",,,,,,,,,,,
