06年 3月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 3月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.3,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.9,,,,,■ 7R  ダ1800m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1.6,,,,,■10R  芝2200m 4歳上1600万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｻﾝｼｬｲﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6, スパｰブスピリット,---,北村宏,, 60, -26,* 17, 2,  4.5, ⑧⑥, 1, 2, アクシオン,---,柴田善,, 68, -11,* 18, 1,  1.9,⑩⑧④, 1,10,Ｇオｰスミダンスイン, 65,柴田善,, 72,*  2,* 10, 4, 11.3,⑥②②, 1, 3,Ｂアドマイヤモナｰク, 87,横山典,, 78,  -3,* 23, 1,  1.6,⑥④④
 2, 4,Ｂアイアイスピｰチ, 56,蛯名正, 0.2, 52,*-17,   7, 3,  4.5, ①①, 2,14,Ｋソレックス, 29,藤田伸, 0.4, 60,* -8,  10, 9, 30.4,①①①, 2,11,Ｂセルフリスペクト, 72,横山典, 0.1, 71,*  3,   7, 1,  1.5,①①①, 2, 2,Ｈフレンチクルｰラｰ, 74,勝浦正, 0.1, 71,  -1,  15, 4, 10.2,③③③
 3, 8,Ｄユキノスバル, 45,田中剛, 0.8, 44,*-18,   2, 5, 42.0, ②②, 3, 6,Ｆカブキメｰク, 43,田面木, 0.9, 55,* -9,   7, 7, 20.0,④②②, 3,15,Ｐテンガロンハット, 50,藤田伸, 0.1, 73,  -1,* 14, 5, 19.0,⑬⑦④, 3, 8,Ｄソｰユアフロスト, 77,蛯名正, 0.2, 73,  -2,  19, 2,  5.2,④④④
 4, 5,Ｃヤマノマイラヴ, 47,吉田豊, 1.0, 43, -21,   3, 7, 52.0, ④④, 4,12,Ｉトｰセンジュビリｰ, 34,吉田豊, 1.0, 55, -10,   8, 8, 29.5,⑥④⑤, 4, 3,Ｆハングオｰバｰ, 69,勝浦正, 0.7, 67,   1,   4, 3,  9.6,④⑤④, 4, 5,Ｃタイガｰカフェ, 78,後藤浩, 0.3, 74,  -3,* 20, 5, 15.0,⑨⑥⑥
 5, 2,Ａグラッドテンエイ, 58,藤田伸, 1.0, 42,*-18,   0, 1,  1.4, ②②, 5, 5,Ａロｰドヴィサｰジ, 49,岩田康, 1.1, 56, -12,  10, 2,  4.8,⑧⑨⑦, 5, 8,Ｅマイネルレオン, 69,岩部純, 1.1, 66,  -4,* 10, 7, 21.3,⑯⑮⑪, 5, 7,Ｉスルｰレｰト, 67,吉田豊, 0.5, 62,   1,   3, 7, 22.9,②②②
 6, 9,Ｈクロコアイト, 35,勝浦正, 1.1, 41, -20,   1, 6, 42.9, ④④, 6, 3,Ｂサンデｰレオン, 49,松岡正, 1.2, 57, -13,  12, 3,  6.1,⑩⑪⑦, 6,14,Ｊアサクサポインタｰ, 59,松岡正, 1.3, 62,*  2,  -4, 9, 44.5,③②②, 6, 6,Ｇコスモインペリアル, 74,藤田伸, 0.7, 67,  -4,  16, 6, 19.2,⑧⑥⑦
 7,10,Ｆスズタケヒデ, 38,田中勝, 1.3, 40, -23,   2, 8,184.3, ⑦⑥, 7,10,Ｄロイバｰブレット, 47,津村明, 1.8, 44,*-10,  -3, 6, 17.1,②②②, 7, 1,Ａマイピッカリン, 72,北村宏, 1.4, 62,  -2,   4, 2,  6.4,⑪⑪⑪, 7, 9,Ａニシノナｰスコｰル, 89,岩田康, 0.7, 68,  -5,  17, 3,  7.2,⑤⑧⑦
 8, 1,Ｅベルモントカイト, 41,後藤浩, 1.9, 29, -21,  -6, 4, 37.1, ④⑧, 8, 4,Ｃコアレスウォルデン, 47,蛯名正, 2.0, 49, -15,   7,10, 57.6,⑫⑫⑩, 8, 4,Ｎサクラアクｰト, 52,津村明, 1.9, 56,  -4,  -1,15,481.2,⑬⑪⑪, 8, 1,Ｆマチカネリュウセイ, 76,木幡初, 0.7, 69,  -4,  17, 8, 54.7,⑥⑧⑦
