06年 1月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 1月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ2400m 4歳上500万(混) 別定,,,,,,,,,,,,■10R  ダ1200m 4歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初春賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｄコアレスコジｰン, 50,吉田豊,, 55,   3,  -9, 3,  6.4,③④④, 1,12, ザファステスト,,山本  ,,,,, 2,  4.9,③①①, 1,14,Ｅエプソムボス, 64,柴山  ,, 73,*  5,*  6, 1,  3.5,②②②, 1,15,Ｄピサノヨシツネ, 79,田中勝,, 86,  10,* 14, 3,  5.5,⑧⑤⑤
 2, 7,Ｂリワｰドアロン, 57,吉田隼, 0.1, 51,  -1, -10, 4,  8.3,⑧⑤④, 2, 5, チアズボニｰト,,横山義, 0.8,,,, 1,  3.2,⑦④④, 2, 5,Ｂカルストンキングオ, 68,吉田隼, 0.9, 65,   2,*  1,11, 67.7,⑫⑧⑧, 2, 8,Ｂチョウカイロイヤル, 80,村田  , 0.6, 78,   8,  10, 2,  3.3,⑧⑨⑪
 3,12,Ｃダイワダイハｰド, 55,柴田善, 0.3, 53,*  6, -15, 1,  2.5,③②②, 3, 7, トウキュウリンド,,植野  , 1.0,,,, 5,  7.0,②②②, 3, 3,Ａオンワｰドウシワカ, 69,石神  , 0.9, 69,   2,*  7, 9, 38.0,⑮⑫⑪, 3, 9,Ｊスタｰオブニルス, 73,菊沢徳, 0.6, 80,  10,   8,12, 60.3,⑧⑤⑤
 4, 6,Ａペンデュラｰ, 59,中舘  , 0.4, 53,*  7, -17, 2,  2.8,①①①, 4, 1, メイスンボｰイ,,浜野谷, 1.3,,,, 4,  5.8,④③③, 4,13,Ｇユメノシルシ, 64,吉田豊, 1.1, 66,*  5,  -5, 3,  6.2,①①①, 4,14,Ｍトｰセンラヴ, 69,柴山  , 0.8, 77,   7,   9, 4,  9.5,⑪⑨⑧
 5,14,Ｆシノワｰルド, 47,高山太, 0.4, 50,  -1, -10, 5, 14.4,⑧⑦⑥, 5, 6, グランツスワン,,西谷  , 2.0,,,, 3,  5.6,⑩⑥⑥, 5, 2,Ｌメジロバｰミュｰズ, 60,後藤浩, 1.2, 66,   3,  -1, 7, 12.3,⑤⑤⑤, 5,10,Ｈスペシャルストック, 75,吉田豊, 0.8, 79,* 14,   2, 8, 33.8,②②①
 6,10,Ｅシｰスケｰプ, 47,大野  , 0.8, 41,  -9,  -8, 6, 16.5,⑫⑩⑩, 6, 9, ノアティアラ,,穂苅  , 2.3,,,, 6,  7.4,⑫⑥⑦, 6,10,Ｃロイヤルブリｰズ, 65,北村宏, 1.5, 64,*  4,  -6, 2,  4.9,③④③, 6,13,Ｎニシノイワイザケ, 69,木幡  , 0.8, 76,   5,* 11,15,270.5,⑬⑫⑫
 7, 5,Ｏリュウスパイク, 22,郷原  , 0.9, 41, -12,* -4,12,189.2,⑭⑬⑬, 7,10, ワンダｰエイブル,,柴田未, 3.1,,,,13,169.8,①④⑤, 7, 1,Ｊディｰエスブレイズ, 62,勝浦  , 1.7, 64,   2,  -3,10, 46.6,⑨⑪⑧, 7,12,Ｌナムラハトル, 70,北村宏, 1.0, 73,   5,   9,13, 81.5,⑬⑫⑬
 8, 4,Ｐオリオンガｰネット, 18,佐藤聖, 1.1, 37, -11,  -9,14,399.6,⑩⑪⑪, 8, 3, ミラクルコジｰン,,小林慎, 4.7,,,,11, 80.9,⑧⑩⑩, 8, 9,Ｄクリスタルバッハ, 65,石橋脩, 2.1, 59,   3, -11,12, 69.5,⑤⑤⑥, 8,16,Ｉベルモントサンダｰ, 74,松岡  , 1.0, 77,  12,   2, 6, 16.1,⑤④②
