06年 4月 2日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月 2日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.8,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.0,,,,,■ 7R  芝1800m 4歳上500万(牝) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.7,,,,,■10R  芝1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ひめさゆり賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9, ブラックシチｰ,---,武士沢,, 62,*  0,*  1, 5, 24.1, ①①, 1, 1,Ｂカブキメｰク, 49,田面木,, 61,*  0,*  1, 1,  2.9,④①②, 1,15,Ｐグランフィナｰレ, 42,塚田祥,, 63,*  1,   2, 2,  5.0,③②②, 1, 3,Ｂマグマノｰベル, 63,田辺裕,, 72,   6,*  5, 7, 16.4,⑨⑨⑤
 2, 2,Ａダイワダイハｰド, 53,柴山雄, 0.0, 63,*  2,*  0, 1,  1.2, ①①, 2,10,Ｅオペラボイス, 45,塚田祥, 0.1, 57,* -2,* -1, 9, 30.8,②①①, 2, 8,Ｅマイネルｰシッド, 67,吉田隼, 0.0, 65,  -2,*  8, 9, 21.7,⑨⑦⑥, 2,10,Ｃマイネルネオス, 61,大西直, 0.2, 68,   6,*  3, 5,  8.0,⑩⑩⑩
 3, 4,Ｂカネツサンバ, 53,木幡初, 0.9, 50,  -3,  -6, 2,  9.8, ③③, 3,12,Ｆスプリングダイアン, 42,柴山雄, 0.7, 56,  -2,  -2, 3,  5.3,④④③, 3, 2,Ｄコヴェントガｰデン, 67,的場勇, 0.3, 61,  -1,   2, 8, 17.1,⑤⑦⑥, 3, 8,Ｆマイネルブｰバリス, 52,鈴来直, 0.2, 67,* 12, -10,10, 67.9,①①①
 4,12,Ｆユウタｰオリビア, 36,西田雄, 1.0, 49,  -7,  -4,10,147.1, ⑤③, 4, 4,Ａロｰレルハンバｰバ, 54,丹内祐, 1.0, 52,  -6,* -1, 2,  3.9,⑩⑦⑥, 4, 1,Ｋタマヒカル, 58,嘉藤貴, 0.5, 61,*  5,  -7, 5,  9.5,①①①, 4, 9,Ｅマチカネノワキ, 55,柴山雄, 0.3, 66,* 12, -10, 4,  6.8,②②②
 5, 5,Ｅアフリｰトバッハ, 38,中舘英, 1.4, 42, -11,  -6, 3, 10.3, ⑨⑨, 5, 2,Ｇインパクトブロウ, 40,田辺裕, 1.2, 52,  -2,  -7, 6, 17.2,⑥④④, 5,14,Ｇハイビスカス, 61,柴山雄, 0.6, 62,  -1,   4,10, 31.7,⑫⑪⑪, 5, 2,Ｇユｰセイシアトル, 51,木幡初, 0.5, 64,   9,  -7, 6, 13.8,⑤⑤⑤
 6, 8,Ｈアタゴキャロット,  1,小野次, 1.6, 41,  -7, -10, 7, 71.5, ⑤⑥, 6,11,Ｄサザンウインド, 48,吉田隼, 1.7, 46,  -8,  -5, 8, 23.3,⑧⑨⑧, 6, 7,Ｆホリノフラワｰ, 64,中舘英, 0.6, 60,   1,  -2, 3,  6.2,⑤④④, 6, 1,Ｉテツタイソン, 42,吉田隼, 0.5, 65,   7,  -4, 8, 23.4,⑤⑦⑤
 7, 1,Ｃアサヒダケ, 48,鹿戸雄, 1.7, 39,  -6, -12, 4, 14.3, ⑤⑧, 7, 5,Ｈトウカイメモワｰル, 39,小野次, 2.4, 43,  -7, -11,11, 87.9,⑫⑨⑨, 7, 3,Ｍマルタカザダｰク, 52,村田一, 0.7, 61,  -3,*  7,16,335.7,⑭⑮⑯, 7, 6,Ａトップオブサンデｰ, 67,小野次, 0.6, 63,   8,  -7, 2,  3.8,⑧⑦⑧
 8, 6, キフジンノホホエミ,---,丹内祐, 2.0, 30, -26,  -4, 9, 78.4, ⑫⑩, 8,13,Ｃオンワｰドリリカ, 48,大野拓, 2.8, 36,* -2, -25, 5,  9.1,③①④, 8, 6,Ｉブライダルフラワｰ, 58,西田雄, 0.7, 60,  -2,   4,15,228.7,⑩⑪⑪, 8, 4,Ｄユキノマｰメイド, 58,中舘英, 0.7, 62,  11, -15, 1,  3.7,④②②
 9,10,Ｇオンワｰドヨシノ, 35,田辺裕, 2.0, 36,  -6, -15,12,231.3, ⑤⑥, 9, 8,Ｊウォｰタｰネバダ, 31,鹿戸雄, 2.9, 39,  -5, -18,12,110.0,⑦⑦⑦, 9,11,Ｃダンツサクラ, 68,上野翔, 0.8, 58,  -6,*  3, 7, 16.4,⑭⑮⑪, 9, 5,Ｊサンマルセイコｰ, 23,大野拓, 0.8, 60,  11, -17, 9, 62.9,②②④
10, 7,Ｄエｰスオネラエ, 42,塚田祥, 2.1, 34,  -4, -20, 6, 35.0, ③③,10, 6,Ｋエムケイシャイン, 26,水出大, 3.2, 35, -11, -15,10, 43.0,⑪⑪⑩,10, 4,Ｏシャルムｰズ, 49,小野次, 0.9, 57,*  3,  -8,12, 42.7,③④④,10, 7,Ｈゼンノマルビナス, 49,赤木高, 1.9, 47,   9, -30, 3,  4.0,⑤⑤⑧
11, 3, フルスイング,---,水出大, 2.5, 22, -25, -11, 8, 77.5, ⑩⑫,11, 9,Ｌシュレッタｰ, 26,黛弘人, 3.6, 30, -10, -20,13,303.7,⑫⑪⑫,11, 5,Ｌビコｰグレイス, 53,高橋智, 0.9, 58,  -1,  -1,14,161.5,⑯⑪⑪,,,,,,,,,,,,
12,11, マルタカタイセイ,---,小林慎, 2.5, 26, -22, -10,11,221.5, ⑩⑩,12, 3,Ｍグラスキッド, 13,的場勇, 4.9, 21, -13, -27, 7, 17.7,⑧⑬⑬,12,10,Ｊマイネノビア, 58,小林淳, 1.0, 56,   1,  -7, 6, 16.3,⑤⑦⑨,,,,,,,,,,,,
,,,,,,,,,,,,13, 7,Ｉケイアイオラクル, 34,中舘英, 6.0, 13,  -3, -52, 4,  8.7,①④⑩,13, 9,Ｈダンシングママ, 59,鹿戸雄, 1.7, 48,*  4, -23,11, 33.2,②②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,16,Ａヤマニンアリエル, 71,鮫島良, 1.9, 44,  -4, -16, 4,  8.6,⑫⑪⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｂピアチェヴォｰレ, 69,木幡初, 2.1, 42,*  2, -26, 1,  3.0,⑤④⑥,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｎミフジハナフブキ, 51,大西直, 2.4, 39,   1, -28,13, 68.6,⑩⑦⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-4),,,,,,,,,,,
"単勝:2,410円 複勝:09=250円 02=100円 04=150円 枠連:990円",,,,,,,,,,,,"単勝:290円 複勝:01=140円 10=390円 12=160円 枠連:1,500円",,,,,,,,,,,,単勝:500円 複勝:15=300円 08=760円 02=520円 枠連:720円,,,,,,,,,,,,"単勝:1,640円 複勝:03=440円 10=260円 08=1,670円 枠連:3,720円",,,,,,,,,,,
"馬連:1,200円 ワイド:02-09=510円 04-09=1,230円 02-04=190円",,,,,,,,,,,,"馬連:2,390円 ワイド:01-10=810円 01-12=340円 10-12=1,200円",,,,,,,,,,,,"馬連:8,720円 ワイド:08-15=3,250円 02-15=2,410円 02-08=4,710円",,,,,,,,,,,,"馬連:6,620円 ワイド:03-10=1,600円 03-08=6,420円 08-10=3,620円",,,,,,,,,,,
"馬単:4,300円 3連複:2,090円",,,,,,,,,,,,"馬単:4,640円 3連複:4,420円",,,,,,,,,,,,"馬単:13,980円 3連複:32,640円",,,,,,,,,,,,"馬単:14,970円 3連複:54,830円 3連単:581,010円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2.7,,,,,■ 5R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6.7,,,,,■ 8R  ダ1700m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1.8,,,,,■11R  芝1200m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0.1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島中央ﾃﾚﾋﾞ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａパピヨンシチｰ, 65,鮫島良,, 54,* -2,  -4, 1,  2.2,②①②, 1, 3,Ｂアｰスジャンヌ, 59,野元昭,, 63,*  2,   2, 2,  5.1, ①①,15, 4,Ｃハヤチマル, 66,丹内祐, 0.0, 67,  -1,*  8, 2,  5.7,④⑦③, 1, 4,Ｆヨイチサウス, 76,中舘英,, 79,*  0,  21, 2,  4.6, ①①
 2, 2,Ｃカヤドｰノアｰル, 49,木幡初, 0.4, 55,*  0,  -7, 3,  4.5,①①①, 2, 9,Ｅサｰクルチェンジ, 40,的場勇, 0.0, 59,  -4,   3, 4,  9.2, ④④, 1, 1,Ｄロｰタスシチｰ, 66,吉田隼,, 64,*  1,   3, 5,  6.6,①①①, 2, 2,Ａアンテリオｰル, 83,田辺裕, 0.1, 80,  -8,  27, 7, 14.7, ⑫⑨
 3, 4,Ｈエクスダッシング, 36,吉田隼, 0.5, 52,  -5,* -3, 7, 69.0,⑨⑥④, 3, 8, テンザンジョイ,---,柴山雄, 0.2, 56, -19,* 18, 7, 20.7, ⑫⑪, 2, 6,Ａバンダムロッシ, 68,中谷雄, 0.2, 66,   1,*  6, 1,  4.5,④⑤③, 3,13,Ｋピンクガｰタｰ, 68,村田一, 0.2, 80, -15,* 32,10, 33.6, ⑭⑬
 4, 5,Ｄアリマプラウド, 41,的場勇, 0.8, 48,* -2, -12, 4, 13.0,②①③, 4, 6,Ｇラインウィット, 33,小野次, 0.2, 61,*  3,  -3,12, 71.5, ①①, 3, 3,Ｊタイキスピリッツ, 57,塚田祥, 0.3, 62,*  1,   1, 9, 19.6,①①①, 4, 6,Ｐエイワンタッチ, 60,塚田祥, 0.3, 74,*  0,  17,14, 72.1, ①①
