06年 4月30日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月30日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.2,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0.3,,,,,■ 7R  ダ1400m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-0.8,,,,,■10R  芝1200m 4歳上1000万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1.4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鷹ｹ峰特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂプリティアンブレラ, 55,武豊  ,, 60,  -9,*  5, 2,  3.2, ⑦⑦, 1, 2,Ａバンブｰウエファ, 67,安藤勝,, 71,  -9,* 21, 1,  2.2,⑦⑧⑦, 1,10,Ｇコｰリンヴァリウス, 61,岩田康,, 73, -19,* 24, 4,  9.8, ⑬⑫, 1,12,Ｃエムオｰウイナｰ, 80,小牧太,, 84,   9,  11, 4, 10.2, ④④
 2, 7,Ｃリリウオカラニ, 54,岩田康, 0.0, 62,* -4,*  0, 3,  5.3, ③①, 2, 9, アグネスネクタル,---,四位洋, 0.8, 60, -11,  12, 6, 19.8,⑩⑨⑨, 2, 1, マゼランクロス,---,幸英明, 0.2, 61,  -8,   8, 8, 28.7, ③②, 2, 6,Ｄボストンゴｰルド, 79,和田竜, 0.0, 85,  10,  12, 7, 21.0, ④④
 3, 5,Ｄアゲｰト, 53,安藤勝, 0.0, 62,* -1,  -2, 4,  6.6, ①①, 3,11,Ｆサンデｰカズ, 52,池添謙, 1.0, 58, -12,  12,10, 74.5,⑨⑩⑩, 3,11,Ｃファインスティｰル, 69,和田竜, 0.2, 61,  -8,   8, 2,  5.8, ③②, 3, 1,Ａマルブツブリザｰド, 87,安藤勝, 0.1, 86,* 16,   4, 1,  1.6, ①①
 4, 1,Ｆジュエリｰクイｰン, 52,武幸四, 0.2, 58,  -7,*  1, 6, 12.7, ⑤⑤, 4, 6,Ｃデンコウミサイル, 53,上野翔, 1.0, 55, -15,* 13, 9, 64.1,⑩⑪⑪, 4, 3,Ｋスリｰスピリット, 54,小林徹, 0.3, 61, -12,  12,16,330.8, ⑧⑧, 4,14,Ｅサンライズアタック, 77,柴田善, 0.2, 80,   2,  16, 2,  7.4, ⑦⑦
 5,12,Ａエイシンボンテン, 57,安部幸, 0.3, 58,  -5,  -2, 1,  3.2, ④③, 5, 3,Ｂマイネルヴェステン, 58,幸英明, 1.0, 51,* -4,  -7, 4,  6.7,①①①, 5, 2,Ｈホウシュウムサシ, 60,高田潤, 0.5, 58, -10,   8, 5, 11.9, ⑥⑤, 5, 8,Ｋキョウワロアリング, 70,飯田祐, 0.3, 75,  -7,* 22, 9, 34.1, ⑪⑪
 6,10,Ｅシックスポケット, 52,小牧太, 0.5, 55,  -6,  -3, 5, 10.3, ⑤⑤, 6, 1,Ｈシルクアヴァロン, 50,ボス  , 1.1, 50,* -4,  -8, 7, 20.2,①①①, 6, 9,Ｂセイウンビバｰチェ, 70,武豊  , 0.5, 70, -24,* 25, 1,  1.9, ⑯⑮, 6, 4,Ｇアンティｰクコイン, 74,福永祐, 0.4, 75,   0,  14, 8, 30.8, ⑧⑧
 7,11,Ｉシゲルジコバイバイ, 40,池添謙, 1.0, 49,  -9,  -5,12,337.5, ⑦⑧, 7, 8,Ｉラッキｰジンクス, 41,安部幸, 1.2, 51,  -8,  -1,12,225.3,⑥⑦⑦, 7, 7,Ｅシュペｰルサンバ, 63,池添謙, 0.6, 55,* -7,   3, 6, 15.0, ②②, 7, 9,Ｊシｰジョリｰ, 71,秋山真, 0.4, 74,  -3,  18,11,122.9, ⑧⑨
 8, 9,Ｇディヴィｰナ, 48,古川吉, 1.0, 49, -11,  -3, 9, 92.7, ⑨⑧, 8,10,Ｅクｰルビスティｰ, 52,藤田伸, 1.3, 49,  -7,  -5, 5, 10.5,⑤⑤⑤, 8,16,Ａホッコｰランチャｰ, 71,安藤勝, 0.9, 53, -13,   7, 3,  6.4, ⑧⑨, 8, 3,Ｂヒシアスカ, 81,武豊  , 0.5, 77,* 12,   0, 3,  9.7, ②②
 9, 3,Ｋナナヨｰウィナｰ, 35,田村太, 1.5, 40, -15,  -6,14,388.4, ⑪⑩, 9, 7,Ｇコウエイドリｰム, 51,福永祐, 1.6, 44,* -6, -12, 3,  5.7,⑦①③, 9,12,Ｌゲットクｰル, 54,小牧太, 1.0, 55, -16,  10, 9, 53.5, ⑪⑩, 9,13,Ｆオｰヴェｰル, 75,武幸四, 0.7, 70,  -8,  18, 5, 13.0, ⑬⑪
10, 6,Ｈジェイケイカｰソン, 44,藤田伸, 1.9, 40,* -4, -19, 8, 34.4, ②③,10, 5,Ｄエレガンスボｰイ, 52,和田竜, 2.0, 38,* -6, -19, 2,  4.8,④①③,10, 5,Ｊチキリサンボｰイ, 56,太宰啓, 1.1, 51,  -9,   1,13,282.9, ⑥⑤,10, 2,Ｉスリｰロケット, 73,藤田伸, 0.9, 70,   9,  -3,10, 55.0, ④④
11, 4,Ｍマスコットレディ, 19,河北通, 2.2, 35, -19,  -7,13,385.0, ⑮⑬,11, 4,Ｊキリシマハンタｰ, 33,小牧太, 2.2, 37,  -7, -19,11, 75.3,③⑤⑤,11, 4,Ｍアｰリｰオｰタム, 52,須貝尚, 1.1, 55, -17,  11,10,104.2, ⑫⑩,11, 7,Ｎファンドリワｰルド, 61,熊沢重, 1.2, 60,  -8,  10,13,174.3, ⑬⑭
