06年 8月20日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 8月20日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1.9,,,,,■ 4R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-8.5,,,,,■10R  芝1800m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-17 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-22 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-6),,,,,,,,,,,
単勝:240円 複勝:08=100円 06=110円 04=130円 枠連:290円,,,,,,,,,,,,単勝:490円 複勝:11=130円 01=100円 03=140円 枠連:280円,,,,,,,,,,,,"単勝:5,790円 複勝:08=930円 09=140円 01=140円 枠連:11,780円",,,,,,,,,,,,単勝:580円 複勝:05=170円 01=180円 07=130円 枠連:0円,,,,,,,,,,,
馬連:290円 ワイド:06-08=140円 04-08=210円 04-06=240円,,,,,,,,,,,,馬連:400円 ワイド:01-11=170円 03-11=380円 01-03=190円,,,,,,,,,,,,"馬連:9,060円 ワイド:08-09=2,020円 01-08=2,740円 01-09=240円",,,,,,,,,,,,"馬連:1,350円 ワイド:01-05=440円 05-07=270円 01-07=320円",,,,,,,,,,,
馬単:590円 3連複:420円,,,,,,,,,,,,"馬単:1,220円 3連複:580円",,,,,,,,,,,,"馬単:32,190円 3連複:7,900円",,,,,,,,,,,,"馬単:2,860円 3連複:1,150円 3連単:9,320円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1.9,,,,,■ 5R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4.3,,,,,■ 8R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7.0,,,,,■11R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4.2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊万里特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃホｰマンラブリｰ, 54,飯田祐,, 56,  -7,*  3, 4,  6.1,③④③,13, 5,Ｌマチカネコウバイ, 50,上野翔, 0.0, 62,*  0,   0,10, 34.7, ①①, 1, 8,Ｂダイショウティアラ, 64,橋本美,, 80,* 15,   0, 2,  4.2, ①①, 1, 8,Ｆプリンセスルシｰタ, 71,鮫島良,, 80,*  0,  20, 5,  8.5, ②②
 2,11,Ｅアイファｰエキスポ, 48,小牧太, 0.4, 54,  -9,*  3, 6, 24.5,⑩⑦⑤, 1, 4,Ｃオメガトレンディ, 62,小牧太,, 63,  -8,*  9, 2,  5.9, ⑬⑪, 2,10,Ｊショウエンジェリコ, 55,赤木高, 0.4, 67,*  9,  -2,11, 48.4, ②②, 2,11,Ｃエイシンラビアン, 75,石橋守, 0.0, 77,* -2,  18, 6, 10.9, ②③
 3, 5,Ｇマイスイｰトロｰド, 45,中村将, 0.5, 49,  -8,  -3, 5, 15.4,⑥④③, 2, 2,Ｉマルブツクロフネ, 56,鮫島良, 0.4, 57,  -4,  -1, 3,  6.6, ⑤③, 3,13,Ｈテイエムポラリス, 55,和田竜, 0.7, 62,   7,  -4, 8, 28.9, ③③, 3, 4,Ｉニホンピロブリュレ, 64,赤木高, 0.1, 77,*  2,  17, 9, 40.4, ①①
 4, 4,Ｆミスフェイスフル, 46,田中克, 0.5, 48,* -6,  -6, 9, 45.8,①①①, 3,11,Ａダイゴフウジン, 65,太宰啓, 0.5, 57,  -3,  -1, 1,  2.3, ⑤⑦, 4,11,Ｇキャントンガｰル, 56,藤岡佑, 0.9, 56,  -1,*  1, 9, 29.4, ⑧⑩, 4, 6,Ｂナイスヴァレｰ, 78,和田竜, 0.3, 71,  -5,  17, 7, 11.8, ④⑥
 5, 8,Ａウォｰタｰリロ, 57,福永祐, 0.6, 50,* -6,  -5, 3,  4.1,③②②, 4, 1,Ｄトップアクトレス, 60,和田竜, 0.6, 56,  -3,  -3, 7, 16.4, ⑤③, 5,12,Ｆウインザタロｰ, 56,川田将, 1.0, 52,  -6,*  1, 4, 13.4, ⑪⑪, 5, 7,Ｄパノラマビュｰティ, 75,小牧太, 0.5, 73, -10,* 21, 2,  4.3, ⑩⑨
 6, 3,Ｈスティｰルレディ, 43,川原正, 1.0, 50, -11,   1,10, 73.5,⑧⑨⑨, 5,12,Ｏマジカルサリｰ, 43,橋本美, 0.6, 56,  -5,  -1,12, 48.9, ⑩⑨, 6, 9,Ｋラスカルデュｰク, 55,幸英明, 1.0, 52,  -3,  -1, 5, 19.0, ⑧⑧, 6, 1,Ａヴァｰチュ, 80,幸英明, 0.5, 70,  -3,  15, 1,  3.5, ④④
 7, 1,Ｂミラクルワウ, 55,熊沢重, 1.3, 45,  -9,  -6, 2,  3.2,⑥⑦⑦, 6, 7,Ｎクリノエタｰナル, 44,北村浩, 0.8, 53,*  0,  -9,13, 78.0, ②②, 7, 4,Ａプリティカウガｰル, 70,鮫島良, 1.2, 56,   7,  -9, 1,  2.1, ③③, 7, 5,Ｇリヴァプｰル, 69,福永祐, 0.6, 73, -13,* 23, 3,  4.7, ⑫⑪
 8, 2,Ｉアロｰン, 39,小林久, 3.2, 30, -13, -16,11,216.8,⑪⑪⑩, 7,15,Ｊシゲルカイケハイ, 54,石橋守, 0.8, 52,  -9,   0,15,106.6, ⑬⑪, 8, 1,Ｅパｰクリｰアケコ, 56,上野翔, 1.3, 49,  -4,  -3,13,111.9, ⑧⑧, 8, 3,Ｈサフランキセキ, 65,上村洋, 0.8, 63, -13,  17, 8, 24.5, ⑪⑪
 9, 7,Ｄセピアウインド, 51,幸英明, 3.8, 27,* -6, -36, 1,  3.1,②②⑥, 8,14,Ｅトップヒｰロｰ, 59,中村将, 0.8, 48, -16,*  3,11, 45.0, ⑯⑮, 9, 5,Ｉヘイロｰフジ, 55,飯田祐, 1.4, 49,  -9,  -1, 6, 23.4, ⑫⑫, 9, 2,Ｅアソビゴコロ, 75,川田将, 0.8, 60,  -7,  10, 4,  6.9, ⑦④
10, 9,Ｊチャｰムパｰトナｰ, 39,太宰啓, 4.4, 23, -11, -33, 8, 32.6,⑧⑨⑩, 9, 6,Ｈテイエムマイスタｰ, 56,田村太, 0.8, 48, -13,   0,14, 95.4, ⑮⑭,10, 6,Ｍメイショウタカナミ, 44,熊沢重, 1.5, 51, -11,*  1,14,174.2, ⑭⑬,10,10,Ｋドナラｰク, 54,中村将, 1.5, 50,  -5,  -2,12,211.2, ④⑥
11,10, スズカエチュｰド,---,鮫島良, 4.5, 23,  -7, -41, 7, 30.2,⑤④⑦,10,10,Ｍキャプテンルｰカン, 46,赤木高, 1.0, 50,*  0, -12, 8, 22.4, ②③,11, 3,Ｃエイシンアバロン, 62,北村友, 1.6, 47,   2, -10,10, 36.7, ⑥⑥,11,12,Ｊノｰブルレディ, 60,熊沢重, 1.9, 49,  -5,  -5,11,105.8, ⑦⑧
,,,,,,,,,,,,11, 9,Ｆメイケイハクオｰ, 58,田嶋翔, 1.2, 46,  -3, -12, 4, 10.1, ⑤⑦,12, 2,Ｌフジノシノプシス, 54,川原正, 1.6, 49,   2,  -8,12, 51.6, ⑥⑥,12, 9,Ｌエイシンラブリｰ, 47,藤岡佑, 2.1, 45,  -8,  -8,10, 86.3, ⑨⑨
,,,,,,,,,,,,12,13,Ｇグッドショコラ, 58,川原正, 1.2, 46,* -1, -14, 6, 15.5, ④③,13,14,Ｄトップステイ, 59,中村将, 1.9, 43,  -7,  -7, 7, 25.9, ⑫⑬,,,,,,,,,,,,
,,,,,,,,,,,,14,17,Ｂヨシノヒメ, 65,田中克, 1.4, 40,  -5, -17, 5, 12.9, ⑤⑨,14, 7,Ｎメジャｰプラネット,-111,内田浩, 4.3, 25,   9, -40, 3,  5.9, ③⑤,,,,,,,,,,,,
,,,,,,,,,,,,15,16,Ｐダンシングキング, 28,川田将, 1.5, 41,  -5, -15, 9, 29.1, ⑩⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 3, ユアマイホｰプ,---,熊沢重, 1.9, 35, -23,  -5,16,134.9, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 8,Ｑエンゼルトップ, -5,菊地昇, 2.0, 34, -13, -15,18,299.1, ⑯⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,18,Ｋデンコウグリｰン, 53,幸英明, 2.0, 34,  -6, -21,17,205.2, ⑩⑪,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-7),,,,,,,,,,,
"単勝:610円 複勝:06=180円 11=420円 05=420円 枠連:1,520円",,,,,,,,,,,,"単勝:590円 複勝:04=150円 02=190円 11=120円 枠連:1,120円",,,,,,,,,,,,"単勝:420円 複勝:08=170円 10=770円 13=580円 枠連:1,410円",,,,,,,,,,,,"単勝:850円 複勝:08=280円 11=380円 04=970円 枠連:1,530円",,,,,,,,,,,
"馬連:3,920円 ワイド:06-11=1,110円 05-06=1,150円 05-11=2,630円",,,,,,,,,,,,"馬連:1,410円 ワイド:02-04=460円 04-11=270円 02-11=370円",,,,,,,,,,,,"馬連:5,440円 ワイド:08-10=1,800円 08-13=1,020円 10-13=5,570円",,,,,,,,,,,,"馬連:4,310円 ワイド:08-11=1,360円 04-08=3,110円 04-11=4,200円",,,,,,,,,,,
"馬単:6,490円 3連複:16,200円",,,,,,,,,,,,"馬単:2,550円 3連複:1,060円",,,,,,,,,,,,"馬単:8,540円 3連複:24,860円",,,,,,,,,,,,"馬単:6,760円 3連複:28,120円 3連単:169,690円",,,,,,,,,,,
■ 3R  芝2900m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 6R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-0.7,,,,,■ 9R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4.0,,,,,■12R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,平尾台特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8, メッセトゥルム,,白浜雄,,,,, 7, 20.9,⑤②②, 1, 8,Ｅエレガンスボｰイ, 56,川田将,, 58,*-16,* 17, 2,  4.6,②②②, 1, 3,Ｅラバグルｰト, 70,熊沢重,, 81,   5,* 16, 3,  6.0,⑫⑤⑤, 1, 8,Ａナムラスピｰド, 71,渡辺薫,, 66,* -1,   7, 1,  1.9,②②①
 2, 4, バリトンヴォイス,,岩崎祐, 0.2,,,, 8, 27.8,②①②, 2, 6,Ｌエプソムベガ, 42,上野翔, 0.4, 43,*-16,   8,10, 45.3,①①①, 2,15,Ａリｰドオフマン, 80,和田竜, 0.2, 78,   6,  12, 1,  3.2,④④③, 2, 5,Ｉホｰマンクラフト, 55,川田将, 0.2, 65,  -2,   7, 3,  8.1,③③③
 3, 1, フリｰスタイル,,熊沢重, 0.4,,,, 1,  1.7,②②①, 3,10,Ｉビッグベスト, 47,和田竜, 0.5, 48, -17,  13, 8, 19.7,③③③, 3,12,Ｌハスフェル, 67,川原正, 0.3, 83,   0,* 21,13, 48.3,⑭⑭⑭, 3, 9,Ｂシルクホｰムラン, 64,田嶋翔, 0.8, 60,  -1,   4, 6, 13.5,⑥④④
 4, 6, メイショウピュｰマ,,嘉堂信, 1.0,,,, 2,  5.3,④④④, 4, 7,Ｄシンゲキ, 56,小牧太, 0.6, 54, -20,* 17, 3,  7.0,⑦⑧⑦, 4, 2,Ｋメイショウシャフト, 67,太宰啓, 0.7, 70,   3,   8, 8, 15.9,⑥⑤⑤, 4,10,Ｆマイネルプレンティ, 61,鮫島良, 0.8, 64,  -4,   8, 9, 39.2,⑩⑧④
 5,12, レオスタｰライト,,柴田大, 1.7,,,, 3,  9.4,⑨⑧⑦, 5, 3,Ａハギノリュウ, 60,熊沢重, 0.7, 44, -17,  10, 1,  2.4,④③⑤, 5,14,Ｇシルククルセイダｰ, 70,川田将, 1.0, 68,   2,   8, 4, 11.8,⑬⑪⑫, 5, 1,Ｇトップコｰナｰ, 60,赤木高, 1.1, 63,  -9,* 11, 5, 10.0,⑧⑪⑪
 6, 9, ユキノチャンプ,,林満明, 1.8,,,, 6, 15.2,⑥⑤⑤, 6,17,Ｃブルｰレパｰド, 57,飯田祐, 0.7, 56, -21,* 19, 5, 15.2,⑦⑩⑦, 6, 5,Ｊゲイリｰジュピタｰ, 67,石橋守, 1.1, 65,* 10,  -4, 7, 15.8,①①①, 6, 4,Ｈキングベガロｰド, 57,中村将, 1.3, 54,  -4,   1, 7, 19.0,④⑦⑧
 7, 3, シンライ,,黒岩悠, 3.3,,,,11, 76.4,⑨⑩⑩, 7, 2,Ｊサカイヤキング, 47,鮫島良, 0.9, 56, -24,* 20,12, 53.2,⑪⑫⑩, 7,11,Ｎダイショウゴｰドン, 57,橋本美, 1.2, 71,   1,  11,15,139.9,⑭⑭⑭, 7, 6,Ｄジャックフロスト, 62,柴田大, 1.6, 52,  -1,  -4, 4,  9.9,④④④
 8, 7, マルカケセラセラ,,西谷誠, 3.4,,,,10, 58.0,⑧⑨⑧, 8, 9,Ｂベイリｰビッド, 59,石橋守, 1.0, 38, -17,   5, 9, 20.4,④③③, 8, 8,Ｄタヤスゼンカイ, 72,赤木高, 1.4, 64,*  7,  -1, 5, 12.5,②②②, 8, 3,Ｅタガノコマンダｰ, 61,飯田祐, 1.8, 51,  -2,  -4, 2,  5.0,⑥⑥④
 9, 5, ハｰベストタｰフ,,今村康, 3.7,,,, 4, 12.9,⑥⑥⑥, 9, 4,Ｆテイエムエｰス, 53,佐久間, 1.0, 39, -18,   7, 4, 13.7,⑥⑥⑤, 9, 9,Ｃアグネスケイオｰ, 72,小牧太, 1.4, 65,   5,   2,10, 21.7,⑥⑤⑤, 9, 2,Ｋエクスキュｰション, 49,高野容, 1.9, 52,  -6,   2,10,105.3,⑩⑨⑨
10,11, マイゴッドウェｰブ,,佐久間, 5.0,,,,12,101.8,⑪⑪⑪,10, 5,Ｇツルマルムジモムジ, 52,上村洋, 1.4, 34, -19,   4, 6, 15.7,⑦⑧⑦,10,13,Ｉパントマイミスト, 68,鮫島良, 1.4, 66,   4,   5, 6, 14.5,⑧⑨⑨,10, 7,Ｃキｰゴｰスルｰ, 62,内田浩, 2.2, 46,* -1, -14, 8, 22.9,①①②
11,10, サンワｰドラン,,白坂聡, 7.5,,,, 5, 13.6,①⑦⑧,11,12,Ｎヴァンクｰル, 40,高田潤, 2.1, 30, -18, -10,11, 52.6,⑭⑥⑪,11, 1,Ｏゴｰルドリｰズン, 52,福永祐, 1.5, 63,   2,   3,12, 39.1,⑩⑪⑨,11,11,Ｊジュリアスアロｰ, 50,田中学, 3.4, 42,  -6, -12,11,215.1,⑧⑨⑩
12, 2, アンクルスｰパｰ,,内田浩,14.5,,,, 9, 39.7,⑪⑫⑫,12,13,Ｏリリｰスナイパｰ, 39,田村太, 2.3, 24, -25,  -3,17,401.0,⑪⑫⑫,12, 7,Ｈイブキサブデュｰ, 69,池添謙, 1.5, 65,   5,   2, 9, 20.0,④⑤⑤,,,,,,,,,,,,
,,,,,,,,,,,,13, 1,Ｍプレシャスピクセル, 41,福永祐, 2.8, 20, -22, -10, 7, 15.9,⑦⑪⑬,13, 6,Ｍマダムチェロキｰ, 66,内田浩, 1.6, 65,   3,   4,14,100.2,⑧⑪⑪,,,,,,,,,,,,
,,,,,,,,,,,,14,14,Ｐトｰアギンガ, 19,中村将, 3.0, 19, -28,  -6,16,143.5,⑯⑯⑭,14,10,Ｆフミノシンタ, 70,角田晃, 1.6, 62,*  7,  -3,11, 29.1,③②③,,,,,,,,,,,,
,,,,,,,,,,,,15,11,Ｋタケノフェロｰ, 42,小林久, 3.6,-19, -24, -18,13, 60.6,⑭⑭⑭,15, 4,Ｂマヤノポペット, 76,上村洋, 1.8, 62,   4,   1, 2,  4.4,⑩⑨⑫,,,,,,,,,,,,
,,,,,,,,,,,,16,16,Ｈシゲルキングマン, 50,池添謙, 4.3,-51, -25, -27,15, 94.7,⑪⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,15,Ｑケイエフジュビリｰ,-84,赤木高, 9.3, 9.3---, -42, -61,14, 72.3,⑰⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-6),,,,,,,,,,,
"単勝:2,090円 複勝:08=440円 04=390円 01=110円 枠連:10,150円",,,,,,,,,,,,"単勝:460円 複勝:08=190円 06=1,210円 10=640円 枠連:1,810円",,,,,,,,,,,,単勝:600円 複勝:03=190円 15=170円 12=950円 枠連:710円,,,,,,,,,,,,単勝:190円 複勝:08=120円 05=220円 09=230円 枠連:960円,,,,,,,,,,,
"馬連:16,890円 ワイド:04-08=3,120円 01-08=830円 01-04=640円",,,,,,,,,,,,"馬連:10,920円 ワイド:06-08=3,110円 08-10=1,410円 06-10=7,730円",,,,,,,,,,,,"馬連:1,170円 ワイド:03-15=450円 03-12=2,990円 12-15=2,920円",,,,,,,,,,,,"馬連:1,080円 ワイド:05-08=400円 08-09=420円 05-09=1,260円",,,,,,,,,,,
"馬単:27,130円 3連複:7,490円",,,,,,,,,,,,"馬単:18,670円 3連複:52,370円",,,,,,,,,,,,"馬単:3,040円 3連複:16,550円 3連単:78,140円",,,,,,,,,,,,"馬単:1,680円 3連複:3,220円 3連単:13,090円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
