06年 4月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 4月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3.7,,,,,■ 4R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5.5,,,,,■ 7R  ダ1700m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-7.5,,,,,■10R  芝1200m 4歳上500万 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2.5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｳｲﾝｽﾞ津軽ﾘﾌﾚｯｼｭｵｰﾌﾟﾝ記念,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａショウエンジェリコ, 61,赤木高,, 57,*  6,  -9, 2,  3.4, ①①, 1, 1,Ｇジャックカチドキ, 44,武士沢,, 66,   1,*  5, 6, 12.4, ③③, 1,10,Ｇウエスタンマックス, 57,石橋脩,, 68,   2,   6, 3,  4.5,⑤④②, 1, 5,Ｄコスモジャイブ, 67,菊沢隆,, 83,*  4,  19, 2,  4.7, ①①
 2, 5,Ｄタマモヘヴン, 45,津村明, 0.4, 45,  -7,* -6, 5,  9.6, ⑥⑤, 2,12,Ａセレスブルック, 50,津村明, 0.3, 64,*  7,  -5, 1,  2.4, ①①, 2,12,Ａスズカシャトル, 62,中村将, 0.0, 64,*  1,   2, 4,  8.7,①①①, 2,14,Ａアグネスボｰイ, 69,中舘英, 0.5, 75,*  5,   9, 1,  2.9, ①①
 3, 9,Ｂダイワダイハｰド, 59,柴山雄, 0.4, 51,   3, -11, 1,  1.8, ②①, 3,14,Ｉカシノエスケイプ, 42,塚田祥, 0.9, 54,   1,  -6,12, 71.2, ③④, 3, 5,Ｊタマモブシドウ, 55,菊沢隆, 0.2, 66,   2,   4, 6, 12.6,③④③, 3, 2,Ｎバトルハｰトオｰ, 53,津村明, 0.7, 73,   0,  13,11, 43.4, ④③
 4,12,Ｃアンクルマックス, 46,菊地昇, 0.6, 49,   3, -13, 6, 30.0, ②①, 4, 6,Ｅクリスタルハｰト, 47,鮫島良, 1.1, 51,  -3,  -4, 3,  7.1, ⑦⑦, 4, 2,Ｅコアレスブｰム, 59,田中博, 0.6, 60,  -2,   1, 8, 22.6,⑤⑧⑥, 4, 1,Ｏカゼノユクエ, 53,二本柳, 0.8, 72, -11,* 22,14, 84.6, ⑧⑥
 5, 4,Ｇテンジンハナマツリ, 40,塚田祥, 0.9, 40,  -4, -13, 4,  9.1, ⑤⑤, 5, 5,Ｌノボバンク, 32,中舘英, 1.1, 57,*  7, -11, 7, 29.6, ①②, 5, 6,Ｍリネンメイン, 54,南田雅, 0.6, 62,  -2,   7,15,188.2,⑪⑩⑨, 5, 6,Ｅシロキタファルコン, 67,田嶋翔, 0.9, 71, -16,* 25, 9, 21.1, ⑫⑨
 6, 2,Ｈノボキッス, 36,村田一, 1.1, 38,  -6, -12, 8,103.5, ⑥⑦, 6,10, オｰデコロン,---,村田一, 1.2, 49, -14,*  6, 8, 30.3, ⑬⑫, 6, 1,Ｋゴｰルデンボｰル, 55,松田大, 0.7, 62,  -5,* 11,11, 37.7,⑬⑬⑫, 6, 8,Ｇステキナブロンコ, 66,石橋脩, 1.3, 65, -15,  17,10, 31.3, ⑫⑨
 7, 1,Ｅビッグベガ, 44,中舘英, 1.1, 36, -16,* -6, 3,  8.7, ⑩⑨, 7,16, オンワｰドカイザｰ,---,田辺裕, 1.3, 50,  -8,   0,13,289.9, ⑧⑧, 7, 3,Ｄアグネスヘルメス, 59,柴山雄, 0.8, 61,   1,   0, 2,  4.0,⑨⑥⑥, 7,13,Ｊコスモスパｰブ, 61,小林久, 1.3, 63, -10,  13, 5, 12.4, ⑧⑪
 8, 7,Ｉシゲルジコバイバイ, 35,竹之下, 1.7, 28, -16, -12,12,310.8, ⑩⑪, 8,11,Ｈダノンバディ, 43,小島太, 1.5, 45, -12,  -2, 5,  8.3, ⑪⑩, 8,11,Ｂコアレスカントリｰ, 60,高野和, 0.9, 57,  -6,*  6, 5, 10.8,⑪⑬⑫, 8, 7,Ｆスズヨバクシンオｰ, 67,田辺裕, 1.4, 64,  -9,  12, 6, 12.6, ⑧⑧
 9, 8,Ｌシゲルトウショウ, 12,中村将, 1.8, 32,   2, -27, 7, 43.6, ②④, 9, 4,Ｊイズミビシン, 41,石橋脩, 1.6, 46,  -9,  -2,11, 70.0, ⑩⑩, 9, 7,Ｌメモリｰセレソン, 54,西田雄, 0.9, 60,   1,  -1,13,102.5,⑤⑥⑥, 9,11,Ｉメイショウアモｰレ, 64,松田大, 1.4, 64, -17,  19,12, 45.2, ⑯⑬
10, 3,Ｊブルｰベンジャミン, 33,田中博, 2.0, 23, -16, -17,11,304.9, ⑨⑨,10, 3,Ｆパタゴニアウインド, 46,柴山雄, 1.8, 47,   0, -12, 2,  4.6, ⑤⑤,10, 9,Ｎダンスカｰニバル, 52,赤木高, 1.0, 58,  -1,   1,10, 25.8,⑤⑨⑩,10,15,Ｃダイイチミラクル, 68,柴山雄, 1.5, 61,*  3,  -2, 3,  5.6, ③③
11, 6,Ｋフナバシボンバｰ, 23,小島太, 2.0, 21, -20, -15,10,268.4, ⑫⑫,11, 9,Ｂダンディｰサウンド, 50,加藤士, 1.9, 44,  -7,  -7, 4,  7.3, ⑧⑧,11, 4,Ｈサクラアクｰト, 56,鮫島良, 1.3, 55,  -7,   5,12, 52.2,⑮⑮⑮,11, 4,Ｂカイシュウムサシ, 69,木幡初, 1.6, 59,  -7,   5, 4,  9.7, ⑤⑤
12,10,Ｆアトミックカフェ, 40,田嶋翔, 2.4, 23,  -6, -25, 9,219.4, ⑥⑧,12, 2,Ｍトｰホウミスティ, 29,田中克, 2.2, 37, -12,  -8, 9, 37.6, ⑪⑫,12,14,Ｏメイショウシンゲツ, 38,田中克, 1.3, 54,*  1,  -9, 9, 24.9,③②③,12, 3,Ｌスズノトウコン, 58,大西直, 2.3, 49,  -6,  -5, 7, 18.3, ⑤⑥
,,,,,,,,,,,,13, 8,Ｎミツアキタッチ, 27,二本柳, 2.2, 38, -18,  -1,15,466.5, ⑭⑭,13, 8,Ｉシルクゴｰジャス, 55,小林淳, 1.4, 56,  -4,   1,14,144.8,⑬⑪⑪,13,10,Ｍミヨノドリｰム, 58,鹿戸雄, 2.6, 43, -15,  -2,13, 82.7, ⑫⑮
,,,,,,,,,,,,14,15,Ｃワイルドインロｰズ, 48,池田鉄, 2.3, 42,   0, -17,10, 47.9, ⑤⑤,14,15,Ｃライジングハｰト, 60,塚田祥, 2.1, 47,  -4,  -8, 1,  3.9,⑨⑪⑫,14,12,Ｈピサノランゲ, 64,北村浩, 2.6, 43,  -8,  -8, 8, 18.8, ⑤⑪
,,,,,,,,,,,,15, 7,Ｋシロキタベッピン, 39,田嶋翔, 4.2, 13, -31, -10,14,445.5, ⑮⑮,15,13,Ｆコｰルアウト, 57,岩部純, 2.5, 47,*  2, -19, 7, 20.5,①②⑤,15,16,Ｐブライティアアイ, 45,竹之下, 2.7, 43, -13,  -5,16,477.9, ⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｋテイエムオアシス, 60,赤木高, 3.3, 33, -16, -11,15,118.4, ⑫⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
