06年 2月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,06年 2月 4日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1600m 4歳上500万(牝) 別定,,,,,,,,,,,,■10R  ダ1400m 4歳上1000万(混) 別定,,,,,,,,,,,
13, 8,Ｏユニットシチｰ, 10,菊沢徳, 3.1, 29,  -5, -27,11,146.8,⑤⑦⑨,13,12, ギンジロｰ,---,内田博, 4.9, 24,  -1, -38, 5,  7.4,⑩⑧⑥,13, 7, メジロアｰビン,,嘉堂  , 5.7,,,, 7, 30.4,⑭⑬⑬,13,11,Ｎヤマノブリザｰド, 71,江田照, 1.5, 58,  -6,  11,12,106.6,⑩⑩⑩
14,12,Ｇザンテツケン, 46,石橋脩, 3.2, 28,  -3, -31, 7, 28.4,⑦⑥⑥,14, 1, デルマヘリオス,---,吉田隼, 5.2, 14, -11, -33,15,140.7,⑦⑩⑫,14, 8, チップインバｰディ,,大庭  , 6.7,,,,11,100.1,⑨⑭⑭,,,,,,,,,,,,
15, 5,Ｎギガトレｰン, 11,左海  , 4.5, 14, -10, -35,12,331.1,⑦⑪⑭,15, 4, エムケイシャイン,---,水出  , 6.3,  0, -30, -22,12, 96.8,⑮⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,15, ユｰワアｰスビｰト,---,南田  ,13.9,-72, -34, -91,16,222.3,⑮⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+18 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-2),,,,,,,,,,,
単勝:170円 複勝:07=110円 14=190円 02=250円 枠連:420円,,,,,,,,,,,,"単勝:540円 複勝:13=260円 08=520円 16=230円 枠連:3,780円",,,,,,,,,,,,"単勝:1,870円 複勝:01=310円 06=390円 03=180円 枠連:730円",,,,,,,,,,,,"単勝:740円 複勝:06=340円 01=780円 04=840円 枠連:6,400円",,,,,,,,,,,
馬連:610円 ワイド:07-14=310円 02-07=370円 02-14=960円,,,,,,,,,,,,"馬連:4,570円 ワイド:08-13=1,620円 13-16=730円 08-16=1,760円",,,,,,,,,,,,"馬連:7,050円 ワイド:01-06=1,510円 01-03=770円 03-06=920円",,,,,,,,,,,,"馬連:8,680円 ワイド:01-06=3,100円 04-06=5,070円 01-04=9,070円",,,,,,,,,,,
"馬単:930円 3連複:1,760円",,,,,,,,,,,,"馬単:9,250円 3連複:10,620円",,,,,,,,,,,,"馬単:16,930円 3連複:8,260円",,,,,,,,,,,,"馬単:15,130円 3連複:92,510円 3連単:464,420円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 6R  芝2300m 4歳上500万 別定,,,,,,,,,,,,■ 9R  芝1400m 3 歳500万(牝) 馬齢,,,,,,,,,,,,■12R  ダ2100m 4歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,春菜賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃレッドアワｰド, 49,北村宏,, 59,  -2,* -1, 3,  6.9,③④④, 1,12,Ｆチェストウイング, 69,後藤浩,, 71,* -3,* 17, 3,  6.4,③③③, 1,11,Ｆロランラムｰル, 60,北村宏,, 68, -10,* 15, 5,  9.4,⑨⑨⑦, 1,14,Ａマイネルマリク, 76,池田  ,, 80,   0,* 20, 8, 16.8,⑧⑤⑥
 2,10,Ｂパワｰコレクタｰ, 58,柴田善, 0.7, 53,  -3,  -7, 1,  1.9,⑦④④, 2,11,Ｊリワｰドプレイン, 60,吉田隼, 0.4, 67,  -9,* 20,13,109.8,⑪⑫⑭, 2, 5,Ｊクリムゾンルｰジュ, 48,左海  , 0.1, 65, -10,* 14, 7, 20.6,⑤⑧⑦, 2,11,Ｇアサクサムスタング, 72,北村宏, 0.1, 81,   0,* 21, 2,  4.7,⑧⑨⑪
 3, 2,Ｄアサクサゼットキ, 49,菊沢徳, 0.8, 52,  -8,*  1, 2,  3.9,⑦⑪⑪, 2, 6,Ｄペネトレｰタｰ, 70,柴山  , 0.4, 68,  -5,* 17, 1,  2.4,⑪⑩⑩, 3,12,Ｅタイセイハニｰ, 61,勝浦  , 0.2, 61,  -8,   9, 6, 13.1,⑤⑤④, 3,12,Ｄメガトレンド, 74,藤田  , 0.1, 74,*  2,  14, 1,  4.3,②②②
 4, 1,Ｏバリオン, 26,柴山  , 0.9, 52,  -8,*  0, 9, 38.2,⑭⑬⑪, 4,13,Ｍユｰスフルデイズ, 56,バルジ, 0.6, 63,  -4,  11, 5,  9.9,⑦⑥⑥, 4, 9,Ｄマイネジャｰダ, 64,吉田豊, 0.2, 59,* -5,   6, 1,  3.0,②②②, 4, 2,Ｆタマモアｰチスト, 73,内田博, 0.2, 79,   0,* 19, 3,  5.2,⑦⑨⑧
 5, 6,Ｆグランレｰヴ, 47,木幡  , 1.0, 51,  -4,  -7, 6, 26.9,⑦⑧⑦, 5, 5,Ａアミュレット, 76,内田博, 0.6, 66,  -6,  16, 4,  7.0,⑪⑫⑬, 5, 4,Ａチェリｰムｰン, 68,内田博, 0.2, 67, -13,* 17, 4,  8.8,⑮⑭⑪, 5, 9,Ｌダブルブラザｰ, 70,小林淳, 0.5, 75,   0,  16, 9, 32.9,⑧⑨⑧
 6,12,Ｈアドリアシチｰ, 40,藤田  , 1.2, 49,*  0, -16, 8, 34.8,①①①, 6, 8,Ｂマｰベラスカクテル, 76,大野  , 0.7, 60,  -7,  11, 7, 15.8,⑩⑩⑩, 6, 7,Ｈバトルサクヤビメ, 57,小林淳, 0.3, 59,  -8,   7, 3,  6.6,⑧⑤④, 6,15,Ｃマチカネウソブキ, 76,吉田豊, 0.8, 68,*  1,  10, 5,  9.6,⑪②④
 7,13,Ｍサンデｰレオン, 34,吉田隼, 1.4, 45,  -6, -11,15,580.0,⑫⑨⑧, 7, 9,Ｃミヤコノカｰン, 70,北村宏, 0.7, 64,  -5,  13, 8, 35.9,⑭⑭⑩, 7, 3,Ｂジラソｰレ, 66,郷原  , 0.5, 57, -12,  10, 8, 23.2,⑪⑩⑪, 7, 8,Ｉリワｰドジオン, 71,松岡  , 1.0, 73,  -3,  17,10, 35.6,⑯⑮⑮
 8, 9,Ｊシュウザンジャンプ, 38,小野  , 1.8, 45,  -3, -17,10, 60.1,⑫⑦⑥, 8, 2,Ｉケイジｰウォリア, 61,田中剛, 0.7, 61,  -4,  10,12, 70.2,⑦⑥⑥, 8, 6,Ｃモンプティクｰル, 64,江田照, 0.5, 59, -13,  12, 2,  3.6,⑬⑬⑪, 8,16,Ｎエプソムボス, 67,柴山  , 1.0, 66,*  2,   7, 7, 15.4,②②③
 9,15,Ｇシンボリファン, 45,バルジ, 2.0, 42,* -1, -22, 5, 20.7,⑤②②, 9, 7,Ｋパルエクスプレス, 58,木幡  , 0.7, 62,  -5,  11,10, 57.0,⑦⑥⑥, 9, 8,Ｇレオアスカ, 57,石橋脩, 1.1, 43,  -8,  -5, 9, 29.6,①②④, 9,13,Ｊウエスタンリジ, 70,吉田隼, 1.1, 63,  -1,   7,16,201.8,⑥⑤⑥
10,14,Ｅフュｰチュリズム, 48,内田博, 2.1, 43,  -9, -10, 7, 29.8,⑯⑯⑬,10,16,Ｅフエルテフエルテ, 69,松岡  , 0.9, 55,* -3,   1, 9, 56.1,③③③,10, 2,Ｎスプリングベルン, 36,高山太, 1.2, 42, -10,  -3,11, 73.0,⑤⑤⑦,10, 6,Ｅマイクラリネット, 74,柴田善, 1.2, 65,*  1,   6, 4,  6.7,④⑤④
11, 4,Ｎスピｰドサクセス, 31,丹内  , 2.3, 36,  -6, -20,12,272.9,②④⑧,11, 1,Ｈマイネルアルドｰレ, 62,藤田  , 1.1, 53,* -2,  -3, 2,  5.2,①①①,11,10,Ｉキョクイチテキサス, 54,大野  , 1.3, 40,* -5, -11,13,155.7,②②②,11, 7,Ｍショウナンパレス, 68,石橋脩, 1.9, 60,  -1,   4,14, 58.1,⑮⑫⑫
12,16,Ａシャイニｰボｰイ, 62,左海  , 2.3, 40,* -1, -24, 4,  9.3,⑦②②,12,14,Ｎクリスタルコｰスト, 55,吉田豊, 1.2, 52,* -2,  -4, 6, 15.1,②②②,12,14,Ｋハンナフレグランス, 46,後藤浩, 1.4, 41, -11,  -5,10, 29.7,⑪⑩⑩,12, 1,Ｂバンドマスタｰ, 76,小野  , 1.9, 58,   0,   3,13, 57.8,④⑤⑧
13, 3,Ｋサｰクルチェンジ, 36,伊藤直, 2.4, 39,  -7, -17,11,195.4,③⑩⑩,13, 4,Ｐロｰドマジシャン, 17,江田照, 1.6, 52,  -7,   3,14,250.5,⑮⑮⑭,13,13,Ｏサチノプログレス, 26,水出  , 1.7, 38, -18,   0,16,635.4,⑭⑮⑮,13,10,Ｐオｰロブライト, 64,勝浦  , 2.0, 56,*  3,  -5,12, 56.4,①①①
14, 7,Ｌウエスタンスナイプ, 36,武士沢, 2.5, 38,  -9, -14,16,745.3,⑪⑬⑬,14, 3,Ｏサムライジョｰイ, 51,土谷  , 2.0, 44,  -4, -10,15,261.6,⑤⑥⑥,14, 1,Ｌスプレッドアゲン, 46,吉永  , 1.7, 35, -12,  -8,15,418.3,⑨⑩⑪,14, 4,Ｏトラストブラック, 66,村田  , 2.3, 59,  -3,   5,11, 44.1,⑭⑮⑮
15, 5,Ｉアドバンスハピネス, 39,村田  , 2.8, 36,  -9, -17,14,477.2,⑮⑮⑬,15,10,Ｇアイアイボタン, 63,柴田善, 3.0, 30,* -3, -29,11, 61.2,⑤③③,15,16, エビストップクイン,---,柴山  , 1.9, 35, -18,  -3,12, 96.7,⑯⑯⑮,15, 3,Ｈヒロノタイタン, 71,丹内  , 2.9, 51,  -2,  -5,15, 95.6,⑪⑬⑫
16,11,Ｐダイワハルパｰ,  7,江田照, 3.1, 30, -11, -17,13,401.7,⑤⑪⑯,,,,,,,,,,,,,16,15,Ｍオリエンタルロｰズ, 42,村田  , 2.2, 22,* -3, -28,14,231.2,④①①,16, 5,Ｋコスモマリオネット, 70,後藤浩, 3.3, 49,  -2,  -6, 6, 10.5,⑪⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
