05年12月10日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年12月10日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝3140m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 別定,,,,,,,,,,,,■10R  芝2200m 3歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,境港特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａインディドライバｰ, 62,池添  ,, 65,*  4,  -3, 1,  1.0,②②②, 1, 1, マダンテ,,高井  ,,,,, 6, 10.2,①①①, 1,12,Ａブレッチングスキｰ, 71,安藤勝,, 81,*  3,* 14, 2,  3.4,②②①, 1,13,Ａストラタジェム, 85,熊沢  ,, 83,  12,*  4, 1,  2.6,⑧⑧⑦
 2,10,Ｋワンダｰグラス, 23,鮫島良, 0.4, 58,   0,  -5,10,204.6,⑤⑤④, 2, 9, アドマイヤホｰプ,,北沢  , 0.7,,,, 1,  4.2,⑤④③, 2, 3,Ｂプリンスコウベ, 70,武豊  , 0.7, 74,   1,  10, 1,  2.6,③③③, 2, 4,Ｃトウカイエリｰト, 80,芹沢  , 0.0, 83,  14,   3, 3,  5.3,⑥⑥⑦
 3, 8,Ｂワンダｰプロ, 51,渡辺薫, 0.7, 58,   3,  -9, 3, 14.8,④③②, 3, 8, メルシｰエイタイム,,出津  , 0.7,,,, 2,  4.4,⑦⑦⑤, 3, 8,Ｆナナヨｰヒマワリ, 66,小原  , 0.9, 73,  -2,  11, 4,  8.0,⑦⑥⑥, 3, 7,Ｌバトルブレｰヴ, 67,渡辺薫, 0.0, 80,  13,  -1,12,270.7,③③③
 4, 2,Ｅダイナミックタｰン, 45,小林徹, 0.9, 52, -12,*  4, 2, 13.4,⑨⑨⑧, 4, 3, マルカフロｰリアン,,西谷  , 1.1,,,, 4,  6.1,⑨⑦④, 4, 7,Ｃシャンパンスノｰ, 68,和田  , 0.9, 73,*  2,   7, 7, 24.8,④③③, 4, 5,Ｇミキノマｰベラス, 74,須貝  , 0.4, 77,* 17, -14, 8, 40.0,①①①
 5,11,Ｈケイアイシュンライ, 39,佐久間, 1.1, 49,  -7,  -5, 6, 64.2,⑦⑦⑥, 5, 4, ブルｰアルパイン,,今村  , 1.6,,,, 5,  7.4,②②②, 5, 4,Ｉヒカルマチェンドラ, 63,池添  , 1.0, 72,  -3,* 12, 8, 33.9,⑫⑫⑪, 5, 2,Ｂマヤノリバティ, 85,安藤勝, 0.4, 78,  10,*  6, 4,  5.7,⑪⑪⑪
 6, 9,Ｃアサヒダケ, 47,菊地昇, 1.5, 48,  -3, -11, 4, 27.5,⑥⑤⑤, 6, 2, タガジョｰシャトル,,金折  , 2.0,,,, 9, 47.0,⑤⑤⑦, 6, 2,Ｇホッコｰランチャｰ, 66,宇都  , 1.1, 70,  -2,   9, 6, 23.7,⑦⑨⑧, 6, 6,Ｄマイネルエクセラン, 77,池添  , 0.5, 78,  10,   0, 6, 14.1,⑪⑪⑨
 7, 5,Ｇマルガリｰタ, 41,金折  , 2.7, 35,  -5, -21, 5, 50.4,⑦⑦⑥, 7,12, ノムラテンメイ,,仲田  , 2.3,,,, 3,  5.1,④⑦⑦, 7,13,Ｅダンスアジョイ, 67,松永  , 1.2, 70,  -2,   9, 3,  3.8,⑦⑨⑧, 7, 1,Ｆトウカイカムカム, 77,松永  , 0.5, 78,   9,*  7, 5, 13.1,⑬⑬⑭
 8, 1,Ｄエイシンオｰドリｰ, 45,秋山  , 2.9, 29, -18, -10, 8,102.3,⑩⑩⑨, 8,13, エクススピｰディ,,横山義, 2.7,,,, 7, 12.8,⑦⑥⑥, 8, 9,Ｋビクトリアメｰク, 56,小林徹, 1.3, 69,  -3,   9, 9, 85.3,⑪⑪⑪, 8, 3,Ｉペガサスファイト, 71,石橋守, 0.7, 75,  13, -12, 7, 29.9,⑤⑤③
 9, 3,Ｉテイエムビｰスト, 39,和田  , 3.3, 32,*  5, -36, 7, 70.3,①①①, 9,14, ブレｰヴホｰラｰ,,嘉堂  , 3.3,,,, 8, 23.9,②③⑨, 9, 6,Ｈビッグホワイト, 63,石橋守, 1.6, 66,   0,   2,10,170.7,⑩⑥⑥, 9,14,Ｈリアルコンコルド, 72,武豊  , 0.9, 72,  12, -12, 2,  3.8,⑥⑥⑥
10, 4,Ｆシゲルキタハマ, 42,安部幸, 3.6, 21,  -9, -26, 9,114.9,②④⑪,10, 6, ダイナミックゴｰル,,難波  , 3.3,,,,13,142.7,⑪⑪⑩,10,10,Ｊライブリロデム, 58,上野翔, 1.7, 63,   0,  -1,13,576.1,⑤③③,10,10,Ｅナリタスタｰホｰプ, 77,和田  , 1.1, 74,  12,  -9,10, 71.9,⑩⑩⑨
11, 7,Ｊシュンカ, 30,石橋守, 4.0, 17, -22, -18,11,259.0,⑪⑪⑩,11,11, マイビッグドリｰム,,小坂  , 6.7,,,,11, 65.1,⑩⑩⑩,11, 5,Ｌキタサンブシドウ, 47,安部幸, 1.9, 64,  -9,  10,11,310.4,⑬⑬⑬,11, 8,Ｊコスモステｰジ, 70,岡部誠, 1.1, 70,* 16, -21, 9, 56.0,②②②
,,,,,,,,,,,,12, 7, ランドミラクル,,白浜  , 8.6,,,,10, 58.4,⑫⑫⑫,12,11,Ｍバリトンヴォイス, 42,岡部誠, 2.3, 58,*  2,  -8,12,513.8,①①②,12, 9,Ｍパｰスウェｰジョン, 61,内田浩, 1.6, 69,  10, -10,11,182.1,⑬⑬⑪
,,,,,,,,,,,,13, 5, カシノレガｰト,,菊地昇,20.2,,,,14,184.7,⑬⑬⑬,13, 1,Ｄアルシャトル, 67,熊沢  , 2.3, 58,  -1,  -4, 5, 16.2,⑤⑥⑧,13,11,Ｋマルイチフライト, 69,秋山  , 1.7, 66,  15, -26,13,396.7,③③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｎグロｰリｰジョン, 59,上野翔, 3.2, 49,  11, -39,14,643.2,⑧⑨⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:3),,,,,,,,,,,
"単勝:100円 複勝:06=100円 10=1,440円 08=150円 枠連:1,030円",,,,,,,,,,,,"単勝:1,020円 複勝:01=280円 09=160円 08=150円 枠連:2,570円",,,,,,,,,,,,単勝:340円 複勝:12=120円 03=120円 08=160円 枠連:270円,,,,,,,,,,,,"単勝:260円 複勝:13=120円 04=180円 07=3,400円 枠連:400円",,,,,,,,,,,
"馬連:4,950円 ワイド:06-10=1,900円 06-08=160円 08-10=6,390円",,,,,,,,,,,,"馬連:2,140円 ワイド:01-09=760円 01-08=760円 08-09=340円",,,,,,,,,,,,馬連:480円 ワイド:03-12=180円 08-12=290円 03-08=280円,,,,,,,,,,,,"馬連:600円 ワイド:04-13=240円 07-13=4,790円 04-07=7,130円",,,,,,,,,,,
"馬単:5,820円 3連複:8,240円",,,,,,,,,,,,"馬単:4,880円 3連複:2,800円",,,,,,,,,,,,馬単:960円 3連複:630円,,,,,,,,,,,,"馬単:1,010円 3連複:23,430円 3連単:73,430円",,,,,,,,,,,
■ 2R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 5R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上1000万 別定,,,,,,,,,,,,■11R  ダ1400m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,,,,,
