05年11月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝3000m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1300m 3歳上500万 別定,,,,,,,,,,,,■10R  芝1600m 3歳上1000万(混) 別定,,,,,,,,,,,
"単勝:350円 複勝:04=130円 06=290円 02=120円 枠連:1,510円",,,,,,,,,,,,単勝:360円 複勝:07=150円 01=120円 11=260円 枠連:440円,,,,,,,,,,,,"単勝:770円 複勝:11=230円 14=150円 08=160円 枠連:1,470円",,,,,,,,,,,,単勝:240円 複勝:03=120円 09=270円 10=150円 枠連:350円,,,,,,,,,,,
"馬連:3,210円 ワイド:04-06=940円 02-04=230円 02-06=750円",,,,,,,,,,,,馬連:450円 ワイド:01-07=210円 07-11=700円 01-11=460円,,,,,,,,,,,,"馬連:1,720円 ワイド:11-14=550円 08-11=500円 08-14=410円",,,,,,,,,,,,"馬連:1,640円 ワイド:03-09=610円 03-10=250円 09-10=960円",,,,,,,,,,,
"馬単:4,780円 3連複:1,920円",,,,,,,,,,,,"馬単:990円 3連複:1,410円",,,,,,,,,,,,"馬単:3,540円 3連複:1,940円",,,,,,,,,,,,"馬単:2,470円 3連複:2,310円 3連単:11,530円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 5R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1800m 3歳上1000万(牝) 別定,,,,,,,,,,,,■11R  芝1400m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｰﾛｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃスｰパｰキャノン, 43,柴田善,, 52,*-16,*  6, 6, 12.2,①①①, 1, 6, マッチレスバロｰ,---,後藤浩,, 68, -20,* 25, 3,  5.5,⑧⑥⑥, 1, 3,Ｂサイレントアスク, 80,ボニヤ,, 80, -19,* 28, 6,  9.0,④④③, 1,17,Ａシンボリグラン, 88,ボニヤ,, 75,* 10,   6, 2,  4.9,④②②
 2, 6,Ｇタマモダイアリｰ, 35,菊沢徳, 0.3, 47,*-18,   4, 2,  4.4,②③③, 2, 7, マイネルシュピｰル,---,田中勝, 0.5, 53, -18,  14, 2,  4.1,③④④, 2, 7,Ｄキｰプクワイエット, 76,藤岡  , 0.1, 70,*-18,  23, 7, 10.6,②②②, 2,13,Ｉペニｰホイッスル, 80,石崎隆, 0.2, 80,  -4,  24, 3,  5.5,⑦⑥⑥
 3,12,Ｂキングルｰキｰ, 45,ボニヤ, 0.4, 47, -20,*  6, 8, 51.3,⑤⑤⑤, 3, 3, コスモワイズマン,---,小野  , 0.6, 47,*-15,   6, 7, 19.2,①①①, 3, 2,Ｃメジロベネット, 78,村田  , 0.2, 85, -21,* 32, 3,  6.8,⑨⑨⑧, 3, 7,Ｆスタｰリｰヘヴン, 83,藤岡  , 0.3, 76,   1,  17, 6, 14.1,②④④
 4,10,Ｅシルクポラリス, 39,田中勝, 0.7, 39, -19,  -1, 1,  2.3,④③③, 4, 5, レインボｰジャック,---,北村宏, 0.8, 50, -21,  14, 1,  2.1,⑥⑥⑥, 4, 8,Ａミスパスカリ, 82,田中勝, 0.3, 68, -18,  22, 1,  2.8,③③③, 4,12,Ｃシャイニンルビｰ, 84,北村宏, 0.4, 82,  -7,* 28, 5,  9.5,⑬⑬⑫
 5, 1,Ｆミヤコタイガｰ, 37,北村宏, 0.7, 45, -25,*  7, 7, 16.9,⑦⑧⑧, 5, 1, ソニックルｰラｰ,---,石崎隆, 0.8, 54, -24,* 19, 4,  8.3,⑨⑨⑨, 5, 4,Ｆモノトｰン, 73,石崎隆, 0.4, 76, -21,  27, 9, 36.3,⑦⑥⑦, 5, 8,Ｄグランリｰオ, 84,松岡  , 0.4, 77,   1,  17, 1,  3.6,④⑤④
 6, 2,Ｉサハリンウルフ, 29,郷原  , 1.2, 35, -27,   2,14,172.0,⑫⑫⑪, 6, 2, ビッグユニット,---,柴田善, 1.0, 43, -20,  10, 5, 15.5,⑦⑥⑥, 6, 5,Ｅノットユアビジネス, 75,柴田善, 0.5, 67, -21,  23, 4,  7.1,④④⑤, 6, 9,Ｅフジサイレンス, 84,五十雄, 0.5, 79,  -8,* 26, 7, 15.1,⑪⑬⑫
 7, 4,Ｄアッパレムスメ, 42,吉永  , 1.2, 39, -31,*  7, 3,  5.1,⑬⑭⑬, 7, 9, サクラレスタｰ,---,ボニヤ, 1.9, 26,*-16, -12, 6, 15.8,③②②, 7, 6,Ｉダンツクレバｰ, 68,小野  , 0.6, 49,*-15,  12, 8, 18.7,①①①, 7, 1,Ｈニシノシタン, 80,田中勝, 0.5, 68,* 13,  -2, 4,  8.6,①①①
 8,14,Ｋオンワｰドジョイ, 25,石神  , 1.3, 32, -27,   1, 9, 65.0,⑩⑩⑪, 8, 8, ロックリヴァｰ,---,松岡  , 2.0, 22,*-16, -14, 8, 37.5,②②②, 8,10,Ｇケイアイヴェニス, 73,後藤浩, 0.9, 50, -21,  17, 2,  4.9,⑦⑥⑤, 8, 4,Ｍロイヤルキャンサｰ, 79,小林淳, 0.6, 68,   5,   5,12, 33.1,②③③
 9, 5,Ｈフレアリングクイン, 31,後藤浩, 1.4, 28, -22,  -8, 5, 11.3,⑦⑦⑥, 9, 4, スナｰクシリウス,---,藤岡  , 2.4, 17, -19, -16, 9, 98.3,③④④, 9, 1,Ｈインゴット, 72,北村宏, 1.2, 50, -24,  20, 5,  9.0,⑩⑩⑩, 9,14,Ｐダイワバンディット, 77,小野  , 0.7, 72,  -7,  21,11, 31.3,⑨⑧⑨
10, 9,Ａマイネルプリメｰロ, 45,鈴来  , 1.6, 24, -23, -10, 4, 11.1,⑤⑥⑥,,,,,,,,,,,,,10, 9,Ｊジェイケイシャトル, 67,松岡  , 1.9, 32, -23,   6,10, 81.4,⑥⑥⑧,10, 2,Ｌナイキアヘッド, 79,村田  , 0.7, 71,  -4,  17,14, 56.5,④⑥⑥
11, 3,Ｌショコラグラッセ, 23,藤岡  , 1.7, 24, -30,  -3,12,141.5,⑬⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,11,15,Ｊマルタｰズヒｰト, 80,菊沢徳, 0.8, 73, -13,* 25,15,112.6,⑯⑮⑮
12,13,Ｎコスモフリュｰゲル,  0,松岡  , 2.1, 15, -26, -15,10, 85.7,⑨⑧⑧,,,,,,,,,,,,,,,,,,,,,,,,,12,16,Ｎグラスワｰルド, 79,宮崎光, 0.8, 71,  -5,  17,17,268.3,⑬⑩⑧
13,11,Ｍテイエムソロン, 22,大野  , 2.2, 11, -28, -16,13,159.9,⑩⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,13,11,Ｏスナｰクスズラン, 78,石神  , 0.8, 70,  -9,  21, 8, 23.2,⑨⑩⑫
14, 8,Ｊマリアシチｰ, 25,小野  , 2.7,  2,*-17, -35,11,112.3,③②②,,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｑイケハヤブサ, 72,畑端  , 0.9, 64, -10,  16,16,162.3,⑪⑩⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｋカシマフラワｰ, 79,郷原  , 0.9, 66,  -8,  17, 9, 27.2,⑦⑧⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｇナイトフライヤｰ, 81,柴田善, 1.1, 69, -15,  24,10, 30.1,⑰⑰⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 6,Ｂゴッドオブチャンス, 86,後藤浩, 1.3, 64, -12,  18,13, 35.6,⑮⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+24 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-23 ﾚｰｽｱｶﾞﾘ指数:+19 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-4),,,,,,,,,,,
"単勝:1,220円 複勝:07=380円 06=210円 12=830円 枠連:1,460円",,,,,,,,,,,,"単勝:550円 複勝:06=180円 07=150円 03=460円 枠連:1,040円",,,,,,,,,,,,単勝:900円 複勝:03=350円 07=350円 02=190円 枠連:950円,,,,,,,,,,,,"単勝:490円 複勝:17=200円 13=220円 07=350円 枠連:1,050円",,,,,,,,,,,
"馬連:2,050円 ワイド:06-07=650円 07-12=2,840円 06-12=2,230円",,,,,,,,,,,,"馬連:1,080円 ワイド:06-07=410円 03-06=1,430円 03-07=1,060円",,,,,,,,,,,,"馬連:4,290円 ワイド:03-07=1,590円 02-03=1,310円 02-07=1,170円",,,,,,,,,,,,"馬連:1,290円 ワイド:13-17=520円 07-17=1,370円 07-13=1,360円",,,,,,,,,,,
"馬単:5,260円 3連複:18,390円",,,,,,,,,,,,"馬単:2,590円 3連複:7,450円",,,,,,,,,,,,"馬単:8,440円 3連複:9,780円",,,,,,,,,,,,"馬単:2,550円 3連複:6,430円 3連単:27,740円",,,,,,,,,,,
■ 3R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1300m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1600m 2 歳500万(牝) 馬齢,,,,,,,,,,,,■12R  ダ1400m 3歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,赤松賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａマチカネゲンジ, 65,北村宏,, 73,   2,* 12, 2,  2.2,⑥⑥⑥, 1, 3, ロｰドクライマｰ,---,田中勝,, 55,  -2,* -4, 5, 11.4,⑧⑥⑥, 1, 2,Ａアイスドｰル, 70,藤岡  ,, 78, -10,* 24, 7, 19.0,⑧⑧⑧, 1, 9,Ｂゲイリｰリボルバｰ, 74,北村宏,, 75,  -9,* 21, 4,  6.7,⑧⑧⑦
 2, 7,Ｃマイネルスケルツィ, 51,柴田善, 0.0, 73,*  8,   0, 1,  2.0,①①①, 2, 6, ケイアイカルディナ,---,柴田善, 0.2, 54,*  4, -13, 1,  1.5,②②②, 2,11,Ｂキャンディｰストア, 66,田中勝, 0.2, 63,* -1,   5, 2,  4.4,①①①, 2,10,Ｄシトラスブリｰズ, 71,藤岡  , 0.3, 71, -12,* 21, 3,  6.5,⑩⑨⑩
 3,10,Ｂアポロキングダム, 54,宮崎光, 0.3, 70,   0,* 12, 3, 10.0,⑧⑧⑧, 3, 2, カシノモムチャン,---,郷原  , 0.9, 47,   3, -18,11,200.6,④④④, 3, 7,Ｈハネダテンシ, 55,後藤浩, 0.4, 63,  -6,  10, 1,  2.0,⑤⑤⑤, 3, 6,Ａマルタｰズビクタｰ, 74,松岡  , 0.3, 65,  -5,  11, 1,  2.6,⑥⑤③
 4,13,Ｉマルタｰズドラドラ, 43,後藤浩, 1.4, 57,  -3,   1, 5, 24.3,⑪⑪⑪, 4, 1, シアトルナカヤマ,---,藤岡  , 1.8, 37,   1, -27, 3,  8.1,④④④, 4, 3,Ｃマイネトップレディ, 60,郷原  , 0.6, 59,  -4,   4, 9, 34.9,②④②, 4, 7,Ｈイｰジｰライダｰ, 66,村田  , 0.5, 71, -13,* 21,10, 37.5,⑩⑫⑫
 5, 9,Ｋマイネルプロメッサ, 27,藤岡  , 1.4, 56,  -5,   4, 8, 99.9,⑪⑫⑫, 5,12, ルルドウォｰタｰ,---,後藤浩, 2.3, 31, -11, -17, 4, 11.2,⑩⑪⑪, 5, 5,Ｇノンコ, 58,柴田善, 0.7, 57,  -4,   2, 3,  5.9,②②②, 5, 5,Ｆクｰルキャスケｰド, 71,小野  , 0.6, 64,  -6,  12, 6, 14.5,⑦⑥⑥
 6,11,Ｆマイネルクリプト, 47,松岡  , 1.7, 51,   0, -12, 6, 29.3,⑥⑥⑦, 6, 5, ヒカルファンタジｰ,---,田面木, 2.8, 29,*  3, -38, 2,  7.6,②②②, 6,12,Ｆコスモスカイライン, 59,村田  , 0.7, 60,  -8,  10,11,117.9,⑦⑦⑦, 6,12,Ｃチアズマックス, 73,大野  , 0.6, 60,  -6,   9, 5,  8.9,④③③
 7, 8,Ｊジャックカチドキ, 39,ボニヤ, 1.9, 51,*  6, -25,12,142.3,②②②, 7, 9, トレジャｰバッハ,---,小野  , 2.9, 23, -15, -18, 7, 37.2,⑫⑫⑫, 7, 6,Ｋシアワセナンダッケ, 45,北村宏, 0.9, 59, -11,  11,10, 92.4,⑨⑨⑧, 7,11,Ｇショウグンエックス, 66,菊沢徳, 0.6, 62,* -3,   7, 7, 17.4,①②②
 8, 5,Ｈコスモスコヴィル, 44,菊沢徳, 1.9, 52,  -1, -11,11,140.9,⑩⑩⑨, 8, 7, ファストファスタｰ,---,横山義, 3.0, 25,  -7, -28,13,265.2,④⑧⑦, 8, 1,Ｊユノブラッキｰ, 53,小野  , 0.9, 61, -12,  13, 5, 18.0,⑫⑫⑩, 8, 4,Ｊアイアムアドｰタｰ, 58,ボニヤ, 0.7, 63, -10,  15,11, 49.1,⑩⑨⑨
 9, 6,Ｅニシノキリフダ, 49,田中勝, 2.0, 50,   4, -22, 4, 20.3,④④③, 9,14, ヒシフォｰカス,---,北村宏, 3.1, 23,  -9, -27,10, 61.3,⑩⑧⑩, 9,10,Ｉドリｰムパラソル, 54,松岡  , 1.1, 56, -12,  10, 8, 23.7,⑩⑩⑩, 9, 3,Ｅニシノイワイザケ, 71,田中勝, 0.9, 62, -10,  14, 2,  4.9,⑧⑨⑩
10,12,Ｄビｰビｰファング, 50,小野  , 2.3, 46,  -1, -17, 7, 61.7,⑧⑨⑨,10, 4, エｰスオネラエ,---,菊沢徳, 3.4, 23,*  5, -46, 9, 52.9,①①①,10, 4,Ｄマイネサンサン, 59,ボニヤ, 1.1, 50,  -4,  -4, 4, 10.5,②②②,10, 1,Ｌコウジンアルス, 56,吉永  , 1.3, 55,  -9,   7, 9, 37.1,④⑥⑦
11, 1,Ｌニュｰカｰレッジ, 25,村田  , 2.7, 42,   4, -33, 9,115.2,④④③,11,10, アクヤクダイスタｰ,---,石神  , 3.5, 15, -33,* -4,12,223.4,⑮⑮⑭,11, 9,Ｅユキノチャンプ, 59,須貝  , 1.3, 48,  -6,  -4, 6, 18.6,⑤⑤⑤,11, 8,Ｉエフテｰコンコルド, 58,石崎隆, 1.4, 51,* -2,  -2, 8, 20.9,①①①
12, 2,Ｇシルクリベラル, 45,石崎隆, 3.1, 37,  -8, -14,10,140.5,⑬⑬⑬,12,13, ジョウショｰリｰチ,---,宮崎光, 4.2, 10, -18, -28,15,390.0,⑫⑫⑬,12,13, ファッションハｰト,---,石崎隆, 2.0, 41, -15,   1,12,162.8,⑩⑩⑫,12, 2,Ｋカソク, 57,宮崎光, 2.1, 45,  -4,  -5,12,163.1,③③③
13, 4,Ｍスウィｰプオｰバｰ,  9,石神  , 4.3, 22,   4, -59,13,530.6,②②③,13,11, ラインウィット,---,石崎隆, 4.3,  6, -33, -12, 8, 49.4,⑭⑭⑭,13, 8,Ｌルナアｰケｰド, 41,宮崎光, 3.4, 23, -21, -10,13,237.5,⑬⑬⑬,,,,,,,,,,,,
,,,,,,,,,,,,14, 8, リバｰファンタジｰ,---,中谷  , 4.9,  7,  -7, -47,14,276.8,⑧⑧⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,15, シャトルシチｰ,---,松岡  , 5.7, -2,  -8, -55, 6, 31.4,④⑥⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+16 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-3),,,,,,,,,,,
単勝:220円 複勝:03=100円 07=100円 10=150円 枠連:150円,,,,,,,,,,,,"単勝:1,140円 複勝:03=280円 06=110円 02=3,060円 枠連:660円",,,,,,,,,,,,"単勝:1,900円 複勝:02=300円 11=140円 07=120円 枠連:2,220円",,,,,,,,,,,,"単勝:670円 複勝:09=190円 10=200円 06=130円 枠連:2,050円",,,,,,,,,,,
馬連:170円 ワイド:03-07=120円 03-10=240円 07-10=290円,,,,,,,,,,,,"馬連:700円 ワイド:03-06=360円 02-03=12,760円 02-06=4,960円",,,,,,,,,,,,"馬連:2,440円 ワイド:02-11=830円 02-07=600円 07-11=220円",,,,,,,,,,,,"馬連:2,180円 ワイド:09-10=630円 06-09=360円 06-10=360円",,,,,,,,,,,
馬単:350円 3連複:400円,,,,,,,,,,,,"馬単:2,560円 3連複:36,380円",,,,,,,,,,,,"馬単:7,450円 3連複:1,750円 3連単:22,600円",,,,,,,,,,,,"馬単:4,520円 3連複:1,650円 3連単:13,150円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
