05年12月17日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年12月17日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  芝3000m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 別定,,,,,,,,,,,,■10R  芝1400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,北摂特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｄセレスダイナミック, 51,福永  ,, 66,*  4,  -2, 4, 12.0,②②②, 1, 4, バアゼルゴｰルド,,高田  ,,,,, 2,  3.9,①①①, 1, 1,Ｈウインカｰディナル, 66,ペリエ,, 73,  -8,* 14, 6, 17.6,⑪⑫⑪, 1, 4,Ｍサンデｰサンライズ, 51,藤岡  ,, 81,*  4,  15, 8, 33.8,①①①
 2, 4,Ｇハｰトランカスタｰ, 47,ルメｰ, 0.0, 65,   1,*  1, 2,  5.9,④③④, 2, 5, ノボリハウツｰ,,西谷  , 0.6,,,, 3,  4.9,⑦⑥③, 2,13,Ｅナイキデラックス, 68,秋山  , 0.3, 60,* -3,   2, 2,  2.6,①①①, 2,11,Ｅカリプソパンチ, 78,ペリエ, 0.0, 87,   0,* 22, 3,  6.6,⑤⑤⑤
 3, 7,Ｃレッドバｰスピン, 52,武豊  , 0.6, 56, -11,*  7, 1,  1.5,⑪⑪⑪, 3,11, ニシノサチヒメ,,林    , 1.1,,,, 5, 10.6,③③②, 3, 5,Ｇウォｰタｰヘンリｰ, 68,福永  , 0.4, 62,  -5,   5, 3,  8.0,⑧⑦⑥, 3,12,Ｆアスピリンスノｰ, 78,福永  , 0.2, 80,   2,  16, 6, 17.1,③③②
 4, 5,Ｂサンワｰドトリッピ, 56,藤岡  , 0.8, 55,  -5,  -1, 5, 16.9,⑦⑧⑥, 4, 8, サテライトエｰス,,山本  , 2.2,,,, 8, 36.2,⑧⑧⑤, 4,10,Ｆマルイチライデン, 68,幸    , 0.5, 62,  -4,   4, 5, 15.8,⑥⑤②, 4, 5,Ｈホウライウォニング, 74,小牧太, 0.3, 81,*  5,  14, 7, 33.4,②②②
 5,11,Ｌシゲルキタハマ, 34,熊沢  , 1.4, 53,*  5, -17,12,197.7,①①①, 5, 2, スイｰトチェロ,,小坂  , 3.7,,,,11,108.8,④⑤⑤, 5,15,Ａエｰピｰチャｰジ, 77,武豊  , 0.7, 57,* -4,  -1, 1,  2.4,③②②, 5, 9,Ｂグレイシアブルｰ, 82,ルメｰ, 0.3, 81,  -3,* 20, 2,  4.7,⑨⑦⑧
 6,13,Ｅフォレストジャガｰ, 49,幸    , 1.8, 46,  -2, -14, 3,  6.6,④⑥⑥, 6,12, テイエムテンライ,,出津  , 3.9,,,, 1,  2.8,②②④, 6, 8,Ｃドリｰムアプロｰチ, 71,ルメｰ, 0.9, 58,  -6,   1, 9, 59.0,⑪⑨⑥, 6,10,Ｇフィｰユドゥレｰヴ, 75,四位  , 0.5, 81,  -7,* 23, 5, 16.2,⑬⑬⑬
 7, 6,Ａカゼノアルペジオ, 56,須貝  , 1.9, 47,*  4, -20, 8, 42.0,②③②, 7,10, ロマニスタ,,今村  , 4.4,,,, 4,  7.2,④④⑤, 7,12,Ｄシルバｰガル, 69,安藤勝, 1.3, 59, -10,*  6, 8, 33.4,⑮⑮⑬, 7, 2,Ｃサクライナセ, 81,武豊  , 0.5, 76,  -3,  17, 1,  1.9,⑦⑦⑩
 8,10,Ｈブライアンズイｰラ, 47,ペリエ, 2.3, 42,   3, -23, 7, 35.9,⑧③④, 8, 3, ブイロッキｰ,,白浜  , 5.2,,,, 6, 16.5,⑨⑧⑧, 8,14,Ｋマルタカテンビｰ, 61,小坂  , 1.4, 50,* -4,  -7,13,198.7,②②②, 8, 8,Ｄマッハジュウクン, 80,本田  , 0.5, 74,   1,  13, 4,  8.5,④④⑤
 9, 8,Ｆコウエイグレｰト, 48,小牧太, 2.4, 39,  -4, -18, 9, 78.8,⑥⑥⑥, 9,13, エゾノシャトｰ,,矢原  , 8.4,,,,12,111.4,⑩⑩⑩, 9, 9,Ｉサンライズタイム, 62,佐藤哲, 1.4, 50,  -7,  -1, 7, 25.1,⑥⑦⑬, 9, 1,Ａダｰクウィザｰド, 85,熊沢  , 0.6, 75,  -1,  15, 9, 39.2,⑥⑦⑧
10, 2,Ｋウォｰタｰトリトン, 38,佐久間, 2.5, 31, -19,  -7,10,148.9,⑫⑫⑫,10, 6, ダンツムソウ,,横山義, 8.6,,,,10, 54.9,④⑥⑨,10, 2,Ｌヤクモフォｰティ, 59,渡辺薫, 1.4, 54,  -8,   2,15,494.6,⑬⑫⑫,10, 6,Ｉカノヤバトルクロス, 73,幸    , 0.8, 75,  -3,  17,11, 92.5,⑩⑪⑫
11,12,Ｊガチャガチャ, 44,佐藤哲, 2.7, 35,  -8, -17, 6, 23.6,⑧⑨⑨,11, 1, ワンダｰタフネス,,村山  , 9.4,,,, 7, 22.0,⑫⑫⑪,11, 4,Ｂマイネルマグナｰト, 74,藤岡  , 1.5, 50,  -7,  -4, 4, 13.2,⑨⑨⑨,11,13,Ｊデアンジェリス, 69,岩崎  , 1.3, 59,  -5,   3,12,116.7,⑩⑦⑤
12, 3,Ｉトップキララ, 46,内田浩, 2.9, 29, -20,  -7,11,193.4,⑬⑬⑬,12, 7, ダイタクバンクス,,宗像  ,10.9,,,,13,135.3,⑫⑬⑬,12, 7,Ｏテイエムガルチオｰ, 46,内田浩, 1.8, 47,  -4,  -9,11, 89.3,④⑤⑥,12, 7,Ｋカネトシサンセｰル, 68,佐藤哲, 1.5, 59,  -7,   6,10, 64.3,⑫⑪⑩
