05年12月 3日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年12月 3日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(抽) 馬齢,,,,,,,,,,,,■ 4R  ダ1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万 別定,,,,,,,,,,,,■10R  芝2000m 2 歳500万(混) 馬齢,,,,,,,,,,,
 6, 8,Ｉコスモベリュｰムト, 39,佐藤哲, 1.8, 42, -16,   2, 7, 25.4,⑤⑦⑦, 6, 8, コスモタック,---,柴田善, 0.7, 24, -49,   7, 8, 31.7,⑦⑦⑧, 6, 8,Ｊウォｰタｰダッシュ, 68,デザｰ, 0.8, 72,*  5,   6, 3, 10.3,③②②, 6, 3,Ｄホオキパウェｰブ, 84,後藤浩, 0.7, 80,   2,  24, 3,  4.6,⑨⑩⑨
 7, 3,Ｈリンガスパｰトナｰ, 39,田中勝, 1.8, 40,*-13,  -4, 9, 44.9,⑪②③, 7, 9, ハプン,---,蛯名  , 0.8, 17,*-40,  -4, 7, 27.8,③②②, 7, 9,Ｂゴッドセンド, 74,吉田隼, 0.8, 72,  -1,  12, 5, 17.5,⑧⑩⑨, 7, 9,Ｉマイネルホライズン, 74,木幡  , 0.7, 81,   1,  26,10,148.3,⑪⑪⑩
 8,14,Ｋメジロソｰサ, 35,岩部  , 1.9, 43, -17,   3, 8, 32.8,⑫⑩⑨, 8, 1, オホｰツクリッチ,---,吉田隼, 0.8, 16, -51,   4,11,111.9,⑦⑦⑦, 8,10,Ｇウインプレジｰル, 71,石神  , 0.9, 76,   0,* 15,11, 64.5,⑭⑬⑫, 8,10,Ｇブリットレｰン, 77,吉田豊, 1.3, 63,*  4,   5, 6, 38.6,③③③
 9, 9,Ｌヒノクニオゴジョｰ, 34,吉田隼, 2.4, 36, -19,  -1,13,357.2,⑦⑪⑨, 9,11, セイカブレイズ,---,田中勝, 0.9, 23, -56,* 10, 6, 22.8,⑪⑪⑪, 9, 2,Ｎスプリングドリュｰ, 65,北村宏, 1.0, 74,   1,  13,13, 92.3,⑨⑪⑨, 9, 8,Ｋゴｰウィズウィンド, 70,蛯名  , 2.0, 51,*  4,  -9, 9, 96.3,①①②
10,10,Ｂフリｰダムブラウン, 52,デザｰ, 3.1, 28, -14, -13, 1,  2.4,③⑤⑥,10,10, バクシンキｰタ,---,高山太, 0.9, 19, -53,   7, 4, 10.8,⑨⑨⑩,10,14,Ｐナイトサンタンダｰ, 62,五十冬, 1.0, 72,   4,   7,16,151.0,④⑤⑦,10, 5,Ｆイングランディｰレ, 80,柴田善, 2.9, 45,   3, -12, 5, 16.6,⑤⑦⑪
11, 6,Ｏトウショウオアシス,  8,郷原  , 3.2, 28, -16, -11,12,287.9,⑨⑦⑧,11, 7, ニホンピロヒリュウ,---,ペリエ, 1.4,  9, -56,   2, 3,  8.5,⑫⑪⑪,11, 7,Ｆポジテブサプライズ, 71,柴田善, 1.1, 72,   2,   9, 4, 14.5,⑨⑧⑨,11, 7,Ｊホウザングラマｰ, 71,田中勝, 4.5, 26,   3, -39,11,237.4,⑤⑤⑤
12,12,Ｎブライティアテラス, 15,五十冬, 3.2, 31, -19,  -6,10,198.2,⑬⑬⑬,12,12, フラメンコシチｰ,---,鈴来  , 2.0, -4, -51, -11,12,121.7,⑩⑨⑧,12, 5,Ｌヒノデダイドウ, 66,江田照, 1.5, 69,   2,   5,15,135.6,⑥⑧⑦,,,,,,,,,,,,
13,15,Ｍヒシフォｰカス, 21,北村宏, 4.2, 18, -16, -21,11,264.2,⑦⑦⑨,,,,,,,,,,,,,13, 4,Ｍライオネスドリｰム, 66,菊沢徳, 2.2, 61,*  4,  -7, 9, 36.2,②③⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 6,Ｃレストオブセｰル, 73,大野  , 2.2, 62,  -2,   2, 8, 25.8,⑯⑬⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｈニシノアレックス, 70,松岡  , 3.0, 55,  -1,  -6, 6, 22.4,⑭⑬⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｋエピストラｰ, 67,田中勝, 3.0, 56,   0,  -7,14,113.1,⑨⑪⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-28 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:97 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-3),,,,,,,,,,,
"単勝:550円 複勝:01=220円 13=220円 05=410円 枠連:1,680円",,,,,,,,,,,,単勝:180円 複勝:05=100円 06=140円 04=260円 枠連:340円,,,,,,,,,,,,"単勝:220円 複勝:12=130円 11=420円 16=1,030円 枠連:2,190円",,,,,,,,,,,,単勝:180円 複勝:06=110円 02=160円 01=140円 枠連:740円,,,,,,,,,,,
"馬連:1,770円 ワイド:01-13=770円 01-05=920円 05-13=1,850円",,,,,,,,,,,,馬連:330円 ワイド:05-06=160円 04-05=370円 04-06=630円,,,,,,,,,,,,"馬連:2,100円 ワイド:11-12=740円 12-16=1,740円 11-16=12,160円",,,,,,,,,,,,馬連:750円 ワイド:02-06=250円 01-06=190円 01-02=500円,,,,,,,,,,,
"馬単:3,200円 3連複:7,380円",,,,,,,,,,,,馬単:480円 3連複:910円,,,,,,,,,,,,"馬単:3,000円 3連複:33,780円",,,,,,,,,,,,"馬単:900円 3連複:880円 3連単:3,070円",,,,,,,,,,,
■ 3R  ダ1200m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 6R  ダ2400m 3歳上500万(混) 別定,,,,,,,,,,,,■ 9R  芝3350m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■12R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｲﾙﾐﾈｰｼｮﾝJS,,,,,,,,,,,,南総特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａストロングラムダ, 54,北村宏,, 63,* -1,*  1, 1,  2.4,④②③, 1, 6,Ｃショウナンパレス, 66,田中勝,, 73,  -2,* 14, 2,  3.2,⑫⑧⑤, 1, 1, メジロオｰモンド,,林    ,,,,, 4,  7.2,①①①, 1, 2,Ｊジャズファンク, 71,村田  ,, 83,  -4,* 24, 7, 23.0,⑩⑧⑥
 2, 5,Ｅペンデュラｰ, 41,五十冬, 0.1, 62,* -1,*  0, 4,  8.1,②②②, 2, 8,Ｅベストグランチャ, 63,蛯名  , 0.4, 66,* -1,   6, 9, 56.5,⑦②②, 2, 3, メジロベイシンガｰ,,山本  , 0.1,,,, 7, 13.7,③②②, 2, 8,Ｇメジロジャック, 76,勝浦  , 0.1, 78,*  6,  13, 6, 11.3,①①①
 3,15,Ｉルルドウォｰタｰ, 30,後藤浩, 0.2, 61,*  0,  -2, 3,  5.6,①①①, 3,14,Ｇヴイトゥリｰ, 61,丹内  , 0.5, 63,* -1,   3, 7, 16.3,⑤②①, 3, 2, テレジェニック,,金子光, 0.4,,,, 1,  3.6,⑨⑥③, 3,13,Ｄヨイチサウス, 80,江田照, 0.2, 82,   2,  18, 2,  5.1,③④③
 4, 9,Ｆシルクポラリス, 38,田中勝, 1.0, 50,  -8,  -3, 2,  3.1,④④⑤, 4,11,Ｄメジロハックマン, 65,小林淳, 0.5, 66,* -1,   7, 3,  5.7,⑥⑤⑤, 4, 4, バルトフォンテン,,横山義, 0.8,,,, 6, 12.7,②②③, 4, 1,Ｆアルフェッカ, 77,鈴来  , 0.2, 80,   2,  18, 3,  5.5,③④③
 5, 3,Ｈキラライットウセイ, 36,勝浦  , 1.0, 50,  -7,  -4, 8, 40.3,③④④, 5, 4,Ｌトラストブラック, 57,柴田善, 0.6, 67,  -2,   9, 8, 40.8,⑩⑧⑧, 5,12, アズマビヨンド,,白浜  , 0.8,,,, 3,  4.4,⑧⑦⑤, 5,12,Ｐバｰドントロフィｰ, 59,木幡  , 0.3, 71,*  2,  10,11, 55.1,①②②
 6,14,Ｂウエスタンハイパｰ, 51,吉田隼, 1.0, 48, -11,  -2, 6, 17.8,⑥⑥⑤, 6,13,Ｆオンワｰドウシワカ, 62,石神  , 0.7, 70,  -3,* 13,11,113.0,⑬⑪⑩, 6, 7, リキアイガイセン,,五十雄, 1.0,,,,13,178.4,⑨⑨⑦, 6, 6,Ｃアンティｰクコイン, 81,ペリエ, 0.3, 80,  -7,* 24, 1,  2.9,⑫⑫⑩
 6,11,Ｃミックベンハｰ, 48,江田照, 1.0, 50, -10,  -1, 5, 12.7,⑦⑥⑤, 7,10,Ａボｰントゥトライ, 72,デザｰ, 0.9, 62,  -1,   3, 1,  3.1,⑦⑥⑤, 7,14, チアズシャイニング,,西谷  , 1.2,,,, 2,  3.8,③②⑤, 7, 7,Ｈエアカエサル, 76,小林淳, 0.4, 74, -13,* 25,12, 96.5,⑭⑬⑭
 8, 8,Ｄリキアイテンリュウ, 43,小野  , 1.1, 48, -11,  -1, 7, 37.9,⑦⑧⑧, 8, 9,Ｂマイネルレオン, 69,岩部  , 1.4, 62,  -2,   4, 6, 12.6,⑮⑩⑩, 8, 8, アインオｰセン,,蓑島  , 2.1,,,,12, 76.4,⑨⑫⑫, 8, 5,Ｌクｰルベット, 69,吉田隼, 0.5, 69,  -7,  17,13,105.0,⑩⑧⑩
 9,12,Ｇアイアムマイネル, 38,松岡  , 1.7, 40, -18,  -2, 9,102.8,⑫⑪⑪, 9,15,Ｍアイエスアラジ, 56,松岡  , 1.9, 59,  -5,   4,13,163.7,⑬⑬⑫, 9,13, ギルデッドエｰジ,,熊沢  , 2.2,,,, 9, 39.8,⑤⑧⑨, 9, 4,Ｅイットウリョウダン, 80,丹内  , 0.6, 73,  -4,  15,10, 46.3,⑦⑧⑥
10,13,Ｌミルキｰモンド, 23,大野  , 2.0, 36, -14,  -9,13,634.3,⑨⑨⑩,10, 1,Ｊビｰマイプリンス, 58,ボニヤ, 2.0, 54,  -2,  -6,10, 65.2,⑩⑥⑧,10,11, マチカネビシャモン,,三浦  , 2.3,,,,10, 60.1,⑬⑭⑭,10, 3,Ｂワイルドシャウト, 81,後藤浩, 0.6, 72,   2,  12, 4,  7.1,③④⑤
11, 6,Ｎミツアキタッチ, 14,二本柳, 2.4, 36, -12, -13,14,653.4,⑨⑨⑧,11, 7,Ｋサンワｰドロデム, 57,木幡  , 2.0, 53,* -1, -10,14,168.9,③②③,11, 6, マイネルユニバｰス,,平沢健, 2.4,,,, 5, 11.7,⑤⑩⑩,11,11,Ｉマルタｰズビクタｰ, 71,松岡  , 0.8, 70, -14,  21, 5,  8.2,⑯⑯⑯
12, 2,Ｊアサ, 27,中谷  , 2.5, 32, -17,  -9,12,380.6,⑨⑪⑫,12, 3,Ｉハナタツマキ, 58,ペリエ, 2.1, 53,*  0, -10, 5,  9.6,②①③,12,10, スマｰトフェアリｰ,,田中剛, 2.4,,,,11, 63.0,⑫⑫⑬,12, 9,Ｍスプリングレアル, 63,北村宏, 1.0, 60, -12,  13,14,200.6,⑭⑬⑭
13, 4,Ｍタイビクトリｰ, 19,小林淳, 2.7, 31, -18, -10,15,673.6,⑭⑬⑫,13, 2,Ｈダンスライアン, 60,北村宏, 2.7, 51,  -4,  -5, 4,  9.5,③⑪⑫,13, 9, タイキリオン,,穂苅  , 3.1,,,, 8, 37.0,⑤②⑦,13,14,Ａオｰスチンロｰズ, 82,高山太, 1.1, 61,  -1,   4, 8, 26.4,⑦⑦⑥
14, 7,Ｏコスモフリュｰゲル, 13,木幡  , 3.4, 23, -21, -15,11,295.6,⑬⑭⑭,14, 5,Ｎハヤテドリｰム, 52,吉永  , 6.5, 29,  -5, -35,12,154.1,⑦⑮⑭,14, 5, ナイスアルカング,,浜野谷, 3.9,,,,14,268.8,⑭⑩⑩,14,10,Ｋビッグスマッシュ, 70,田中勝, 1.3, 61, -10,  11, 9, 29.2,⑬⑬⑬
15, 1,Ｋファストファスタｰ, 23,横山義, 6.1,-10, -40, -24,10,288.9,⑮⑮⑮,15,12,Ｏワンダｰエイブル, 44,佐藤哲, 9.9,  5,  -4, -70,15,389.9,①⑬⑮,,,,,,,,,,,,,15,15,Ｏファンタスティコ, 62,郷原  , 1.3, 54,  -5,   3,15,201.3,⑨⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｎエプソムパンサｰ, 63,高橋智, 2.7, 23,*  0, -26,16,349.4,③③⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-4),,,,,,,,,,,
