05年12月 3日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年12月 3日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  芝3000m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(牝) 別定,,,,,,,,,,,,■10R  芝1400m 2 歳500万(混) 馬齢,,,,,,,,,,,
 9,12,Ｅカンドｰレ, 48,上野翔, 1.2, 42,* -5, -16,10, 64.5,①③③, 9, 8, クラシックブレｰド,,今村  , 8.0,,,, 3,  4.3,⑦⑧⑨, 9, 6,Ｋアドマイヤナンシｰ, 54,本田  , 2.3, 52,  -2,  -6, 8, 57.7,⑩⑩⑩, 9, 2,Ｈエイシンチャンドラ, 59,四位  , 1.2, 54,   0,  -9,10, 98.0,④⑨⑨
10,15,Ｆジュエリｰクイｰン, 48,福永  , 1.2, 43, -11,  -8, 7, 35.0,⑪⑪⑩,10, 9, トｰコｰオリオン,,難波  ,14.1,,,,11,105.8,⑬⑬⑩,10, 9,Ｄスノｰティアラ, 63,藤田  , 2.4, 52,   4, -14, 6, 18.7,⑤④⑤,10, 1,Ｌアグネスカｰン, 53,上村  , 1.2, 53,  -3,  -6,12,171.8,⑦⑪⑫
11, 8,Ｉダンスパｰク, 42,岩田  , 1.2, 42, -14,  -6,12,122.1,⑬⑭⑬,11, 4, ケイアイノホシ,,宇田  ,15.0,,,,13,149.3,⑩⑫⑪,11,12,Ｌアグネスバラｰド, 44,中舘  , 3.0, 46,   3, -19,11,328.9,⑦⑥⑦,11,10,Ｏキｰンゲイル, 45,太宰  , 1.2, 53,  -3,  -6, 9, 86.3,⑨⑪⑫
12, 1,Ａプリティｰキャット, 58,上村  , 1.4, 41,  -5, -16, 5, 25.5,③④⑥,12, 3, スズカスウィング,,北沢  ,18.7,,,, 9, 49.6,⑩⑪⑫,,,,,,,,,,,,,12,13,Ｅドリブン, 62,武豊  , 1.4, 52,   2, -15, 6, 13.7,⑨⑥⑤
13, 4,Ｌドナパッション, 39,四位  , 1.6, 39, -10, -13, 6, 28.9,⑨⑩⑩,,,,,,,,,,,,,,,,,,,,,,,,,13,12,Ｊナムラカブラヤ, 58,渡辺薫, 1.4, 51,   3, -17,14,182.7,④③⑤
14,13,Ｍナイスドリｰム, 32,田嶋翔, 2.0, 33, -15, -13,14,443.6,⑮⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｎスｰパｰキャノン, 48,角田  , 1.7, 47,*  7, -26,15,342.2,①①②
15, 2,Ｏフェアリｰアスカ, 18,石橋守, 2.2, 30, -21,  -9,16,542.9,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｉユキノチャンプ, 59,須貝  , 2.1, 40,  -6, -15,11,157.0,⑮⑮⑯
16, 3,Ｐマダムモｰド,-16,西原  , 3.3, 19, -14, -26,15,487.2,⑬⑪⑬,,,,,,,,,,,,,,,,,,,,,,,,,16,15, トウショウヒカリ,---,谷川  , 2.5, 36,  -4, -24,16,394.4,⑭⑭⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+13 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,080円 複勝:11=320円 14=340円 05=1,110円 枠連:4,610円",,,,,,,,,,,,"単勝:1,490円 複勝:10=320円 06=150円 01=130円 枠連:1,410円",,,,,,,,,,,,単勝:640円 複勝:10=170円 08=150円 01=270円 枠連:760円,,,,,,,,,,,,"単勝:1,090円 複勝:11=350円 04=1,030円 06=380円 枠連:3,570円",,,,,,,,,,,
"馬連:4,430円 ワイド:11-14=1,580円 05-11=3,890円 05-14=4,810円",,,,,,,,,,,,"馬連:2,950円 ワイド:06-10=970円 01-10=760円 01-06=310円",,,,,,,,,,,,馬連:990円 ワイド:08-10=230円 01-10=810円 01-08=710円,,,,,,,,,,,,"馬連:22,510円 ワイド:04-11=5,780円 06-11=1,190円 04-06=4,830円",,,,,,,,,,,
"馬単:8,710円 3連複:35,800円",,,,,,,,,,,,"馬単:6,940円 3連複:3,020円",,,,,,,,,,,,"馬単:2,270円 3連複:2,730円",,,,,,,,,,,,"馬単:44,280円 3連複:70,010円 3連単:470,940円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 5R  ダ1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1200m 3歳上500万 別定,,,,,,,,,,,,■11R  芝1600m 3歳上1600万(混) 定量,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｺﾞｰﾙﾃﾞﾝﾎｲｯﾌﾟT,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａセキサンフジ, 63,四位  ,, 63,  -9,*  9, 1,  1.7,⑨⑧⑦, 1, 1, マンオブパｰサｰ,---,四位  ,, 61, -12,*  9, 3,  5.3,③④④, 1,14,Ａリｰピンスイｰパｰ, 68,石橋守,, 77,   2,* 10, 5, 15.2,⑧⑦④, 1, 6,Ｈロｰドマジェスティ, 74,ビｰド,, 83,  11,   7, 6, 14.1,⑥⑨⑨
 2, 8,Ｇシルクゾディアック, 53,福永  , 0.1, 62,* -3,   1, 3,  8.5,②②②, 2, 9, メイショウチョイス,---,太宰  , 0.6, 53, -11,   3, 7, 34.7,③②②, 2, 6,Ｌダイショウリュウ, 60,岩田  , 0.5, 72,*  7,   0, 4,  6.6,①③③, 2, 8,Ｂマイティｰカラｰ, 85,岩田  , 0.1, 85,  10,  10, 2,  4.1,⑩⑪⑧
 3, 7,Ｐキラｰスマイル, -8,中舘  , 0.2, 61,*  0,  -3,12,228.4,①①①, 3, 6, ユｰガットテｰスト,---,安藤勝, 0.6, 55, -15,   7, 6, 13.5,⑧⑥⑥, 3, 1,Ｇスリｰスウィｰプ, 63,本田  , 0.7, 67,  -3,   8,12, 38.3,⑬⑪⑩, 3,14,Ｃニホンピロキｰス, 85,藤田  , 0.1, 82,* 16,  -2, 3,  4.9,①①①
 4, 6,Ｅマキハタシュｰタｰ, 55,高井  , 0.2, 55,  -8,   1, 5, 14.6,④③③, 4, 4, ダイシンハｰバｰ,---,武豊  , 0.7, 53, -13,   4, 1,  2.7,⑤⑤⑤, 4,15,Ｊフジノヘイロｰ, 61,安藤勝, 0.9, 65,  -3,   8, 8, 21.2,⑫⑪⑫, 4, 5,Ｎシャルルゲラン, 63,キネｰ, 0.2, 82,   6,* 16,14,109.3,⑭⑬⑭
 5, 9,Ｄチャンプイズヒア, 56,上村  , 0.4, 57,  -5,  -2, 6, 28.7,⑥③③, 5, 3, ベルジュｰル,---,福永  , 0.7, 53, -14,   6, 5,  8.7,⑤⑥⑥, 5, 4,Ｍチアズエイブル, 57,中舘  , 0.9, 68,*  8,  -5,14, 65.3,③②②, 5, 2,Ｊシゲルドントイケ, 73,イネス, 0.2, 79,  11,   4,13, 97.3,⑦⑦⑨
 6,10,Ｊサクラマテンロウ, 48,ホワイ, 0.4, 56,  -8,   1, 8, 49.5,⑧⑥⑦, 6, 5, メインバンク,---,横山典, 1.4, 48, -21,   7, 8, 42.5,⑨⑨⑨, 6, 7,Ｃヤングヘイロｰ, 66,松永  , 1.0, 68,* 10,  -7, 6, 17.2,①①①, 6, 4,Ｆテイエムリキサン, 77,福永  , 0.3, 82,   8,* 11, 5, 10.3,⑬⑬⑪
 7, 3,Ｌハッスルガｰル, 42,松永  , 0.5, 52, -19,* 11,11,211.1,⑫⑬⑮, 7, 8, プルｰヴドメリト,---,岩田  , 1.6, 43,*-10,  -8, 4,  8.6,②②②, 7, 8,Ｅジャイロスコｰプ, 65,福永  , 1.0, 67,   1,   3, 7, 19.6,⑧⑨⑦, 7, 3,Ａマルブツライト, 87,プラｰ, 0.5, 77,  13,  -3, 1,  3.8,③⑤④
 8,11,Ｃスタｰライトダンス, 59,横山典, 0.5, 55,  -5,  -3, 4, 12.1,④③③, 8, 2, ロングエキサイト,---,藤田  , 1.8, 40,*-10, -11, 2,  3.1,①①①, 8,16,Ｂカネトシアｰネスト, 67,飯田  , 1.1, 62,  -2,   3, 1,  3.2,⑩⑨⑩, 8, 1,Ｉブルｰショットガン, 73,ファロ, 0.6, 77,  14,  -4, 9, 23.8,②④④
 9,14,Ｋコウエイグレｰト, 42,岩田  , 0.6, 55,  -6,  -3, 9, 61.0,⑦⑥③, 9, 7, ルスナイレッド,---,上村  , 2.2, 38, -17,  -5, 9, 95.8,⑦⑧⑧, 9, 5,Ｄパワｰラン, 65,高井  , 1.2, 56, -13,* 10, 9, 27.4,⑮⑮⑮, 9,12,Ｌホｰマンアピｰル, 70,中舘  , 0.7, 75,  10,   2,10, 49.7,⑩⑩⑪
10, 2,Ｂガチャガチャ, 61,安藤勝, 0.8, 48, -14,   1, 2,  3.9,⑨⑪⑫,,,,,,,,,,,,,10, 3,Ｆホトダｰ, 64,ホワイ, 1.3, 62,   1,  -2, 3,  5.9,⑤⑦⑦,10,11,Ｇメジャｰカフェ, 76,武豊  , 0.8, 74,   9,   2, 8, 20.8,⑩⑪⑪
11,15,Ｎブライアンズイｰラ, 32,渡辺薫, 0.9, 49, -16,   1,10,140.1,⑮⑮⑪,,,,,,,,,,,,,11, 9,Ｎリッカドリムオ, 54,渡辺薫, 1.6, 57,  -6,   2,15,221.2,⑬⑭⑭,11,10,Ｍオトコノユウジョウ, 65,ベハラ, 0.8, 75,* 16, -10,12, 87.3,④②②
12, 5,Ｈメゴヒメ, 50,小坂  , 1.2, 42, -13,  -6,13,264.0,⑫⑪⑫,,,,,,,,,,,,,12, 2,Ｋスズヨバクシンオｰ, 60,藤田  , 1.7, 59,   4,  -9,11, 37.7,⑤⑥④,12, 9,Ｄヒュｰマ, 81,ホワイ, 1.1, 71,  14, -11, 7, 17.3,⑦⑤④
13, 4,Ｆカゼノアルペジオ, 53,須貝  , 1.4, 40,  -9, -13, 7, 29.3,②⑧⑦,,,,,,,,,,,,,13,12,Ｐサンエムマリオン, 49,上野翔, 1.7, 50, -17,*  9,16,413.5,⑯⑯⑯,13,13,Ｅレキシントンブルｰ, 79,横山典, 1.5, 65,  13, -18, 4,  6.0,⑨⑦④
14,12,Ｏチャｰムクロス, 27,小原  , 1.6, 35, -16, -10,16,611.7,⑭⑬⑭,,,,,,,,,,,,,14,13,Ｈセンタｰレイナ, 62,プラｰ, 1.8, 56,  -3,  -1,10, 32.4,⑩⑪⑫,14, 7,Ｋダイタクソニック, 72,パスキ, 1.6, 64,* 16, -22,11, 86.2,④②②
15,16,Ｉナムラアｰク, 48,本田  , 1.9, 33,  -8, -22,14,315.9,⑨⑧⑦,,,,,,,,,,,,,15,10,Ｏロバｰトバロｰズ, 53,四位  , 2.3, 52,   5, -15,13, 59.2,③④⑥,,,,,,,,,,,,
16, 1,Ｍテイエムライデン, 35,菊地昇, 1.9, 30, -27,  -3,15,440.0,⑯⑯⑯,,,,,,,,,,,,,16,11,Ｉメイショウバル, 62,横山典, 4.3, 30,   4, -34, 2,  4.1,⑤④⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,
"単勝:170円 複勝:13=120円 08=250円 07=2,630円 枠連:650円",,,,,,,,,,,,"単勝:530円 複勝:01=200円 09=910円 06=350円 枠連:1,670円",,,,,,,,,,,,"単勝:1,520円 複勝:14=500円 06=300円 01=830円 枠連:2,800円",,,,,,,,,,,,"単勝:1,410円 複勝:06=390円 08=200円 14=190円 枠連:4,160円",,,,,,,,,,,
"馬連:860円 ワイド:08-13=400円 07-13=4,520円 07-08=12,290円",,,,,,,,,,,,"馬連:7,500円 ワイド:01-09=1,870円 01-06=850円 06-09=2,630円",,,,,,,,,,,,"馬連:7,530円 ワイド:06-14=2,910円 01-14=5,360円 01-06=3,110円",,,,,,,,,,,,"馬連:3,610円 ワイド:06-08=1,500円 06-14=1,400円 08-14=560円",,,,,,,,,,,
"馬単:1,130円 3連複:47,710円",,,,,,,,,,,,"馬単:13,350円 3連複:18,110円",,,,,,,,,,,,"馬単:17,200円 3連複:71,620円",,,,,,,,,,,,"馬単:9,480円 3連複:5,930円 3連単:53,330円",,,,,,,,,,,
■ 3R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 6R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上1000万(混) 定量,,,,,,,,,,,,■12R  ダ1200m 3歳上1000万 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ｺﾞｰﾙﾃﾞﾝｽﾊﾟｰT,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａホｰマンアラシ, 61,武豊  ,, 68,*-24,* 26, 1,  2.3,①①①, 1, 3, ドラゴンウェルズ,---,藤田  ,, 68,* -4,*  9, 3,  8.0,②②③, 1, 3,Ａスｰパｰチャンス, 77,キネｰ,, 82,   6,* 13, 1,  1.8,⑥⑦⑤, 1, 4,Ａマイティシルバｰ, 79,福永  ,, 86,*  8,* 13, 2,  3.2,①②②
 2,10,Ｇタガノボｰディング, 42,横山典, 0.4, 60,*-24,* 22, 2,  2.6,②②②, 2, 4, エイシンチョｰテン,---,武豊  , 0.3, 65,* -3,   3, 1,  1.3,②②②, 2,14,Ｌゼンノトレヴィ, 66,武豊  , 0.0, 79,*  8,   6, 3,  9.0,①①①, 2, 5,Ｋバリｰバｰン, 66,岩崎  , 0.9, 75,   2,* 10,11,223.7,⑦⑨⑩
 3, 4,Ｆマイネルリｰデル, 49,岩田  , 1.1, 48, -27,  17, 6, 20.4,⑤⑥⑥, 3, 1, ロドリゴダンサｰ,---,小坂  , 0.5, 61,  -6,   5, 6, 38.5,④④③, 3, 6,Ｉマダムチェロキｰ, 69,横山典, 0.3, 77,*  7,   5,11, 59.4,②②②, 3, 6,Ｈヤマニンデュエル, 67,上野翔, 1.0, 71,   5,   4, 8, 50.4,④③⑥
 4,12,Ｂアグネスグレイス, 60,上村  , 1.1, 40,*-25,  13, 5, 19.5,③③③, 4, 8, ロｰドエキスパｰト,---,岩田  , 0.7, 57, -12,*  9, 2,  5.1,⑦⑦⑥, 4, 8,Ｈインタｰコウキ, 69,ベハラ, 0.5, 78,   5,  10, 6, 22.1,⑨⑨⑧, 4, 8,Ｅダイタクカイエン, 71,松永  , 1.1, 74,   6,   4, 4,  8.4,⑤③③
 5, 3,Ｅマｰベラスチｰフ, 49,渡辺薫, 1.2, 37,*-25,  11,11,215.3,③③③, 5, 5, ミルキｰウェイ,---,中舘  , 1.0, 53,  -6,  -3, 5, 36.4,④④⑤, 5, 5,Ｍサンエムテイオｰ, 66,ビｰド, 0.6, 76,   6,   4,13,141.1,⑤⑤③, 5,10,Ｊウインサウザｰ, 66,岩田  , 1.1, 74,   4,   6, 7, 23.5,⑦⑧⑦
 6, 8,Ｄダイゴハヤテ, 57,松永  , 1.5, 48, -30,  19, 3,  8.3,⑪⑪⑪, 6, 9, タキオンシチｰ,---,四位  , 1.3, 49,  -8,  -4, 4, 17.3,⑥⑥⑥, 6, 4,Ｎタガノガムシャラ, 58,中舘  , 0.6, 77,   2,* 12,10, 48.3,⑬⑬⑬, 6,11,Ｆトｰホウハヤテ, 67,渡辺薫, 1.4, 72,   3,   6,10,155.8,⑩⑪⑩
 7, 5,Ｃオハコ, 59,藤田  , 1.5, 36, -27,  11, 4,  8.4,⑨⑥⑥, 7, 2, カルストントップオ,---,松永  , 1.4, 48,* -1, -15, 9,159.3,①①①, 7, 9,Ｇスズカジョリｰズ, 69,藤田  , 0.7, 79,   4,  10, 5, 16.9,⑫⑪⑤, 7, 9,Ｃサイボｰグ, 71,上村  , 1.4, 70,   4,   3, 3,  7.7,⑨⑥⑦
 8,11,Ｌマルブツダｰク, 32,福永  , 1.6, 30,*-25,   7, 7, 28.0,⑥③③, 8, 7, シロキタダンディｰ,---,横山典, 4.0,  9, -22, -27, 7, 88.1,⑧⑧⑧, 8, 1,Ｊシルクデスペラｰド, 68,ファロ, 0.9, 76,   4,   7, 8, 26.6,⑨⑪⑧, 8,12,Ｄアグネスボゾン, 71,四位  , 1.5, 72,   4,   2, 6, 20.0,⑩⑨③
 9, 9,Ｈニュｰフロンティア, 41,ホワイ, 1.7, 34, -28,  11, 9, 55.5,⑧⑨⑨, 9, 6, リリｰスナイパｰ,---,上村  , 4.6, -1, -22, -36, 8,116.1,⑧⑧⑨, 9,11,Ｄスタｰマｰケット, 71,プラｰ, 0.9, 72,   5,   3, 2,  4.3,⑧⑦⑧, 9, 3,Ｉロｰドウィズダム, 66,安藤勝, 1.5, 71,*  9,  -3, 5,  9.9,①①①
10, 6,Ｉベルフリｰ, 37,中舘  , 1.7, 34, -28,  11, 8, 45.2,⑩⑨⑨,,,,,,,,,,,,,10, 2,Ｃクリアｰザコｰスト, 71,ホワイ, 0.9, 72,*  6,   0, 7, 22.9,③③③,10, 1,Ｌパレスワｰルド, 58,田嶋翔, 1.5, 68,   4,   2, 9, 71.6,⑤⑥⑨
11, 1,Ｋナｰンチャッテ, 35,高井  , 1.9, 30, -32,  11,12,256.6,⑫⑪⑪,,,,,,,,,,,,,11,10,Ｋフミノトップヘイロ, 68,パスキ, 1.3, 70,   5,   1,12, 93.1,⑨⑨⑪,11, 2,Ｂテイクザケイク, 78,武豊  , 1.8, 68,   8,  -3, 1,  2.2,①③③
12, 7,Ｊケｰジｰルドルフ, 37,上野翔, 2.5, 14, -29,  -6,10,194.8,⑥⑥⑥,,,,,,,,,,,,,12, 7,Ｅアスカヘイロｰ, 70,岩田  , 1.7, 69,   2,   3,14,146.3,⑬⑭⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13,12,Ｆユウキアヴァンセ, 69,イネス, 2.1, 62,   6, -10, 4, 15.2,④③⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,13,Ｂシルクミッドナイト, 73,福永  , 2.7, 56,   5, -14, 9, 28.2,⑥⑤⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:+25 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:1),,,,,,,,,,,
単勝:230円 複勝:02=120円 10=120円 04=250円 枠連:240円,,,,,,,,,,,,単勝:800円 複勝:03=150円 04=110円 01=290円 枠連:410円,,,,,,,,,,,,単勝:180円 複勝:03=120円 14=280円 06=760円 枠連:580円,,,,,,,,,,,,"単勝:320円 複勝:04=180円 05=4,430円 06=1,010円 枠連:6,090円",,,,,,,,,,,
馬連:280円 ワイド:02-10=160円 02-04=420円 04-10=700円,,,,,,,,,,,,馬連:400円 ワイド:03-04=180円 01-03=890円 01-04=480円,,,,,,,,,,,,"馬連:830円 ワイド:03-14=450円 03-06=1,020円 06-14=3,320円",,,,,,,,,,,,"馬連:28,450円 ワイド:04-05=4,310円 04-06=2,450円 05-06=20,620円",,,,,,,,,,,
"馬単:620円 3連複:1,230円",,,,,,,,,,,,"馬単:1,510円 3連複:1,230円",,,,,,,,,,,,"馬単:1,220円 3連複:8,810円 3連単:28,030円",,,,,,,,,,,,"馬単:38,430円 3連複:143,270円 3連単:728,640円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
