05年12月17日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年12月17日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(父) 馬齢,,,,,,,,,,,,■ 4R  芝1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  芝1200m 3歳上500万 別定,,,,,,,,,,,,■10R  芝1800m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中京2歳ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｃサクセスラゴｰラ, 53,中舘  ,, 66,* -3,*  7, 1,  3.0,①①①, 1,12, カスタリア,---,和田  ,, 54, -40,* 23, 1,  3.7,⑩⑩⑨, 1,15,Ａタイキミュｰズ, 75,田嶋翔,, 73,* -8,  20, 4,  8.6,②②②, 1, 8,Ｂメイショウサムソン, 68,石橋守,, 81,*  3,* 18, 2,  3.0,②②②
 2, 8,Ｂメイケイハクオｰ, 55,田嶋翔, 0.3, 64,* -3,   5, 2,  3.3,③②②, 2,14, アドマイヤテンシ,---,芹沢  , 0.0, 43,*-21,   4, 3,  5.2,①①①, 2, 8,Ｆスパイシｰクラウン, 68,鮫島良, 0.0, 73, -12,  22, 1,  2.9,②③③, 2, 9,Ａトップオブツヨシ, 73,池添  , 0.3, 75,   0,* 14, 1,  1.6,③③③
 3, 9,Ｈベルフリｰ, 40,水出  , 1.4, 52, -12,*  5, 7, 41.8,⑩⑨⑧, 3,10, タイトリスト,---,中舘  , 0.0, 46, -29,  12, 6, 14.8,④④③, 3, 5,Ｂテンシノダンス, 70,中村将, 0.1, 71, -16,* 23, 2,  3.4,⑩⑥⑥, 3,10,Ｄラッキｰリップス, 65,柴山  , 0.9, 68,  -3,  11, 3, 11.8,⑦⑥⑥
 4, 5,Ａテイエムオｰディン, 59,和田  , 1.5, 54, -12,*  9, 3,  4.4,⑬⑪⑩, 4,13, ダンスホｰラｰ,---,田嶋翔, 0.5, 36, -32,   8, 8, 19.2,⑥⑤⑤, 4, 6,Ｄコウユｰルビｰ, 69,服部剛, 0.3, 66,* -8,  15,11, 59.1,①①①, 4, 1,Ｆオｰスミタキオン, 61,和田  , 1.1, 67,  -4,  11, 4, 14.2,⑨⑩⑨
 5, 7,Ｌウォルトンパワｰ, 37,鮫島良, 1.9, 48, -15,*  6, 8, 43.2,⑭⑭⑫, 5, 7, パルマロｰザ,---,小池  , 0.5, 39, -37,  12, 2,  4.3,⑨⑧⑤, 5, 2,Ｌブランシュネｰジュ, 61,北村浩, 0.3, 65, -13,  17, 8, 28.6,②③③, 5, 5,Ｉマイネルグロリアス, 56,赤木  , 1.3, 62,  -1,   2, 7, 47.6,③④④
 6, 3,Ｉリキサンポイント, 39,野元  , 1.9, 50, -10,   1, 6, 16.5,⑧⑥⑥, 6,16, ロｰズロック,---,柴山  , 0.7, 31,*-27,   0, 5, 12.0,③③③, 6, 3,Ｅドリｰムキセキ, 68,水出  , 0.3, 65, -18,  21, 6, 24.3,⑤⑥⑥, 6, 2,Ｈモエレフェンリル, 56,中舘  , 1.5, 60,  -4,   4, 6, 28.1,⑦⑥⑧
 7, 2,Ｊクロスビスティｰ, 39,塚田  , 2.0, 48, -13,   1, 9, 51.2,⑨⑪⑧, 7, 8, スズカリｰガル,---,千田  , 0.8, 30, -35,   6, 4,  7.5,⑧⑧⑨, 7, 1,Ｏマイティキャプテン, 58,嘉藤  , 0.3, 71, -19,* 26, 5, 16.6,⑦⑩⑨, 7, 6,Ｃロｰタス, 66,津村  , 1.8, 56,  -1,  -6, 5, 24.6,⑥④④
 8,12,Ｇウインドサｰベル, 40,赤木  , 2.2, 48,  -9,  -3,13,193.6,⑩⑥⑥, 8,15, シゲルカイケハイ,---,小林徹, 0.8, 28,*-24,  -5,12, 46.3,②②②, 8,10,Ｇドリｰムシチｰ, 68,柴原  , 0.6, 67, -24,* 26, 3,  4.8,⑭⑭⑬, 8, 3,Ｇマイネルクリプト, 56,北村浩, 2.3, 49,*  3, -22, 8, 59.9,①①①
 9, 4,Ｋワインアドバイザｰ, 38,津村  , 2.5, 43,  -7, -12, 5, 11.5,⑥③③, 9, 2, アサヒオンステｰジ,---,石橋脩, 0.8, 38, -52,* 21,11, 33.7,⑮⑭⑭, 9, 7,Ｐレオソレイユ, 55,大野  , 0.6, 61, -21,  20,14, 74.2,⑫⑩⑨, 9, 7,Ｅトップオンタｰフ, 64,石橋脩, 2.9, 43,  -3, -19, 9, 88.4,⑨⑥⑥
