05年11月20日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月20日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  ダ1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 別定,,,,,,,,,,,,■10R  芝2200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,古都ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｆサザンビュｰティｰ, 43,田嶋翔,, 59,*  3,  -8, 2,  5.8,④②②, 1, 7, コマノルカン,---,安藤勝,, 62, -12,* 12, 4, 14.3,⑨⑦⑦, 1, 1,Ａアイファｰフクオｰ, 74,熊沢  ,, 82,*  9,*  6, 1,  2.3,①①①, 1, 1,Ａアドマイヤフジ, 87,福永  ,, 91,  -6,* 34, 2,  3.5,⑤⑨⑨
 2,11,Ｋアサヒダケ, 27,菊地昇, 0.8, 47,  -8,  -6, 9, 92.6,⑦⑦⑦, 2, 1, インディドライバｰ,---,ルメｰ, 0.1, 63,  -6,   5, 1,  1.5,⑦④③, 2, 8,Ｂプリンスコウベ, 68,武豊  , 1.0, 72,*  8,  -2, 2,  2.7,②②②, 2, 9,Ｂスウィフトカレント, 85,武豊  , 0.0, 84,  -5,* 28, 1,  3.2,⑤⑤⑤
 3, 3,Ｃスズカフロｰラ, 48,武豊  , 1.0, 49,*  4, -19, 1,  1.6,①①①, 3, 6, アインカチヌキ,---,藤岡  , 0.5, 58,* -3,  -3, 7, 47.7,①①①, 3,16,Ｅナナヨｰヒマワリ, 65,小原  , 1.2, 69,   4,   1, 5, 12.8,⑥④③, 3,11,Ｃバイロイト, 85,ペリエ, 0.2, 76,  -7,  23, 3,  4.0,⑤⑤⑤
 4,16,Ｄメイショウガラシャ, 45,安田  , 1.0, 44, -11,* -5,10,103.1,⑩⑨⑧, 4, 3, スギノベラｰジオ,---,武豊  , 0.6, 54, -17,* 10, 3,  6.2,⑨⑩⑩, 4,10,Ｋロングベネフィット, 60,岩田  , 1.2, 69,   3,   2, 8, 44.2,⑥⑥⑥, 4,10,Ｊマッキｰマックス, 75,ルメｰ, 0.4, 80,  -6,  26, 5,  8.3,⑩⑨⑨
 5,10,Ｇニホンピロアリエル, 35,内田浩, 1.3, 40, -15,* -4,11,112.4,⑬⑬⑬, 5, 8, シルクゾディアック,---,福永  , 0.8, 54, -10,   2, 2,  5.4,⑤⑥⑥, 5, 6,Ｃフジヤマヘイザン, 66,北村浩, 1.2, 67,  -1,*  5, 9, 52.4,⑬⑪⑨, 5, 4,Ｈテイエムヒットベ, 77,熊沢  , 0.6, 61,  -8,  17,10, 73.4,②③⑤
 6, 7,Ｈミッドナイトスタｰ, 33,本田  , 1.3, 40, -11,  -8,12,122.1,⑨⑨⑩, 6, 5, オレンジシンジュ,---,池添  , 1.6, 44, -14,  -3, 6, 44.4,⑥⑦⑧, 6,15,Ｈホッコｰランチャｰ, 63,上村  , 1.4, 69,   2,   3, 3,  9.4,⑪⑧⑥, 6, 5,Ｅトウカイラブ, 80,幸    , 0.6, 78,  -8,  26, 6, 19.8,⑫⑪⑪
 7, 9,Ｌナムラクニヒメ, 27,熊沢  , 1.4, 39, -11,  -9, 6, 20.8,⑩⑨⑪, 7,12, ホｰマンラブリｰ,---,飯田  , 1.6, 47,* -4, -12, 5, 15.3,③②③, 7, 5,Ｆクｰフｰリン, 64,安藤勝, 1.6, 64,   0,   1,10, 53.9,⑨⑧⑨, 7, 2,Ｋベストタイクｰン, 70,藤岡  , 0.7, 59,* -6,  13, 9, 55.8,①①①
 8, 1,Ｉホｰマンシュテルン, 30,幸    , 1.4, 43,   0, -20, 3,  6.4,⑥④④, 8,11, アフェランドラ,---,岩田  , 2.1, 40, -16,  -6, 9,136.6,⑪⑩⑧, 8,12,Ｄタガノコマンダｰ, 66,飯田  , 1.6, 64,  -2,*  4, 4, 12.3,⑪⑬⑬, 8, 3,Ｄサザンツイスタｰ, 84,小牧太, 0.7, 66,  -4,  16, 4,  6.9,⑨⑤⑤
 9, 4,Ｅアロｰラヴィｰン, 43,川田  , 1.5, 40,  -1, -20, 5, 18.6,①④⑤, 9, 9, シゲルキタハマ,---,幸    , 2.1, 43,* -3, -18,11,213.1,①②②, 9, 2,Ｊマイティミシエロ, 61,松田  , 1.7, 63,   1,  -1,12, 65.9,⑨⑧⑧, 9, 8,Ｉダイタクアルビン, 76,石橋守, 0.9, 61,* -5,  11, 8, 40.2,④③②
10, 6,Ｏフィｰルドティアラ, 15,鮫島良, 1.5, 36, -15,  -9,15,483.7,⑩⑫⑪,10, 2, テイエムビｰスト,---,和田  , 2.2, 40,  -5, -17, 8, 56.0,③④⑤,10, 7,Ｇブルｰフランカｰ, 64,川島信, 1.7, 64,  -2,   3,13, 73.6,⑬⑬⑪,10, 6,Ｆシャルルゲラン, 79,河北  , 0.9, 66, -10,  20,11,156.2,⑪⑪⑪
11,12,Ｎアイファｰエキスポ, 22,小牧太, 1.6, 35, -20,* -3,14,419.8,⑮⑭⑭,11, 4, ブロッサムレディｰ,---,川田  , 5.1,  0, -41, -14,12,283.0,⑫⑫⑫,11,13,Ｌチキリサンボｰイ, 54,太宰  , 2.2, 58,  -3,   0,15,266.4,⑮⑮⑮,11,12,Ｇサクラゲイル, 78,佐藤哲, 1.2, 54,* -6,   5, 7, 39.8,⑧⑤②
12,13,Ｂメゴヒメ, 51,生野  , 2.0, 32,  -9, -19, 7, 24.8,⑦⑦⑧,12,10, ハヤテナツミ,---,木幡  , 6.6,-10, -14, -54,10,204.0,⑧⑦⑪,12, 9,Ｏガイゼリック, 51,和田  , 2.8, 52,  -6,  -3,16,368.0,⑮⑯⑯,12, 7,Ｌテイエムイットｰ, 65,和田  , 1.8, 42,* -7,  -5,12,171.0,②②②
13, 2,Ｊシュンカ, 30,渡辺薫, 2.0, 31, -20,  -7,13,292.5,⑭⑭⑭,,,,,,,,,,,,,13,11,Ｍホワイトペッパｰ, 53,横山典, 3.2, 50,*  6, -21, 7, 29.1,③③③,,,,,,,,,,,,
14, 5,Ａナムラパリ, 55,小林徹, 2.2, 36,*  3, -30, 4, 11.9,①②②,,,,,,,,,,,,,14, 3,Ｉアドマイヤソニック, 63,小牧太, 3.2, 50,   4, -18,11, 64.2,④④⑤,,,,,,,,,,,,
15,14,Ｍアンダンテシチｰ, 26,佐藤哲, 2.7, 28,  -1, -32, 8, 55.9,⑤④⑥,,,,,,,,,,,,,15,14,Ｎヒカリレジノイド, 53,松永  , 3.3, 48,  -1, -13,14,249.8,⑥⑪⑬,,,,,,,,,,,,
16,15,Ｐアラビアンフルｰツ, 10,向山  , 5.1, -4, -27, -31,16,527.5,⑯⑯⑯,,,,,,,,,,,,,16, 4,Ｐダイナマイトラブ, 47,ルメｰ, 4.3, 37,   2, -27, 6, 26.9,④⑥⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-3),,,,,,,,,,,
"単勝:580円 複勝:08=180円 11=680円 03=120円 枠連:12,100円",,,,,,,,,,,,"単勝:1,430円 複勝:07=240円 01=120円 06=570円 枠連:290円",,,,,,,,,,,,単勝:230円 複勝:01=120円 08=120円 16=260円 枠連:270円,,,,,,,,,,,,単勝:350円 複勝:01=140円 09=120円 11=140円 枠連:400円,,,,,,,,,,,
"馬連:24,650円 ワイド:08-11=5,360円 03-08=270円 03-11=2,710円",,,,,,,,,,,,"馬連:810円 ワイド:01-07=340円 06-07=2,710円 01-06=790円",,,,,,,,,,,,馬連:270円 ワイド:01-08=150円 01-16=560円 08-16=620円,,,,,,,,,,,,馬連:620円 ワイド:01-09=240円 01-11=270円 09-11=270円,,,,,,,,,,,
"馬単:37,190円 3連複:10,540円",,,,,,,,,,,,"馬単:2,960円 3連複:6,070円",,,,,,,,,,,,"馬単:490円 3連複:1,180円",,,,,,,,,,,,"馬単:1,320円 3連複:770円 3連単:3,520円",,,,,,,,,,,
