05年12月 4日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年12月 4日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3歳上500万(牝) 別定,,,,,,,,,,,,■ 4R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万 別定,,,,,,,,,,,,■10R  芝1800m 3歳上500万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尾頭橋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｄレテ, 62,ルメｰ,, 59,  -7,   7, 2,  2.9,⑨④④, 1, 7,Ｅマイネルクリプト, 50,松岡  ,, 60,*  0,  -4, 3,  3.8,①①①, 1, 1,Ｎキングエクスプレス, 56,水出  ,, 80,  -8,* 23,12, 88.2,⑱⑯⑭, 1, 5,Ａリキッドノｰツ, 76,石橋脩,, 82,  -4,* 23, 1,  3.3,⑦⑧④
 2,14,Ｂアライブシチｰ, 67,鈴木慶, 0.1, 60, -11,*  9, 4, 10.2,⑭⑪⑩, 2, 6,Ｌパインクｰル, 39,北村浩, 0.4, 55,* -4,  -4, 9, 38.5,③③②, 2, 2,Ａフレアリングベスト, 76,田辺  , 0.2, 74,  -4,* 17, 6,  7.8,⑨⑨⑪, 2, 4,Ｎサクラランサｰ, 59,武幸  , 0.2, 71,* -1,  14, 4,  8.1,①①①
 3, 5,Ａアッチッチ, 67,生野  , 0.3, 55,  -9,   5, 1,  2.9,⑪⑦⑥, 3, 2,Ｂメイケイハクオｰ, 55,田嶋翔, 0.5, 56,  -4,  -1, 1,  3.4,④④④, 3,14,Ｃブラックアルタイル, 73,川田  , 0.3, 65,* -2,   7, 2,  4.4,⑧②①, 3,16,Ｈレディマｰメイド, 67,内田浩, 0.6, 67,  -3,  13,10, 37.3,⑨⑥④
 4, 4,Ｅビッグトワイニング, 61,村田  , 0.3, 62, -11,* 12,10, 39.1,⑭⑭⑪, 4, 4,Ｈマイネルアンツｰク, 46,石橋脩, 0.5, 55,  -6,   0, 8, 36.1,⑥④⑥, 4,10,Ｆヤマカツピレネｰ, 70,田嶋翔, 0.4, 64,* -1,   7, 3,  5.5,②②②, 4,13,Ｆダンツクインビｰ, 70,和田  , 0.6, 65,* -2,  10, 3,  5.6,②②②
 5, 9,Ｎノｰブランド, 42,高井  , 0.5, 62, -15,* 14,13, 72.8,⑯⑯⑯, 5,16,Ｇサカイヤキング, 46,鮫島良, 0.6, 53, -12,*  8,11, 87.0,⑬⑫⑪, 5,15,Ｈマイネルプログレス, 68,大庭  , 0.4, 70,  -3,  13,11, 58.0,⑬⑨⑤, 5, 1,Ｅタマモダンディ, 71,川島信, 0.7, 73,  -8,* 20, 9, 24.4,⑫⑬⑫
 6,15,Ｌニシノジャンヌ, 49,松岡  , 0.6, 50,* -5,  -2, 7, 25.5,③②②, 6, 5,Ｍイイデクリコマサン, 36,川田  , 0.7, 54, -12,*  9, 4,  7.7,⑬⑫⑬, 6, 4,Ｅワイアットアｰプ, 71,塚田  , 0.6, 63,  -5,   8, 5,  7.2,⑨⑨⑤, 6, 2,Ｐグリッタｰロック, 40,赤木  , 0.9, 62,  -3,   8,13, 78.0,⑥⑥④
 7,11,Ｇサンゴノウミヲ, 58,柴原  , 0.7, 53,  -8,   2, 6, 18.5,⑥⑦⑥, 7,10,Ｆマイネルシュバルツ, 46,勝浦  , 0.7, 54,  -7,   2, 7, 23.5,⑧⑦⑨, 7, 8,Ｄダンスフォｰママ, 72,松岡  , 0.6, 62,  -2,   7, 8, 30.2,④⑤⑤, 7,15,Ｃクラシックロｰズ, 73,ルメｰ, 0.9, 62,  -4,  10, 5, 12.7,⑦⑧⑨
 8, 3,Ｋマンテンハット, 52,佐久間, 0.7, 54, -13,   8,14, 79.2,⑪⑭⑭, 8, 9,Ａナムラアトランテス, 57,秋山  , 0.8, 53,  -4,  -5, 2,  3.5,④④④, 8, 7,Ｋパッショナルダンス, 62,石橋脩, 0.7, 60,  -3,   5, 7, 19.0,⑥⑤⑤, 8, 3,Ｉマヤノスタｰダム, 66,松岡  , 0.9, 64,  -6,  13, 8, 23.7,⑨⑩⑨
 9,10,Ｏトミケンサンデｰ, 42,武幸  , 0.9, 49,* -5,  -5,15, 97.3,③②②, 9, 8,Ｄマイネルファッシノ, 50,大庭  , 0.8, 53,  -7,   1, 5, 11.7,⑧⑦⑥, 9,18,Ｇマイネルマグナｰト, 69,柴原  , 0.7, 63,  -2,   5, 4,  6.5,⑨⑤②, 9, 7,Ｂマイネルソユｰズ, 73,大西  , 1.1, 71, -12,* 22, 7, 22.0,⑯⑯⑮
10, 6,Ｐシャルムｰズ, 38,石橋脩, 1.4, 44,  -7,  -7, 5, 14.5,⑦④④,10, 1,Ｃベルシャワｰ, 51,ルメｰ, 0.9, 52,  -8,   1, 6, 21.9,⑩⑩⑨,10, 6,Ｉダイタクドルチェ, 65,鮫島良, 0.9, 55,  -5,   3, 9, 38.7,⑨⑨⑪,10, 6,Ｇヤマニンメルベイユ, 68,勝浦  , 1.3, 54,* -2,  -1, 2,  3.7,②②②
11, 7,Ｃジェルソミｰナ, 65,勝浦  , 1.5, 47,  -9,  -1, 3,  7.5,⑩⑪⑪,11,12,Ｋアフェランドラ, 39,金折  , 1.1, 50,  -7,  -5,15,249.1,⑦⑦⑥,11, 3,Ｂテイエムハヤブサ, 74,高井  , 0.9, 58,  -7,   8, 1,  4.2,⑯⑭⑭,11, 8,Ｊキャンベラシチｰ, 66,秋山  , 1.3, 58,  -6,   6,11, 41.7,⑪⑩⑨
12,12,Ｈウエスタンリピｰト, 56,鈴来  , 1.6, 44,  -8,  -6,11, 54.4,⑪⑦⑥,12,15,Ｉマイネルプリメｰロ, 44,鈴来  , 1.2, 49, -10,  -1,12,111.3,⑪⑪⑪,12,12,Ｍタマヒカル, 59,嘉藤  , 1.1, 56,  -3,   1,13, 92.5,⑥⑤⑤,12, 9,Ｄマコトエンペラｰ, 71,菊地昇, 1.3, 55,* -1,   0, 6, 14.0,④②④
13,16,Ｊスタｰピアス, 54,秋山  , 1.8, 39,* -4, -14,16,107.6,③①①,13,11,Ｊマルブツボｰイ, 40,菊沢徳, 1.3, 46,* -1, -19,10, 80.0,②②②,13,16,Ｒビコｰウエル, 47,佐藤聖, 1.7, 41,* -3, -15,17,352.3,①①②,13,12,Ｌシルクアワｰド, 64,野元  , 1.3, 62,  -9,  14,16,192.8,⑮⑮⑮
14, 8,Ｍセイウンクレナイ, 46,川田  , 2.0, 38, -10,  -8,12, 55.8,⑦⑪⑭,14,13,Ｎサハリンウルフ, 33,西田  , 1.8, 41, -11,  -7,13,127.9,⑫⑫⑬,14,17,Ｌマスカレｰド, 61,高野和, 2.0, 40,  -5, -13,16,327.0,⑭⑨⑪,14,11,Ｋワンダフルボｰイ, 65,村田  , 1.5, 56,  -8,   8,12, 67.0,⑭⑬⑫
15, 2,Ｉチュウオｰサｰヤ, 54,川島信, 2.3, 34,* -6, -16, 8, 26.2,①④⑥,15,14,Ｏオウミシンザン, 25,畑端  , 1.9, 41, -14,  -2,16,401.1,⑮⑯⑮,15, 5,Ｊヒミノハｰド, 64,小林慎, 2.2, 43,  -6,  -8,14,123.5,⑯⑯⑯,15,14,Ｏファントムオペラ, 43,田辺  , 1.7, 51,  -6,   2,14,134.4,⑫⑩⑫
16,13,Ｆセキサンジョオウ, 59,菊沢徳, 3.2, 25,  -8, -22, 9, 36.5,②⑦⑪,16, 3,Ｐラガｰマイウエイ, 20,和田  , 3.7, 20, -13, -33,14,162.0,⑮⑮⑮,16, 9,Ｏドｰルキャッスル, 53,上野翔, 2.6, 29,* -2, -28,15,324.4,②②⑤,16,10,Ｍテイエムカチボシ, 60,柴原  , 2.7, 30,* -2, -22,15,159.3,④②⑧
,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｐワンダｰエベレスト, 48,梶    , 2.8, 39,  -6, -14,18,454.1,⑮⑱⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ｑコウエイフウリンカ, 48,鈴来  , 4.9,  3,  -5, -50,10, 41.9,④⑭⑱,,,,,,,,,,,,
