05年11月19日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月19日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  芝2910m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 別定,,,,,,,,,,,,■10R  芝2400m 3歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八瀬特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｂエイシンダンベリｰ, 55,武豊  ,, 68,*  1,*  3, 1,  1.6,①①①, 1, 4, マルカフロｰリアン,,西谷  ,,,,, 2,  4.6,⑪⑩③, 1, 4,Ｃウインプログレス, 72,四位  ,, 70,   0,*  6, 1,  3.3,⑥⑦⑤, 1,17,Ａアドマイヤモナｰク, 87,安藤勝,, 90,  13,* 14, 1,  2.3,⑯⑮⑬
 2, 5,Ｄサｰドストリｰム, 52,上村  , 0.8, 59,  -2,* -2, 4, 13.5,⑥④④, 2, 7, ファントムスズカ,,北沢  , 0.1,,,, 1,  2.2,③③①, 2, 9,Ｊサンキングロウ, 62,ルメｰ, 0.1, 66,*  3,  -1,10, 34.8,①①②, 2,13,Ｃストラタジェム, 83,熊沢  , 0.3, 87,  16,  -2, 3,  6.3,⑩⑨⑤
 3, 8,Ｃサンワｰドトリッピ, 54,ペリエ, 1.0, 58,*  0,  -6, 3,  5.6,②②②, 3, 5, ワンダｰタフネス,,リデル, 0.7,,,,11, 98.5,⑪⑦④, 3,12,Ｋダブルスポット, 62,武豊  , 0.2, 68,   1,   3, 2,  3.9,④④③, 9,16,Ｆトウカイエリｰト, 79,芹沢  , 0.3, 87,* 18,  -4, 6, 16.7,⑧⑥⑤
 4, 6,Ａメダルハンタｰ, 58,川田  , 1.2, 55,* -1,  -9, 2,  5.5,②②②, 4, 3, ライブリトレジャｰ,,佐久間, 0.8,,,, 7, 46.7,⑨⑥④, 4,11,Ｅモルフェテレス, 70,ペリエ, 0.2, 69,*  4,  -1, 5, 11.9,②②①, 3, 3,Ｅグッドネイバｰ, 80,四位  , 0.5, 84,  13,   1, 4, 10.1,⑭⑬⑩
 5, 2,Ｆトワノヴィナス, 43,小牧太, 1.4, 53,  -4,  -5, 8, 36.0,⑧⑦⑦, 5,14, タガジョｰシャトル,,金折  , 1.1,,,, 3,  5.8,⑤⑩⑨, 5, 3,Ａナイキデラックス, 76,鮫島良, 0.3, 64,*  1,  -2, 3,  5.4,③③③, 4, 9,Ｂマヤノリバティ, 84,武豊  , 0.7, 85,  11,*  8, 2,  4.3,⑱⑱⑭
 6, 3,Ｅジェントルルｰラｰ, 51,四位  , 1.4, 54,  -4,  -5, 7, 25.1,⑨⑦⑤, 6, 6, シロキタトウコン,,田中亮, 1.8,,,,10, 91.2,⑨⑦④, 6,10,Ｉソリッドシチｰ, 63,武英  , 0.5, 64,  -1,*  3, 8, 19.7,⑧⑧⑧, 5,18,Ｋワンダｰマッハｰ, 75,川島信, 0.9, 78,* 16, -15,14,120.6,⑧⑥⑤
 7, 1,Ｇエイシンバイキング, 43,ルメｰ, 1.9, 47,  -2, -13, 5, 15.8,④④⑧, 7,10, カレンパパ,,高田  , 2.0,,,, 6, 32.5,⑤③⑨, 7,13,Ｂマルイチライデン, 72,熊沢  , 0.6, 65,   2,   0, 6, 13.1,⑥④⑤, 6, 8,Ｊトリリオンカット, 76,池添  , 1.1, 79,  13,  -1,11, 39.2,⑦⑬⑯
 8,13,Ｊノｰスハンセル, 25,小林徹, 1.9, 49,  -7,  -7,10,254.9,⑩⑩⑧, 8, 1, ユウワンプラテクト,,熊沢  , 2.2,,,, 4,  7.0,④⑤⑧, 8, 8,Ｈウインカｰディナル, 63,藤岡  , 0.7, 63,  -3,*  5, 7, 15.0,⑬⑬⑫, 7, 2,Ｄタヤスレノックス, 80,小牧太, 1.2, 79,  12,   1, 9, 29.8,⑮⑮⑰
 9,14,Ｈパインクｰル, 39,北村浩, 2.9, 38,  -4, -22, 6, 24.4,⑦⑦⑤, 9,11, ニシノニシｰノ,,植野  , 2.2,,,, 8, 57.3,②①②, 9, 7,Ｇイエス, 66,安藤勝, 1.1, 64,  -1,   0, 4,  6.6,⑫⑫⑧, 7,11,Ｈマイネルエクセラン, 78,佐藤哲, 1.2, 75,  15, -16,10, 31.0,⑬⑪⑨
10, 9,Ｋゴｰルドホｰラｰ, 17,上野翔, 3.0, 35, -10, -16,13,447.8,⑪⑪⑪,10,12, バｰリトゥｰド,,菊地昇, 2.4,,,, 9, 71.2,⑧⑩⑪,10, 2,Ｍヤクモフォｰティ, 60,松永  , 1.3, 60,  -2,   0,14,245.4,⑬⑬⑭,10, 4,Ｌアルキオｰネ, 74,ペリエ, 1.5, 71,  14, -16, 8, 29.6,⑩⑨⑩
11,11,Ｉオケラカイドウ, 37,幸    , 3.8, 29, -14, -16, 9,149.6,⑫⑬⑬,11, 8, メイショウワグナｰ,,白坂  , 3.2,,,, 5,  8.2,①①④,11,14,Ｆタニノコザック, 68,池添  , 1.3, 59,   0,  -3, 9, 33.0,⑧⑧⑩,11, 6,Ｇハギノメトロポリス, 79,ルメｰ, 1.5, 76,  15, -15, 7, 25.2,⑫⑪⑩
