05年11月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月20日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万(混) 別定,,,,,,,,,,,,■10R  芝1400m 3歳上1600万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奥多摩ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｃセイウンマル, 43,吉田隼,, 68,* -2,*  8, 2,  2.8,⑤③②, 1, 6, スマｰトフェアリｰ,,田中剛,,,,, 2,  5.4,③③③, 1,12,Ｂダブルブラザｰ, 68,小林淳,, 68,   4,*  3, 3,  5.5,⑩⑧⑦, 1, 1,Ｂヴリル, 83,蛯名  ,, 89,   1,* 28, 1,  1.9,④⑤⑤
 2, 8,Ａゴｰルドオアシス, 57,松岡  , 0.3, 65,  -7,* 12, 1,  2.5,⑥⑥⑥, 2, 9, マイネルアストロン,,平沢健, 0.2,,,, 5, 11.8,①②①, 2,13,Ｊゲンキナシャチョウ, 60,後藤浩, 0.0, 68,   6,* -1, 4,  7.2,⑥④③, 2,12,Ｊタイキラファエロ, 73,柴田善, 0.1, 83,*  3,  21, 3,  6.9,④③②
 3, 5,Ｌカザックシチｰ,  0,佐藤聖, 1.9, 48,  -5,  -8,11,167.6,③③④, 3, 8, ザファステスト,,山本  , 0.8,,,, 4,  7.4,②①②, 3,16,Ａダンツスプリング, 69,藤田  , 0.4, 66,   7,  -6, 1,  2.3,②③③, 3, 3,Ａスパイン, 83,石神  , 0.1, 81,*  6,  18, 5, 13.1,①①①
 4,11,Ｊベルベットボクサｰ, 16,大野  , 2.1, 44, -15,   1, 4, 19.7,⑪⑨⑩, 4, 7, レオスタｰライト,,浜野谷, 0.9,,,, 7, 12.4,⑧⑦⑦, 4,10,Ｃエアルレクチェ, 64,四位  , 0.6, 63,   4,  -3, 2,  3.8,⑧⑧⑦, 4, 5,Ｋトニｰビｰバｰ, 70,秋山  , 0.3, 81,   3,  20,13,193.3,②③②
 5, 1,Ｂコアレスコジｰン, 51,田辺  , 2.2, 47, -13,   1, 3,  3.6,⑬⑫⑩, 5, 3, ラッキｰサクセス,,沢    , 1.0,,,, 9, 52.3,⑤④③, 5, 7,Ｄオポテュｰニティ, 63,石神  , 1.0, 59,   3,  -5,11, 77.9,⑪⑪⑪, 5,11,Ｈロｰドマジェスティ, 77,江田照, 0.4, 79,   0,  21,11, 53.3,⑥⑤⑤
 6, 6,Ｆピｰスリング, 37,石橋脩, 2.8, 41, -11,  -8, 6, 27.8,⑩⑨⑧, 6,12, ダンシンリボルバｰ,,金子光, 1.1,,,, 1,  2.5,⑧⑤⑤, 6, 1,Ｇヨシリマｰカブル, 61,大庭  , 1.3, 56,  -4,*  3,16,265.7,⑯⑯⑯, 6,10,Ｄシンボリロッキｰ, 78,五十雄, 0.5, 83,  -5,* 28, 8, 26.8,⑨⑨⑨
 7, 2,Ｇリネンパｰシャン, 36,南田  , 2.8, 39,  -9, -12, 5, 21.7,⑦⑦⑦, 7, 1, ディバイドバイゼロ,,リデル, 1.2,,,, 8, 20.8,⑥⑤⑥, 7,15,Ｏロゼッタ, 52,江田照, 1.4, 56,   2,  -8, 8, 49.7,⑭⑫⑫, 7, 9,Ｅシンデレラボｰイ, 78,ボニヤ, 0.7, 81,  -8,* 28,10, 48.5,⑫⑫⑫
 8, 4,Ｍタマモヘヴン,-18,丹内  , 3.0, 39,* -1, -22, 8, 67.3,①①①, 8,14, エイシンクッシング,,西谷  , 2.5,,,, 3,  5.9,⑥⑧⑧, 8, 8,Ｈスｰパｰサイクロン, 60,二本柳, 1.5, 56,   4, -12,15,241.2,⑧⑧⑦, 8, 7,Ｍエアムｰトン, 68,張田  , 0.9, 72,  -5,  19, 4, 10.5,⑩⑩⑨
 9, 7,Ｈロｰランゲニアｰル, 35,石神  , 3.8, 33,  -2, -27, 7, 45.4,①②③, 9, 2, ワイズタイクｰン,,穂苅  , 5.2,,,,14,205.6,⑪⑨⑨, 9, 5,Ｅトｰセンエンパイア, 62,松岡  , 1.6, 53,   0,  -9, 5, 13.2,⑭⑭⑭, 9, 2,Ｃヒュｰマ, 80,四位  , 0.9, 81, -12,* 31, 7, 19.4,⑮⑮⑮
