05年11月 5日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月 5日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝2000m 3歳上500万 別定,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万 別定,,,,,,,,,,,,■10R  芝1800m 3歳上500万(混) 別定,,,,,,,,,,,
 9,13,Ｊシャイアンシスタｰ, 25,石橋脩, 2.2, 28, -11, -17, 9, 45.1,⑦⑦⑨, 9,12,Ｉトウショウフラッグ, 55,菊沢徳, 1.5, 41, -18,   5,11,116.5,⑪⑪⑨, 9,14,Ｆワキノムテキ, 64,柴山  , 1.7, 59, -17,  20, 3, 11.9,⑭⑬⑩, 9, 6,Ｆオンワｰドタイタン, 60,村田  , 1.2, 30, -27,  10, 6, 26.3,④④⑤
10, 9,Ｃサダルスウド, 39,田嶋翔, 2.5, 26, -14, -17, 8, 42.3,⑪⑩⑩,10, 3,Ｃシルクグリフィン, 65,田面木, 1.5, 38, -14,  -1, 2,  4.2,⑨⑥⑤,10, 3,Ｊマルタカデトリア, 59,大西  , 2.3, 51, -16,  15,11,121.4,⑫⑬⑬,10, 9,Ｊライモン, 43,柴山  , 1.3, 31, -29,  13, 4,  6.7,⑦⑦⑦
11,12,Ｆコアレスソニック, 33,丹内  , 2.6, 26,  -3, -29, 3,  7.6,⑤⑤⑥,11, 7,Ｌラガｰチトセオｰ, 40,柴山  , 1.6, 30,*-13,  -7,10, 53.4,③③⑨,11, 1,Ｌマイネルジェダイト, 55,丹内  , 2.4, 44, -15,   6, 6, 24.9,⑩⑨⑨,,,,,,,,,,,,
12, 2,Ｈアサ, 30,大西  , 2.9, 21, -16, -19, 5, 27.3,⑨⑫⑫,12,11,Ｊマイアドレス, 54,二本柳, 1.8, 39, -18,   5,12,151.4,⑫⑫⑨,12,12,Ｏゴｰストシチｰ, 48,田辺  , 2.9, 42, -16,   5,12,190.0,⑬⑫⑩,,,,,,,,,,,,
13,10,Ｌオｰルビｰ, 14,土谷  , 5.0, -5, -33, -26,13,297.2,⑬⑬⑬,,,,,,,,,,,,,13,10,Ｍハセノカｰリアン, 55,吉田隼, 3.2, 33, -15,  -3,13,234.3,⑥⑨⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,11,Ｅリュウゴｰルド, 65,中舘  , 3.7, 31, -11,  -7, 8, 41.6,⑥⑥⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+30 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-26 ﾚｰｽｱｶﾞﾘ指数:+25 馬場:良(指数:-11),,,,,,,,,,,
"単勝:1,690円 複勝:01=220円 04=940円 06=100円 枠連:12,220円",,,,,,,,,,,,"単勝:320円 複勝:04=130円 08=190円 01=160円 枠連:1,060円",,,,,,,,,,,,単勝:140円 複勝:08=100円 06=580円 05=170円 枠連:860円,,,,,,,,,,,,単勝:500円 複勝:04=140円 07=120円 05=110円 枠連:620円,,,,,,,,,,,
"馬連:34,890円 ワイド:01-04=4,500円 01-06=320円 04-06=1,510円",,,,,,,,,,,,"馬連:1,020円 ワイド:04-08=380円 01-04=290円 01-08=540円",,,,,,,,,,,,"馬連:3,940円 ワイド:06-08=950円 05-08=270円 05-06=2,360円",,,,,,,,,,,,馬連:650円 ワイド:04-07=240円 04-05=200円 05-07=140円,,,,,,,,,,,
"馬単:70,470円 3連複:10,580円",,,,,,,,,,,,"馬単:1,680円 3連複:1,360円",,,,,,,,,,,,"馬単:4,890円 3連複:5,670円",,,,,,,,,,,,"馬単:1,540円 3連複:380円 3連単:3,630円",,,,,,,,,,,
■ 2R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 5R  ダ1150m 3歳上500万(牝) 別定,,,,,,,,,,,,■ 8R  芝1200m 3歳上500万 別定,,,,,,,,,,,,■11R  芝2000m 3歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,磐梯山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9, レッドスプレンダｰ,---,小島一,, 56, -15,*  7, 1,  3.0,⑤④③, 1, 2,Ａスクリｰマｰ, 73,中舘  ,, 75,* 10,*  5, 1,  1.8,①①①, 1, 7,Ｃヤマニンパンテｰル, 70,中舘  ,, 61, -10,  13, 4,  8.6,⑤④④, 1, 2,Ｄリンドｰロ, 71,二本柳,, 86, -18,* 39, 3,  6.6,⑨⑩⑨
 2,12, ラブランジェリ,---,津村  , 0.2, 49,* -9,*  0, 2,  3.1,①①①, 2, 7,Ｈイサミステルス, 61,長谷川, 0.6, 66,   5,   2, 9, 43.0,③⑤④, 2, 3,Ｅスプリングタピアン, 68,石橋脩, 0.0, 63, -16,* 17, 2,  3.8,⑫⑪⑨, 2, 7,Ｅコスモテナシャス, 70,津村  , 0.2, 58,*-14,  24, 2,  3.7,②②②
 3,14, セイウンマル,---,村田  , 0.9, 40,*-10,  -8, 4,  7.9,②②②, 3,14,Ｃヒシキャサリン, 64,村田  , 0.7, 66,   0,*  7, 3,  8.2,⑩⑨⑦, 3,10,Ｉコスモラヴソング, 63,木幡  , 0.2, 57,* -9,   8, 6, 13.2,①③①, 3, 6,Ｋダンツタイガｰ, 65,木幡  , 0.2, 56,*-15,  23, 6, 15.9,①①①
 4,16, ミヤギブレイド,---,石橋脩, 1.0, 41, -25,*  4,15,109.3,⑩⑩⑧, 4, 9,Ｄブｰゲンビリア, 64,津村  , 0.8, 64,   4,   0, 5, 14.3,⑥⑤④, 4,13,Ｌマイティキャプテン, 58,嘉藤  , 0.2, 59, -13,  13,10, 41.7,⑪⑧⑨, 4, 4,Ｂトウカイハッスル, 72,菊沢徳, 0.3, 71, -17,  29, 5, 12.9,⑥⑦⑤
 5, 6, エイユｰキャメロン,---,野元  , 1.0, 42, -16,  -3, 5, 14.3,⑧⑧⑥, 5, 5,Ｎリンガスゲｰム, 51,西田  , 1.0, 62,   3,   1,11, 87.2,⑦⑧⑦, 5, 1,Ｇラフハｰティリｰ, 65,佐久間, 0.2, 58, -22,* 17, 8, 18.4,⑭⑭⑫, 5,11,Ａアイアムザチャンプ, 73,大野  , 0.3, 73, -17,  30, 4, 10.4,⑩⑦⑨
 6,13, デザｰトバｰド,---,木幡  , 1.1, 39, -18,  -3, 7, 17.3,⑧⑧⑧, 6,13,Ｇブリｰジｰウッズ, 62,二本柳, 1.1, 64,*  8,  -4, 6, 18.3,③③②, 6, 8,Ｂストｰンブリッジ, 73,柴山  , 0.5, 52, -10,   5, 5,  9.9,⑥④⑤, 6, 1,Ｇマルタカハｰモニｰ, 70,丹内  , 0.5, 54, -17,  23, 8, 19.3,③⑤③
 7,10, オオシマセイラｰ,---,柄崎  , 1.7, 29, -24,  -6, 9, 45.3,⑩⑩⑧, 7,11,Ｊジｰガｰアジュｰル, 57,高野和, 1.4, 55,  -1,  -2,15,184.3,⑨⑨⑨, 7, 2,Ｏエイシンサクラオｰ, 50,野元  , 0.5, 51, -12,   7,15,109.8,④⑧⑧, 7, 3,Ｃセヴンスバｰド, 72,大西  , 0.5, 80, -20,* 36, 1,  2.5,⑫⑫⑫
 8, 3, アラタマハｰバｰ,---,高井  , 1.8, 25, -31,  -5,14, 68.3,⑬⑬⑫, 8, 3,Ｆカリスロｰラｰ, 63,武士沢, 1.5, 54,  -7,*  4, 7, 27.4,⑬⑬⑬, 8,15,Ｊタガノインゴッド, 62,高井  , 0.5, 48,* -9,   0,12, 51.4,③②②, 8, 9,Ｌテルミドｰル, 55,柴山  , 0.6, 57, -16,  25,10, 39.5,⑦⑦⑧
 9, 8, コスモチャコｰル,---,加藤士, 1.8, 22, -15, -21, 6, 16.5,⑤④③, 9,12,Ｅヘッドミストレス, 64,柴山  , 1.8, 55,   6, -10, 2,  5.2,③④⑥, 9, 5,Ｄカフェヴィンセント, 69,小島一, 0.6, 46, -16,   5, 1,  3.3,⑫⑧⑨, 9, 8,Ｊトｰセンビｰイング, 67,田辺  , 0.8, 56, -17,  25,12, 69.6,⑩⑩⑪
10, 5, ラスカルシチｰ,---,丹内  , 2.0, 18, -14, -23, 3,  7.1,⑤④⑥,10, 4,Ｂナムラサンカ, 66,丹内  , 1.9, 54,*  8, -14, 4,  9.5,①②②,10, 4,Ｈトウカイボナンザ, 65,長谷川, 0.6, 54, -23,* 16, 7, 16.9,⑮⑮⑮,10, 5,Ｆゼンノソロモン, 70,千田  , 0.8, 51, -15,  19, 9, 36.1,③③③
11, 2, テンユウ,---,吉田隼, 2.7,  6, -29, -21,12, 61.4,⑩⑫⑫,11,10,Ｍエリダヌス, 52,木幡  , 2.2, 48,  -4,  -5,13,134.9,⑪⑪⑪,11, 6,Ｍグラスイｰグル, 56,武士沢, 0.8, 46, -17,   7,14, 86.6,⑩⑬⑭,11,12,Ｉトリリウム, 67,岩崎  , 0.9, 48, -15,  17,11, 43.3,⑤③⑤
12, 1, チキリスペリオ,---,畑端  , 3.0,  7, -42, -10,16,116.9,⑭⑭⑭,12, 6,Ｐアグネスバラｰド, 40,石橋脩, 2.2, 46,  -7,  -4,12,130.9,⑯⑬⑭,12,14,Ｆセフティｰフリｰズ, 68,吉田隼, 1.0, 38, -12,  -5, 9, 22.4,⑥④⑥,12,10,Ｈロケットパンチ, 67,中舘  , 1.1, 47, -15,  16, 7, 19.3,⑦⑤⑤
13, 7, ジュンノホｰプ,---,塚田  , 3.6, -6, -49, -16,10, 54.1,⑮⑮⑮,13,16,Ｋブライティアバナｰ, 57,田辺  , 2.5, 46,   4, -15,10, 84.5,⑦⑤⑨,13,11,Ａコスモサウザンズ, 77,土谷  , 1.0, 41,* -7,  -6, 3,  7.4,①①②,,,,,,,,,,,,
14,15, オｰセンティック,---,穂苅  , 3.7,-10, -13, -48,11, 57.2,④④⑧,14,15,Ｏジンデンキセキ, 45,大野  , 2.8, 38,  -8, -10,16,297.5,⑭⑬⑭,14, 9,Ｐパントレスズカ, 45,芹沢  , 1.1, 44, -23,   8,16,205.3,⑯⑮⑯,,,,,,,,,,,,
15,11, ミスティアスガイ,---,二本柳, 3.7,-11,*-10, -51, 8, 41.6,②②③,15, 8,Ｉスプレンデス, 59,吉田隼, 2.8, 39,  -5, -12, 8, 41.3,⑪⑪⑪,15,12,Ｎパワｰポリティクス, 50,津村  , 2.5, 12, -11, -26,13, 67.0,⑥④⑥,,,,,,,,,,,,
16, 4, アキノニホンカイ,---,田辺  , 5.2,-30, -47, -39,13, 64.6,⑯⑮⑮,16, 1,Ｌオグリオｰス, 52,嘉藤  , 4.2, 25, -12, -18,14,146.6,⑮⑯⑯,16,16,Ｋニシノグレｰドワン, 61,丹内  , 2.7,  8, -17, -26,11, 43.4,⑥⑪⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-10),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:-20 ﾚｰｽｱｶﾞﾘ指数:+23 馬場:良(指数:-11),,,,,,,,,,,
単勝:300円 複勝:09=120円 12=120円 14=210円 枠連:620円,,,,,,,,,,,,"単勝:180円 複勝:02=130円 07=860円 14=190円 枠連:1,610円",,,,,,,,,,,,単勝:860円 複勝:07=170円 03=150円 10=350円 枠連:590円,,,,,,,,,,,,"単勝:660円 複勝:02=220円 07=180円 06=560円 枠連:1,230円",,,,,,,,,,,
馬連:650円 ワイド:09-12=320円 09-14=560円 12-14=580円,,,,,,,,,,,,"馬連:2,880円 ワイド:02-07=1,360円 02-14=310円 07-14=4,160円",,,,,,,,,,,,"馬連:1,340円 ワイド:03-07=550円 07-10=1,030円 03-10=1,060円",,,,,,,,,,,,"馬連:1,350円 ワイド:02-07=440円 02-06=1,320円 06-07=1,270円",,,,,,,,,,,
"馬単:1,260円 3連複:990円",,,,,,,,,,,,"馬単:4,180円 3連複:7,750円",,,,,,,,,,,,"馬単:3,310円 3連複:5,270円",,,,,,,,,,,,"馬単:3,280円 3連複:6,870円 3連単:36,600円",,,,,,,,,,,
■ 3R  ダ1700m 3歳上500万(牝) 別定,,,,,,,,,,,,■ 6R  芝1800m 3歳上500万(牝) 別定,,,,,,,,,,,,■ 9R  ダ1150m 3歳上500万 別定,,,,,,,,,,,,■12R  芝1200m 3歳上500万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,赤湯特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａミヤビアゼリア, 66,石橋脩,, 68,* -4,* 13, 3,  4.6,⑥④③, 1, 9,Ｆトｰセンハピネス, 67,中舘  ,, 65,*-17,  23, 4,  9.7,①①①, 1,14,Ｅバｰドントロフィｰ, 62,木幡  ,, 69,*  3,   6, 1,  3.7,①①①, 1,10,Ｂダイイチミラクル, 71,柴山  ,, 67,  -4,  11, 1,  2.8,③③③
 2, 5,Ｂモリトヴィｰナス, 64,村田  , 0.3, 71,  -7,* 16, 2,  3.6,⑫⑨⑤, 2, 1,Ａピアチェヴォｰレ, 76,木幡  , 0.0, 71,*-18,* 26, 1,  2.6,④⑤③, 2,15,Ｉメイショウセレット, 54,柴山  , 0.3, 67,*  1,   5, 8, 21.9,⑤④③, 2, 2,Ｅカレンナルｰジュ, 62,石橋脩, 0.0, 68, -12,* 19,10, 29.6,⑥⑦⑦
 3,11,Ｄメジロカｰル, 62,柴山  , 0.3, 63,* -4,   9, 1,  3.4,③②②, 3, 5,Ｈマイネシャｰナ, 66,村田  , 0.5, 71, -23,* 28, 6, 12.9,⑩⑩⑨, 3, 3,Ｂシルクエレメント, 68,吉田隼, 0.4, 63,  -6,   8, 4,  7.9,⑧⑦⑥, 3, 8,Ｈシルクリザルト, 61,高野和, 0.1, 63,  -6,  11, 8, 20.6,③③④
 4, 1,Ｃスウィｰトスマイル, 62,武士沢, 0.9, 57,  -5,   5, 4,  7.4,③④③, 4, 3,Ｂアミュレット, 75,高橋智, 0.5, 67, -21,  25, 2,  3.3,⑧⑧⑨, 4, 1,Ｈアルファルド, 56,中舘  , 0.4, 64,  -9,* 13, 6, 14.5,⑪⑬⑭, 4, 6,Ｄニシノツキカゲ, 65,大野  , 0.4, 61,  -7,   8, 3,  6.3,⑤⑤④
 5,12,Ｇグリントウィｰク, 59,佐久間, 1.2, 51,* -4,  -2, 6,  9.9,①①①, 5, 6,Ｉジェルソミｰナ, 56,柴山  , 0.6, 62, -19,  21, 3,  8.0,⑧⑥⑥, 5,11,Ｇナンヨｰワルツ, 60,大野  , 0.5, 62,  -5,   6, 5,  8.6,⑦⑦⑥, 5, 9,Ｇアグネスボｰイ, 61,村田  , 0.5, 53,* -4,   1, 5, 12.7,①②②
 6, 7,Ｅトゥｰラムｰル, 59,津村  , 1.3, 53,  -7,   3, 5,  9.8,⑥⑦⑤, 6,10,Ｊシｰサイドブリｰズ, 47,津村  , 0.8, 42,*-19,  11,10, 58.6,②②②, 6, 2,Ａハヤチマル, 69,丹内  , 0.5, 64, -10,* 11, 2,  3.9,⑭⑬⑨, 6, 1,Ａコスモラヴアゲイン, 72,中舘  , 0.6, 54,  -8,   4, 2,  2.9,⑦⑤⑥
 7, 3,Ｈブルｰスコｰピオン, 57,塚田  , 1.4, 52,  -9,   4, 8, 35.9,⑩⑨⑨, 7, 2,Ｄシンシンマｰキｰ, 69,高井  , 0.8, 45, -22,  15, 5, 10.0,⑥⑥⑦, 7, 4,Ｍバｰニングサマｰ, 49,田面木, 0.7, 63,  -5,   8,12, 50.9,⑧⑨⑨, 7, 7,Ｊシンボリファｰザｰ, 58,菊沢徳, 0.6, 52,* -3,   0, 4, 12.4,①①①
 8, 9,Ｍタイキアンダルシア, 32,田面木, 2.2, 45,  -7,  -4,11, 85.5,⑧⑦⑨, 8, 7,Ｃラグレスロマニｰ, 70,塚田  , 0.9, 40,*-19,   9, 8, 20.5,④②③, 8, 8,Ｃバスタｰヒリュウ, 65,石橋脩, 0.8, 61,  -8,   8, 7, 20.1,⑬⑪⑫, 8, 4,Ｉマイトレジャｰ, 60,二本柳, 0.8, 54, -18,  11, 7, 18.4,⑩⑩⑧
 9, 6,Ｌシルクアンフィニ, 44,加藤士, 2.4, 45, -12,   1,12, 88.0,⑫⑭⑭, 9, 4,Ｇシルキｰフレンド, 66,嘉藤  , 1.1, 43, -20,  14, 9, 29.6,⑦⑧⑦, 9, 9,Ｆブラジリアンサンバ, 62,津村  , 1.0, 58,  -2,  -1, 3,  6.0,⑤⑤④, 9, 3,Ｆラティｰノヒｰト, 61,木幡  , 0.8, 51, -16,   9, 9, 27.7,⑨⑨⑧
10,13,Ｊマリｰハドソン, 50,小林久, 3.6, 29,* -4, -22, 9, 53.4,②②⑤,10, 8,Ｅトｰアグレイス, 68,石橋脩, 1.1, 39,*-18,   7, 7, 19.9,③②③,10,13,Ｋエイシンカンフｰ, 50,内田浩, 1.3, 58,*  3,  -5,11, 47.1,②②②,10, 5,Ｃワシントンザクラ, 67,大西  , 2.4, 21, -14, -17, 6, 16.6,⑧⑧⑧
11,14,Ｋピアｰズフォンテン, 49,木幡  , 3.7, 29,  -5, -21,10, 66.5,③④⑧,,,,,,,,,,,,,11,12,Ｄグレｰトストｰン, 63,畑端  , 1.4, 55,  -2,  -3,10, 26.6,④⑥⑧,,,,,,,,,,,,
12, 4,Ｉタカオスタｰ, 52,丹内  , 3.7, 32, -11, -14, 7, 29.0,⑫⑫⑫,,,,,,,,,,,,,12, 7,Ｎルンルンスズカ, 42,菊沢徳, 1.4, 55,  -8,   3,13,101.2,⑪⑪⑫,,,,,,,,,,,,
13, 2,Ｆルミナスオレンジ, 59,吉田隼, 3.8, 28,  -9, -19,13, 96.0,⑨⑨⑪,,,,,,,,,,,,,13,10,Ｊアルファジェネラス, 52,武士沢, 1.5, 55, -11,   5,15,162.4,⑮⑮⑮,,,,,,,,,,,,
14,10,Ｎヤマショウユタカｰ, 31,二本柳, 3.9, 31,  -9, -16,14,317.7,⑩⑫⑫,,,,,,,,,,,,,14,16,Ｌウエスタンウォｰズ, 49,二本柳, 1.7, 53,  -5,  -2, 9, 23.1,⑩⑨⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｐシルキｰフォルテ, 31,加藤士, 3.2, 33, -24,  -5,16,190.1,⑯⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｏサンライズコンドル, 36,西田  , 3.3, 36,*  2, -25,14,105.7,②②④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-21 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-11),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-10),,,,,,,,,,,
単勝:460円 複勝:08=160円 05=140円 11=120円 枠連:700円,,,,,,,,,,,,単勝:970円 複勝:09=270円 01=150円 05=280円 枠連:850円,,,,,,,,,,,,"単勝:370円 複勝:14=160円 15=570円 03=260円 枠連:1,920円",,,,,,,,,,,,"単勝:280円 複勝:10=200円 02=930円 08=440円 枠連:6,030円",,,,,,,,,,,
馬連:800円 ワイド:05-08=310円 08-11=280円 05-11=260円,,,,,,,,,,,,"馬連:1,050円 ワイド:01-09=400円 05-09=1,170円 01-05=470円",,,,,,,,,,,,"馬連:4,490円 ワイド:14-15=1,430円 03-14=490円 03-15=2,470円",,,,,,,,,,,,"馬連:6,450円 ワイド:02-10=1,810円 08-10=890円 02-08=3,340円",,,,,,,,,,,
"馬単:2,130円 3連複:880円",,,,,,,,,,,,"馬単:2,800円 3連複:2,920円",,,,,,,,,,,,"馬単:7,800円 3連複:9,190円 3連単:58,870円",,,,,,,,,,,,"馬単:8,370円 3連複:24,720円 3連単:106,970円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
