05年11月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(牝) 別定,,,,,,,,,,,,■10R  ダ1800m 3歳上1600万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,花園ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｉワンダｰルビアノ,  9,幸    ,, 54,  -4,* -3, 9, 78.3,③③⑥, 1,10,Ｈドリブン, 41,武豊  ,, 63,*  4,  -6, 2,  2.4,③②②, 1, 9,Ａハシルジョウオｰ, 72,橋本美,, 77,   1,* 10, 2,  4.4,⑥⑦③, 1, 8,Ａオｰスミヘネシｰ, 89,武豊  ,, 87,   6,* 18, 2,  4.9,⑨⑧⑧
 2, 2,Ｃエイシンダンベリｰ, 43,福永  , 0.0, 56,* -1,  -7, 2,  3.0,①①①, 2, 8,Ｇワイズユｰス, 44,川島信, 0.0, 64,  -2,*  3, 9, 78.7,⑧⑪⑨, 2, 3,Ｄサンクスアロット, 63,武豊  , 0.3, 71,  -2,* 10, 1,  1.9,⑨⑩⑨, 2, 9,Ｇカオリノｰブル, 79,蛯名  , 0.1, 87,* 11,  12, 7, 11.8,①②②
 3, 8,Ｅサンワｰドトリッピ, 37,藤田  , 0.1, 55,* -2,  -7, 5,  7.8,②②②, 3,12,Ｅテイエムプレジャｰ, 47,松永  , 0.2, 60,  -1,* -1, 6, 25.5,⑩⑨⑨, 3,12,Ｃアドマイヤイチ, 66,岩田  , 0.5, 70,   4,   3, 3,  5.8,①③③, 3, 3,Ｄオｰガストバイオ, 84,池添  , 0.1, 87,   8,* 16, 4,  7.4,⑦⑦⑤
 4, 4,Ｂヒシアｰバン, 49,渡辺薫, 0.3, 53,* -3,  -8, 1,  2.9,⑤③③, 4, 1,Ｊハｰトランカスタｰ, 31,藤岡  , 0.3, 58,*  5, -14, 1,  2.4,①①①, 4, 7,Ｈアミリス, 55,後藤浩, 0.7, 69,*  7,  -2, 8, 40.7,②②②, 4,16,Ｃサワノブレイブ, 84,福永  , 0.3, 84,*  9,  11, 3,  5.4,④③③
 5, 1,Ｄエイシンサットン, 39,藤岡  , 0.6, 49,  -8,* -6, 3,  4.8,⑦⑦⑥, 5, 3,Ｃトッケンショウブ, 52,福永  , 0.7, 55,   2, -14, 4, 11.5,⑥⑤④, 5, 8,Ｂミラキュラス, 71,鮫島良, 0.9, 63,   2,  -2, 5, 13.6,②③③, 5, 1,Ｅゼンノストライカｰ, 84,石橋守, 0.5, 83,   9,  12, 6, 11.1,⑤⑤⑤
 6, 5,Ｆゼットフラッシュ, 28,川田  , 0.9, 46,  -6, -12, 7, 46.6,⑥⑥⑤, 6, 5,Ａナイスソニック, 64,小林徹, 0.9, 51,  -1, -12, 3,  7.9,⑩⑨⑨, 6, 1,Ｆタガノメガミ, 60,小原  , 1.1, 62,  -1,   1, 6, 16.5,⑩⑧⑦, 6,15,Ｂトｰセンブライト, 85,ルメｰ, 0.5, 83,   9,  10, 1,  3.5,⑤⑤⑤
 7, 7,Ｈラガｰゴｰルド, 16,ルメｰ, 2.1, 33, -18,  -6, 6, 27.2,⑨⑨⑨, 7,11,Ｂデュイキャスケｰド, 54,橋本美, 1.0, 49,   2, -18, 7, 28.8,⑧⑤⑦, 7,11,Ｅリトルマｰメｰド, 61,四位  , 1.1, 62,  -1,   1, 4, 13.2,⑧⑧⑨, 7, 2,Ｊホｰマンキュｰト, 75,飯田  , 0.9, 82,   5,  14,12,100.2,⑫⑫⑩
 8, 9,Ｇコウエイブロッサム, 23,小林徹, 2.8, 28, -10, -23, 8, 65.3,⑧⑧⑧, 8, 9,Ｄキンショｰハヤテ, 49,後藤浩, 1.1, 49,   2, -20, 5, 14.3,⑦⑤④, 8,10,Ｋテイエムヨカオゴ, 48,菊地昇, 1.3, 60,  -4,   2,11,166.8,⑪⑪⑨, 8,12,Ｋダンシングテン, 74,幸    , 1.1, 79,   5,  14,16,200.6,⑫⑫⑭
 9, 3,Ａメイショウダンケン, 49,岩田  , 3.1, 26,* -3, -36, 4,  6.6,③③③, 9, 2,Ｋモｰニングドレス, 27,藤田  , 1.3, 46,*  5, -28,11, 88.3,②②②, 9, 4,Ｊプルミエｰルマルク, 49,河北  , 1.7, 61,* 10, -15, 7, 30.9,②①①, 9, 4,Ｈビッグエンデバｰ, 77,上村  , 1.2, 76,* 11,  -1, 8, 17.3,①①①
,,,,,,,,,,,,10, 7,Ｆエミリアシチｰ, 46,幸    , 1.5, 43,   2, -26,10, 86.9,⑤⑤⑦,10, 5,Ｉヤマニンリファイン, 53,福永  , 2.3, 49,   2, -14,10, 48.5,⑤③⑦,10, 7,Ｌブラｰボウッズ, 74,藤岡  , 1.3, 79,   3,* 15,13,134.6,⑯⑯⑯
,,,,,,,,,,,,11, 6,Ｌブルｰマタドｰル, 13,鮫島良, 1.6, 38,   1, -31, 8, 50.4,④④④,11, 6,Ｌカンファｰラビット, 41,高橋亮, 2.9, 42,  -6, -12,12,275.0,⑫⑫⑫,11, 6,Ｉメイショウフクヒメ, 77,橋本美, 1.4, 77,   5,  10,10, 38.5,⑮⑫⑫
,,,,,,,,,,,,12, 4,Ｉラブストｰン, 35,渡辺薫, 1.8, 39,  -4, -21,12,228.9,⑫⑫⑫,12, 2,Ｇエイコｰンリング, 56,上村  , 3.1, 42,   4, -23, 9, 46.6,⑥③③,12,11,Ｐモガリブエ, 67,高田  , 1.7, 74,   7,   3,15,148.6,⑦⑧⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 5,Ｆビッグドン, 83,川島信, 2.0, 73,   6,   2, 5,  9.2,⑨⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,Ｍシャルルゲラン, 73,河北  , 2.1, 73,   4,   5,11, 83.3,⑫⑮⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,Ｏエクススペシャル, 69,小林徹, 2.1, 71,   6,   2,14,136.0,⑨⑪⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｎラヴァｰズレｰン, 71,柴原  , 2.3, 69,* 10,  -9, 9, 28.5,③③③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-6),,,,,,,,,,,
"単勝:7,830円 複勝:06=990円 02=130円 08=230円 枠連:9,570円",,,,,,,,,,,,"単勝:240円 複勝:10=140円 08=850円 12=520円 枠連:3,150円",,,,,,,,,,,,単勝:440円 複勝:09=120円 03=110円 12=160円 枠連:350円,,,,,,,,,,,,"単勝:490円 複勝:08=210円 09=360円 03=240円 枠連:2,770円",,,,,,,,,,,
"馬連:11,410円 ワイド:02-06=2,960円 06-08=6,120円 02-08=410円",,,,,,,,,,,,"馬連:6,790円 ワイド:08-10=2,100円 10-12=850円 08-12=4,620円",,,,,,,,,,,,馬連:320円 ワイド:03-09=170円 09-12=370円 03-12=240円,,,,,,,,,,,,"馬連:2,810円 ワイド:08-09=930円 03-08=750円 03-09=1,230円",,,,,,,,,,,
