05年10月23日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年10月23日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万(混) 別定,,,,,,,,,,,,■10R  芝1400m 3歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,錦秋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｄチャｰムダンス, 46,蛯名  ,, 60,  -2,*  1, 3, 10.0,④③③, 1, 4, ケイアイプリティｰ,,鈴木慶,,,,, 3,  8.2,④①①, 1,13,Ａメガトンカフェ, 77,柴田善,, 83,* -2,* 24, 2,  3.1,②②②, 1,15,Ａシンボリエスケｰプ, 91,蛯名  ,, 83, -10,* 31, 1,  2.4,⑦⑥⑤
 2, 9,Ａメジロファルカル, 51,田中勝, 0.5, 55,  -6,*  1, 1,  1.3,②⑤⑦, 2, 6, マイネルアストロン,,平沢健, 0.7,,,, 9, 28.8,⑥③②, 2,11,Ｃタケデンノキボｰ, 70,張田  , 0.5, 68,*  1,  11, 5, 15.2,①①①, 2, 4,Ｋカリプソパンチ, 70,勝浦  , 0.2, 72,* -7,  23, 6, 27.3,②②③
 3, 6,Ｃアポロガイア, 47,江田照, 0.6, 56,*  1,  -8, 2,  7.0,①①①, 3,10, グランツスワン,,西谷  , 0.9,,,, 2,  3.4,⑫⑥⑤, 3, 9,Ｄアクレイム, 67,田中勝, 0.9, 69,  -5,  17, 1,  1.9,④④④, 3, 2,Ｉラストモア, 72,菊沢徳, 0.2, 85, -18,* 36, 4, 11.1,⑭⑭⑮
 4,12,Ｂニシノインピッシュ, 50,柴田善, 0.8, 53,  -4,  -5, 4, 11.6,⑥⑥⑤, 4,13, トｰセンデルマｰレ,,五十雄, 1.9,,,, 4,  8.4,⑧⑦⑦, 4, 3,Ｂタマモダンディ, 70,後藤浩, 1.1, 75,  -9,* 25, 3,  6.8,⑬⑫⑪, 4, 7,Ｂピサノグラフ, 85,北村宏, 0.3, 80, -15,* 32, 3,  5.1,⑫⑫⑬
 5,11,Ｋプリンセスヨコハマ, 22,吉永  , 1.0, 52,*  0, -11,10,179.9,②②②, 5, 7, サイバｰシチｰ,,三浦  , 2.7,,,, 1,  3.2,⑪⑧⑧, 5, 4,Ｆレディマｰメイド, 64,北村宏, 1.3, 71,  -9,* 21, 4, 10.7,⑪⑫⑪, 5, 5,Ｃムｰンシャイン, 82,後藤浩, 0.4, 76, -14,  29, 2,  3.2,⑧⑩⑨
 6,13,Ｍロマンスオｰラ,  0,小林淳, 1.0, 50,  -8,  -2,13,221.2,⑩⑩⑨, 6, 3, ジョッシュ,,浜野谷, 4.6,,,, 8, 19.6,①②②, 6, 2,Ｊカネスマスタピｰス, 54,大野  , 1.5, 55,  -8,   9, 7, 41.7,⑤⑤⑤, 6, 3,Ｆマイネルアルバ, 74,田中勝, 0.5, 72, -11,  25, 8, 38.6,⑧⑦⑦
 7, 8, ヒシカツテイオｰ,---,南田  , 1.7, 40, -16,  -2,12,215.6,⑭⑭⑭, 7, 2, コウセイバクシン,,沢    , 5.7,,,, 7, 12.9,③③④, 7, 7,Ｅオンワｰドタイタン, 66,水出  , 1.5, 52,  -5,   1, 6, 32.6,③②②, 7,13,Ｌフェザｰレイ, 67,柴田善, 0.5, 66,* -4,  15, 9, 57.2,③②②
 8, 5,Ｊアイアムマイネル, 29,大野  , 1.9, 39, -13,  -8,11,202.0,⑫⑫⑫, 8,11, トウショウタイトル,,水出  , 5.9,,,,12, 72.3,⑬⑭⑫, 8, 6,Ｌサマｰオブキングス, 51,蛯名  , 2.2, 53,  -7,   5, 9,131.4,⑨⑨⑧, 8, 9,Ｄビッグスマッシュ, 78,鈴来  , 0.7, 71, -13,  25,11, 92.8,⑬⑫⑨
