05年11月12日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月12日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  芝2000m 3歳上500万 別定,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万 別定,,,,,,,,,,,,■10R  芝2000m 3歳上500万(牝) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,檜原湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｇダイワパッション, 48,武士沢,, 68,* 19, -11, 7, 20.6,①①①, 1,12,Ｄエキサイトラン, 70,芹沢  ,, 75,* 12,   3, 3,  5.5,①①①, 1,10,Ａカオリエスペランサ, 71,吉田隼,, 66,   5,*  0, 1,  3.7,⑥④④, 1, 4,Ａロフティｰエイム, 83,石橋脩,, 91,*  8,* 27, 1,  2.8,③①①
 2, 7,Ｅボムシェル, 51,中舘  , 0.3, 63,* 18, -14, 1,  3.3,③②②, 2,10,Ｊヤマカツピレネｰ, 60,田嶋翔, 0.0, 78,   9,* 10, 7, 18.6,⑧⑦⑦, 2, 5,Ｈアグネスマサオｰ, 62,柴田大, 0.0, 71,   7,*  4, 5,  9.2,⑨⑥④, 2, 9,Ｂフミノバラｰド, 75,千田  , 0.8, 84,   6,* 21, 5,  9.5,⑥⑤③
 3, 1,Ａツルミトゥインクル, 64,松田  , 0.5, 59,   7,* -7, 3,  4.8,⑨⑧⑥, 3,11,Ｋマイネルプログレス, 59,大庭  , 1.0, 71,   6,*  5,11, 60.6,⑮⑫⑪, 3,15,Ｂマイネルレオン, 70,岩部  , 0.3, 68,   4,*  5, 7, 14.0,⑫⑪⑩, 3,12,Ｆマｰベラスカクテル, 70,大野  , 1.2, 80,   3,* 21, 4,  7.2,⑯⑫⑨
 4, 8,Ｂカシノアスワン, 64,小島一, 0.7, 52,* 16, -22, 8, 26.6,②②③, 4, 5,Ｈユメロマン, 62,木幡  , 1.4, 64,   6,  -3, 9, 35.6,⑨⑩⑪, 4, 2,Ｅカツヨキャンドゥ, 65,塚田  , 0.7, 61,*  7,  -9, 9, 14.7,④②②, 4,14,Ｃエイシンハッピｰ, 74,大西  , 1.3, 77,   3,  19, 2,  3.8,⑫⑫⑭
 5,15,Ｃケｰジｰオテンバ, 56,赤木  , 0.8, 54,  15, -18, 5,  9.7,③④④, 5, 2,Ｏサムライジョｰイ, 52,土谷  , 1.4, 63,   7,  -4,13,170.1,⑨⑩⑦, 5, 6,Ｊシルクデュｰク, 61,中舘  , 0.7, 63,*  8,  -9, 2,  4.1,①①①, 5,10,Ｈシャンゼリゼシチｰ, 69,小林淳, 1.3, 78,*  8,  10, 8, 30.3,②②③
 6, 9,Ｊコスモコントワｰル, 41,長谷川, 0.8, 51,  11, -16, 2,  4.0,⑦⑤④, 6, 1,Ｃトウショウパワｰズ, 70,長谷川, 1.5, 60,* 11, -17, 2,  3.4,②②②, 6,11,Ｄメジロハックマン, 66,小林淳, 1.1, 61,   6,  -7, 4,  9.0,⑨⑥⑥, 6, 1,Ｄカンファｰエルフ, 71,柴山  , 1.3, 76,   3,  18, 3,  6.8,⑨⑩⑨
 7, 6,Ｍブルｰバイオレット, 27,吉田隼, 0.9, 46,   3, -13, 6, 15.1,⑨⑨⑨, 7, 7,Ｉマチカネオオバン, 61,赤木  , 1.6, 61,   9, -13, 6, 18.0,⑥⑦③, 7,13,Ｆシルキｰパンチ, 65,鈴木慶, 1.4, 57,   0,  -2,14,163.8,⑭⑬⑫, 7,16,Ｎミココロ, 56,土谷  , 1.4, 78,   5,  16,14,134.8,⑫⑩⑥
 8,14,Ｋプリンセスマッハ, 39,柴田未, 1.0, 47,  -7,* -1,12,119.8,⑮⑭⑬, 8,14,Ｎベストグランチャ, 54,水出  , 1.7, 59,   8, -16,14,195.8,⑫⑦⑤, 8,12,Ｋトｰセンセッション, 61,池田  , 1.5, 58,*  8, -15, 3,  6.7,②②②, 8, 7,Ｍゲイリｰバｰド, 59,北村浩, 1.6, 72,   5,   9,10, 37.1,⑨⑤⑨
 9, 3,Ｄスタｰライトダンス, 55,柴山  , 1.3, 43,  -1, -11, 4,  5.9,⑧⑪⑩, 9, 8,Ｅシルクマイスタｰ, 66,中舘  , 2.1, 58,* 13, -25, 4,  6.7,④②③, 9, 3,Ｍグレｰドエｰス, 56,五十雄, 1.6, 56,  -1,  -1,15,177.1,⑬⑭⑭, 9, 5,Ｇボアオンワｰド, 69,松田  , 2.0, 69,   5,   3,12, 61.3,⑮⑤③
10, 4,Ｆベルモントキャスカ, 49,加藤士, 1.3, 41,   8, -23, 9, 62.6,⑤⑦⑥,10, 9,Ｌハイヤｰザンヘブン, 58,宗像  , 2.4, 54,* 11, -27,12, 99.3,⑤④⑦,10, 7,Ｏパルキセキ, 29,柴山  , 1.8, 56,   2,  -6,10, 28.2,⑪⑫⑫,10,11,Ｋオンワｰドサマンサ, 66,二本柳, 2.1, 69,   2,  13,11, 57.0,⑭⑭⑫
