05年12月11日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年12月11日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1700m 3歳上500万 別定,,,,,,,,,,,,■10R  芝1200m 2 歳500万(混) 馬齢,,,,,,,,,,,
12, 8,Ｉディヴィｰナ, 33,古川吉, 1.5, 36,  -9, -13,10,137.8,⑪⑩⑩,,,,,,,,,,,,,12, 3,Ｈグラスファイタｰ, 58,南田  , 2.2, 47,   0, -18, 7, 23.1,③⑨⑨,12, 3,Ｊエイシンチャｰム, 55,大西  , 1.4, 53,   4,  -9, 9, 21.4,⑦⑨⑪
13, 9,Ｄタバスコリエ, 41,竹之下, 1.9, 33,  -2, -22, 5, 16.3,⑥⑥⑦,,,,,,,,,,,,,13,12,Ｉキャピタルゲイン, 58,松田  , 2.5, 48,  -2, -12,10, 48.9,⑬⑬⑮,13,18,Ｍソニックベロシティ, 54,安田  , 1.4, 55,   9, -14, 4, 11.9,⑨⑤⑦
14,15,Ｌスリｰマスコット, 23,橋本美, 2.0, 28, -13, -15,11,281.3,⑬⑭⑮,,,,,,,,,,,,,14, 8,Ｎセフティｰプレイス, 49,佐久間, 2.8, 42,   0, -22,15,257.6,⑦⑨⑫,14,16,Ｆエイシンラビアン, 55,石橋脩, 1.5, 55,* 12, -18,10, 24.4,②④⑦
15,10,Ｎオｰルビｰ, 10,高野和, 2.7, 18, -11, -26,14,530.1,⑧⑫⑬,,,,,,,,,,,,,15, 5,Ｇビｰシャｰプ, 59,石橋脩, 5.5, 21,   3, -51, 2,  7.3,①③⑨,15,11,Ｋサルトリｰガｰル, 54,松田  , 1.5, 51,  -4,  -3,12, 44.3,⑫⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 1, インパクトワン,---,安部幸, 1.6, 46, -17,*  8,14, 73.9,⑱⑱⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,10,Ｄドナラｰク, 60,内田浩, 1.7, 48,   2, -12,16, 78.5,⑫⑪⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 2,Ｑリｰドラヴィｰ, 19,東川  , 2.3, 36, -12,  -7,18,317.1,⑰⑰⑰
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+15 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-4),,,,,,,,,,,
単勝:140円 複勝:02=100円 12=150円 03=190円 枠連:350円,,,,,,,,,,,,単勝:280円 複勝:04=160円 10=140円 06=980円 枠連:520円,,,,,,,,,,,,単勝:180円 複勝:11=130円 02=190円 01=490円 枠連:510円,,,,,,,,,,,,"単勝:290円 複勝:07=180円 08=440円 17=470円 枠連:2,180円",,,,,,,,,,,
馬連:320円 ワイド:02-12=200円 02-03=400円 03-12=940円,,,,,,,,,,,,"馬連:510円 ワイド:04-10=290円 04-06=2,070円 06-10=1,680円",,,,,,,,,,,,"馬連:810円 ワイド:02-11=370円 01-11=960円 01-02=1,290円",,,,,,,,,,,,"馬連:1,960円 ワイド:07-08=730円 07-17=970円 08-17=3,190円",,,,,,,,,,,
"馬単:530円 3連複:1,690円",,,,,,,,,,,,"馬単:1,010円 3連複:6,390円",,,,,,,,,,,,"馬単:1,270円 3連複:4,970円",,,,,,,,,,,,"馬単:3,010円 3連複:10,480円 3連単:41,470円",,,,,,,,,,,
■ 2R  ダ1700m 3歳上500万 別定,,,,,,,,,,,,■ 5R  ダ1700m 3歳上500万 別定,,,,,,,,,,,,■ 8R  芝1200m 3歳上500万(牝) 別定,,,,,,,,,,,,■11R  芝1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,豊明特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａキングオブウィナｰ, 71,柴原  ,, 67,* -2,  10, 1,  2.6,①①①, 1, 8,Ｅオッティミスタ, 61,太宰  ,, 75,*  7,*  5, 2,  4.6,③②①, 1,15,Ｇエイグレット, 66,津村  ,, 75,   3,  10, 6, 24.1,⑨⑦⑥, 1, 6,Ｎブレイブスペシャル, 67,二本柳,, 83,   4,  18,11, 21.1,⑩⑦⑤
 2,13,Ｃトｰセンマウンテン, 66,加藤士, 0.2, 71,  -8,* 17, 3,  5.0,⑫⑪⑨, 2, 4,Ａイエス, 68,安部幸, 0.3, 73,*  8,   3, 3,  4.7,⑦②②, 2,13,Ａシｰクレットルｰム, 78,川田  , 0.1, 74,*  8,   4, 1,  1.7,①②②, 2, 4,Ｉロｰドグランディス, 71,佐藤哲, 0.1, 81,   6,  14, 2,  5.9,⑦⑤⑤
 3, 7,Ｄシルクトリガｰ, 64,川田  , 0.6, 62,  -5,   9, 4,  9.5,⑥⑥⑤, 3,14,Ｂハヤチマル, 65,嘉藤  , 0.7, 70,   6,   0, 4,  7.1,⑥⑤④, 3, 6,Ｉシシャモムスメ, 66,武士沢, 0.1, 76,  -2,* 16, 4, 11.3,⑫⑬⑬, 3, 3,Ｅディアチャンス, 75,小林徹, 0.1, 84,   3,* 21, 1,  4.6,⑪⑩⑨
 4,14,Ｊロｰレルシｰド, 59,水出  , 0.7, 58,* -4,   4,11, 50.9,③②②, 4,16, マルブツワｰルド,---,鮫島良, 2.1, 56,  -7,*  7, 8, 21.4,⑭⑭⑭, 4,17,Ｊホｰプフルワｰルド, 65,小池  , 0.2, 74,*  9,   3,18,274.1,③②③, 4,11,Ａセヴンスバｰド, 79,大庭  , 0.2, 76,*  8,   5, 4,  7.3,⑪②②
 5,15,Ｌシルクアルタイル, 57,嘉藤  , 0.9, 60,  -4,   6, 7, 26.3,⑧⑥⑤, 5, 3,Ｆパンテオンシチｰ, 61,中舘  , 2.2, 58,   6, -14, 6, 12.6,④⑤④, 5,18,Ｂバブルファンタジｰ, 72,鮫島良, 0.2, 71,   4,   5, 3,  7.7,⑥④③, 5,10,Ｈマリウス, 72,柴原  , 0.3, 82,  -2,* 24,13, 37.5,⑮⑮⑫
 6, 3,Ｉエｰピｰソブリン, 59,南田  , 0.9, 59,  -8,   9,10, 45.9,⑨⑨⑧, 6, 9,Ｌスウィｰプアロング, 47,高野和, 2.2, 54,   5, -15, 5, 10.3,④⑤⑥, 6,16,Ｄステキナブロンコ, 67,石橋脩, 0.3, 71,  -6,* 16, 9, 33.3,⑰⑮⑬, 6,12,Ｂマルイチクエスト, 79,安部幸, 0.3, 73,*  8,   2, 7, 12.5,③①①
 7, 4,Ｂタムロブライアン, 66,鮫島良, 1.0, 56,* -5,   2, 2,  4.4,⑥④②, 7,15,Ｍマリｰハドソン, 47,小林久, 2.3, 57,   3, -10,13,101.5,⑨⑧⑧, 7, 3,Ｎビッグハｰト, 61,赤木  , 0.3, 73,* 10,   0,13, 85.9,③①①, 7, 9,Ｐバンブｰライカルト, 61,石橋脩, 0.3, 75,*  6,   6,14, 44.5,④④③
 8, 9,Ｐミヤコフラッシュ, 45,柄崎  , 1.2, 63, -10,  13,15,149.4,⑭⑭⑬, 8,10,Ｃトウショウアスロン, 63,佐久間, 2.3, 54,  -4,  -1,12, 95.3,⑭⑬⑬, 8, 4,Ｐアンナヴァン, 60,小島一, 0.3, 67,   2,   5,11, 39.7,⑥⑦⑧, 8,14,Ｊビッグタイガｰ, 71,長谷川, 0.7, 73,   2,  10,10, 17.8,⑬⑩⑨
 9, 2,Ｆコウギョウマシｰン, 62,小島一, 1.2, 61, -12,* 12, 6, 24.8,⑯⑮⑮, 9,12,Ｎコメットサンサン, 41,石橋脩, 2.3, 56,  -1,  -4,15,343.0,⑬⑫⑫, 9, 9,Ｈナリタシｰクレット, 66,小林徹, 0.4, 71,  -1,  10, 2,  6.8,⑩⑩⑧, 9, 7,Ｄハｰトランドヒリュ, 75,武士沢, 0.9, 72,  -7,* 19,12, 28.9,⑯⑯⑯
10,12,Ｈヨシリマｰカブル, 61,大庭  , 1.2, 63, -10,* 14,13, 56.6,⑮⑮⑮,10, 6,Ｈリネンメイン, 55,南田  , 2.5, 53,   2, -12,10, 82.9,⑩⑧⑧,10, 8,Ｃカヤドｰルｰジュ, 68,菊沢徳, 0.4, 69,  -3,  11,10, 36.9,⑭⑬⑬,10,13,Ｍホッコｰソレソレｰ, 69,小池  , 1.2, 63,   4,  -4, 8, 17.3,①⑤⑦
11,11,Ｍジェイケイワンダｰ, 56,佐藤聖, 1.6, 49,  -5,  -3,14, 73.5,④④⑤,11, 5,Ｉセトウチクルｰズ, 49,津村  , 2.9, 50,   0, -13, 7, 15.9,⑫⑪⑩,11, 5,Ｍイケソシアル, 61,生野  , 0.5, 68,   0,   6,17,199.5,⑥⑩⑧,11, 8,Ｌトリリウム, 70,鮫島良, 1.3, 64,   0,   3,16, 81.4,⑭⑬⑫
12, 5,Ｅタイグレｰト, 62,生野  , 1.6, 52,  -9,   4,12, 54.2,⑪⑪⑬,12, 1,Ｄタケデンノキボｰ, 63,佐藤哲, 3.2, 49,*  8, -26, 1,  3.0,①①②,12, 7,Ｌプリンセスサウンド, 61,安田  , 0.7, 64,  -6,  10,15,102.2,⑭⑮⑯,12, 2,Ｇダブルキング, 73,津村  , 1.4, 62,   0,   0, 6, 11.6,⑤⑩⑫
13, 8,Ｏアプリラポルタ, 46,津村  , 1.8, 48,* -4,  -6,16,196.0,②②②,13, 7,Ｋテｰオｰキング, 48,塚田  , 3.6, 42,*  6, -31,11, 84.7,①②⑥,13,12,Ｏホｰマンソレイユ, 60,佐藤哲, 0.7, 66,   5,  -1, 8, 30.2,③④③,13, 5,Ｃナイスハンド, 76,橋本美, 1.4, 68,   6,  -1, 3,  7.1,⑨⑦⑦
14, 1,Ｇエムオｰロイヤル, 61,田辺  , 1.8, 55,  -8,   5, 5,  9.6,⑫⑬⑪,14, 2,Ｇテイエムスラッガｰ, 56,橋本美, 3.6, 47,   3, -21, 9, 70.1,⑦⑧⑩,14,11,Ｋテンエイキララ, 63,大庭  , 0.9, 62,*  7,  -6,12, 75.6,①④⑥,14,15,Ｋアインクライマｰ, 70,内田浩, 1.6, 61,   4,  -7,15, 53.9,⑤⑦⑨
15,16,Ｎフジヤマグラス, 53,長谷川, 2.4, 45,  -7,  -5, 8, 29.1,⑩⑨⑨,15,11,Ｊレッツゴｰアテネ, 49,水出  , 3.9, 41,  -7, -11,14,289.9,⑭⑭⑭,15,14,Ｆシｰクレットアｰト, 67,南田  , 1.0, 57,  -9,   5, 7, 29.0,⑱⑰⑯,15, 1,Ｆエキサイトラン, 75,大西  , 1.8, 58,  -1,  -3, 5, 10.4,⑦⑬⑮
16, 6,Ｋサザンバクシンオｰ, 57,田嶋翔, 2.5, 43,  -6,  -7, 9, 38.4,④⑧⑪,16,13,Ｏエプソムベスト, 34,加藤士,10.1, -6, -13, -59,16,371.4,⑩⑯⑯,16,10,Ｅファイティングアイ, 67,内田浩, 1.0, 60,  -1,   0,16,190.8,⑬⑩⑪,16,16,Ｏカｰティスクリｰク, 64,鹿戸  , 1.9, 58,*  9, -18, 9, 17.6,②②③
,,,,,,,,,,,,,,,,,,,,,,,,17, 1,Ｒレキシントンルビｰ, 53,安部幸, 1.3, 53,  -9,   3,14, 98.4,⑯⑰⑱,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 2,Ｑアイアムザヒロイン, 58,柴原  , 1.5, 52,   4, -12, 5, 17.2,⑩⑦⑪,,,,,,,,,,,,
ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-3),,,,,,,,,,,
単勝:260円 複勝:10=130円 13=170円 07=270円 枠連:690円,,,,,,,,,,,,単勝:460円 複勝:08=220円 04=150円 14=180円 枠連:940円,,,,,,,,,,,,"単勝:2,410円 複勝:15=460円 13=120円 06=240円 枠連:820円",,,,,,,,,,,,"単勝:2,110円 複勝:06=510円 04=200円 03=170円 枠連:680円",,,,,,,,,,,
"馬連:770円 ワイド:10-13=230円 07-10=480円 07-13=1,180円",,,,,,,,,,,,"馬連:1,280円 ワイド:04-08=550円 08-14=700円 04-14=540円",,,,,,,,,,,,"馬連:1,450円 ワイド:13-15=610円 06-15=2,510円 06-13=360円",,,,,,,,,,,,"馬連:9,520円 ワイド:04-06=2,630円 03-06=1,770円 03-04=580円",,,,,,,,,,,
"馬単:1,160円 3連複:2,960円",,,,,,,,,,,,"馬単:2,830円 3連複:2,580円",,,,,,,,,,,,"馬単:5,660円 3連複:4,330円",,,,,,,,,,,,"馬単:18,810円 3連複:13,420円 3連単:111,220円",,,,,,,,,,,
■ 3R  ダ1700m 3歳上500万(牝) 別定,,,,,,,,,,,,■ 6R  ダ1000m 3歳上500万(混) 別定,,,,,,,,,,,,■ 9R  ダ1700m 3歳上500万 別定,,,,,,,,,,,,■12R  芝2000m 3歳上500万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳴海特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｆオポテュｰニティ, 60,赤木  ,, 67,*  1,   4, 7, 11.9,⑦③②, 1, 7,Ｄビッグジェム, 67,佐久間,, 81,* 11,*  8, 3,  8.5,③③③, 1, 5,Ｃエイワンタッチ, 67,塚田  ,, 63,   0,*  3, 5,  7.0,⑪⑨⑨, 1, 2,Ｂフルヴィクトリｰ, 71,赤木  ,, 81,   4,* 17, 2,  5.6,⑪⑥③
 2, 7,Ａアルファｰワン, 66,二本柳, 0.1, 67,   0,*  5, 1,  2.8,⑥④④, 2,15,Ｍエイシンシｰマ, 54,酒井学, 0.3, 84,* 16,   5, 4, 11.1,①①①, 2, 2,Ｇショウナンガウディ, 58,石橋脩, 0.1, 64,   2,   1,13,103.8,⑦⑥⑤, 2, 4,Ｄメジロラガマフィン, 68,内田浩, 0.5, 72,   3,   9, 6, 13.6,⑨⑥⑦
 3, 3,Ｄキョウエイハツラツ, 61,橋本美, 0.3, 65,   0,   4, 2,  4.8,⑤⑦⑥, 3,14,Ａマヤノサムサラ, 74,鮫島良, 0.3, 74,   3,* 10, 1,  1.8,⑪⑧⑦, 3, 7,Ｆナスケンウインド, 60,二本柳, 0.5, 62,   4,  -5, 6,  9.5,⑤③③, 3, 6,Ｆフェイトトリックス, 67,松田  , 0.6, 70,*  5,   3, 1,  2.2,⑦③③
 4,12,Ｃキャンパスクイｰン, 62,津村  , 0.4, 63,  -2,   3, 4,  7.3,⑧⑦⑥, 4, 2,Ｂマルタｰズフィアｰ, 68,石橋脩, 0.5, 78,* 13,   3, 5, 12.2,②②②, 4,12,Ｋサイクルシチｰ, 53,加藤士, 0.6, 59,   2,  -6,12,102.9,⑤⑥⑤, 4,17,Ｉロングゴｰジャス, 62,高橋亮, 0.6, 69,*  8,  -5, 8, 19.1,②②②
 5,11,Ｈシルクホｰムラン, 59,安田  , 0.6, 62,   0,   0, 6, 10.4,⑩④④, 5, 3,Ｋハリアｰズリベンジ, 56,田辺  , 0.9, 68,   0,   9,12, 40.8,⑩⑩⑩, 5, 8,Ｐシルクコンコルド, 38,嘉藤  , 0.6, 62,   0,   1,16,184.4,⑪⑫⑪, 5,15,Ｅトｰセンアダン, 67,中舘  , 0.6, 71,   3,   7, 4,  9.7,⑨⑥⑦
 6, 4,Ｋベルモントリンクル, 45,武士沢, 0.8, 62,  -4,*  6,12,335.1,⑫⑪⑨, 6, 4,Ｃロｰドウィザｰド, 68,中舘  , 1.1, 69,   9,   0,11, 34.7,⑤④④, 6,13,Ｏラッキｰサフロン, 38,菊沢徳, 0.7, 61,  -2,*  3,10, 52.8,⑭⑭⑭, 6,12,Ｃオイワケウコン, 70,津村  , 0.7, 69,*  5,   1, 5, 10.0,⑤③③
 7,10,Ｊヒｰリングヴォイス, 51,鮫島良, 0.8, 59,*  2,  -7, 8, 50.9,③①①, 7, 8,Ｇラクリマ, 61,松田  , 1.1, 64,  -5,* 10, 6, 17.8,⑬⑫⑫, 7, 1,Ｂスプリングボゴタ, 67,小林徹, 0.8, 59,*  7, -13, 4,  7.0,①①①, 7,14,Ａケｰジｰフジキセキ, 81,大西  , 0.7, 69,*  6,   0, 3,  7.1,③③③
 8, 8,Ｇメジロバｰミュｰズ, 60,中舘  , 0.9, 60,   0,  -1, 5,  9.5,④⑦⑥, 8,12,Ｅフィｰルザビュウ, 65,安部幸, 1.1, 70,   8,   2, 2,  8.2,⑨④④, 8,16,Ｄオンワｰドマリオン, 63,中舘  , 0.9, 60,   3,  -7, 2,  4.8,⑨⑥⑤, 8,18,Ｌトｰセンサファイア, 60,北村浩, 0.8, 71,   1,  10,16,243.4,⑫⑪⑪
 9, 9,Ｂキｰエクセレンス, 63,川田  , 0.9, 60,  -2,   1,10, 57.8,⑨⑩⑨, 9, 1,Ｏミヤジアイ, 54,内田浩, 1.3, 66,   9,  -2,13,135.7,③④④, 9, 6,Ｌブルｰスコｰピオン, 52,古川吉, 1.0, 58,  -5,*  6,15,167.0,⑯⑯⑮, 9, 8,Ｇフォトジェニｰ, 66,佐藤哲, 0.8, 69,   3,   4, 7, 16.3,⑤⑥⑦
10, 1,Ｉアドマイヤイチ, 57,長谷川, 1.0, 58,*  2,  -9, 3,  5.0,①②②,10,10,Ｈダイヤモンドプラド, 60,津村  , 1.4, 60,  -3,   4, 9, 30.5,⑦⑪⑩,10,11,Ｎスリｰハイシャトル, 48,鮫島良, 1.2, 54,*  4, -15, 3,  5.4,②②②,10, 7,Ｒシｰサイドブリｰズ, 41,安部幸, 0.9, 72,  -3,* 16,10, 58.3,⑮⑮⑮
11, 5,Ｌオンワｰドスピカ, 36,柴田大, 3.1, 40,   0, -23,11,289.7,①④⑨,11, 5,Ｉシルクリザルト, 60,高野和, 1.6, 57,   0,  -1, 7, 21.5,⑦⑨⑨,11, 4,Ａメディアミックス, 74,太宰  , 1.4, 55,*  4, -15, 1,  3.1,④③③,11, 1,Ｍシルクプロシｰド, 59,嘉藤  , 1.0, 69,   1,   8, 9, 56.3,⑭⑪⑪
12, 6,Ｅサンデｰメモリｰ, 61,佐久間, 3.5, 38,  -5, -21, 9, 54.7,⑩⑪⑫,12, 9,Ｊコスモブレｰン, 57,長谷川, 1.6, 56, -10,   8, 8, 24.3,⑭⑬⑬,12, 3,Ｉハイエストフォｰス, 55,西田  , 1.6, 54,   1, -11, 8, 35.7,⑨⑨⑨,12, 5,Ｑエイミングポイント, 55,石橋脩, 1.1, 66,   1,   4,14,104.9,⑦⑪⑪
,,,,,,,,,,,,13, 6,Ｆコメンドタイム, 61,古川吉, 1.8, 59,   7,  -6,10, 31.1,⑤④⑦,13, 9,Ｅインタｰメルボルン, 60,長谷川, 1.7, 51,   0, -12, 9, 43.5,⑧⑨⑪,13, 3,Ｎマイネルザカｰト, 57,長谷川, 1.1, 67,   1,   6,13,103.7,⑫⑪⑪
,,,,,,,,,,,,14,11,Ｌデンコウタｰビン, 55,川田  , 1.9, 51, -10,   4,14,182.4,⑪⑬⑭,14,15,Ｍシルクセレクト, 50,武士沢, 2.3, 49,   0, -15,14,154.9,⑬⑫⑪,14,11,Ｈヤマニンビジュｰ, 63,二本柳, 1.3, 70,  -5,* 18,15,156.2,⑯⑯⑯
,,,,,,,,,,,,15,13,Ｎクノッソス, 54,佐藤哲, 3.2, 30, -29,   3,15,236.8,⑮⑮⑮,15,14,Ｊスペシャルシチｰ, 54,南田  , 3.5, 36,*  3, -36,11, 70.5,②③⑤,15,10,Ｐセンタｰジｰル, 55,武士沢, 1.4, 70,  -7,* 22,18,296.0,⑱⑱⑱
,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｈソブリンソニック, 57,赤木  , 4.5, 32,  -3, -31, 7, 35.6,⑭⑮⑮,16,16,Ｏメロディｰタｰン, 56,西田  , 1.5, 67,  -7,* 16,17,279.7,⑰⑯⑯
