05年12月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年12月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  ダ1000m 3歳上500万 別定,,,,,,,,,,,,■ 7R  芝2500m 3歳上500万(混) 別定,,,,,,,,,,,,■10R  芝1200m 3歳上500万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,清洲特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｊヤマニンプレアデス, 25,中舘  ,, 67,* -6,* 13, 2,  5.4,②②②, 1, 8,Ａエイシンシｰマ, 87,鮫島良,, 73,*  6,   3, 1,  2.2,①①①, 1, 2,Ａグレｰトボヤｰジュ, 81,鮫島良,, 85,  -4,* 27, 1,  3.8,⑪⑩⑨, 1,14,Ｆスプリングタピアン, 68,石橋脩,, 74,  -1,* 13, 3,  4.7,⑤⑥⑥
 2,15,Ｃゼンノマルビナス, 52,柴山  , 0.5, 63,* -7,  10, 1,  1.8,③③③, 2,12,Ｃキクノグロｰリｰ, 72,岡部誠, 0.2, 71,   0,*  8, 2,  4.4,⑩⑦④, 2, 6,Ｃダンツトレジャｰ, 77,池添  , 0.4, 75,  -3,* 19, 4,  5.6,⑨⑧⑥, 2, 8,Ｃキシュウロｰズ, 70,池添  , 0.0, 74,  -4,* 16, 6, 19.9,⑨⑧⑧
 3,11,Ｂサｰユウジｰン, 53,芹沢  , 0.7, 62,  -8,  10, 4,  8.7,⑤⑤⑤, 3, 3,Ｂチョウカイミッキｰ, 77,中舘  , 0.3, 71,   4,   4, 3,  4.8,②③②, 3, 8,Ｉトップセラｰ, 65,ボニヤ, 0.6, 67,  -3,  13, 5,  9.1,⑤⑤③, 3,16,Ａメイショウリオン, 78,武幸  , 0.1, 71,*  9,   2, 4,  6.5,①①①
 4, 4,Ａベルフリｰ, 54,水出  , 0.7, 61, -13,* 13, 3,  6.5,⑫⑨⑧, 4, 1,Ｅタケデンバトル, 67,加藤士, 0.5, 62,  -4,   5, 5, 12.3,⑦⑩⑩, 4, 3,Ｇマチカネウマジルシ, 68,松田  , 0.8, 63,*  0,   6, 8, 23.4,②②②, 4, 3,Ｄコスモラヴアゲイン, 68,佐藤哲, 0.1, 73,   1,  10, 1,  2.8,⑤⑤④
 5, 9,Ｅイブキゴルゴ, 45,野元  , 0.8, 59,* -6,   4, 5, 11.8,①①①, 5,15,Ｉマイネルヴェッカｰ, 56,佐藤聖, 0.6, 59, -12,*  9,11, 85.2,⑩⑪⑪, 5, 9,Ｆヤマニンアロンディ, 70,鈴木慶, 0.9, 65,  -6,  14,11, 96.9,⑪⑬⑬, 5,15,Ｇパｰフェクトダンス, 63,小牧太, 0.5, 67, -16,* 20, 7, 26.4,⑯⑯⑮
 6, 8,Ｄメインバンク, 47,佐藤哲, 1.4, 56,  -9,   4, 6, 19.0,⑦⑦⑤, 6,10,Ｆドルフィンゴｰルド, 60,北村浩, 0.7, 63,*  4,  -3, 8, 54.2,⑤②③, 6, 5,Ｅマイネルザナドゥ, 71,中舘  , 0.9, 64,  -4,  12, 7, 18.9,⑥⑧⑧, 6, 4,Ｉスタｰオブジアｰス, 63,岩部  , 0.6, 64,*  4,  -1,13,190.7,②②②
 7, 1,Ｋサンマルセイコｰ, 22,嘉藤  , 1.7, 52,* -7,  -2,11,170.5,④③③, 7, 2,Ｍタイセイドラゴン, 54,津村  , 0.9, 58,  -2,  -1,12,135.2,⑦⑦⑦, 7,11,Ｌディアエイジ, 62,ルメｰ, 1.0, 60,  -1,   5, 6, 10.8,③③③, 7, 9,Ｅピサノキャニオン, 68,塚田  , 0.6, 66,   0,   4, 5, 13.5,⑤⑥⑥
 8, 5,Ｏクｰドゥフｰドル,  6,柴原  , 1.9, 54, -15,   9, 7, 32.0,⑭⑪⑪, 8,11,Ｊアドマイヤソニック, 56,柴山  , 1.1, 53, -16,*  9, 9, 68.7,⑭⑬⑬, 8,10,Ｂトウカイエｰル, 78,嘉藤  , 1.4, 58,  -1,   1, 2,  4.3,⑥③③, 8, 6,Ｈリュウサンサン, 63,鮫島良, 0.6, 64,  -4,   7,16,227.3,⑤⑧⑧
