05年10月30日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年10月30日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 7R  芝1200m 3歳上500万(牝) 別定,,,,,,,,,,,,■10R  芝1700m 2 歳500万(混) 馬齢,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,きんもくせい特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂプリズマティック, 57,柴山  ,, 57,*  1,  -4, 1,  1.5,①②①, 1, 4,Ｅチュウオｰサｰヤ, 50,千田  ,, 55,* -4,* -1, 5, 12.7,①①①, 1, 3,Ａイケタイトル, 74,田嶋翔,, 73,  -4,  17, 1,  3.8,③③③, 1, 6,Ｅリメインオブザサン, 52,赤木  ,, 67,   0,   7, 1,  2.7,⑤③③
 2, 7,Ｄアジュデショｰケン, 48,嘉藤  , 0.5, 51,  -4,  -5, 4, 10.6,③④④, 2, 3,Ｂマイネプレリュｰド, 52,柴山  , 0.3, 54,* -6,* -1, 2,  3.6,⑥④④, 2,14,Ｂケイアイスカイ, 72,中舘  , 0.1, 70,* -1,  13, 2,  4.4,①①①, 2, 1,Ｉコスモラバンジン, 47,大西  , 0.2, 66,  -2,   8, 5,  9.6,⑦⑤③
 3, 5,Ａイソノスワロｰ, 65,武英  , 0.6, 48,  -7,* -3, 3,  6.9,⑤⑤⑤, 3, 8,Ｄスプリングラゴス, 50,中舘  , 0.3, 53,* -5,  -2, 4,  8.2,③②②, 3, 5,Ｉタイニｰウイナｰ, 61,塚田  , 0.4, 64, -12,  16, 7, 25.8,⑦⑥⑤, 3, 3,Ｊポｰトエレガント, 44,松田  , 0.2, 67,  -5,* 13,10, 49.2,⑩⑩⑧
 4, 2,Ｃアイシャルリタｰン, 49,中舘  , 0.7, 47,  -8,* -3, 2,  5.4,⑦⑦⑦, 4,11,Ｉベタｰトロイカ, 40,大野  , 0.4, 51,  -9,*  1,12,302.4,⑨⑧⑦, 4, 7,Ｍナア, 59,佐藤聖, 0.4, 64, -12,  16,14, 70.0,④⑥⑤, 4, 2,Ｈヒシハイグレｰド, 48,菊沢徳, 0.4, 62,  -2,   5, 2,  3.8,⑧⑤⑥
 5, 4,Ｇマルタカクイン, 42,吉田豊, 1.0, 46,  -3, -11, 5, 16.7,③③③, 5, 6,Ｋミツワオｰロラ, 35,木幡  , 0.9, 49,  -7,  -4, 9, 44.8,⑤⑥⑥, 5, 4,Ｊアンナヴァン, 61,小島一, 0.7, 60, -17,  16,10, 43.8,⑩⑪⑩, 5, 7,Ｆリファインドボディ, 51,二本柳, 0.5, 62,  -4,   7, 9, 36.4,⑨⑨⑧
 6, 3,Ｈクリノエマニエル, 35,金子光, 1.2, 41, -12,  -5, 8,126.9,⑦⑧⑧, 6, 2,Ａシｰズベネット, 55,武士沢, 0.9, 50,* -6,  -6, 1,  2.4,③④②, 6,13,Ｅイクエイタｰ, 67,大西  , 0.8, 62, -11,  14, 3,  5.4,⑪⑨⑧, 6, 4,Ａコスモスカイライン, 60,木幡  , 0.6, 57,  -1,  -3, 6, 14.3,③③⑤
 7, 8,Ｆレディｰロｰズ, 44,西田  , 1.4, 41,  -6, -12, 7, 41.7,⑤⑤⑤, 7,10,Ｍトップエルコン, 32,塚田  , 1.5, 41,  -9, -11,11,264.3,⑥⑥⑨, 7,10,Ｋリアリｰガットミｰ, 60,佐久間, 0.8, 59, -24,* 20,15,104.3,⑮⑭⑭, 7, 5,Ｇモエロタケショウ, 50,中舘  , 1.1, 52,*  3, -14, 3,  6.0,②②②
 8, 9,Ｅオニヘイ, 46,丹内  , 1.5, 40,*  0, -20, 6, 19.2,①①②, 8, 1,Ｇノｰブランド, 43,吉田隼, 1.8, 39, -10, -12, 6, 14.0,⑥⑧⑦, 8, 6,Ｐシャイニングムｰン, 30,田辺  , 1.0, 57, -17,  14, 9, 40.4,⑫⑬⑬, 8,10,Ｂメジロボンズ, 57,吉田豊, 1.2, 51,*  5, -20, 4,  8.0,①①①
,,,,,,,,,,,, 9,12,Ｌタイキエルドｰル, 34,吉田豊, 1.9, 42, -10,  -9, 8, 44.6,⑫⑩⑩, 9, 8,Ｈプリンセスサウンド, 63,野元  , 1.0, 57, -14,  12,13, 59.7,⑨⑪⑩, 9, 8,Ｄコスモグラッチェ, 53,柴山  , 6.3, -9,  -2, -85, 8, 23.8,③⑤⑩
,,,,,,,,,,,,10, 7,Ｃシリウススポｰト, 50,石橋脩, 2.4, 35,* -6, -22, 3,  5.7,②②④,10,12,Ｃグリｰンヒルヒット, 70,木幡  , 1.0, 54,  -4,   2, 6, 10.1,④③③,,,,,,,,,,,,
,,,,,,,,,,,,11, 9,Ｊミカエリビジン, 40,田辺  , 2.7, 36, -10, -17,10, 77.0,⑩⑩⑩,11,15,Ｄアイアムザヒロイン, 69,菊沢徳, 1.4, 46,* -1,  -7, 5,  7.9,②②②,,,,,,,,,,,,
,,,,,,,,,,,,12,13,Ｆオオシマパンジｰ, 49,丹内  ,11.9,-34, -14, -99, 7, 27.9,⑩⑫⑫,12, 9,Ｆエイグレット, 65,柴山  , 1.6, 47, -11,   2, 4,  6.2,⑫⑨⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,13,16,Ｇテンザントップ, 64,水出  , 1.7, 37,  -7,  -9,11, 45.1,④③⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 2,Ｎシルクエミネント, 56,西田  , 1.7, 47, -23,  11, 8, 39.0,⑮⑭⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,11,Ｏパリスセイリュウ, 50,松田  , 1.8, 38, -11,  -4,16,171.3,⑧⑥⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｌメイクヒストリｰ, 59,赤木  , 2.7, 26, -22,  -7,12, 51.9,⑭⑭⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-7),,,,,,,,,,,
単勝:150円 複勝:06=100円 07=270円 05=150円 枠連:980円,,,,,,,,,,,,"単勝:1,270円 複勝:04=280円 03=150円 08=220円 枠連:1,790円",,,,,,,,,,,,単勝:380円 複勝:03=170円 14=170円 05=490円 枠連:580円,,,,,,,,,,,,"単勝:270円 複勝:06=160円 01=290円 03=810円 枠連:1,470円",,,,,,,,,,,
馬連:990円 ワイド:06-07=370円 05-06=210円 05-07=760円,,,,,,,,,,,,"馬連:2,650円 ワイド:03-04=600円 04-08=1,100円 03-08=430円",,,,,,,,,,,,"馬連:1,130円 ワイド:03-14=470円 03-05=1,740円 05-14=2,030円",,,,,,,,,,,,"馬連:1,450円 ワイド:01-06=550円 03-06=1,500円 01-03=4,190円",,,,,,,,,,,
