05年11月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  ダ1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万 別定,,,,,,,,,,,,■10R  ダ1600m 3歳上1000万(混) 別定,,,,,,,,,,,
16, 8,Ｎトレジャｰバッハ, 22,ファロ, 5.0, 14, -19, -30,13, 71.3,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｏマイネルクオリティ, 63,小野  , 2.6, 62,   6,  -9,15,302.8,④⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+14 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:1),,,,,,,,,,,
"単勝:2,660円 複勝:06=600円 12=250円 13=300円 枠連:1,480円",,,,,,,,,,,,"単勝:170円 複勝:09=110円 06=170円 05=1,590円 枠連:420円",,,,,,,,,,,,"単勝:200円 複勝:04=120円 11=150円 12=1,680円 枠連:430円",,,,,,,,,,,,単勝:190円 複勝:10=120円 04=230円 08=290円 枠連:820円,,,,,,,,,,,
"馬連:6,430円 ワイド:06-12=1,950円 06-13=2,860円 12-13=1,130円",,,,,,,,,,,,"馬連:430円 ワイド:06-09=210円 05-09=2,400円 05-06=2,840円",,,,,,,,,,,,"馬連:420円 ワイド:04-11=220円 04-12=4,000円 11-12=5,320円",,,,,,,,,,,,"馬連:970円 ワイド:04-10=440円 08-10=480円 04-08=1,550円",,,,,,,,,,,
"馬単:12,260円 3連複:20,260円",,,,,,,,,,,,"馬単:640円 3連複:7,350円",,,,,,,,,,,,"馬単:710円 3連複:14,420円",,,,,,,,,,,,"馬単:1,260円 3連複:3,510円 3連単:11,340円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1400m 3歳上1000万(牝) 別定,,,,,,,,,,,,■11R  ダ2100m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｼﾞｬﾊﾟﾝｶｯﾌﾟﾀﾞｰﾄ ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｄトｰセンエックス, 51,吉田隼,, 60,  -1,  -1, 3,  6.2,③③③, 1, 4, エフセイコｰ,---,柴田善,, 62,*  3,  -6, 1,  2.7,③③②, 1, 6,Ｂビｰナスライン, 79,藤田  ,, 82, -15,  30, 3,  5.2,⑤⑤④, 1,10,Ｇカネヒキリ, 88,武豊  ,,102,  17,* 24, 1,  2.1,⑧⑧⑥
 2, 1,Ｃクレヨンルｰジュ, 52,津村  , 0.4, 56,*  0,  -8, 5, 15.0,③③③, 2, 9, レッドアワｰド,---,デザｰ, 0.3, 58,*  2,  -9, 2,  3.3,④③②, 2, 4,Ｍフロｰレス, 69,横山典, 0.0, 91, -19,* 37, 5, 11.2,⑭⑬⑪, 2, 7,Ｂシｰキングザダイヤ, 92,横山典, 0.0,102,* 19,  20,11, 52.1,③③②
 3, 3,Ａトウショウシロッコ, 65,大庭  , 0.6, 54, -11,* 12, 1,  2.6,⑯⑬⑭, 3, 5, ジェイウォｰク,---,吉田豊, 0.6, 54,   1, -11, 4,  9.2,⑥⑥⑥, 3, 3,Ａフロムアップランド, 79,二本柳, 0.1, 82, -18,* 31, 6, 13.3,⑩⑨⑨, 3, 6,Ｄスタｰキングマン, 90,デザｰ, 0.0,104,  18,* 26,13, 82.9,⑧⑧⑥
 4, 4,Ｍフジノタｰゲット, 29,柄崎  , 0.8, 52, -16,* 18, 6, 15.0,⑯⑯⑰, 4,13, ナスノハツカゼ,---,蛯名  , 0.8, 52,  -7,*  2,13,114.7,⑬⑫⑫, 4,11,Ｆレオフォｰレンス, 74,蛯名  , 0.2, 64,*-11,  20,11, 48.1,①①①, 4, 5,Ａタイムパラドックス, 95,ペリエ, 0.2,102,  19,  22, 3,  6.3,⑤⑤④
 5,17,Ｂソニックルｰラｰ, 55,加藤士, 0.9, 49,  -7,  -5, 4,  8.3,⑩⑧⑦, 5, 1, コスモギャザｰ,---,安藤勝, 0.8, 51,  -6,*  0,12, 98.7,⑨⑪⑪, 5,12,Ｇギミｰシェルタｰ, 73,武豊  , 0.2, 82, -19,* 31, 4,  5.3,⑧⑨⑨, 5, 3,Ｊサンライズバッカス, 87,佐藤哲, 0.2,100,  16,* 25, 5, 16.9,⑬⑪⑩
 6, 2,Ｇブライティアシｰズ, 43,鈴木慶, 1.0, 48,  -9,  -2,11,137.9,⑩⑪⑨, 6, 2, シャイニｰボｰイ,---,江田照, 0.9, 50,*  4, -22, 8, 19.9,①①①, 6,10,Ｌエイシンサンバレｰ, 70,安藤勝, 0.2, 65,*-12,  22,10, 30.7,②②②, 6, 1,Ｍシロキタゴッドラン, 77,吉田豊, 1.0, 96,  16,  22,16,182.7,⑯⑭⑮
 7,12,Ｅキラライチバンボシ, 51,丹内  , 1.1, 47,  -3, -13, 8, 37.3,③⑤⑤, 7, 8, スマｰトスパイラル,---,ペリエ, 1.1, 48,*  2, -22, 5, 12.8,②②②, 7, 2,Ｏウインドヴェイン, 68,村田  , 0.3, 66,*-12,  23, 8, 23.1,②③②, 7,11,Ｅサカラｰト, 88,デット, 1.2, 96,  19,  12, 2,  5.3,⑦⑥④
 8,11,Ｆタイキトラップ, 46,石橋脩, 1.8, 40,  -2, -24, 2,  3.2,⑥⑥⑤, 8,11, スペシャルカｰド,---,武豊  , 1.1, 48,  -3, -11, 3,  6.7,⑨⑨⑨, 8,16,Ｄキｰプクワイエット, 74,デザｰ, 0.4, 72, -17,  25, 1,  4.3,⑧⑤⑥, 8, 4,Ｉユｰトピア, 87,安藤勝, 1.4, 92,* 21,   5, 8, 30.1,①①①
 9, 8,Ｐサンパレス, 15,松岡  , 2.1, 37, -10, -15, 7, 17.2,⑱⑯⑫, 9, 6, レセパセ,---,松岡  , 1.8, 39,  -8, -13,11, 91.3,⑫⑫⑫, 9, 1,Ｈクイックセイコｰ, 71,柴田善, 0.5, 63, -17,  24,12, 51.1,⑥⑧⑥, 9, 9,Ｌハイアｰゲｰム, 86,田中勝, 2.4, 86,  15,   8,10, 34.5,⑬⑭⑮
10, 5,Ｒトップロｰド,  0,高野和, 2.3, 30,  -8, -24,14,345.2,⑥⑧⑨,10,12, カイテキラボンバ,---,張田  , 2.3, 35,  -3, -29,10, 59.4,⑪⑨⑨,10, 7,Ｋロｰズウッド, 70,加藤士, 0.8, 67, -25,  27,17,271.3,⑯⑯⑭,10,14,Ｃアジュディミツオｰ, 90,内田博, 2.5, 85,* 19,  -3, 4, 11.2,②②②
11, 7,Ｊユｰワミネルヴァ, 35,嘉藤  , 2.3, 34,  -4, -27,13,230.6,⑧⑥⑦,11, 7, ジャムセッション,---,内田博, 3.1, 24,*  1, -51, 7, 18.1,④③⑤,11, 9,Ｎレディインブラック, 69,内田博, 0.8, 74, -26,* 31, 7, 16.8,⑱⑱⑰,11, 2, ラヴァマン,---,ナカタ, 2.8, 82,  17,  -2, 6, 17.6,⑤⑥⑥
12, 6,Ｈミスフｰスイ, 36,五十雄, 2.4, 31, -14, -11,10,100.9,⑩⑬⑮,12, 3, ヤマニンミリアｰド,---,田中勝, 3.1, 24,   1, -50, 9, 38.5,⑥⑥⑥,12,18,Ｊキラリダイヤモンド, 70,田中勝, 0.8, 57, -17,  19, 2,  4.4,⑥⑤⑥,12,13,Ｋジンクライシス, 86,柴田善, 3.7, 77,  16,  -8,14, 87.9,⑪⑪⑪
13,14,Ｉインディアバッハ, 36,南田  , 2.4, 29,*  5, -49,12,199.7,①①①,13,10, フュｰチュリズム,---,藤田  , 3.8, 17,   0, -59, 6, 16.9,⑥⑥⑥,13,15,Ｅクラキングレディ, 74,石崎隆, 0.9, 71, -26,  30,14,101.4,⑯⑯⑰,13, 8, タップデイ,---,コア  , 3.8, 75,  15,  -7, 9, 31.6,⑪⑪⑬
14,13,Ｎクルｰズクルｰズ, 19,塚田  , 2.5, 27, -15, -16,16,617.8,⑮⑬⑮,,,,,,,,,,,,,14, 8,Ｉスプリングボｰド, 71,鈴来  , 1.2, 54, -23,  23,16,181.3,⑫⑬⑭,14,12,Ｆパｰソナルラッシュ, 88,藤田  , 4.2, 72,  17, -16, 7, 18.2,③③⑥
15, 9,Ｋタケショウサクラ, 33,石神  , 2.7, 29,  -9, -24, 9, 51.1,⑭⑪⑫,,,,,,,,,,,,,15, 5,Ｒフラッパｰシチｰ, 66,ペリエ, 1.3, 51, -20,  18,13, 74.2,⑩⑪⑫,15,16,Ｈヒシアトラス, 88,蛯名  , 4.3, 75,  16, -11,12, 75.7,⑮⑭⑬
16,16,Ｌヒロサンシャイン, 31,小島一, 2.7, 25, -17, -15,15,585.6,⑩⑯⑰,,,,,,,,,,,,,16,13,Ｑグロリアスアｰチ, 66,四位  , 1.5, 47, -23,  17, 9, 29.1,⑭⑬⑭,16,15, エキセントリック,---,ホラン, 6.0, 60,  16, -30,15,123.6,⑧⑧⑪
17,15,Ｑテンユウ,  9,大野  , 2.9, 22,  -9, -32,17,792.1,⑧⑧⑨,,,,,,,,,,,,,17,14,Ｃケイビイスパイダｰ, 77,大野  , 1.6, 39, -17,   4,15,171.5,④③④,,,,,,,,,,,,
18,18,Ｏボウキョウ, 18,水出  , 3.7, 13,*  4, -67,18,829.3,②②②,,,,,,,,,,,,,18,17,Ｐマリアｰジュシチｰ, 67,勝浦  , 1.6, 46, -20,  13,18,359.6,⑫⑪⑫,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-21 ﾚｰｽｱｶﾞﾘ指数:+21 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:97 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:1),,,,,,,,,,,
"単勝:620円 複勝:10=220円 01=360円 03=140円 枠連:4,880円",,,,,,,,,,,,単勝:270円 複勝:04=130円 09=130円 05=220円 枠連:350円,,,,,,,,,,,,"単勝:520円 複勝:06=260円 04=310円 03=360円 枠連:1,820円",,,,,,,,,,,,"単勝:210円 複勝:10=130円 07=910円 06=1,450円 枠連:2,000円",,,,,,,,,,,
"馬連:4,940円 ワイド:01-10=1,320円 03-10=460円 01-03=680円",,,,,,,,,,,,馬連:450円 ワイド:04-09=180円 04-05=390円 05-09=560円,,,,,,,,,,,,"馬連:3,180円 ワイド:04-06=1,060円 03-06=1,030円 03-04=1,530円",,,,,,,,,,,,"馬連:5,900円 ワイド:07-10=1,960円 06-10=3,480円 06-07=15,600円",,,,,,,,,,,
"馬単:8,920円 3連複:2,980円",,,,,,,,,,,,"馬単:870円 3連複:1,210円",,,,,,,,,,,,"馬単:5,710円 3連複:11,740円",,,,,,,,,,,,"馬単:6,980円 3連複:98,000円 3連単:371,790円",,,,,,,,,,,
■ 3R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 6R  ダ1300m 3歳上500万(混) 別定,,,,,,,,,,,,■ 9R  芝1600m 2 歳500万(混) 馬齢,,,,,,,,,,,,■12R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾍﾞｺﾞﾆｱ賞,,,,,,,,,,,,ｵﾘｴﾝﾀﾙ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｃコスモワイズマン, 46,小野  ,, 72,*  6,*  5, 2,  4.1,②③②, 1,12,Ｉエイワショウグン, 64,デザｰ,, 83,*  7,* 13, 4,  5.4,②①①, 1,10,Ｋブラックバｰスピン, 52,田中勝,, 66,* -5,  14, 1,  2.8,③④③, 1, 3,Ａメガトンカフェ, 80,デット,, 87,  13,* 12, 2,  3.5,⑥④⑤
 2, 3,Ｐエムケイドリｰム, 20,石橋脩, 0.1, 67,   0,*  9,11, 97.9,②⑤⑥, 2, 8,Ｃドリｰムスペクタｰ, 67,田中勝, 0.2, 81,*  7,* 12, 5,  7.5,①②②, 2, 1,Ｃマイネジャｰダ, 63,内田博, 0.0, 64,* -4,  13, 6, 15.5,③②③, 2, 2,Ｆコンドルクエスト, 73,田中勝, 0.2, 89,  14,* 13, 3,  8.3,⑪⑨⑦
 3, 6,Ｑブライティアミラ, 18,柴田善, 0.2, 69,*  8,  -2,13,147.9,①①①, 3, 9,Ｂセイウンタイヨウ, 68,藤田  , 0.7, 75,   3,* 11, 2,  3.9,⑧⑦⑥, 3, 3,Ｏカイシュウタキオン, 40,蛯名  , 0.1, 67,  -7,  16, 3,  6.7,⑨⑧⑤, 3, 6,Ｂマイネルアンセム, 78,佐藤哲, 0.3, 85,  14,   8, 7, 19.2,⑦⑥⑤
 4, 4,Ｉマイネルガッチャ, 43,デット, 0.6, 64,   3,  -2, 1,  2.1,④⑤④, 4, 7,Ｎディアプリンス, 60,吉田豊, 0.8, 73,   4,   9,12,126.5,③④⑤, 4,17,Ｂラッキｰリップス, 64,武豊  , 0.2, 68, -10,  19, 2,  2.9,⑩⑩⑧, 4, 8,Ｇマルタカハｰモニｰ, 72,丹内  , 0.5, 78,   8,* 14, 9, 40.7,⑨⑨⑬
 5, 1,Ｋトｰホウダンサリン, 37,蛯名  , 1.1, 58,   1,  -6, 4, 14.4,④⑩⑥, 5,16,Ｄドラゴンキャプテン, 67,武豊  , 0.8, 76,*  6,   7, 1,  3.6,⑤④③, 5,11,Ｄコスモラバンジン, 60,安藤勝, 0.4, 70, -15,* 25, 5, 15.2,⑭⑭⑫, 5, 1,Ｄイントゥザグルｰヴ, 75,武豊  , 0.6, 84,  14,   7, 1,  2.5,⑧⑧⑦
 6,12,Ｊシアトルナカヤマ, 37,デザｰ, 1.3, 54,*  6, -16, 7, 20.5,④②②, 6, 2,Ｅメルボルンシチｰ, 66,蛯名  , 0.9, 72,   1,* 11, 6, 17.6,⑤⑦⑧, 6, 9,Ｆクリスタルロｰズ, 57,村田  , 0.6, 58, -10,  13,11, 65.7,⑦⑧⑧, 6,15,Ｅウェルシュステラ, 75,藤田  , 0.8, 82,  12,   6, 4,  8.9,⑮⑫⑨
 7, 5,Ｌベルグヤワタ, 35,佐藤聖, 1.8, 43,  -6, -13,18,755.8,⑫⑭⑩, 7, 1,Ｆドゥｰウィズウイン, 65,沢    , 1.0, 73,   2,  10,11, 73.6,⑨⑨⑧, 7, 8,Ｌメタルビｰズ, 51,江田照, 0.8, 64, -17,* 22, 8, 37.3,⑮⑯⑮, 7,16,Ｃエイシンサリヴァン, 76,吉田豊, 0.9, 78,   9,   9, 5, 11.2,⑯⑯⑬
 8,16,Ｒアクヤクダイスタｰ, 14,石神  , 2.5, 36,  -8, -16,17,260.6,⑱⑱⑯, 8, 5,Ａアジャリ, 72,石橋脩, 1.1, 70,   2,   6, 3,  5.1,⑤⑥⑥, 8, 7,Ｎリネンアピｰル, 40,南田  , 0.8, 50,* -3,  -3,14,121.1,①①①, 8, 7,Ｈゲットマイウェイ, 71,蛯名  , 1.2, 72,  14, -10, 6, 12.5,②④④
 9, 7,Ｎサンタナシチｰ, 29,ファロ, 3.0, 29,  -4, -29,10, 59.0,⑩⑩⑩, 9,11,Ｋマルタｰズフィアｰ, 62,吉田隼, 1.1, 69,*  4,   3, 7, 21.3,③③③, 9,14,Ｐピｰスメｰカｰ, -3,山口竜, 0.8, 62, -16,  21,17,459.0,⑫⑫⑭, 9,12,Ｋフレンチムｰド, 67,大野  , 1.4, 69,   8,  -2,13,199.2,⑨⑨⑩
10,18,Ｄアトス, 45,木幡  , 3.0, 31,   2, -37,12,100.6,⑬⑧⑤,10, 6,Ｊカツイチシャワｰ, 63,鈴来  , 1.2, 70,  -1,  10,15,239.8,⑭⑫⑩,10, 6,Ｅマイネサンサン, 57,吉田豊, 0.9, 63, -18,* 22, 7, 22.2,⑰⑰⑰,10,14,Ｏテルミドｰル, 60,横山義, 1.7, 67,  15, -20,14,214.9,⑤②②
11, 2,Ｏエｰスオネラエ, 25,南田  , 3.0, 27,  -5, -33,14,234.1,⑩⑭⑧,11,15,Ｈタケデンバトル, 64,佐藤聖, 1.8, 60,  -7,   9,14,143.7,⑯⑯⑯,11,16,Ｍヒシカｰド, 43,ペリエ, 1.1, 49,  -7,   0,13,116.0,⑥⑤⑤,11, 5,Ｉロケットパンチ, 70,四位  , 1.9, 66,   8,  -5,10, 44.4,⑫⑫⑮
12,11,Ｅマイネルマルス, 45,内田博, 3.1, 28,  -1, -34, 6, 20.4,⑧⑧⑧,12, 4,Ｍヤマニンペルセウス, 61,二本柳, 1.8, 65,  -1,   4,10, 65.6,⑫⑫⑩,12, 2,Ｉオリオンザブレイブ, 54,石橋脩, 1.2, 50, -13,   8,16,267.8,⑩⑩⑪,12, 9,Ｐユメノジェネラス, 59,江田照, 2.0, 61,   4,  -4,16,317.5,⑫⑮⑯
13, 9,Ｍヤマニンスムｰサｰ, 32,江田照, 3.3, 23,  -6, -31,16,259.4,⑯⑭⑭,13, 3,Ｌソリッドラヴ, 62,安藤勝, 1.9, 62,  -1,   3, 8, 43.5,⑨⑨⑩,13,12,Ｈモエレフィｰルド, 55,松岡  , 1.3, 47, -10,   2,12,115.8,⑦⑦⑧,13,13,Ｌマイネルモンシェリ, 67,大西  , 2.3, 60,* 15, -31,12,127.1,②②②
14,13,Ｈソレックス, 44,藤田  , 3.4, 24,  -4, -36, 9, 25.4,⑬⑩⑩,14,13,Ｇトｰセンマリノス, 64,柴田善, 1.9, 62,  -3,   6, 9, 48.8,⑫⑫⑬,14, 5,Ｊロｰドクライマｰ, 53,藤田  , 2.2, 28,* -3, -23,10, 59.2,②②②,14,10,Ｎアチｰブフィｰト, 64,西田  , 2.5, 55,* 19, -43,15,285.8,①①①
