05年10月23日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年10月23日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,,,,,,■10R  ダ1700m 3歳上500万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,14, 4, ルミナスオレンジ,---,柴山  , 2.5, 54,  -5,   2, 8, 36.8,⑯⑯⑭,14, 7, タイキアンダルシア,---,田面木, 1.9, 32,  -3, -31, 8, 31.3,⑮⑭⑬,14,15,Ｆフェｰヴ, 59,中舘  , 2.9, 44,*  6, -29, 5, 14.9,③②③
,,,,,,,,,,,,15, 8, キングスランソン,---,古川吉, 2.7, 48,   2, -17,12,169.5,⑭⑧⑫,15, 5,Ｏグラヴィス, 13,古川吉, 2.2, 27,   1, -44,16,320.6,⑩⑤⑧,15, 1,Ｊニシノオウヒ, 54,柴田大, 4.1, 33,   4, -38, 6, 16.0,①⑤⑨
,,,,,,,,,,,,16, 7,Ｄトラストアモｰレ, 50,中舘  , 6.2, 13,   0, -63, 2,  4.3,⑦⑪⑯,16,15,Ｍナリタベラクルｰズ, 22,松永  , 3.7, 13, -14, -36,10, 39.2,⑯⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-7),,,,,,,,,,,
単勝:210円 複勝:07=120円 01=180円 09=870円 枠連:900円,,,,,,,,,,,,単勝:750円 複勝:14=250円 16=150円 10=910円 枠連:640円,,,,,,,,,,,,"単勝:1,190円 複勝:02=350円 10=240円 08=140円 枠連:3,860円",,,,,,,,,,,,"単勝:940円 複勝:05=350円 13=990円 11=520円 枠連:8,790円",,,,,,,,,,,
"馬連:750円 ワイド:01-07=350円 07-09=1,620円 01-09=2,350円",,,,,,,,,,,,"馬連:1,080円 ワイド:14-16=400円 10-14=2,770円 10-16=1,550円",,,,,,,,,,,,"馬連:4,110円 ワイド:02-10=950円 02-08=560円 08-10=450円",,,,,,,,,,,,"馬連:26,820円 ワイド:05-13=6,560円 05-11=2,280円 11-13=6,430円",,,,,,,,,,,
"馬単:1,080円 3連複:7,720円",,,,,,,,,,,,"馬単:2,670円 3連複:10,740円",,,,,,,,,,,,"馬単:10,080円 3連複:3,450円",,,,,,,,,,,,"馬単:49,690円 3連複:102,450円 3連単:468,050円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 5R  芝1200m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万 別定,,,,,,,,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島民友ｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｈシンボリカッシｰニ, 29,西田  ,, 67,  -2,* 11, 7, 32.7,⑧⑥⑤, 1, 5,Ａエイシンライトゥン, 65,赤木  ,, 75,* 11,   3, 1,  2.8,①①①, 1,10,Ｃマルイチクエスト, 70,藤岡  ,, 72,* 16, -10, 2,  4.0,①①①, 1,12,Ｇエイシンヘｰベ, 84,藤岡  ,, 92,   6,* 26, 6, 10.8,⑪⑦⑤
 2, 9,Ｅカシノアスワン, 42,小野  , 0.0, 69,* 11,  -3, 6, 18.0,①①①, 2, 9,Ｂアイシクルアｰト, 63,柴山  , 0.3, 67,  -3,* 12, 3,  5.1,⑬⑩⑧, 2, 5,Ｋダンスライアン, 58,丹内  , 0.1, 71,* 14,  -9,11, 44.6,③③②, 2,10,Ｄシンボリグラン, 86,柴山  , 0.3, 87,   9,  18, 3,  7.5,⑦⑤③
 3, 4,Ｆクリノジャンファン, 41,塚田  , 0.2, 62,   5,  -3, 8, 35.0,③③②, 3,10,Ｈアメジストスタｰ, 50,田辺  , 0.3, 68,   5,   4,12, 98.4,④⑤⑥, 3, 3,Ｂスズサンシャイン, 70,村田  , 0.4, 74,  12,* -1, 1,  2.8,⑧⑦⑤, 3, 2,Ｈペニｰホイッスル, 83,大西  , 0.8, 81,  11,  10, 1,  3.2,③③③
 4, 5,Ｇセイカホルン, 34,梶    , 0.5, 59,   0,   2,10, 42.6,⑥⑥⑤, 4,15,Ｆファインノユメ, 55,芹沢  , 0.4, 68,   5,   3, 4,  7.3,⑩⑤③, 4,15,Ｇタイセイスパｰク, 64,川島信, 0.6, 71,   8,*  4,10, 38.2,⑬⑪⑩, 4, 6,Ｆマヤノシャドｰ, 85,橋本美, 0.8, 80,   2,  19, 4,  8.8,⑪⑬⑪
 5,11,Ｂカワキタグロｰリｰ, 49,中舘  , 0.6, 60,   6,  -5, 1,  2.4,⑤⑤④, 5,14,Ｃコスミックブライト, 60,村田  , 0.9, 58,  -4,   4, 8, 30.7,⑭⑫⑪, 5,12,Ｆサクラトラスト, 65,津村  , 0.6, 66,* 15, -19, 7, 20.3,②②②, 5,15,Ｅダイワメンフィス, 85,小野  , 0.8, 81,* 14,   7, 7, 13.5,①②②
 6,10,Ｃキンショｰハヤテ, 47,長谷川, 0.7, 58,   7,  -9, 2,  2.8,③③②, 6, 7,Ｎアルバエｰス, 31,丹内  , 1.1, 53,   2,  -8,14,113.2,⑧⑦⑥, 6, 9,Ａロｰレルオスカｰ, 75,鮫島良, 0.9, 64,   8,  -8, 4,  9.6,⑬⑨⑥, 6, 4,Ｎカシマフラワｰ, 77,松永  , 0.9, 78,   4,  16,10, 29.1,⑨⑫⑪
 7, 6,Ｄウエスタンハイパｰ, 44,村田  , 0.9, 52,  -5,   1, 5, 15.6,⑨⑧⑧, 7, 8,Ｏグラスミステリｰ, 30,武幸  , 1.2, 48, -22,* 16,11, 71.3,⑯⑮⑮, 7, 4,Ｅキングペトリュス, 66,中舘  , 1.4, 61,* 15, -25, 3,  5.8,⑤③②, 7,16,Ｐスナｰクスズラン, 73,丹内  , 1.1, 76,  -5,* 23,15, 73.3,⑯⑯⑮
 8, 2,Ｊリトルプレイヤｰ, 16,柴山  , 1.6, 41,  -7,  -8, 9, 40.4,⑦⑧⑨, 8,16,Ｅダイワオリエント, 55,中舘  , 1.2, 56,*  8, -12, 5, 10.1,④③③, 8, 2,Ｄトウジンポインタｰ, 68,二本柳, 1.6, 61,  11, -15,14, 83.2,⑪⑨⑩, 8, 5,Ｌナイキアヘッド, 79,村田  , 1.2, 74,   7,   9,11, 38.7,⑥⑦⑦
 9, 8,Ａトップキララ, 50,和田  , 1.7, 38,  -7, -10, 3,  6.1,⑨⑧⑩, 9, 4,Ｊイブキカンハダ, 50,生野  , 1.4, 49,*  6, -16, 9, 47.0,①③⑤, 9, 7,Ｍエイコｰオｰカン, 50,木幡  , 2.0, 57,   5,  -9,12, 44.8,⑮⑬⑫, 9,14,Ｍグラスワｰルド, 78,川島信, 1.3, 77,   3,  16,16,298.0,⑮⑭⑪
10, 3,Ｋキクノエレガント, 15,田面木, 2.1, 30, -17,  -7,11, 66.8,⑪⑪⑪,10, 1,Ｄアドマイヤダリア, 59,松永  , 1.6, 52,* 11, -21, 2,  5.0,①②②,10, 6,Ｎロックスピリッツ, 49,赤木  , 2.2, 52,  12, -31, 6, 15.2,⑥⑥⑧,10, 7,Ｏロイヤルキャンサｰ, 77,赤木  , 1.3, 74,   6,  10, 8, 17.3,⑭⑦⑦
11, 1,Ｉガｰルフレンズ, 21,丹内  , 4.4,  1,*  7, -66, 4, 15.3,②②⑤,11, 3,Ｌスイｰトケｰナ, 42,木幡  , 1.7, 46,  -1, -11,10, 49.4,⑧⑩⑨,11, 1,Ｈピサノロマン, 64,生野  , 3.1, 41,  10, -42, 8, 21.9,⑦⑦⑧,11,11,Ｂリミットレスビッド, 88,武幸  , 1.6, 70,* 15,  -4, 2,  5.6,①①①
,,,,,,,,,,,,12, 2,Ｋケイアイノホシ, 42,北村浩, 1.9, 37, -12,  -6,13, 99.3,⑪⑭⑭,12,13,Ｉスペシャルシチｰ, 63,柴山  , 3.7, 35,* 15, -60, 5, 13.1,③③⑦,12,13,Ｊスウィｰトエルフ, 80,和田  , 1.7, 68,  12,  -3,12, 42.7,③③⑤
,,,,,,,,,,,,13,12,Ｇプレジｰル, 55,長谷川, 1.9, 42,   3, -19, 7, 17.6,⑥⑦⑨,13,14,Ｏヤマショウユタカｰ, 44,西田  , 3.9, 35,   8, -45,15,270.9,⑩⑪⑬,13, 9,Ａウェディングバレｰ, 93,中舘  , 2.2, 56,   5,  -5, 9, 18.5,⑦⑦⑭
,,,,,,,,,,,,14, 6,Ｐカナハラコウリュウ, 27,塚田  , 2.1, 34, -10, -13,15,168.9,⑪⑬⑬,14,11,Ｊハイタイド, 59,竹之下, 4.1, 35,   2, -34, 9, 31.7,⑪⑮⑮,14, 1,Ｃカネツテンビｰ, 86,鹿戸  , 3.1, 46,   5, -17, 5,  9.9,⑩⑦⑦
,,,,,,,,,,,,15,11,Ｉダイタクルｰキｰ, 50,小野  , 2.2, 39,   2, -21, 6, 12.1,⑦⑨⑪,15, 8,Ｌトウキュウドリｰム, 55,佐藤聖, 4.2, 30,   3, -42,13, 78.2,⑧⑬⑭,15, 3,Ｋコスモラブシック, 80,木幡  , 3.6, 40,  10, -29,13, 44.2,③⑤⑦
,,,,,,,,,,,,16,13,Ｍグラスメｰカｰ, 41,高野和, 2.7, 21, -24,  -8,16,283.3,⑮⑮⑯,,,,,,,,,,,,,16, 8,Ｉダイワバウンドリｰ, 81,津村  , 4.3, 27,   1, -31,14, 58.6,⑪⑭⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+12 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:稍重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+10 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:重(指数:8),,,,,,,,,,,
"単勝:3,270円 複勝:07=960円 09=550円 04=860円 枠連:2,310円",,,,,,,,,,,,"単勝:280円 複勝:05=140円 09=220円 10=3,030円 枠連:880円",,,,,,,,,,,,"単勝:400円 複勝:10=180円 05=880円 03=140円 枠連:1,150円",,,,,,,,,,,,"単勝:1,080円 複勝:12=260円 10=250円 02=160円 枠連:1,070円",,,,,,,,,,,
"馬連:14,980円 ワイド:07-09=4,030円 04-07=5,820円 04-09=4,100円",,,,,,,,,,,,"馬連:910円 ワイド:05-09=490円 05-10=4,800円 09-10=8,620円",,,,,,,,,,,,"馬連:12,430円 ワイド:05-10=2,780円 03-10=290円 03-05=1,940円",,,,,,,,,,,,"馬連:5,010円 ワイド:10-12=1,530円 02-12=730円 02-10=560円",,,,,,,,,,,
"馬単:37,280円 3連複:68,620円",,,,,,,,,,,,"馬単:1,510円 3連複:35,320円",,,,,,,,,,,,"馬単:18,210円 3連複:9,740円",,,,,,,,,,,,"馬単:11,110円 3連複:5,600円 3連単:45,480円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 6R  ダ1150m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 9R  芝1200m 3歳上500万 別定,,,,,,,,,,,,■12R  芝1800m 3歳上500万(牝) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,原町特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｃチャｰミングノア, 53,川島信,, 64,  -3,*  9, 1,  2.4,④④②, 1, 3,Ｂウォｰタｰオｰレ, 59,柴山  ,, 61,  -9,*  9, 1,  1.9,⑤④④, 1, 6,Ｂミスズブライト, 70,生野  ,, 70,*  7,   3, 2,  5.4,②②①, 1, 6,Ｉパｰフェクトマッチ, 66,柴山  ,, 83,  14,*  7, 1,  1.7,⑧⑦②
 2, 3,Ａフロｰレストウブ, 57,佐藤聖, 0.8, 54,* -2,  -4, 4,  7.3,①①①, 2, 6,Ｉビクトリアサンデｰ, 32,千田  , 0.6, 56, -18,* 11, 9, 59.8,⑧⑨⑥, 2, 9,Ｌパｰフェクトダンス, 59,大西  , 0.1, 70,  -6,* 16,10, 30.8,⑯⑮⑪, 2,14,Ａロフティｰエイム, 79,松永  , 0.1, 81,* 15,*  2, 2,  6.4,⑤③①
 3, 6,Ｂステレオタイプ, 54,中舘  , 1.6, 50,* -3,  -8, 2,  3.8,③②④, 3, 7,Ｄマルハチスレイマン, 53,中舘  , 0.8, 53,* -6,  -1, 2,  3.7,①②②, 3, 2,Ａボストンゴｰルド, 75,和田  , 0.1, 70,   0,* 10, 4,  6.6,⑦⑩⑦, 3,13,Ｄピアチェヴォｰレ, 70,木幡  , 0.2, 81,  14,*  4, 5, 17.8,⑨⑦⑤
 4, 7,Ｇブリリアントライフ, 45,和田  , 1.7, 50,  -4,  -7, 3,  5.3,④④⑤, 4, 5,Ｆシャンデｰヒｰロｰ, 44,二本柳, 1.0, 52, -12,   2, 7, 44.2,⑧⑥⑤, 4,10,Ｊフジヤマビュティｰ, 61,赤木  , 0.3, 65,  -7,* 15, 7, 16.2,⑮⑯⑯, 4,12,Ｂフミノバラｰド, 72,千田  , 0.5, 77,* 16,  -3, 6, 18.1,⑤③②
 5,10,Ｉウエルカムボｰド, 37,中村将, 1.8, 47, -13,*  5,12,236.8,⑩⑩⑧, 5, 1,Ａフェアリｰズサドル, 59,赤木  , 1.0, 51,* -6,  -3, 3,  6.3,①①①, 5,14,Ｇブラジリアンサンバ, 64,津村  , 0.7, 59,   2,  -3,11, 31.5,⑨④④, 5, 1,Ｃヤマニンスプラウト, 71,藤岡  , 1.0, 73,  12,  -3, 3,  8.9,⑫⑪⑥
 6, 4,Ｅエクスキュｰション, 49,内田浩, 1.9, 49,  -8,  -1, 6, 22.6,⑦⑦⑦, 6,11,Ｈスイｰトチャランゴ, 39,塚田  , 1.8, 40, -15,  -7,12,206.2,⑦⑧⑧, 6, 7,Ｉアツスパｰコ, 62,木幡  , 0.7, 63,   1,   2, 8, 21.7,⑪⑩⑧, 6,10,Ｇシャンゼリゼシチｰ, 68,津村  , 1.1, 72,  14,  -7, 7, 22.7,⑨⑦⑥
 7, 9,Ｄマｰメイドウインク, 53,津村  , 2.1, 45,* -3, -14, 5, 12.2,②②②, 7, 2,Ｃフジノリサコ, 58,吉田隼, 1.9, 39,* -8, -14, 4,  7.5,①②②, 7, 3,Ｋセイウンボｰルド, 61,中舘  , 1.0, 56,   2,  -5, 1,  4.6,⑤⑦⑤, 7,15,Ｈコスモコネクション, 67,大西  , 1.9, 63,  10, -14, 9, 36.4,⑯⑭⑩
 8, 2,Ｌショウナンラビアル, 28,大西  , 2.2, 46, -14,*  7, 8, 30.7,⑫⑫⑫, 8, 4,Ｋエプソムフロｰラ, 15,津村  , 2.5, 33, -25,  -4,11,171.3,⑪⑪⑩, 8, 1,Ｃドリｰムキセキ, 68,丹内  , 1.1, 53,  -4,  -3, 6,  8.6,⑪⑬⑧, 8, 8,Ｋヤマニンビジュｰ, 63,和田  , 2.0, 63,  13, -17,12, 97.6,⑬⑪⑩
 9, 8,Ｊオｰソｰドレッシイ, 33,土谷  , 2.7, 42,  -6, -12,10, 69.4,⑥⑥⑥, 9,10,Ｇトラストチェガン, 42,藤岡  , 2.8, 31, -12, -18, 8, 50.6,⑤⑥⑧, 9,11,Ｅスタｰオブジアｰス, 65,岩部  , 1.2, 55,*  8, -13,13, 47.0,①①②, 9,11,Ｏスウィｰトスマイル, 44,塚田  , 2.2, 59,  13, -22,11, 65.6,⑭⑪⑨
10,11,Ｆトライベッカ, 47,生野  , 2.7, 40, -14,  -2, 7, 27.0,⑪⑩⑪,10,12,Ｊマチカネコダカラ, 26,長谷川, 3.0, 28, -21, -12,10,140.9,⑪⑩⑪,10, 4,Ｄトウカイマジック, 66,村田  , 1.5, 49,   3, -14, 5,  7.4,④④⑤,10, 3,Ｆマドモアゼルドパリ, 69,中舘  , 2.4, 56,* 16, -32, 4,  9.1,①①②
11, 1,Ｋニシノイマジン, 32,小野  , 2.8, 41,  -9,  -8, 9, 44.9,⑦⑧⑨,11, 9, シルクルフラン,---,木幡  , 3.2, 29,  -9, -23, 6, 39.0,①④⑥,11,13,Ｍウィストラム, 58,柴山  , 1.8, 43,  -2, -14, 3,  6.0,⑬⑫⑬,11, 5,Ｌアマミグレイス, 55,鹿戸  , 3.0, 50,   8, -23,15,174.2,⑮⑮⑮
12,12,Ｈスカイレｰテ, 45,長谷川, 3.5, 35, -11, -13,11,105.4,⑦⑨⑩,,,,,,,,,,,,,12,15,Ｈジョｰジサクラ, 62,鮫島良, 1.8, 43,*  6, -24, 9, 27.5,②②②,12, 7,Ｅリスティアエｰデル, 69,川島信, 3.0, 48,* 16, -39, 8, 34.7,④③⑥
,,,,,,,,,,,,,,,,,,,,,,,,13, 8,Ｏウスズミサクラ, 41,穂苅  , 2.0, 40,   2, -19,14,103.7,⑤⑦⑬,13,16,Ｊムゼッタ, 65,大庭  , 4.2, 34,* 17, -56,10, 46.5,③③⑫
,,,,,,,,,,,,,,,,,,,,,,,,14,16,Ｆミヨノドリｰム, 64,鹿戸  , 2.2, 40,   3, -21,12, 33.3,⑨⑦⑧,14, 4,Ｐアンタレスアタック, 42,吉田隼, 5.1, 23,  13, -66,16,333.1,⑦⑦⑭
,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｎラブザビュｰ, 52,土谷  , 2.3, 37,  -4, -17,15,130.0,⑬⑬⑬,15, 2,Ｍセイウンクレナイ, 45,柴田大, 5.3, 19,* 16, -74,13,124.0,①②⑫
,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｐチェレスタ, 33,二本柳, 3.1, 25,   3, -37,16,150.5,⑦④⑪,16, 9,Ｎハピネスリタｰン, 45,丹内  , 9.1,-17,   8, ---,14,130.8,⑪⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:稍重(指数:-8),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:8),,,,,,,,,,,,ｸﾗｽ上位平均:75 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:7),,,,,,,,,,,
