05年11月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月13日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(混) 別定,,,,,,,,,,,,■10R  芝1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,, 9, 8, ラッキｰジンクス,---,上村  , 2.1, 42, -14,  -6,11, 48.2,⑧⑧⑧, 9,11,Ｅライトケｰティング, 69,角田  , 0.7, 67, -11,* 16,10, 56.8,⑮⑮⑭, 9,13,Ｄダブルタイトル, 78,小林徹, 1.0, 74,   5,   4, 6, 23.7,⑩⑦⑥
,,,,,,,,,,,,10, 5, オケラカイドウ,---,岩田  , 2.6, 38, -19,  -4, 9, 33.6,⑬⑫⑪,10, 3,Ａタイクｰン, 71,上野翔, 1.0, 53,  -9,   5,11, 58.6,⑦⑧⑩,10,10,Ｈマルイチフライト, 74,福永  , 1.0, 77,  -4,  19,15,121.9,⑬⑭⑭
,,,,,,,,,,,,11,12, キクノシャイン,---,野元  , 2.7, 37,  -8, -19,12, 48.7,⑥⑤⑤,11,13,Ｍリッカドリムオ, 62,川田  , 1.1, 55, -10,   6,15,277.2,⑪⑫⑩,11, 1,Ｎホッコｰソレソレｰ, 66,上村  , 1.1, 68,*  7,  -6,11, 79.5,①①②
,,,,,,,,,,,,12, 1, テイエムライデン,---,菊地昇, 2.9, 35, -23,  -2,13,125.9,⑭⑭⑬,12,12,Ｄホｰマンラフィット, 70,福永  , 1.2, 56, -11,   8, 6, 13.1,⑬⑭⑭,12,15,Ｆタニノボルガ, 77,四位  , 1.1, 77,   2,  11, 9, 59.2,⑭⑫⑩
,,,,,,,,,,,,13,13, アバランシュ,---,川島信, 3.5, 28, -20, -12, 6, 25.7,⑫⑫⑬,13,15,Ｋエストレｰア, 65,川島信, 1.2, 53,  -8,   4,12, 62.0,⑦⑧⑩,13, 3,Ｇハｰトランドヒリュ, 75,川島信, 1.4, 68,  -5,  11,13, 94.6,⑮⑭⑮
,,,,,,,,,,,,14, 9, シゲルカイコシ,---,橋本美, 3.7, 27, -12, -24,14,159.0,⑨⑧⑧,14, 6,Ｎアグネスモナク, 58,秋山  , 1.4, 50,* -6,  -3,13, 99.1,③③②,14, 6,Ｍビッグサウンド, 67,池添  , 1.6, 67,   0,   4,14,102.3,⑥⑩⑩
,,,,,,,,,,,,15, 2, コシズイッツ,---,小林徹, 4.0, 24, -18, -20,15,292.8,⑪⑪⑫,15, 7,Ｏアｰスサイコｰダｰ, 54,野元  , 2.1, 41,* -5, -11,14,208.6,①①②,15, 5,Ｃアイルビｰバック, 78,岩田  , 1.6, 66,   4,  -3,10, 71.7,③⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-2),,,,,,,,,,,
単勝:150円 複勝:03=100円 01=460円 05=130円 枠連:0円,,,,,,,,,,,,"単勝:260円 複勝:06=140円 15=470円 10=310円 枠連:1,300円",,,,,,,,,,,,"単勝:610円 複勝:05=240円 14=350円 09=340円 枠連:1,490円",,,,,,,,,,,,単勝:150円 複勝:14=100円 12=130円 08=180円 枠連:260円,,,,,,,,,,,
"馬連:1,930円 ワイド:01-03=690円 03-05=160円 01-05=1,240円",,,,,,,,,,,,"馬連:2,380円 ワイド:06-15=960円 06-10=690円 10-15=4,240円",,,,,,,,,,,,"馬連:3,240円 ワイド:05-14=970円 05-09=1,360円 09-14=2,680円",,,,,,,,,,,,馬連:350円 ワイド:12-14=160円 08-14=300円 08-12=480円,,,,,,,,,,,
"馬単:2,790円 3連複:1,900円",,,,,,,,,,,,"馬単:2,780円 3連複:8,800円",,,,,,,,,,,,"馬単:5,930円 3連複:15,460円",,,,,,,,,,,,"馬単:430円 3連複:780円 3連単:1,850円",,,,,,,,,,,
■ 2R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 5R  芝1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 3歳上1000万 別定,,,,,,,,,,,,■11R  芝2200m 3歳上ｵｰﾌﾟﾝ(牝) 定量,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｴﾘｻﾞﾍﾞｽ女王杯 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａナムラカブラヤ, 58,秋山  ,, 58,* -2,  -3, 4,  7.3,①①①, 1,10, プレザントウインド,---,蛯名  ,, 73,*-10,* 18, 4,  7.9,③③①, 1,10,Ｃエアオｰサム, 78,福永  ,, 81,   1,* 16, 2,  3.2,⑩⑨⑤, 1, 8,Ａスイｰプトウショウ, 99,池添  ,,113,   5,* 41, 2,  2.8,⑬⑩⑩
 2, 9,Ｄテイエムヒビキ, 51,小牧太, 0.0, 58,* -2,  -3, 7, 34.6,③②③, 2, 3, ホウショウリヴ,---,池添  , 0.7, 59, -13,  10, 9, 44.6,④④④, 2, 5,Ｄタマモドン, 77,川田  , 0.2, 78,  -1,* 16, 8, 38.0,⑫⑪⑨, 2, 1,Ｌオｰスミハルカ, 80,川島信, 0.1, 89,* 14,  17, 5, 16.4,①①①
 3, 3,Ｂクロズキン, 57,幸    , 0.2, 56,* -2,  -6, 2,  3.4,②②②, 3,11, ガｰネットスタｰ,---,小牧太, 1.0, 55, -15,   8, 7, 28.6,⑤⑤⑤, 3, 7,Ｇサダムアオイツキ, 73,蛯名  , 0.2, 79,   0,* 16,10, 64.8,⑪⑪⑨, 3, 3,Ｄアドマイヤグルｰヴ, 88,上村  , 0.5, 98,   7,  31, 4, 11.1,⑧⑨⑦
 4, 5,Ｃマリンフェスタ, 56,松永  , 0.3, 53,  -8,*  0, 5,  9.7,④④⑤, 4,12, レッドディクシｰ,---,四位  , 1.2, 52, -16,   7, 5, 21.7,⑥⑥⑤, 4, 2,Ａナムラモンスタｰ, 79,ペリエ, 0.4, 77,*  8,   5, 1,  2.7,②②①, 4,14,Ｅヤマニンシュクル, 86,四位  , 0.6, 95,   5,  30, 8, 37.2,⑪⑩⑩
 5, 8,Ｇブルｰレパｰド, 48,飯田  , 0.3, 53, -10,*  3, 3,  4.7,⑨⑨⑪, 5, 8, レッドバｰスピン,---,武豊  , 1.2, 49,* -9,  -3, 1,  1.6,②②②, 5, 3,Ｌピカレスクコｰト, 40,武豊  , 1.2, 68,*  6,  -3, 3,  3.5,③③②, 5,11,Ｂエアメサイア, 95,武豊  , 0.7,102,   1,* 37, 1,  2.5,⑯⑯⑯
 6,14,Ｆラストクルセイダｰ, 49,岩田  , 0.3, 52,  -9,*  1, 1,  3.1,⑨④⑧, 6, 5, ストラトス,---,福永  , 1.6, 45, -18,   4, 3,  7.2,⑥⑨⑩, 6, 4,Ｉアイノグレｰス, 69,幸    , 1.3, 67,   1,   2, 7, 35.6,⑧⑦⑦, 6, 2,Ｇライラプス, 84,松永  , 0.9, 82,   6,  21,10, 54.0,⑤⑥⑦
 7, 6,Ｅマルブツトキメキ, 49,川田  , 0.4, 51,  -7,  -5, 6, 16.1,⑥④④, 7, 9, ライムライト,---,渡辺薫, 1.8, 42, -21,   4,11, 76.4,⑪⑪⑫, 7, 6,Ｊヤマニンデュエル, 68,鮫島良, 1.4, 63,   1,  -1,11,121.2,⑥⑤④, 7, 5,Ｑオｰスミコスモ, 71,岩田  , 0.9, 86,   8,  21,17,143.7,⑦⑥④
 8,10,Ｈサカイヤキング, 44,鮫島良, 0.5, 47, -11,  -4,12, 94.5,⑪⑨⑧, 8, 6, ウォｰタｰトリトン,---,松永  , 1.9, 37,* -9, -13,12, 95.5,①①②, 8,11,Ｂナムラカイソク, 78,高井  , 1.6, 60,   0,  -1, 5, 18.3,⑨⑨⑫, 8,12,Ｆヤマニンアラバスタ, 84,江田照, 1.0,102,   0,* 38, 3,  7.4,⑰⑰⑰
 9,13,Ｉマルタカドトウ, 41,ルメｰ, 0.9, 44, -12,  -5,11, 78.1,⑭⑨⑫, 9,13, アイノキセキ,---,佐藤哲, 2.0, 40, -21,   0,10, 46.1,⑬⑬⑫, 9, 1,Ｈチャレンジシチｰ, 69,池添  , 1.6, 64,*  7,  -8, 9, 44.1,①①②, 9,18,Ｎベストアルバム, 78,渡辺薫, 1.0, 85,   7,  21,12, 63.3,⑧⑧⑦
10,11,Ｋシャンフェン, 38,上村  , 0.9, 45,  -6, -12, 8, 35.0,④④⑤,10,14, ブライアンズイｰラ,---,岩田  , 2.3, 34, -18,  -7, 6, 27.3,⑪⑨⑨,10, 9,Ｆウインサウザｰ, 73,岩田  , 1.8, 62,   1,  -3, 4, 14.4,⑥⑦⑦,10,15,Ｏウイングレット, 75,武幸  , 1.1, 79,*  8,  14,15,117.5,④③③
11, 4,Ｎスナｰクチトセオｰ, 17,安部幸, 1.1, 42, -15,  -3,14,205.2,⑪⑭⑭,11, 4, タガノマスタング,---,鮫島良, 2.4, 27, -18, -14,13,128.3,⑥⑥⑦,11, 8,Ｅヤマノサンデｰズ, 76,上野翔, 2.4, 54,   3, -13, 6, 20.8,④④⑤,11, 9,Ｃクロユリジョウ, 89,ペリエ, 1.2, 86,   2,  26, 9, 50.9,⑮⑮⑭
12, 2,Ｌワンダｰポテンシア, 31,石橋守, 1.2, 41, -12,  -9,10, 75.2,⑬⑬⑫,12, 2, マｰムリップス,---,安部幸, 2.4, 33, -20,  -7,14,325.6,⑩⑪⑩,12,12,Ｋレッドライトニング, 59,ルメｰ, 2.8, 52,   3, -13,12,122.9,④⑤⑨,12, 7,Ｉマイティｰカラｰ, 83,内田浩, 1.3, 83,   6,  21,13, 69.7,⑩⑫⑩
13,12,Ｍヤスノシェｰバｰ, 25,小林徹, 1.4, 38,  -7, -19,13,173.0,⑦④⑤,13, 1, サミｰテンボシ,---,ルメｰ, 2.5, 29, -16, -13, 8, 44.5,⑨⑥⑦,,,,,,,,,,,,,13, 6,Ｐメモリｰキアヌ, 74,角田  , 1.3, 87,   4,  26,18,182.9,⑫⑭⑭
14, 7,Ｊシゲルオオビケ, 40,佐藤哲, 1.4, 38,  -9, -16, 9, 61.7,⑧⑨⑧,14, 7, ニホンピログッデン,---,ペリエ, 2.7, 28, -24,  -6, 2,  6.5,⑬⑬⑭,,,,,,,,,,,,,14,16,Ｈマイネサマンサ, 84,ルメｰ, 1.3, 75,* 11,   8,11, 60.5,②②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 4,Ｍショウナンパントル, 79,吉田豊, 1.4, 73,*  7,  11,14, 85.9,②③④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,13, サミットヴィル,---,サンダ, 1.5, 79,   5,  20, 7, 36.3,⑬⑫⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,Ｊレクレドｰル, 83,蛯名  , 2.0, 67,*  8,   2, 6, 30.7,⑤⑤④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,Ｋブライアンズレタｰ, 80,福永  , 2.2, 75,   1,  20,16,121.1,⑰⑰⑰
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:101 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-2),,,,,,,,,,,
"単勝:730円 複勝:01=200円 09=740円 03=120円 枠連:6,190円",,,,,,,,,,,,"単勝:790円 複勝:10=240円 03=1,000円 11=590円 枠連:5,980円",,,,,,,,,,,,"単勝:320円 複勝:10=150円 05=630円 07=1,580円 枠連:2,450円",,,,,,,,,,,,"単勝:280円 複勝:08=150円 01=380円 03=360円 枠連:1,450円",,,,,,,,,,,
"馬連:6,290円 ワイド:01-09=1,940円 01-03=360円 03-09=1,560円",,,,,,,,,,,,"馬連:7,960円 ワイド:03-10=3,280円 10-11=2,600円 03-11=5,680円",,,,,,,,,,,,"馬連:4,170円 ワイド:05-10=1,390円 07-10=3,240円 05-07=13,330円",,,,,,,,,,,,"馬連:1,650円 ワイド:01-08=670円 03-08=570円 01-03=1,480円",,,,,,,,,,,
"馬単:11,130円 3連複:6,350円",,,,,,,,,,,,"馬単:15,830円 3連複:76,850円",,,,,,,,,,,,"馬単:6,100円 3連複:68,760円",,,,,,,,,,,,"馬単:2,420円 3連複:4,180円 3連単:17,500円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 6R  ダ1200m 3歳上500万 別定,,,,,,,,,,,,■ 9R  芝1800m 2 歳500万(混) 馬齢,,,,,,,,,,,,■12R  ダ1200m 3歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,黄菊賞,,,,,,,,,,,,円山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａシェルズレイ, 62,福永  ,, 71,*  9,  -6, 2,  3.7,①①①, 1,12,Ｆダイタクカイエン, 63,松永  ,, 74,*  5,   5, 1,  3.7,③②②, 1, 2,Ｆグロリアスウィｰク, 52,幸    ,, 71,*-23,* 24, 7, 30.6,②②①, 1, 6,Ｃケイアイメルヘン, 79,ペリエ,, 84,   6,  13, 1,  3.4,⑧⑦⑤
 2,15,Ｅプリティタヤス, 52,池添  , 0.0, 72,  -3,* 14, 5, 10.2,⑪⑪⑧, 2, 8,Ｃマヤノサムサラ, 67,鮫島良, 0.1, 70,   2,   4, 7, 11.8,④④③, 2, 7,Ａアドマイヤメイン, 77,武豊  , 0.3, 66,*-24,* 23, 1,  1.6,③④④, 2, 2,Ｅスリｰアベニュｰ, 77,河北  , 0.0, 80,  -6,* 24, 2,  3.7,⑩⑬⑬
 3,11,Ｆアンテヴォルテ, 51,ペリエ, 0.0, 71,*  6,*  0, 1,  3.0,②②②, 3, 2,Ｅセトノヒット, 65,佐藤哲, 0.2, 71,   0,   8, 2,  4.0,⑦⑦⑦, 3, 5,Ｂゴウゴウキリシマ, 65,石橋守, 0.4, 58,*-23,  18, 3,  8.1,①①②, 3, 3,Ｄビッグシャｰク, 78,武幸  , 0.2, 80,  -1,* 18, 5,  8.9,⑫⑪⑩
 4, 9,Ｃシルバｰトレイン, 56,ルメｰ, 1.0, 56,   0,  -6, 4,  6.9,⑦⑥⑧, 4, 3,Ｈスナｰクサンドリｰ, 61,秋山  , 0.3, 70,   2,   5, 8, 17.6,④④⑤, 4, 3,Ｈダｰクメッセｰジ, 45,佐藤哲, 0.6, 63, -26,* 23, 2,  4.3,⑤⑧⑧, 4, 4,Ｉエイシンニュｰトン, 72,四位  , 0.3, 80,   3,  13, 4,  7.0,⑩⑨⑦
 5,10,Ｂカノヤザミラクル, 57,上村  , 1.2, 55,   1, -11, 6, 15.8,⑦⑥⑤, 5, 9,Ｂキクノグロｰリｰ, 70,小坂  , 0.4, 69,  -4,* 10, 3,  4.7,⑩⑨⑨, 5, 4, シホウネリ,---,安部幸, 0.9, 52, -26,  16,10,157.7,⑤⑤⑤, 5, 5,Ｂアンクルリｰサム, 79,福永  , 0.3, 80,   8,   8, 8, 16.2,④③③
 6,13,Ｇオｰスミシルク, 45,武幸  , 1.3, 54,*  4, -17,10, 78.9,③③③, 6,11,Ｇスリｰスウィｰプ, 62,小林徹, 0.6, 65,  -9,* 12, 9, 41.1,⑬⑭⑬, 6, 6,Ｄマイネルバシリコス, 58,池添  , 1.0, 44, -26,  15, 8, 51.4,⑤⑤⑤, 6, 7,Ｇライジンオｰ, 74,松永  , 0.7, 76,   0,  13, 9, 38.2,⑬⑪⑩
 7, 7,Ｋフィｰルドミュｰズ, 33,小林徹, 1.6, 50,  -2, -12,11, 86.0,⑨⑨⑧, 7, 4,Ｌメイショウゴｰオン, 57,小牧太, 0.6, 65,  -4,   8,11,112.2,⑦⑨⑨, 7,10,Ｅカノヤバトルスタｰ, 56,ルメｰ, 1.0, 53, -27,  18, 5, 19.2,⑨⑨⑧, 7, 9,Ｊエイシンアスワン, 71,佐藤哲, 0.7, 77,* 10,   2,10, 48.2,②①①
 8,14,Ｊシルクアウロｰラ, 33,岩田  , 1.7, 48,  -4, -11, 8, 29.3,⑫⑫⑫, 8,16,Ｋアサクサソネット, 57,ペリエ, 0.9, 64,   3,  -3, 4,  9.0,④④⑤, 8, 1,Ｇムｰヴスタｰ, 48,蛯名  , 1.1, 41, -26,  13, 6, 27.0,⑤⑤⑤, 8,13,Ｋヒシサンダｰ, 66,上村  , 0.8, 77,* 11,   2,14,126.4,①②②
 9, 8,Ｍチョウコンドクル, 31,四位  , 1.9, 46,   3, -25, 9, 65.4,③③③, 9,15,Ｊキシュウマドンナ, 58,岩田  , 0.9, 62,  -7,   7,12,116.7,⑫⑪⑪, 9, 9,Ｃエイシンチャンドラ, 62,福永  , 1.6, 29,*-23,   1, 4,  8.5,③③②, 9,10,Ｈアグネスボゾン, 73,秋山  , 1.2, 70,   5,   2, 6, 12.2,⑦⑦⑧
10, 1,Ｄコウエイセントレア, 54,石橋守, 2.2, 42,   1, -26,13,125.3,⑥⑥⑤,10, 5,Ａメイショウシラヌイ, 84,橋本美, 1.2, 62,*  6,  -9, 5,  9.6,①①①,10, 8, ジョウショｰフジ,---,岩田  , 2.1, 25, -29,   4, 9, 70.3,⑩⑩⑩,10,11,Ｆテイエムポイント, 76,吉田豊, 1.4, 68,   7,  -2, 7, 15.7,④③⑤
11, 5,Ｐドレスコｰド, 17,武豊  , 2.3, 41,  -1, -25, 3,  5.2,⑨⑨⑧,11, 7,Ｄハｰドムｰン, 67,川田  , 1.3, 55, -14,*  9, 6, 11.7,⑯⑯⑮,,,,,,,,,,,,,11, 8,Ａヤマニンアルシオン, 85,岩田  , 1.5, 68,   8,  -4, 3,  7.0,③③③
12,12,Ｎダイゴピリカ, 28,小原  , 2.3, 40,  -4, -20,12, 91.6,⑫⑫⑫,12, 1,Ｍケントシチｰ, 55,菊地昇, 1.6, 55,  -8,   0,10, 61.6,⑭⑬⑪,,,,,,,,,,,,,12, 1,Ｎワｰルドセイハ, 48,池添  , 1.7, 63,  -8,  11,13,114.2,⑭⑭⑭
13, 3,Ｈヘイロｰフジ, 41,飯田  , 2.5, 38, -10, -12, 7, 17.9,⑮⑮⑭,13,14,Ｎマキシムキングオｰ, 53,上村  , 1.6, 54, -10,   4,15,215.3,⑭⑮⑮,,,,,,,,,,,,,13,14,Ｌジオストラ, 65,ルメｰ, 2.0, 62,   6,  -6,11, 63.6,④⑥⑧
14,16,Ｌナイスドリｰム, 31,角田  , 2.8, 33,   2, -37,14,155.8,③③⑤,14,10,Ｏケイコブライト, 51,ルメｰ, 2.1, 48,  -7,  -6,13,121.3,⑪⑪⑬,,,,,,,,,,,,,14,12,Ｍオｰトセレブ, 60,渡辺薫, 3.2, 48,   2, -15,12, 96.2,⑨⑨⑩
15, 2,Ｉノッティングカラｰ, 37,幸    , 3.0, 31,  -8, -23,16,362.6,⑭⑭⑭,15,13,Ｉエルウェｰキュｰト, 59,幸    , 2.4, 47,  -1, -14,14,174.9,⑦⑦⑧,,,,,,,,,,,,,,,,,,,,,,,,
16, 4,Ｏフェアリｰアスカ, 17,太宰  , 3.7, 21, -11, -29,15,359.9,⑯⑯⑯,16, 6,Ｐゴｰルデンサイン, 40,高田  , 3.0, 42,*  4, -25,16,251.2,①②③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-22 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-7),,,,,,,,,,,
"単勝:370円 複勝:06=140円 15=180円 11=140円 枠連:1,120円",,,,,,,,,,,,"単勝:370円 複勝:12=180円 08=340円 02=170円 枠連:1,120円",,,,,,,,,,,,"単勝:3,060円 複勝:02=360円 07=110円 05=210円 枠連:1,550円",,,,,,,,,,,,単勝:340円 複勝:06=130円 02=130円 03=220円 枠連:460円,,,,,,,,,,,
