05年11月26日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月26日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  芝3170m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(牝) 別定,,,,,,,,,,,,■10R  芝1200m 3歳上1000万(混) 別定,,,,,,,,,,,
 9, 8,Ｊキングダムバイオ, 35,柴原  , 2.2, 33, -11, -15, 8, 35.9,⑩⑪⑭, 9, 8, フジタカロｰズ,,今村  , 3.4,,,, 8, 43.2,⑥⑦⑨, 9, 7,Ｈキシュウレディ, 60,太宰  , 1.5, 53, -18,   9,10, 41.0,⑬⑬⑫, 9,10,Ａテイエムポイント, 85,赤木  , 0.7, 74,   3,   7,12, 46.3,④⑤⑤
10,14,Ｉブラックカイザｰ, 35,畑端  , 2.4, 34,* -2, -29, 9, 66.5,②②②,10,10, エイシンペキン,,出津  , 3.4,,,, 5, 21.6,⑧⑧⑨,10, 5,Ｊピアソラ, 57,池添  , 1.5, 52, -16,   7, 9, 40.4,⑨⑩⑨,10,12,Ｇマヤノチャｰナ, 77,福永  , 0.7, 74,  -5,  15, 9, 23.0,⑪⑪⑫
11, 6,Ｆスナｰクチトセオｰ, 41,高井  , 2.4, 31, -10, -22,11,127.7,⑩⑨⑧,11, 9, ランドミラクル,,林    , 3.4,,,,11, 69.7,⑨⑧⑦,11, 1,Ｍフィリス, 54,藤岡  , 1.7, 45,*-11,  -2,11, 54.5,②②②,11, 7,Ｆマイケルバロｰズ, 80,池添  , 0.8, 73, -13,* 22, 3,  5.7,⑯⑯⑯
12, 7,Ｇテイエムポラリス, 40,鮫島良, 3.0, 25, -10, -28, 6, 27.0,⑥⑨⑧,12, 7, ダイナミックゴｰル,,難波  , 3.6,,,,12, 75.9,⑫⑬⑬,12, 8,Ｋクイｰンアイリス, 56,小牧太, 1.8, 47, -11,  -1, 7, 24.4,④④②,12,16,Ｍゲンパチミラクル, 71,藤岡  , 0.8, 75, -11,* 21,15,144.3,⑬⑮⑭
13,11,Ｅパンゲア, 42,上野翔, 3.6, 18, -12, -32,10, 86.6,⑫⑪⑪,13,14, ミスタｰユニコン,,植野  , 3.8,,,,10, 56.5,②③⑤,13,11,Ｎプライムナンバｰ, 51,生野  , 1.8, 45, -15,   2,12,104.1,⑩⑧⑨,13,15,Ｎエｰティｰホｰオｰ, 70,秋山  , 1.0, 69,  -7,  12,11, 40.8,⑪⑫⑫
14,15,Ｎユウキキンボシ, 24,高野容, 5.2,  7,* -2, -57,14,372.1,①②④,14, 1, マルブツトルネｰド,,北沢  , 6.7,,,, 7, 36.7,⑭⑭⑭,14, 2,Ｄアドマイヤイチ, 65,上村  , 2.1, 42, -16,   1, 2,  3.8,④⑩⑭,14, 6,Ｊスリｰロケット, 73,渡辺薫, 1.0, 71,   8,  -1,13, 46.7,④③③
15, 3,Ｋカネスガイクイクド, 35,小坂  , 6.3, -6,  -6, -63,15,403.9,②⑥⑪,,,,,,,,,,,,,15,12,Ｌシャｰクブロｰド, 56,松永  , 2.9, 32, -15,  -7,14,177.6,⑩⑧⑫,15,17,Ｏメイショウジャコウ, 69,松田  , 1.3, 66,* 12,  -9,16,309.4,①②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｌケイエスアイ, 72,松永  , 1.4, 65, -12,  13,14, 62.2,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 9,Ｑワンダｰマテリア, 34,小原  , 2.8, 40, -10, -13,17,462.1,⑬⑫⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-6),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:82 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-3),,,,,,,,,,,
単勝:390円 複勝:01=130円 10=100円 05=130円 枠連:380円,,,,,,,,,,,,単勝:210円 複勝:05=120円 12=170円 13=590円 枠連:190円,,,,,,,,,,,,"単勝:400円 複勝:13=210円 14=250円 03=5,110円 枠連:830円",,,,,,,,,,,,単勝:480円 複勝:13=190円 03=330円 01=230円 枠連:680円,,,,,,,,,,,
馬連:360円 ワイド:01-10=160円 01-05=380円 05-10=170円,,,,,,,,,,,,"馬連:590円 ワイド:05-12=260円 05-13=1,120円 12-13=2,400円",,,,,,,,,,,,"馬連:1,070円 ワイド:13-14=540円 03-13=9,650円 03-14=13,000円",,,,,,,,,,,,"馬連:2,000円 ワイド:03-13=890円 01-13=620円 01-03=1,190円",,,,,,,,,,,
"馬単:1,090円 3連複:550円",,,,,,,,,,,,"馬単:800円 3連複:4,810円",,,,,,,,,,,,"馬単:2,370円 3連複:80,930円",,,,,,,,,,,,"馬単:4,080円 3連複:4,760円 3連単:21,630円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利(抽) 馬齢,,,,,,,,,,,,■ 5R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  芝1800m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,京都2歳ｽﾃｰｸｽ,,,,,,,,,,,,京阪杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａミスズエリコン, 66,小牧太,, 56,  -4,  -3, 6, 10.5,⑤④④, 1,13, ブイトｰル,---,ルメｰ,, 61,* -9,*  7, 2,  1.5,②③②, 1, 6,Ｃマルカシェンク, 68,福永  ,, 78,   0,* 16, 1,  1.1,⑤⑤⑤, 1,13,Ａカンパニｰ, 98,福永  ,, 98,  13,* 23, 1,  2.8,⑭⑬⑪
 2,13,Ｊテンシノコンコルド, 46,中村将, 0.0, 50,  -7,  -4, 2,  4.1,⑤④⑦, 1, 4, フロｰレンスガｰル,---,福永  ,, 60,* -8,*  5, 1,  1.1,①①①, 2, 4,Ａドリｰムパスポｰト, 78,高田  , 0.1, 73,  -2,  12, 2,  6.2,⑥⑤⑤, 2, 2,Ｂアサカディフィｰト, 93,池添  , 0.6, 92,   9,* 24, 9, 24.7,⑱⑱⑰
 3, 4,Ｆフィｰルドミュｰズ, 48,小林徹, 0.0, 56,  -9,*  5,12, 83.2,⑪⑫⑪, 3, 2, サンライズレクサス,---,和田  , 0.0, 61, -12,* 10, 5, 19.4,⑤⑥⑤, 3, 5,Ｅアグネスヨジゲン, 60,上村  , 0.6, 65,   0,   2, 3, 16.2,③④④, 3, 8,Ｃマイネルレコルト, 90,ルメｰ, 0.8, 86,  12,  10, 2,  5.2,⑮⑭⑭
 4,14,Ｂシルバｰトレイン, 56,ルメｰ, 0.1, 54, -12,*  8, 5,  8.9,⑭⑭⑭, 4, 5, ウォｰタｰトリック,---,高橋亮, 1.3, 48, -14,   0, 6, 26.2,⑨⑧⑨, 4, 3,Ｆセレｰノカント, 59,川田  , 0.6, 64,*  2,  -3, 6, 30.5,①①①, 4, 6,Ｆグレイトジャｰニｰ, 87,松永  , 0.8, 88,  16,   5, 7, 15.5,⑨⑨⑧
 5,10,Ｅユメノオｰラ, 49,和田  , 0.1, 54,  -6,  -2, 8, 19.3,⑩⑨⑨, 5, 8, フェスティブドラマ,---,熊沢  , 1.7, 44, -10,  -9, 8, 39.3,⑦③④, 5, 2,Ｂアペリティフ, 71,松永  , 0.7, 63,   0,  -1, 5, 20.4,②②②, 5, 3,Ｄアルビレオ, 89,上村  , 0.9, 90,  17,   4, 8, 22.6,⑫⑨⑤
 6, 5,Ｌハリキリゴｰルド, 43,秋山  , 0.2, 53,* -1, -11, 9, 34.9,①①①, 6, 1, ワンダｰカルメン,---,武幸  , 1.8, 43, -13,  -7, 4, 17.9,⑥⑥⑦, 6, 1,Ｄオｰスミタキオン, 63,和田  , 0.8, 62,   0,  -3, 4, 19.4,③②②, 6, 7,Ｊエリモハリアｰ, 84,北村浩, 0.9, 88,  17,   4, 4, 11.8,⑩⑨⑧
 7, 2,Ｋカレンスタｰボｰイ, 43,福永  , 0.3, 51,  -3,  -9, 7, 15.0,④④④, 7, 6, カリスマヒロノオｰ,---,角田  , 1.8, 45, -21,   4,15,301.0,⑬⑬⑩,,,,,,,,,,,,, 7,11,Ｍワイルドスナイパｰ, 81,藤岡  , 1.0, 88,  12,  12,12, 38.2,⑰⑰⑭
 8, 9,Ｄレイザストレングス, 54,中舘  , 0.3, 52,  -6,  -5, 1,  4.0,⑧⑧⑦, 8,12, ビックバレｰ,---,秋山  , 2.1, 41, -13,  -9, 9, 88.9,⑧⑧⑦,,,,,,,,,,,,, 8, 1,Ｋケイアイガｰド, 82,柴山  , 1.0, 85,* 19,  -5, 3,  5.9,④④④
 9, 1,Ｇキンショｰハヤテ, 48,長谷川, 0.5, 48, -10,  -4,10, 48.2,⑬⑫⑪, 9, 3, ウォｰタｰセブン,---,菊地昇, 2.8, 33, -10, -20,14,300.3,④③⑤,,,,,,,,,,,,, 9,12,Ｇヴィｰタロｰザ, 86,小牧太, 1.0, 88,  15,   8, 6, 15.2,⑩⑫⑫
10, 7,Ｈサンファイバｰ, 48,本田  , 0.7, 45,  -3, -16, 4,  7.7,⑦④⑥,10,10, ケイアイファンタム,---,柴山  , 3.2, 30,* -8, -27, 3,  5.6,②②②,,,,,,,,,,,,,10, 4,Ｎハッピｰトゥモロｰ, 81,川島信, 1.0, 88,  13,  10,18,159.3,⑮⑯⑭
11, 8,Ｉシゲルシテカブ, 47,池添  , 0.8, 45,* -2, -19,11, 51.9,③②②,11,11, メトロネイチャ,---,川田  , 3.7, 26, -25, -12,13,267.7,⑭⑭⑭,,,,,,,,,,,,,11, 9,Ｅオペラシチｰ, 89,中舘  , 1.3, 82,  17,  -6, 5, 12.9,⑦⑥⑤
12, 6,Ｎチアズゲイリｰ, 30,上村  , 0.8, 45,  -7, -11,13,170.4,⑪⑨⑨,12, 7, メイショウシオカゼ,---,飯田  , 3.8, 25, -17, -21, 7, 29.7,⑨⑪⑩,,,,,,,,,,,,,12,14,Ｈスズノマｰチ, 85,北村宏, 1.4, 82,* 21, -13,10, 25.6,④②②
13, 3,Ｍエイシンフｰテン, 37,渡辺薫, 0.9, 43,  -7, -12,14,332.0,⑧⑨⑪,13,15, ヒカリエルドラド,---,古川吉, 4.8, 15, -20, -27,12,263.5,⑫⑫⑬,,,,,,,,,,,,,13, 5,Ｑエイシンチャンプ, 77,長谷川, 1.4, 79,  17,  -4,16,129.2,⑥⑥⑫
14,11,Ｃコスモプラチナ, 55,藤岡  , 1.5, 34,* -3, -30, 3,  4.5,②②②,14, 9, イッシュン,---,池添  , 4.8, 16, -28, -17,10, 99.4,⑮⑮⑮,,,,,,,,,,,,,14,16,Ｐセフティｰエンペラ, 80,本田  , 1.5, 80,  17,  -7,13, 56.5,⑦⑥⑦
,,,,,,,,,,,,15,14, テイエムマイスタｰ,---,鮫島良, 5.4,  6, -16, -41,11,190.8,⑪⑧⑩,,,,,,,,,,,,,15,10,Ｏマｰブルチｰフ, 81,熊沢  , 1.9, 76,* 21, -21,11, 36.5,③②①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,17,Ｌエイシンニｰザン, 82,赤木  , 2.5, 64,  16, -24,14, 68.9,①④⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,15,Ｉヤマノブリザｰド, 84,武幸  , 2.9, 63,  12, -18,17,138.3,⑫⑭⑰
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,Ｒシルクネクサス, 77,秋山  , 3.0, 59,* 20, -39,15,116.6,②①②
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+18 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,
"単勝:1,050円 複勝:12=380円 13=170円 04=1,860円 枠連:420円",,,,,,,,,,,,単勝:110円 複勝:04=110円 13=140円 02=280円 枠連:340円,,,,,,,,,,,,単勝:110円 複勝:06=100円 04=140円 枠連:0円,,,,,,,,,,,,単勝:280円 複勝:13=140円 02=580円 08=190円 枠連:630円,,,,,,,,,,,
"馬連:2,390円 ワイド:12-13=1,020円 04-12=7,040円 04-13=3,140円",,,,,,,,,,,,馬連:350円 ワイド:04-13=180円 02-04=470円 02-13=700円,,,,,,,,,,,,馬連:170円 ワイド:04-06=110円 05-06=150円 04-05=230円,,,,,,,,,,,,"馬連:3,440円 ワイド:02-13=1,290円 08-13=320円 02-08=2,590円",,,,,,,,,,,
"馬単:5,170円 3連複:45,740円",,,,,,,,,,,,"馬単:280円 3連複:1,520円",,,,,,,,,,,,馬単:210円 3連複:310円,,,,,,,,,,,,"馬単:4,840円 3連複:6,780円 3連単:36,560円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 6R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1200m 3歳上500万(混) 別定,,,,,,,,,,,,■12R  ダ1200m 3歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｍソニックベロシティ, 38,福永  ,, 55,  -4,* -1, 5,  9.4,⑦⑧⑧, 1, 7, タッチザピｰク,---,柴原  ,, 66,* -5,   7, 3,  6.9,③②②, 1, 4,Ａスズカデヒア, 73,小牧太,, 73,  -3,  13, 2,  3.2,⑤⑥⑥, 1,10,Ｅナムラモンスタｰ, 78,中舘  ,, 83,* 10,   8, 5,  7.2,③②②
 2, 3,Ｋファインセンテンス, 39,武幸  , 0.0, 58,   5, -11, 3,  5.8,④④③, 2, 1, ブルｰミングスノｰ,---,ルメｰ, 0.4, 60,* -5,   1, 1,  1.6,②①①, 2, 1,Ｄマヤノサムサラ, 69,藤岡  , 0.0, 72,  -1,   9, 3,  6.6,①③③, 2, 5,Ｃビッグシャｰク, 79,武幸  , 0.4, 74,  -5,* 18, 3,  5.0,⑩⑪⑩
 3,10,Ｃシベリアンスパｰズ, 51,本田  , 0.0, 57,  -1,* -4, 1,  3.1,⑦⑦⑥, 3,11, アサクサアンデス,---,柴山  , 0.7, 55,  -7,  -2, 2,  5.4,③②②, 3, 2,Ｇヒカリアイ, 64,渡辺薫, 0.1, 73, -12,* 20, 7, 22.4,⑩⑩⑨, 3,14,Ａマチカネホマレ, 85,北村浩, 0.4, 74,   1,  10, 2,  3.9,⑧⑦⑦
 4, 6,Ｊブロｰドチャンネル, 39,赤木  , 0.2, 55,*  7, -15,10, 54.2,①③③, 4,10, クリスタルルｰジュ,---,福永  , 1.2, 45, -13,  -4, 5, 12.0,⑥⑤⑤, 4,14,Ｂブレッチングスキｰ, 71,柴山  , 0.3, 71,  -1,   7, 1,  2.4,①④③, 4, 2,Ｇリｰサムウェポン, 77,熊沢  , 0.4, 77,*  9,   3, 6, 14.0,①①①
 5,12,Ｅエイシンコテング, 48,ルメｰ, 0.3, 53,   4, -14, 6, 12.0,④⑤⑤, 5, 6, タバスコリエ,---,武幸  , 1.4, 42, -10, -10, 6, 22.3,①④④, 5, 3,Ｆラブイズゴｰルド, 66,和田  , 0.4, 69,*  4,   1, 5, 18.3,①①①, 5, 3,Ｈエイシンアスワン, 75,和田  , 0.6, 75,*  8,   2, 9, 44.2,⑤②③
 6, 4,Ｆアイノグレゴリｰ, 48,小林徹, 0.5, 54,* 12, -25,11, 60.6,①②②, 6, 8, マルガリｰタ,---,松永  , 1.4, 42, -19,  -1, 4,  8.2,⑧⑧⑥, 6, 9,Ｍパワｰラン, 57,佐久間, 0.7, 63, -12,  11,16,226.6,⑩⑩⑪, 6, 9,Ｌショウグンエックス, 68,藤岡  , 0.7, 70,  -2,  11,12, 69.8,⑤⑧⑨
 7,15,Ｇマイネルウェルス, 47,鮫島良, 0.5, 42,  -8,  -9, 8, 39.6,⑨⑧⑩, 7, 9, ブラックサベｰジ,---,中村将, 1.7, 32, -17, -12,11,250.5,⑤⑤⑥, 7,12,Ｊメイショウオブラ, 63,赤木  , 0.7, 67, -19,* 21, 9, 31.3,⑯⑯⑭, 7, 7,Ｄエイシンニュｰトン, 79,福永  , 0.8, 70,  -3,  11, 1,  3.4,⑨⑩⑩
 8, 5,Ｂトップディアマンテ, 56,古川吉, 0.7, 44,  -7,  -9, 4,  6.0,⑫⑩⑧, 8, 5, ディヴィｰナ,---,古川吉, 1.8, 33, -24,  -2, 8, 93.1,⑨⑨⑨, 8, 8,Ｉリｰディングアクト, 63,北村宏, 0.7, 68,  -2,   5, 8, 29.3,⑤⑤③, 8,12,Ｉベレノス, 74,ルメｰ, 1.0, 71,   6,   2, 7, 29.7,④⑤④
 9,14,Ｉペプチドラアｰジャ, 42,和田  , 0.7, 42,  -9,  -7,14,175.3,⑨⑩⑪, 9, 3, アケｰディア,---,藤岡  , 1.8, 30, -33,   5,10,135.9,⑩⑩⑩, 9,10,Ｋイノセントワｰルド, 61,ルメｰ, 0.9, 64,  -8,   7,10, 33.2,⑧⑧⑨, 9, 4,Ｍファンドリワｰルド, 68,内田浩, 1.0, 69,  -1,   8,14,168.8,⑩⑧⑧
10, 8,Ｄナリタモｰガン, 49,上村  , 0.8, 39, -14,* -4, 7, 12.5,⑫⑬⑭,10, 4, クレスコワンダｰ,---,秋山  , 2.9,  9, -59,* 15, 7, 78.7,⑪⑪⑪,10, 5,Ｃダイシンチャンス, 70,太宰  , 1.1, 63, -15,  13, 4, 13.2,⑮⑬⑪,10,11,Ｊマチカネエテンラク, 72,鮫島良, 1.1, 65,  -5,   9,10, 46.1,⑫⑪⑩
11, 7,Ｎマッキｰゼネラル, 35,畑端  , 0.8, 41, -14,* -4,16,190.6,⑭⑭⑪,11, 2, エプソムセブン,---,上村  , 3.0, 15, -15, -30, 9,122.3,⑥⑤⑥,11,16,Ｅスリｰリクエスト, 68,中村将, 1.1, 59,*  1,  -5,11, 51.1,①②②,11,15,Ｂアンクルリｰサム, 79,柴山  , 1.1, 65,  -8,* 12, 4,  7.1,⑭⑬⑬
12, 1,Ａクリノファイトオｰ, 63,小牧太, 1.0, 46,* 13, -34, 2,  4.8,①①①,,,,,,,,,,,,,12,15,Ｌアットウ, 58,川田  , 1.3, 58, -17,  11,12,109.4,⑬⑬⑮,12, 6,Ｆヤマニンアルシオン, 77,生野  , 1.4, 64,   3,  -3, 8, 40.0,⑤⑥④
13, 2,Ｈハマノビジン, 43,酒井学, 1.2, 37,   2, -26, 9, 52.9,④⑥⑥,,,,,,,,,,,,,13,13,Ｐクンダリｰニ, 53,中舘  , 1.3, 59, -11,   6,15,179.4,⑩⑩⑪,13, 1,Ｋパレスワｰルド, 72,田嶋翔, 2.2, 54,  -7,   0,11, 57.4,⑬⑬⑬
14,18,Ｒメイショウスペｰド, 13,池添  , 1.3, 32, -10, -15,13,152.5,⑨⑩⑪,,,,,,,,,,,,,14, 6,Ｈダスティサマｰ, 63,福永  , 1.9, 54,  -8,  -3, 6, 21.9,⑨⑧⑦,14, 8,Ｎミッドナイトトｰク, 65,高井  , 2.3, 53,   6, -15,13,101.2,②②④
15,17,Ｌオｰスミプロスパｰ, 39,川島信, 1.6, 25, -17, -14,12, 85.0,⑭⑭⑮,,,,,,,,,,,,,15, 7,Ｎデンコウタｰビン, 57,池添  , 2.1, 51, -17,   4,13,128.4,⑭⑮⑮,15,13,Ｏセンタｰバシレウス, 25,上村  , 3.9, 33, -16,  -8,15,243.1,⑮⑮⑮
16,13,Ｏアバランシュ, 27,中舘  , 2.0, 16, -28,  -9,15,176.0,⑰⑱⑱,,,,,,,,,,,,,16,11,Ｏハギノセレクション, 56,武幸  , 2.5, 47,  -5, -11,14,132.0,⑦⑥⑦,,,,,,,,,,,,
17,11,Ｑサバクノテンシ, 17,太宰  , 2.1, 16, -23, -15,17,341.5,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,16,Ｐコシズイッツ, 24,田嶋翔, 2.1, 16, -25, -14,18,859.7,⑰⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+11 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+20 馬場:良(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-6),,,,,,,,,,,
単勝:940円 複勝:09=270円 03=210円 10=150円 枠連:680円,,,,,,,,,,,,単勝:690円 複勝:07=170円 01=100円 11=130円 枠連:430円,,,,,,,,,,,,単勝:320円 複勝:04=140円 01=170円 02=350円 枠連:600円,,,,,,,,,,,,"単勝:720円 複勝:10=180円 05=160円 14=150円 枠連:1,290円",,,,,,,,,,,
