05年10月29日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年10月29日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝2000m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,,,,,,■ 7R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■10R  芝2000m 3歳上500万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,, 9, 9,Ｇジョｰスティルボｰ, 43,津村  , 2.3, 37,  -4, -22,11,101.1,⑤⑦⑨, 9,12,Ｈリトルブレッシング, 53,丹内  , 1.2, 42,  -6, -10,10, 38.6,⑤⑥⑧, 9, 8,Ｌサンベイリｰズ, 44,松田  , 1.3, 52, -15,  16,12,208.2,⑨⑪⑨
,,,,,,,,,,,,10, 5,Ｌテアトルシチｰ, 33,村山  , 2.9, 32,  -3, -27,12,153.0,⑤⑦⑪,10, 4,Ｍスイｰトロｰラ, 33,木幡  , 1.8, 36, -13, -10,12, 70.9,⑬⑫⑩,10,10,Ｉスイｰトピアノ, 57,鹿戸  , 1.5, 45, -17,  12, 9, 54.5,⑫⑪⑫
,,,,,,,,,,,,11, 6,Ｊアドミラルサンド, 36,中舘  , 3.1, 32,*  1, -36, 6, 15.7,①①②,11,14,Ｊカミノドリｰム, 52,村田  , 1.9, 37,*  0, -24, 9, 34.2,②②③,11, 6,Ｋユウヴィシュニャ, 52,石橋脩, 1.7, 37, -13,   1,11, 89.4,③③⑥
,,,,,,,,,,,,12, 4,Ｈキタノソナタ, 40,丹内  , 3.4, 29, -11, -20,10, 84.8,⑬⑬⑬,12, 6,Ｇソリスト, 56,津村  , 2.0, 30, -16, -13, 8, 31.4,⑫⑬⑫,12, 9,Ｊシップスラッシュ, 55,古川吉, 2.1, 35, -15,   0, 6, 33.8,⑨⑨⑨
,,,,,,,,,,,,13, 8, シルクミスティ,---,長谷川, 5.2, 17,  -6, -45, 8, 31.4,⑩⑫⑫,13,10,Ｎワンダｰゴｰルド, 29,内田浩, 2.2, 30,  -8, -21,14,114.5,⑤⑩⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｏワイワイ, 28,梶    , 2.2, 27, -23,  -7,15,311.6,⑮⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｌハミルトンシチｰ, 33,古川吉, 2.4, 27,* -1, -32,13, 80.8,②②③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:64 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-7),,,,,,,,,,,
単勝:320円 複勝:01=140円 04=940円 06=270円 枠連:0円,,,,,,,,,,,,単勝:460円 複勝:12=180円 13=150円 11=210円 枠連:940円,,,,,,,,,,,,"単勝:360円 複勝:15=160円 08=250円 01=200円 枠連:1,460円",,,,,,,,,,,,"単勝:700円 複勝:12=230円 02=220円 04=650円 枠連:1,020円",,,,,,,,,,,
"馬連:5,530円 ワイド:01-04=1,530円 01-06=380円 04-06=4,220円",,,,,,,,,,,,馬連:970円 ワイド:12-13=240円 11-12=580円 11-13=480円,,,,,,,,,,,,"馬連:1,960円 ワイド:08-15=470円 01-15=450円 01-08=770円",,,,,,,,,,,,"馬連:1,700円 ワイド:02-12=690円 04-12=1,410円 02-04=1,720円",,,,,,,,,,,
"馬単:9,160円 3連複:11,470円",,,,,,,,,,,,"馬単:1,810円 3連複:1,900円",,,,,,,,,,,,"馬単:2,970円 3連複:3,400円",,,,,,,,,,,,"馬単:3,510円 3連複:10,160円 3連単:43,700円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 5R  ダ1150m 3 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万(牝) 別定,,,,,,,,,,,,■11R  ダ1700m 3歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島放送賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｃキｰプウイン, 52,菊沢徳,, 57, -11,  10, 4,  5.2,⑦③③, 1, 7,Ａフジマサビュｰティ, 62,中舘  ,, 69,*  0,*  9, 1,  2.8,①①①, 1, 3,Ｃヤマニントゥドロワ, 74,二本柳,, 78,  -5,* 25, 1,  4.1,⑪⑨⑥, 1, 5,Ａプリティロｰズ, 79,菊沢徳,, 79,   6,  14, 3,  6.9,④③③
 2, 1,Ａフサイチジェット, 54,柴山  , 0.1, 57, -12,* 11, 2,  3.2,⑤④⑤, 2, 1,Ｆデュｰオブユｰス, 44,二本柳, 0.6, 62,  -3,   5, 5,  6.3,②②②, 2, 7,Ａエイシンハッピｰ, 75,鮫島良, 0.0, 73,  -6,* 20, 3,  4.7,⑨⑦②, 2, 7,Ｃリッチスマイル, 74,村田  , 0.5, 77,   2,* 17, 7, 15.4,⑫⑫⑪
 3, 2,Ｆゲイリｰアイトｰン, 43,鹿戸  , 0.2, 58, -13,* 12, 5, 12.1,⑧⑥④, 3,10,Ｃシノベルベット, 60,大西  , 2.1, 47,  -3, -10, 3,  5.6,②②③, 3,10,Ｈアドマイヤナンシｰ, 65,石橋脩, 0.5, 61,  -4,  10,13, 51.3,⑥③②, 3,14,Ｇセイカチュｰバ, 69,柴山  , 0.6, 75,   3,  14, 4,  8.1,⑪⑧⑥
 4, 7,Ｄエイシンイｰストン, 49,中舘  , 0.5, 50,* -9,   2, 1,  3.2,②②②, 4,11,Ｉモルダバイト, 37,長谷川, 2.3, 38, -22,   4, 7, 40.4,⑧⑩⑪, 4,15,Ｂマｰベラスカクテル, 75,大野  , 0.6, 59,  -6,  11, 2,  4.2,⑨⑦⑤, 4,11,Ｈマストビｰエンゼル, 68,丹内  , 1.0, 74,   1,  15,14,140.7,⑬⑬⑨
 5, 5,Ｈナイトカラノテガミ, 34,村田  , 0.8, 46,* -9,  -1, 6, 25.9,①①①, 5, 9,Ｂニットウビビアン, 61,津村  , 2.5, 39, -11,  -9, 4,  5.9,⑤⑤⑤, 5, 6,Ｄシャドｰウィップ, 73,吉田隼, 0.7, 63,  -7,  14, 8, 15.6,⑪⑫⑧, 5, 2,Ｊカミノヤマボｰイ, 67,長谷川, 1.1, 71,   4,   9,12, 34.7,⑧⑧⑥
 6, 6,Ｅマチカネスピリット, 46,津村  , 2.4, 32, -16,  -7, 8,117.3,⑧⑧⑦, 6, 4,Ｅミラｰレイク, 45,柴山  , 2.6, 38, -21,   1, 2,  3.7,⑪⑩⑨, 6,16,Ｆトミケンラピッド, 71,菊沢徳, 0.7, 61,  -4,   9, 5, 10.5,⑦⑤②, 6, 9,Ｆエスユｰガｰデン, 70,石橋脩, 1.1, 73,   0,* 16, 6,  8.6,⑭⑭⑮
 7, 9,Ｉゴｰルデンザダｰク, 33,佐久間, 2.6, 30, -16, -10, 9,129.3,⑤⑧⑧, 7, 2,Ｄロンプバイオ, 45,赤木  , 2.7, 40,  -7, -12, 6, 19.2,④④④, 7,14,Ｇマイネヴィｰナス, 70,津村  , 0.7, 67,  -8,  18,10, 34.6,⑭⑭⑩, 7,12,Ｄレイテストモデル, 71,赤木  , 1.1, 72,   6,   5, 9, 27.6,④③③
 8, 8,Ｇキングスタット, 43,長谷川, 3.0, 26, -12, -17, 7, 53.1,④④⑤, 8,12,Ｌファインルナギフト, 26,松田  , 2.8, 36, -19,  -3,11,346.4,⑧⑧⑦, 7,12,Ｊラピｰナカルド, 64,柴山  , 0.7, 55,*  4,  -4, 4,  8.8,②①①, 8,13,Ｅロマニスタ, 71,野元  , 1.2, 70,   4,   8,10, 29.4,⑧⑧⑪
 9, 3,Ｂコスモチェイス, 53,赤木  , 5.2,  3, -14, -37, 3,  3.6,②⑥⑨, 9, 6,Ｊミツアキヘレン, 35,高野和, 2.9, 32, -22,  -4,12,360.8,⑪⑧⑦, 9, 5,Ｅオンワｰドサマンサ, 72,木幡  , 0.8, 63,  -5,  13, 7, 14.4,⑪⑨⑧, 9, 3,Ｌアタゴビッグマン, 67,木幡  , 1.2, 72,   4,   8, 2,  5.2,⑧⑧⑥
,,,,,,,,,,,,10, 3,Ｈアｰミン, 38,鮫島良, 3.3, 28, -24,  -6,10,143.1,⑩⑫⑨,10, 4,Ｉコスモキララ, 65,長谷川, 0.8, 66,  -9,  18, 6, 14.1,⑭⑮⑪,10, 8,Ｉマウントフォンテン, 68,北村浩, 1.3, 69,   5,   5, 8, 18.7,④⑥⑨
,,,,,,,,,,,,11, 5,Ｋプリンセスソラ, 27,木幡  , 4.6, 20, -13, -25, 9,110.5,⑥⑦⑥,11, 8,Ｋマイネシャロｰナ, 63,丹内  , 1.7, 48, -10,   5, 9, 25.4,⑭⑮⑯,11,15,Ｂフィｰルドルｰキｰ, 75,大西  , 1.5, 67,*  9,  -4, 1,  3.5,②②①
,,,,,,,,,,,,,,,,,,,,,,,,12, 2,Ｍレｰシングホステス, 60,赤木  , 2.1, 43,  -7,  -4,14, 92.2,⑧⑬⑬,12, 6,Ｎナイキアカウント, 63,二本柳, 1.6, 68,   0,  11,15,146.5,⑭⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,13,11,Ｌキｰツヨイ, 63,大西  , 2.6, 31,  -5, -16,12, 49.2,⑤⑨⑭,13,10,Ｋカネサマンゲツ, 67,田辺  , 1.7, 66,   6,  -2, 5,  8.2,③③②
,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｎアイアムキラキラ, 54,中舘  , 3.6, 14,  -3, -35,11, 42.0,③③⑪,14, 1,Ｍラバヤデｰル, 65,松田  , 2.3, 61,   5,  -3,13, 72.5,④⑦⑪
,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｏペットブティック, 52,武士沢, 4.5, -2,*  3, -62,16,242.5,①②⑥,15, 4,Ｏコンサｰトピッチ, 60,中舘  , 5.2, 38,* 12, -43,11, 31.1,①①③
,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｐミヤコインザムｰン, 34,村田  , 4.8, -3,  -4, -52,15,151.5,③⑤⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+22 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:-3),,,,,,,,,,,
単勝:520円 複勝:04=160円 01=140円 02=230円 枠連:660円,,,,,,,,,,,,単勝:280円 複勝:07=140円 01=200円 10=150円 枠連:980円,,,,,,,,,,,,"単勝:410円 複勝:03=180円 07=160円 10=1,450円 枠連:790円",,,,,,,,,,,,"単勝:690円 複勝:05=230円 07=490円 14=300円 枠連:5,620円",,,,,,,,,,,
馬連:630円 ワイド:01-04=260円 02-04=790円 01-02=510円,,,,,,,,,,,,"馬連:1,060円 ワイド:01-07=400円 07-10=320円 01-10=570円",,,,,,,,,,,,"馬連:1,200円 ワイド:03-07=530円 03-10=3,780円 07-10=4,140円",,,,,,,,,,,,"馬連:5,670円 ワイド:05-07=1,530円 05-14=1,330円 07-14=2,760円",,,,,,,,,,,
"馬単:1,560円 3連複:2,150円",,,,,,,,,,,,"馬単:1,630円 3連複:1,700円",,,,,,,,,,,,"馬単:2,390円 3連複:21,320円",,,,,,,,,,,,"馬単:11,080円 3連複:17,810円 3連単:96,470円",,,,,,,,,,,
■ 3R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 6R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  ダ1150m 3歳上500万(混) 別定,,,,,,,,,,,,■12R  芝1200m 3歳上500万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,秋元湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｇクリスタルロｰズ, 31,村田  ,, 58, -15,* 10, 4,  4.8,⑨⑧⑥, 1, 8, コスモスペシャリｰ,---,木幡  ,, 39,*-62,  32, 2,  3.6,①①①, 1, 3,Ａヘイアンワイルド, 75,石橋脩,, 64,  -3,   6, 2,  3.5,⑤⑤④, 1, 2,Ｂトｰワユメジ, 72,野元  ,, 65, -15,* 21, 3,  7.5,⑧⑦⑧
 2,11,Ａボムシェル, 67,長谷川, 0.1, 52,*-10,*  2, 1,  3.1,①②②, 2, 7, ユｰセイシアトル,---,柴山  , 0.3, 39, -65,* 34, 3,  5.0,⑧⑤⑥, 2, 9,Ｍフュｰチャワイルド, 54,武士沢, 0.2, 65, -14,* 15,14,195.2,⑪⑫⑨, 2,14,Ａサイキョウワｰルド, 75,柴山  , 0.1, 69, -23,* 27, 1,  1.8,⑭⑭⑭
 3, 3,Ｂプリティオクパシオ, 42,赤木  , 0.6, 46, -12,  -2, 2,  3.3,⑤④③, 3,11, フジノタｰゲット,---,柄崎  , 0.4, 30, -63,  28, 4, 16.3,④④③, 3, 2,Ｇドルフィンダンス, 62,田辺  , 0.3, 63,  -8,* 10, 6, 16.3,⑩⑧⑦, 3, 4,Ｅハリアｰズリベンジ, 67,田辺  , 0.3, 61, -16,  18, 9, 34.4,⑨⑩⑩
 4, 8,Ｃアロｰラヴィｰン, 41,中舘  , 0.9, 38,* -7, -11, 6, 23.1,①①①, 4, 5, マコトイチバン,---,吉田隼, 0.4, 38, -70,* 35, 5, 17.5,⑨⑨⑥, 4, 7,Ｃフリｰダムガｰル, 70,菊沢徳, 0.4, 60,*  2,  -1, 4, 10.2,①①①, 4,10,Ｆフラワｰメロディｰ, 66,菊沢徳, 0.4, 58,  -8,   9,15,117.8,③③③
 5, 7,Ｅマンダリンリリｰ, 32,柴山  , 1.6, 29, -30,  -1,12,118.8,⑬⑬⑬, 5, 9, アタゴキャロット,---,石橋脩, 0.8, 13,*-63,  19, 8, 48.2,②②②, 5, 8,Ｂロンジェ, 71,吉田隼, 0.5, 58,*  0,  -2, 1,  2.8,②②②, 5,16,Ｈシルクイノセント, 65,武英  , 0.4, 56,*  0,   1,10, 41.7,②②②
 6, 5,Ｊコアレススマイル, 15,鈴来  , 1.6, 29, -25,  -5,14,347.9,⑫⑪⑪, 6, 1, ヤマニンルンタ,---,長谷川, 1.3, -1, -65,  16, 7, 31.3,⑤⑤③, 6, 5,Ｆバニヤンゴスペル, 65,木幡  , 0.8, 56,*  1,  -4, 5, 14.6,③②②, 6, 3,Ｉカシマワｰルド, 65,高山太, 0.4, 57, -10,  11,16,175.2,③③④
 7, 1,Ｍミヤコノヒマワリ,  2,吉田隼, 1.6, 25, -20, -13,11,117.7,⑩⑩⑧, 7, 3, ノｰスベアハｰト,---,古川吉, 1.8, -9, -65,  11, 9, 53.4,⑤⑤③, 7, 1,Ｊグラスファイタｰ, 57,柴山  , 1.0, 54,  -6,   0,10, 49.5,⑧⑦⑥, 7, 5,Ｊロｰドセレブレイト, 64,嘉藤  , 0.4, 60, -20,  19,12, 42.0,⑫⑬⑬
 8, 6,Ｉワンダｰグラス, 16,鮫島良, 1.7, 22, -16, -19, 7, 26.8,⑥⑥⑥, 8, 2, ステラハンタｰ,---,村田  , 1.9, -5, -71,  18, 6, 27.7,⑪⑪⑩, 8,11,Ｌトｰセンヒｰロｰ, 55,小島一, 1.1, 52, -13,   3, 7, 21.9,⑪⑪⑩, 8,12,Ｌワイルドソニック, 62,中舘  , 0.4, 61, -18,  18, 2,  6.5,⑫⑫⑩
 9,10,Ｌエｰピｰトリック,  9,丹内  , 1.9, 19, -14, -23,13,176.8,④④⑤, 9, 4, マイネルオルペウス,---,赤木  , 2.0,-15, -65,   8, 1,  1.9,⑤⑤⑨, 9, 4,Ｐフジマサワｰルド, 36,松田  , 1.1, 52, -16,   7,15,266.0,⑬⑫⑫, 9,13,Ｐデアンジェリス, 59,西田  , 0.6, 57, -11,  10,10, 41.7,⑤⑤④
10, 9,Ｆエプソムバクシン, 32,木幡  , 1.9, 21,* -9, -25, 3,  4.7,③②③,10, 6, スガノシアトル,---,田辺  , 2.7,-25, -68,   4,11, 97.9,⑩⑨⑪,10, 6,Ｎリンディホップ, 52,嘉藤  , 1.2, 51,  -4,  -4,12, 68.1,⑥⑤⑦,10, 9,Ｃカイシュウムサシ, 70,丹内  , 0.6, 56, -15,  12, 5, 17.7,⑨⑦⑦
11,13,Ｄタツグレｰス, 36,石橋脩, 2.0, 18, -15, -22, 5, 17.0,⑦⑥⑧,11,10, トｰセンスノｰマン,---,大野  , 2.8,-38,*-64, -12,10, 69.0,②②⑥,11,13,Ｉパワｰラン, 57,長谷川, 1.4, 50, -20,   6, 9, 40.9,⑮⑮⑬,10,15,Ｄワンダｰガジ, 69,長谷川, 0.6, 57, -23,  19, 4, 12.9,⑭⑭⑭
12, 4,Ｎミネノグロｰリｰ, -5,津村  , 2.0, 18, -17, -22,10,116.0,⑦⑧⑧,,,,,,,,,,,,,12,12,Ｈハギノサタン, 59,中村将, 1.4, 47, -20,   6,16,334.4,⑯⑮⑮,12, 6,Ｇマイネルオクテット, 66,古川吉, 0.7, 54, -13,   9,14, 69.7,⑤⑤④
13,14,Ｈペプチドジャスミン, 23,武英  , 2.1, 20, -23, -14, 9, 97.4,⑩⑪⑫,,,,,,,,,,,,,13,10,Ｏミスティｰフレンチ, 47,赤木  , 1.5, 49,  -9,  -1,11, 50.9,⑥⑩⑬,13, 7,Ｍジェイドスワロｰ, 61,石橋脩, 0.7, 55, -14,  11,13, 49.8,⑤⑦⑧
14,12,Ｋエフテｰギャル, 12,佐藤聖, 2.3, 14, -35, -10, 8, 42.7,⑭⑭⑭,,,,,,,,,,,,,14,16,Ｅスウィｰトデジャヴ, 66,中舘  , 2.0, 44,*  0, -14, 3,  4.9,③②④,14,11,Ｎエマネｰション, 60,大西  , 0.9, 54, -25,  19, 7, 29.5,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,15,15,Ｋマルダイビジン, 56,丹内  , 2.1, 40,  -8, -11,13, 82.9,⑧⑧⑩,15, 8,Ｋサキノリュウオｰ, 63,木幡  , 1.0, 48, -17,   7, 8, 30.3,⑪⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,16,14,Ｄスｰパｰサイクロン, 66,二本柳, 2.5, 37, -14,  -8, 8, 39.3,⑬⑫⑮,16, 1,Ｏダンゼロゴｰルド, 60,赤木  , 2.0, 23,*  0, -25, 6, 24.4,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-49 ﾚｰｽｱｶﾞﾘ指数:+37 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-6),,,,,,,,,,,
単勝:480円 複勝:02=150円 11=120円 03=130円 枠連:880円,,,,,,,,,,,,単勝:360円 複勝:08=150円 07=150円 11=380円 枠連:590円,,,,,,,,,,,,"単勝:350円 複勝:03=190円 09=3,410円 02=550円 枠連:6,920円",,,,,,,,,,,,単勝:750円 複勝:02=190円 14=110円 04=530円 枠連:490円,,,,,,,,,,,
馬連:900円 ワイド:02-11=260円 02-03=320円 03-11=150円,,,,,,,,,,,,"馬連:710円 ワイド:07-08=260円 08-11=970円 07-11=1,170円",,,,,,,,,,,,"馬連:34,900円 ワイド:03-09=6,780円 02-03=1,200円 02-09=17,360円",,,,,,,,,,,,"馬連:690円 ワイド:02-14=290円 02-04=2,300円 04-14=1,000円",,,,,,,,,,,
"馬単:2,310円 3連複:930円",,,,,,,,,,,,"馬単:1,130円 3連複:3,850円",,,,,,,,,,,,"馬単:39,220円 3連複:175,100円 3連単:840,240円",,,,,,,,,,,,"馬単:2,180円 3連複:6,760円 3連単:39,160円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
