05年11月13日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年11月13日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,,,,,,■ 4R  芝1800m 3歳上500万 別定,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万 別定,,,,,,,,,,,,■10R  芝1800m 3歳上500万(混) 別定,,,,,,,,,,,
12, 5,Ｍジョｰリュウショウ, 30,長谷川, 1.4, 35, -24,   1, 7, 16.7,⑯⑮⑭,12, 3,Ｌマルヨウィザｰド, 46,熊沢  , 3.0, 37,  -1, -28,11, 71.0,⑪⑪⑫,12,13,Ｎスプラッシュ, 54,田辺  , 1.4, 65,  -3,  15,13,133.5,⑯⑮⑮,12, 6,Ｍエイシンハルピン, 45,大西  , 2.6, 44,   2, -23,13,203.8,②③③
13, 9,Ｅタガノアルサルディ, 49,田嶋翔, 1.5, 34, -14,  -9, 1,  3.8,⑤⑧⑧,13, 1,Ｍカルストンソロンオ, 33,鹿戸  , 3.7, 32,  -3, -33,13,112.3,⑧⑬⑬,13,15,Ｐカムパネルラ, 51,大庭  , 1.6, 59,  -1,   4,12,104.3,⑩⑩⑬,13,14,Ｇジェイドスワロｰ, 58,和田  , 2.7, 44,   3, -23,10,103.2,②③⑨
14, 6,Ｆベストオブワｰルド, 46,柴山  , 1.6, 31, -11, -13, 5,  7.3,⑤④⑧,,,,,,,,,,,,,14, 6,Ｈダブリンフォレスト, 66,生野  , 2.0, 54,  -4,   1, 7, 20.0,⑭⑭⑪,14, 5,Ｉチアズブリング, 54,本田  , 5.1, 18,  -4, -48, 8, 55.6,⑩⑫⑭
15, 4,Ｂセイカホルン, 53,鈴木慶, 1.7, 27, -19, -11,11, 45.4,⑭⑫⑫,,,,,,,,,,,,,15,12,Ｏサンワｰドハッスル, 53,南田  , 2.3, 44,  -2, -12,16,430.8,⑤⑤⑬,,,,,,,,,,,,
16,12,Ｉリトルプレイヤｰ, 40,丹内  , 2.6, 12,* -9, -33,16,112.2,②③⑤,,,,,,,,,,,,,16, 1,Ｊスズノタイヨｰ, 63,佐久間, 2.3, 45,* 14, -49, 4, 10.1,①①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:0),,,,,,,,,,,
単勝:460円 複勝:10=200円 01=170円 07=200円 枠連:650円,,,,,,,,,,,,単勝:500円 複勝:09=150円 07=110円 06=120円 枠連:360円,,,,,,,,,,,,"単勝:3,650円 複勝:10=970円 08=2,180円 16=190円 枠連:21,720円",,,,,,,,,,,,単勝:520円 複勝:13=140円 11=110円 01=110円 枠連:550円,,,,,,,,,,,
"馬連:1,690円 ワイド:01-10=660円 07-10=680円 01-07=560円",,,,,,,,,,,,"馬連:1,390円 ワイド:07-09=450円 06-09=280円 06-07=170円",,,,,,,,,,,,"馬連:126,170円 ワイド:08-10=22,680円 10-16=4,270円 08-16=7,430円",,,,,,,,,,,,馬連:740円 ワイド:11-13=260円 01-13=300円 01-11=140円,,,,,,,,,,,
"馬単:3,220円 3連複:2,730円",,,,,,,,,,,,"馬単:3,220円 3連複:820円",,,,,,,,,,,,"馬単:267,370円 3連複:241,440円",,,,,,,,,,,,"馬単:1,640円 3連複:470円 3連単:4,010円",,,,,,,,,,,
■ 2R  芝1200m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 5R  ダ1150m 3歳上500万 別定,,,,,,,,,,,,■ 8R  芝1200m 3歳上500万(牝) 別定,,,,,,,,,,,,■11R  芝2000m 3歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島記念 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6, フサイチプルミエ,---,丹内  ,, 50, -12,   2, 8, 18.4,②②②, 1,13,Ｇウォｰタｰオｰレ, 61,中舘  ,, 70,*  3,   7, 1,  3.5,④②②, 1,13,Ｈフロｰレス, 65,横山典,, 73, -10,* 22, 1,  2.4,⑥⑤⑤, 1, 5,Ｅグラスボンバｰ, 86,勝浦  ,, 94,*  6,* 29, 3,  5.7,⑥③①
 2, 5, トレジャｰハｰト,---,高野和, 0.3, 47, -14,  -1,13, 61.4,⑤⑤③, 2, 4,Ｈガッサンルｰブル, 60,柴山  , 0.0, 72,   1,*  9, 2,  6.0,⑦⑤②, 2, 8,Ｂケイアイスカイ, 71,中舘  , 0.5, 61,* -3,   7, 2,  3.1,③②①, 2, 3,Ｆトウカイトリック, 85,芹沢  , 0.2, 81,*  3,* 24, 7, 12.8,③③②
 3, 1, ケｰジｰムスメ,---,高橋智, 0.4, 48, -44,* 29,15,110.0,⑭⑭⑬, 3, 3,Ｊタケデンバトル, 60,吉田隼, 0.5, 63,  -5,   7,13, 48.5,⑩⑩⑨, 3, 7,Ｆサンダｰクラップ, 66,石橋脩, 0.7, 57, -18,  16, 8, 58.8,⑧⑨⑪, 3,12,Ｈワンモアチャッタｰ, 83,柴山  , 0.6, 84,   4,  23, 1,  3.4,⑧⑨⑥
 4,15, セイウンピュア,---,吉田隼, 0.6, 42, -24,   3, 1,  4.8,⑨⑩⑨, 4, 6,Ｎホトダｰ, 58,西田  , 0.5, 64, -11,* 14, 8, 14.4,⑭⑭⑫, 4,11,Ｅクレイジｰフォユｰ, 67,丹内  , 0.7, 57, -15,  13, 4,  9.3,⑩⑦⑥, 4, 1,Ｇマイネソｰサリス, 85,和田  , 0.6, 82,  -1,* 26, 8, 18.3,⑬⑯⑩
 5,12, エイトダンサｰ,---,赤木  , 0.9, 42, -19,  -2, 7, 12.6,⑪⑧⑤, 5, 9,Ｍポｰトガルチ, 59,和田  , 0.6, 65,  -5,   9, 7, 12.9,⑪⑩⑨, 5,10,Ｋミヨノドリｰム, 62,鹿戸  , 0.7, 63, -18,  19,12, 73.3,⑪⑪⑨, 5,15,Ｉカナハラドラゴン, 83,石橋脩, 0.7, 83,   2,  24, 9, 23.0,⑬⑬⑬
 6,14, キｰンライアン,---,本田  , 0.9, 38,* -6, -14, 3,  5.8,①①①, 6,15,Ｂメイショウセレット, 66,熊沢  , 0.6, 65,   1,   3, 4,  8.4,⑦⑤④, 6, 6,Ｊパｰフェクトダンス, 62,大西  , 0.9, 64, -36,* 32, 5, 16.4,⑯⑯⑭, 6,11,Ｃエルノヴァ, 88,横山典, 0.9, 80,   3,  22, 2,  5.1,⑩⑬⑩
 7, 9, インディアバッハ,---,津村  , 1.2, 34, -18, -10, 6, 10.3,⑥⑥⑤, 7,12,Ｃヤングヘイロｰ, 65,田嶋翔, 0.7, 63,*  2,   2, 3,  7.8,②③④, 7, 4,Ｌブランシュネｰジュ, 59,北村浩, 1.0, 50, -13,   7, 7, 38.2,⑤⑤⑦, 7,10,Ｂブルｰトルネｰド, 88,長谷川, 0.9, 70,*  5,  11, 4,  9.3,②②②
 8,10, サニｰコンコルド,---,長谷川, 1.4, 31, -21,  -9, 9, 22.0,⑧⑧⑫, 8, 5,Ｋドリｰムゲッタｰ, 59,赤木  , 1.0, 60,  -1,   1, 9, 16.0,⑤⑦⑦, 8,14,Ｄムｰランルｰジュ, 69,長谷川, 1.0, 49,* -2,  -3, 6, 16.7,①①②, 8, 4,Ｎラヴァリｰジェニオ, 80,津村  , 1.0, 70,*  4,  13,10, 32.4,③③⑥
 9, 7, ワライナガラ,---,水出  , 1.7, 23, -19, -18,12, 40.0,⑦⑥⑤, 9,11,Ｅビｰシャｰプ, 62,塚田  , 1.1, 56,  -3,  -1,12, 37.3,⑨⑨⑨, 9,12,Ｃユｰワパンドラ, 70,吉田隼, 1.0, 46,* -4,  -2,11, 72.5,②②②, 9,13,Ｌセフティｰエンペラ, 82,本田  , 1.1, 70,*  5,  12, 5, 11.0,⑤③⑥
10, 4, フラワｰパス,---,柴山  , 1.8, 25, -22, -13, 2,  5.2,⑨⑩⑨,10, 7,Ｆドルフィンゴｰルド, 62,丹内  , 1.2, 56,*  1,  -4,11, 24.9,②③④,10,16,Ｐノビｰ, 53,柴山  , 1.1, 54, -28,* 21,16,225.2,⑭⑭⑭,10, 9,Ｊメジロマントル, 83,高橋智, 1.1, 68,*  5,   9,12, 39.0,①①④
11,11, グラスエルフ,---,勝浦  , 1.9, 25, -23, -13,10, 30.5,⑫⑩⑨,11,16,Ａプレミアシチｰ, 66,北村浩, 1.2, 57,*  3,  -6,10, 22.8,①①①,11, 9,Ａタイキミュｰズ, 75,熊沢  , 1.1, 49,* -3,  -2, 3,  6.3,④②②,11, 8,Ｐホウザングラマｰ, 78,加藤士, 1.2, 70,   0,  15,16,280.0,⑩⑬⑩
12, 8, カガノマイヒメ,---,二本柳, 2.2, 20,* -9, -31, 5,  7.2,③②④,12, 8,Ｌウエスタンリピｰト, 59,佐藤聖, 1.3, 53, -14,   7,15,257.6,⑯⑮⑭,12, 3,Ｉマイネマリスタ, 64,古川吉, 1.2, 50, -14,   7, 9, 70.6,⑥⑦⑦,12,14,Ｄプラズマ, 87,木幡  , 1.3, 65,   1,  10, 6, 11.1,⑬⑨⑥
13, 2, サンマルセイコｰ,---,塚田  , 2.4, 11, -41,  -7,11, 35.6,⑬⑬⑭,13, 1,Ｉビｰビｰパンチ, 60,石橋脩, 1.3, 55,  -1,  -3, 6, 11.0,⑤⑦⑦,13, 5,Ｏヴェイパｰトレイル, 53,嘉藤  , 1.2, 51, -20,  12,13, 78.0,⑪⑬⑬,13, 6,Ｋエルカミｰノ, 82,二本柳, 1.3, 64,   2,  10,15,119.9,⑧⑨⑬
14,13, レｰヴァティン,---,中舘  , 2.5, 16, -11, -34, 4,  6.6,④②⑤,14,10,Ｏアイシャルレガシｰ, 54,勝浦  , 1.5, 53,  -5,   0,16,275.8,⑪⑩⑫,14, 2,Ｇブライダルフラワｰ, 65,木幡  , 1.2, 51, -16,  10,10, 71.9,⑧⑨⑨,14,16,Ａオｰスミステイヤｰ, 89,熊沢  , 1.7, 58,   2,   5,11, 35.5,⑥⑨⑮
15, 3, メタラｰ,---,佐藤聖, 3.7, -7, -66,  -3,14,106.2,⑮⑮⑮,15, 2,Ｐエイシンベリンダ, 48,長谷川, 2.0, 46,  -9,  -3,14,146.3,⑬⑬⑭,15, 1,Ｎイシノアパトゥｰラ, 57,梶    , 1.3, 49, -19,   9,15,218.2,⑪⑪⑪,15, 2,Ｏスプリングシオン, 79,赤木  , 1.9, 55,*  3,  -1,14, 86.0,⑩③④
,,,,,,,,,,,,16,14,Ｄフュｰチャワイルド, 63,横山典, 2.4, 44, -14,  -1, 5,  8.7,⑮⑮⑯,16,15,Ｍペントクリップ, 58,津村  , 1.6, 42, -29,  13,14, 97.9,⑮⑭⑯,16, 7,Ｍマイネヌｰヴェル, 81,梶    , 2.5, 45,*  4,  -9,13, 46.2,⑯③⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,840円 複勝:06=650円 05=1,650円 01=3,110円 枠連:3,100円",,,,,,,,,,,,単勝:350円 複勝:13=120円 04=170円 03=890円 枠連:810円,,,,,,,,,,,,単勝:240円 複勝:13=130円 08=160円 07=810円 枠連:380円,,,,,,,,,,,,"単勝:570円 複勝:05=180円 03=400円 12=160円 枠連:2,180円",,,,,,,,,,,
"馬連:28,270円 ワイド:05-06=10,210円 01-06=11,840円 01-05=20,740円",,,,,,,,,,,,"馬連:1,110円 ワイド:04-13=510円 03-13=3,380円 03-04=3,500円",,,,,,,,,,,,"馬連:410円 ワイド:08-13=210円 07-13=1,860円 07-08=2,480円",,,,,,,,,,,,"馬連:2,780円 ワイド:03-05=1,140円 05-12=400円 03-12=1,100円",,,,,,,,,,,
"馬単:58,640円 3連複:355,960円",,,,,,,,,,,,"馬単:1,610円 3連複:19,210円",,,,,,,,,,,,"馬単:700円 3連複:6,230円",,,,,,,,,,,,"馬単:5,500円 3連複:3,260円 3連単:23,540円",,,,,,,,,,,
■ 3R  ダ2400m 3歳上500万 別定,,,,,,,,,,,,■ 6R  ダ1700m 3歳上500万(牝) 別定,,,,,,,,,,,,■ 9R  ダ1700m 3歳上500万 別定,,,,,,,,,,,,■12R  芝1200m 3歳上500万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五色沼特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃワンダｰゼネラス, 62,柴山  ,, 75,*  2,* 15, 1,  2.3,⑤②②, 1,12,Ｃベルモントノｰヴァ, 63,熊沢  ,, 65,*  0,   6, 1,  4.0,③②②, 1, 2,Ｅウルフボｰイ, 66,石橋脩,, 75,   0,* 19, 3,  4.8,⑬⑬⑪, 1,10,Ｂボストンゴｰルド, 73,和田  ,, 77,  -5,  23, 3,  5.4,⑦⑥⑧
 2,16,Ｂアラビアロレンス, 65,長谷川, 0.8, 66,*  2,   5, 2,  4.6,①①①, 2, 7,Ｍアイアムキラキラ, 52,吉田隼, 0.0, 63,  -3,   6,13, 58.7,④⑤④, 2, 9,Ｋオメガエンドレス, 61,中舘  , 0.7, 71,   4,   7, 6, 21.0,⑥⑤③, 2,12,Ｃファインテイオｰ, 72,芹沢  , 0.0, 78,  -6,* 24, 1,  3.4,⑨⑧⑧
 3,10,Ａスズノグランプリ, 66,北村浩, 1.4, 63,  -1,*  5, 3,  5.5,⑤⑤⑤, 3, 4,Ｉオンワｰドミシェル, 57,高山太, 0.2, 67,  -2,*  9,10, 25.6,⑧⑫⑦, 3, 4,Ｊレコンパンス, 62,横山典, 0.8, 70,*  6,   5, 1,  2.2,②②①, 3, 3,Ｌセイウンボｰルド, 59,熊沢  , 0.1, 76,*  3,  14, 7, 18.9,②②①
 4, 5,Ｇヴイトゥリｰ, 57,丹内  , 1.5, 60,*  0,   0,13, 58.6,③②③, 4, 1,Ｅレテ, 60,柴山  , 0.3, 63,  -3,   7, 4,  8.3,⑩⑧⑦, 4,10,Ｇフミノブルｰスカイ, 64,吉田隼, 1.0, 67,   3,   4, 7, 25.3,④⑤③, 4, 9,Ｊアツスパｰコ, 61,西田  , 0.1, 78, -10,* 28,12, 98.4,⑪⑪⑧
 5, 3,Ｅニｰマルファイタｰ, 60,柴田大, 2.1, 61,  -2,   3,10, 40.6,⑪⑧⑥, 5, 9,Ｊクリノベラドラ, 57,鈴木慶, 0.3, 63,  -7,* 11,12, 55.7,⑮⑮⑭, 5, 1,Ｂトゥインクリング, 68,柴山  , 1.0, 70,   4,   5, 4, 10.9,⑧⑤③, 5, 4,Ａセイシュンジダイ, 77,柴山  , 0.4, 74, -11,  23, 2,  3.9,⑮⑪⑤
 6,15,Ｉクリノシシマル, 56,中舘  , 2.1, 58,*  1,  -4, 8, 26.2,②②③, 6, 3,Ｈデュｰクタイフｰン, 58,田辺  , 0.3, 62,  -2,   5, 8, 19.0,⑥⑤⑤, 6, 3,Ｄオルドリｰバ, 67,木幡  , 1.5, 64,   2,   3, 5, 19.1,⑧⑨⑧, 6, 2,Ｅスズヨバクシンオｰ, 66,吉田隼, 0.4, 70,   0,  12,11, 56.3,⑤④②
 7,12,Ｍサンワｰドロデム, 49,木幡  , 2.7, 56,  -1,  -5,11, 49.9,⑨⑦⑦, 7, 8,Ｂケリｰズナカヤマ, 63,塚田  , 0.6, 59,  -4,   3, 9, 24.2,⑩⑧⑦, 7, 7,Ｆセイウンカラク, 66,二本柳, 1.7, 65,   3,   3, 8, 27.8,⑫⑨⑧, 7,15,Ｈハリアｰズリベンジ, 62,田辺  , 0.5, 71, -16,* 26, 9, 28.2,⑬⑭⑭
 8, 6,Ｎシベリアンハンタｰ, 47,吉田隼, 3.0, 54,  -5,  -2, 6, 20.7,⑮⑭⑫, 8, 5,Ｋハナタツマキ, 55,赤木  , 0.8, 58,*  0,  -2,11, 41.5,⑧②③, 8,15,Ｌリネンセブン, 58,南田  , 1.8, 60,*  5,  -7,11, 52.5,①①②, 8,16,Ｇピサノキャニオン, 64,横山典, 0.5, 70,   1,  11, 4,  7.2,④④⑤
 9,14,Ｄジツリキｰツウ, 60,津村  , 3.0, 52,  -3,  -6, 9, 35.0,⑭⑧⑨, 9, 6,Ａシャンハイセンプｰ, 64,丹内  , 0.8, 58,  -3,   2, 2,  4.2,⑩⑧⑪, 9,11,Ｈクリスタルバッハ, 63,丹内  , 1.9, 59,   2,  -3,10, 44.1,⑩⑧⑩, 9, 8,Ｆウインレックス, 65,木幡  , 0.6, 68,  -5,  14, 5,  9.1,⑥⑥⑤
10, 8,Ｈマイネルスプレモ, 56,鈴木慶, 3.0, 53,  -5,  -2,16,183.7,⑮⑭⑭,10, 2,Ｏマイアドレス, 50,二本柳, 0.9, 60,  -4,   5,15,173.0,⑬⑭⑭,10,12,Ｏフジマサワｰルド, 45,高橋智, 2.0, 59,   0,   1,15,231.7,⑬⑬⑮,10,11,Ｎヴイプラド, 55,勝浦  , 0.7, 68, -17,* 24,10, 50.0,⑭⑮⑮
11,11,Ｏキングオブビｰスト, 43,佐藤聖, 3.7, 47,  -3, -13,12, 55.5,⑧⑧⑨,11,14,Ｇジョリｰヴォア, 59,生野  , 1.0, 55,  -3,  -1, 6, 13.2,⑥⑧⑪,11,13,Ｃタガノマイラバｰ, 68,本田  , 2.2, 59,*  5,  -7, 2,  4.5,④②③,11, 7,Ｄミスズブライト, 69,生野  , 1.0, 61,*  2,   2, 6, 15.5,③③②
12, 4,Ｆプライズマネｰ, 58,熊沢  , 4.0, 48,   0, -18, 7, 21.3,③⑤⑦,12,13,Ｎコスマグレｰス, 52,西田  , 1.2, 56,  -4,   1,14, 93.2,⑬⑬⑬,12, 6,Ｉニシノガルｰダ, 63,田辺  , 2.4, 59,   1,  -1, 9, 39.7,⑮⑬⑬,12, 1,Ｋニュｰウエｰヴ, 60,二本柳, 1.0, 61,  -9,  12,15,168.3,⑩⑩⑪
13, 1,Ｋビッグフリｰダム, 52,土谷  , 4.7, 45,  -2, -18, 4, 10.7,⑪⑪⑪,13,10,Ｌダンスカｰニバル, 53,津村  , 1.3, 52,* -1,  -7, 7, 15.9,②②⑤,13,14,Ｍグリｰンカイザｰ, 57,大西  , 2.5, 56,   2,  -6,14,164.1,⑪⑨⑪,13,13,Ｉミュｰジックホｰク, 61,古川吉, 1.1, 59, -13,  14,14,129.1,⑫⑪⑬
14, 2,Ｌトウキュウドリｰム, 52,南田  , 5.0, 43,  -5, -17,14, 71.0,⑤⑯⑯,14,15,Ｆスウィｰトスマイル, 60,中舘  , 1.6, 51,  -2,  -8, 5,  8.5,④⑤⑦,14, 5,Ａアルファビクトリｰ, 73,勝浦  , 2.9, 53,   3,  -9,12, 86.8,⑦⑨⑬,14, 5,Ｐラブザビュｰ, 51,土谷  , 1.4, 55,  -5,   4,16,217.1,⑦⑧⑪
15,13, コメットサンサン,---,高野和, 5.1, 40,  -4, -23,15,180.7,⑪⑪⑫,15,11,Ｄフサイチカスケｰド, 62,大西  , 1.7, 50,*  0, -11, 3,  5.6,①①①,15, 8,Ｎディクタトル, 52,和田  , 3.0, 54,*  5, -15,13, 95.2,③②③,15,14,Ｏアメリカンカラｰ, 53,石橋脩, 2.1, 45, -24,   9,13,115.6,⑯⑯⑯
