05年10月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年10月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(抽) 馬齢,,,,,,,,,,,,■ 4R  芝1400m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  芝1400m 3歳上500万(混) 別定,,,,,,,,,,,,■10R  ダ2100m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,銀蹄ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｄヒシカｰド, 40,伊藤直,, 55,* -1,  -7, 2,  5.7,①①①, 1, 3, スイｰトピルエット,---,田中勝,, 51, -42,* 20, 4,  9.1,④③④, 1,10,Ａサクライナセ, 74,藤田  ,, 78,   1,* 16, 1,  1.6,⑤④④, 1, 8,Ａマイネルボウノット, 84,後藤浩,, 81,*  8,  11, 1,  3.6,②②②
 2, 9,Ａアナナス, 54,江田照, 0.0, 55,* -2,* -6, 1,  1.2,②②②, 2,15, サンデｰフラッパｰ,---,後藤浩, 0.4, 27,*-37,   7, 8, 48.3,①①①, 2,12,Ｄグレｰトバルサｰ, 69,後藤浩, 0.1, 77,  -2,* 17, 2,  6.4,⑦⑥⑦, 2,10,Ｎアップドラフト, 73,勝浦  , 0.1, 79,*  7,  10, 2,  3.6,③③②
 3, 4,Ｇウインソリスト, 34,嘉藤  , 0.3, 52,  -3,  -7, 5, 26.3,③③③, 3, 2, トｰセンセレニティ,---,柴田善, 0.4, 52, -50,* 24, 2,  3.9,⑧⑪⑪, 3,13,Ｅオンワｰドマルタ, 68,松岡  , 0.4, 74,  -4,* 16, 8, 34.9,⑫⑫⑨, 3, 2,Ｃカオリノｰブル, 81,吉田豊, 0.3, 78,*  9,   7,11, 50.1,①①①
 4, 6,Ｃインザリピｰト, 47,勝浦  , 0.9, 44,  -9,* -6, 4, 23.6,⑥⑦⑨, 4,11, ヒロムｰンライト,---,江田照, 0.6, 30,*-40,   9,13,154.1,②③③, 4,15,Ｌコスモジャイブ, 64,柴田善, 0.6, 68,*  4,   2, 7, 30.3,⑨②②, 4, 3,Ｌタマモアｰチスト, 73,小野  , 0.4, 77,   5,* 11,10, 27.8,③⑤⑤
 5,11,Ｂパッサリン, 48,後藤浩, 1.0, 45,  -6, -11, 3, 10.7,⑧⑦⑤, 5, 8, ブルｰバイオレット,---,池添  , 0.6, 24,*-38,   6, 3,  6.6,③②②, 5,14,Ｇロｰルタイド, 67,松永  , 0.7, 69,   0,   7, 5, 14.9,⑦⑥⑤, 5, 4,Ｈアルファフォｰレス, 76,横山典, 0.5, 78,   8,  10, 4, 11.2,③③④
 6, 5,Ｈコスモシュクレ, 30,藤田  , 1.5, 39,  -6, -17, 7, 52.8,⑥③⑤, 6,13, ペディクラリス,---,横山典, 0.8, 29, -44,  10, 1,  2.1,⑦⑥⑥, 6, 5,Ｊクレイジｰフォユｰ, 65,小林淳, 0.8, 66,  -4,   9,11, 64.8,⑩⑨⑨, 6, 7,Ｉウイングロリア, 75,松永  , 0.6, 78,   4,* 14,13,177.0,⑫⑫⑫
 7, 1,Ｋブルｰアジサイ,-17,小林淳, 1.5, 39,  -5, -18, 9,149.9,③③③, 7,12, タケショウサクラ,---,石神  , 0.9, 33, -47,  13,10, 59.7,⑪⑩⑨, 7, 2,Ｃダイワフェロｰ, 70,田中剛, 0.8, 70,  -7,* 15, 9, 44.9,⑭⑫⑬, 7,13,Ｇタイキヴァンベｰル, 76,蛯名  , 0.8, 77,   6,  10, 8, 15.6,⑪⑧⑧
 8,10,Ｆワラクステルス, 37,田中勝, 1.7, 38, -11, -10, 8,124.2,⑪⑪⑪, 8, 5, ヤマノルｰジュ,---,蛯名  , 0.9, 29, -45,  10, 6, 23.4,⑧⑦⑥, 8, 8,Ｈセイワミラｰジュ, 66,大庭  , 0.9, 64,*  5,  -2,15,148.4,③②②, 8, 6,Ｊペルフェット, 74,藤田  , 1.0, 75,   6,   8, 6, 13.2,⑧⑧⑧
