05年10月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,05年10月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(抽) 馬齢,,,,,,,,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万(牝) 別定,,,,,,,,,,,,■10R  芝2000m 3歳上1000万(混) 別定,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,本栖湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃマイネルメロス, 41,柴田善,, 60, -14,* 13, 1,  1.3,⑧⑨⑧, 1, 7, グラスボランチ,,山本  ,,,,, 1,  2.3,①①①, 1, 8,Ｉノットユアビジネス, 68,藤田  ,, 75,   6,   8, 5, 11.5,⑧⑥⑥, 1, 4,Ｃソｰユアフロスト, 80,蛯名  ,, 78,  -1,  19, 2,  3.2,③③③
 2, 6,Ｅサファリバンブｰ, 34,中舘  , 0.2, 53,* -5,  -4, 4, 11.7,②②②, 2,12, バルトフォンテン,,横山義, 0.5,,,, 8, 21.9,②③②, 2, 1,Ｈロｰリｰポｰリｰ, 68,蛯名  , 0.0, 74,   8,   5, 3,  5.7,③②④, 2, 3,Ｅルｰベンスメモリｰ, 76,柴田善, 0.1, 74,*  2,  16, 4,  4.7,②②②
 3,10,Ａタネノエンプレス, 47,蛯名  , 0.3, 52, -10,   0, 2,  5.6,⑦⑤④, 3, 9, バンチフラワｰ,,穂苅  , 0.8,,,, 5, 12.8,②④④, 3, 2,Ｄアミュレット, 76,高橋智, 0.1, 74,   5,  10, 7, 13.1,⑪⑨⑨, 3, 6,Ｂサンデｰストリｰム, 80,北村宏, 0.2, 77,  -2,  19, 3,  4.3,⑥⑥⑤
 4, 1,Ｂインザリピｰト, 46,勝浦  , 0.5, 48,  -9,  -5, 3,  8.0,②③③, 4,10, コンフェッション,,高田  , 2.1,,,, 2,  5.2,⑤②②, 4,11,Ａシルクストレイン, 78,江田照, 0.1, 74,   4,  12, 2,  4.2,⑨⑨⑩, 4, 8,Ｆアグネスパウエル, 74,勝浦  , 0.5, 81,  -5,* 25, 7, 56.6,⑧⑧⑧
 5, 7,Ｇモｰルドコウスケ, 28,吉田隼, 1.1, 38, -13, -10, 8,100.5,⑥⑤⑥, 5, 4, トｰセンデルマｰレ,,五十雄, 3.5,,,,14,117.2,⑨⑦⑦, 5, 3,Ｊメイプルサンデｰ, 68,勝浦  , 0.2, 73,   1,* 14,10, 40.0,⑬⑫⑫, 5, 1,Ｄディｰエスハリアｰ, 78,石橋脩, 0.5, 66,  -1,  11, 6, 13.9,③③③
 6, 4,Ｄブライティアシｰズ, 40,田中勝, 1.2, 41, -13,  -8, 5, 24.9,②⑦⑦, 6, 1, ホワイトタスク,,林    , 3.6,,,, 3,  5.6,⑬⑩⑨, 6, 9,Ｃエレアシチｰ, 76,後藤浩, 0.2, 76,   0,* 20, 6, 12.9,⑮⑮⑭, 6, 7,Ａブレｰヴハｰト, 80,藤田  , 0.7, 64,  -2,  10, 1,  3.1,⑤⑤⑤
 7, 5,Ｆセイントクリスタル, 29,江田照, 1.3, 40, -14,  -8, 6, 50.8,⑩⑩⑧, 7, 6, マイネルアストロン,,平沢健, 3.9,,,,12, 91.7,⑧⑨⑧, 7, 6,Ｂヤマニントゥドロワ, 77,二本柳, 0.3, 71,* 10,  -4, 4,  8.9,②②②, 7, 2,Ｈマルタカキラリｰ, 62,吉田豊, 0.9, 61,*  2,   2, 5, 13.0,①①①
 8, 3,Ｊミスタｰショウ,-10,吉永  , 1.5, 39, -14,  -8, 9,114.9,⑧⑧⑧, 8,11, トウカイブレｰン,,矢原  , 4.1,,,, 7, 20.8,⑦⑥⑤, 8, 4,Ｅアルティミットワン, 76,横山典, 0.3, 73,* 11,  -3, 1,  3.1,①①①, 8, 5,Ｇフレンチムｰド, 65,大野  , 0.9, 63,  -3,  11, 8,125.2,⑥⑥⑦
