14年 8月30日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月30日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1500m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1500m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,千歳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａタマモルミエｰル, 59,池添謙,, 51,  -4,* -3, 5, 15.6,⑦⑦⑧, 1,10,Ｂリリｰクライマｰ, 68,小崎綾,, 65,   8,  -1, 3,  6.3,⑥⑥③, 1,10,Ｂベルフィオｰレ, 74,岩田康,, 79,   3,* 21, 1,  1.5,⑧⑨②, 1, 5,Ｂニシノミチシルベ, 71,勝浦正,, 72,  10,  -1, 3,  5.1,⑤⑤⑥
 2, 8,Ｆエスティエッキｰ, 50,丸山元, 0.1, 50,  -7,*  0, 6, 27.1,⑨⑨⑥, 2, 9,Ａダンスｰルクレｰル, 77,井上敏, 0.2, 65,   5,*  2, 2,  5.4,⑨⑧⑦, 2, 2,Ａハヤブサペコチャン, 74,吉田隼, 0.5, 74,*  5,  10, 2,  2.9,①①①, 2,13,Ｆマイネヴァリエンテ, 67,丹内祐, 0.0, 71,   8,*  2, 5,  9.8,⑥⑦⑦
 3, 2,Ｄラタナキリ, 56,松岡正, 0.2, 50,  -2,  -9, 4,  6.9,⑥⑥⑤, 3, 2,Ｉホトトヤエ, 61,津村明, 0.2, 63,* 12, -11,10, 65.9,①①①, 3, 6,Ｄホワイトアルバム, 69,小林徹, 1.5, 66,*  4,   4, 8, 77.5,②③④, 3, 1,Ｃダブルファンタジｰ, 71,古川吉, 0.1, 70,  10,  -2, 7, 19.9,④④④
 4, 4,Ｂアプリコットベリｰ, 57,小崎綾, 0.4, 48,  -2, -11, 2,  3.6,③⑤⑦, 4, 5,Ｃクリュｰサオｰル, 67,藤岡康, 0.2, 64,   3,*  5, 1,  1.8,⑬⑩⑩, 4, 1,Ｊアスカクイン, 60,菱田裕, 1.5, 65,   3,   5, 7, 56.5,⑤⑤⑥, 4,12,Ａアドマイヤオウジャ, 74,岩田康, 0.2, 68,   3,*  7, 1,  2.9,⑫⑫⑩
 5, 7,Ｃウェｰブランチャン, 56,藤岡康, 0.5, 47,*  3, -21, 3,  4.4,①①①, 5, 4,Ｈマルカシグナス, 61,吉田隼, 0.3, 64,   9,  -4, 7, 22.7,⑧④②, 5, 4,Ｃチャｰドリｰ, 70,池添謙, 1.7, 66,   3,   5, 5, 37.2,⑦⑦⑦, 5, 2,Ｊテｰオｰレイチェル, 64,菱田裕, 0.2, 73,* 18, -14, 4,  6.6,①②②
 6, 6,Ｅグラマラスカｰヴ, 55,三浦皇, 0.5, 48,   1, -15, 1,  2.3,④④④, 6,12,Ｄレオウィッシュ, 64,横山和, 0.5, 62,   4,   1, 4,  8.4,⑪⑨⑧, 6, 3,Ｅクリノプリムラ, 68,城戸義, 1.7, 66,*  4,   1, 9, 92.1,③②③, 6,10,Ｅダンツアトラス, 68,横山和, 0.3, 66,   7,   1, 9, 22.2,⑧⑨⑨
 7, 3,Ｊスノｰフォレスト, 23,勝浦正, 0.5, 46,  -7,  -5,10,131.9,⑧⑧⑨, 7,13,Ｅデンコウエポック, 64,古川吉, 1.1, 59,   8, -11, 8, 27.1,⑦⑦⑥, 7, 9,Ｈシュヴァリエ, 63,藤田伸, 1.8, 66,*  4,   1, 4, 22.8,④④⑤, 7,11,Ｇウインレｰベン, 67,三浦皇, 0.5, 69,* 19, -21, 2,  4.8,②①①
 8, 1,Ｉネコレｰヌ, 35,井上敏, 0.7, 45,  -1, -17, 8, 39.3,⑤③③, 8,11,Ｊセントコロナ, 60,岩田康, 1.3, 55,   9, -15, 5, 13.8,③③④, 8, 5,Ｆファストソング, 67,黛弘人, 1.9, 66,   2,   4, 6, 39.7,⑨⑧⑧, 8, 6,Ｋデスティニｰシチｰ, 63,秋山真, 0.6, 64,   8,  -5, 8, 20.2,⑦⑥⑤
