14年 6月21日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 6月21日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,臥牛山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｈメイショウルンバ, 57,武豊  ,, 64,* -2,* 10, 3,  6.4,①①①, 1, 4,Ｄルヴェソンヴェｰル, 54,三浦皇,, 69,*  2,*  8, 2,  3.6,①①①, 1, 4,Ｆモｰニングコｰル, 68,柴田善,, 75,* 11,  -4, 4,  8.6, ②②, 1, 5,Ａプロクリス, 74,岩田康,, 78,* -4,* 16, 1,  2.9,①①①
 2, 3,Ｂノｰスファイヤｰ, 64,津村明, 0.4, 59,  -3,*  8, 2,  2.8,⑧⑤③, 2, 1,Ｂハｰトオブクラリス, 59,岩田康, 0.5, 65,* -1,*  7, 3,  5.2,③④②, 2,13,Ｐレッドルシアン, 57,横山和, 0.2, 70,  -1,   5,13, 91.2, ⑫⑫, 2, 1,Ｅネコタイショウ, 69,武豊  , 0.3, 77,* -4,* 15, 2,  4.1,③③②
 3,11,Ａクイｰンズシアタｰ, 68,勝浦正, 0.4, 59,* -2,   7, 1,  2.7,④③②, 3,10,Ｊアワフレイム, 49,吉田隼, 1.1, 59,  -5,*  7, 7, 21.3,⑩⑩⑪, 3, 3,Ｂマイネヴァリエンテ, 72,岩田康, 0.2, 71,  -6,*  9, 3,  3.8, ⑬⑭, 3, 6,Ｂマウイノカオイ, 72,菱田裕, 0.4, 75,* -5,  12, 3,  4.6,②②③
 4, 8,Ｅエヴォリュｰション, 58,城戸義, 1.0, 55,  -3,   3,12, 93.3,②④④, 4,16,Ｉプラチナジュエリｰ, 50,木幡初, 1.1, 62,  -5,*  7, 8, 22.8,⑭⑪⑩, 4, 7,Ｍネオザミスティック, 61,小崎綾, 0.3, 70,   1,   1,15,156.9, ⑧⑦, 4, 8,Ｃヴァルコイネン, 71,三浦皇, 0.7, 72,  -6,  12, 5,  5.6,⑦⑦⑦
 5, 4,Ｄアカイツバサ, 60,中谷雄, 1.1, 55,  -4,   4, 5, 17.1,⑤⑥⑤, 5,12,Ａピエｰルドリュヌ, 60,武豊  , 1.3, 56,  -4,   1, 1,  2.8,⑪⑨⑨, 5,10,Ｃピサノベッテル, 71,四位洋, 0.3, 69,  -7,*  9, 7, 23.7, ⑮⑬, 5, 3,Ｈウインヤｰド, 61,丸山元, 0.9, 73,  -9,* 15, 8, 86.4,⑧⑧⑧
 6, 9,Ｃノルウェｰノモリ, 61,村田一, 1.3, 56,  -5,   3, 6, 19.3,⑩⑦⑧, 6, 6,Ｃエアジャモｰサ, 58,松田大, 1.5, 53,*  1, -10, 4,  9.9,②②③, 6, 9,Ａピエナアプロｰズ, 73,武豊  , 0.4, 68,*  8,  -7, 2,  3.4, ③③, 6, 2,Ｆヒラボクファイタｰ, 65,長岡禎, 1.1, 67,  -6,   7, 7, 60.4,⑤⑤⑤
 7,10,Ｋキスカラハジメヨウ, 52,小崎綾, 1.3, 56,  -6,   7,10, 66.1,⑪⑫⑪, 7,11,Ｅエイシンノｰティス, 53,藤岡康, 1.5, 54,  -2,  -5, 5, 11.3,⑨⑥⑥, 6, 6,Ｈエルノルテ, 66,藤岡康, 0.4, 68,  -6,*  6, 5, 14.0, ⑭⑮, 7, 4,Ｉツクバインドラ, 54,黛弘人, 1.6, 61,  -6,   0, 6, 32.2,⑥⑥⑥
 8, 2,Ｉウインバレリｰナ, 55,松岡正, 1.3, 55,  -4,   5,13,120.1,⑦⑧⑥, 8, 9,Ｈマイネネフリティス, 51,松岡正, 1.7, 54,  -2,  -5,10, 70.1,⑥⑧⑧, 8,12,Ｅエタｰナルスタｰ, 70,津村明, 0.4, 68,   6,  -6, 6, 20.9, ④④, 8, 7,Ｄタルトオポム, 69,横山和, 1.7, 56,* -5,  -5, 4,  4.7,④④④
