14年11月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年11月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ2100m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1600m 3歳上1600万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾕｰﾄﾋﾟｱｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｋパワｰポケット, 45,柴山雄,, 60,*  0,   2, 4, 11.3, ③③, 1, 9,Ｑパオロッサ, 35,松田大,, 58,* -1, -10,14,171.7, ①①, 1, 3,Ｄトウカイエントリｰ, 74,北村宏,, 80,   8,* 13, 1,  3.4,④⑦⑥, 1,15,Ａスイｰトサルサ, 85,田中勝,, 92,  17,   7, 2,  4.6, ⑫⑫
 2, 1,Ｃケンベストカフェ, 58,蛯名正, 0.2, 61,*  0,   1, 3, 10.8, ⑥④, 2, 2,Ａロｰトリンゲン, 57,三浦皇, 0.0, 59,* -4,  -6, 1,  3.0, ④④, 2, 6,Ｉガヤルド, 68,武豊  , 0.9, 75,*  9,   4, 6, 14.6,③④②, 2,12,Ｍケイティバロｰズ, 75,内田博, 0.0, 93,  12,* 15,11, 42.6, ⑯⑯
 3,11,Ｇポルトボナｰル, 49,武士沢, 0.3, 59,  -3,*  5, 8, 36.1, ⑬⑬, 3, 1,Ｃサイレンスムｰン, 55,横山典, 0.1, 57,  -9,* -1, 3,  5.7, ⑩⑩, 3,12,Ｏクリノエビスジン, 64,柴田大, 1.1, 74,   7,*  6,14,126.4,⑧⑩⑩, 3, 4,Ｄシャトｰブランシュ, 82,ムｰア, 0.3, 88,  12,* 10, 3,  6.3, ⑮⑮
 4,15,Ｍコパノアルディｰ, 36,柴田善, 0.8, 55,  -7,*  7,11, 74.3, ⑯⑯, 4,10,Ｇピックアンドポップ, 52,北村宏, 0.2, 56,  -5,  -8, 2,  4.1, ⑤⑤, 4,13,Ｆタイセイボルト, 71,吉田豊, 1.1, 73,   6,*  8,10, 29.4,⑫⑫⑫, 4, 6,Ｅコｰディリア, 79,石川裕, 0.3, 89,  15,   6,10, 34.5, ⑬⑬
 5, 6,Ａノｰスランドボｰイ, 65,戸崎圭, 1.1, 54,  -4,   0, 1,  1.8, ⑮⑮, 5,12,Ｂコスモピンパｰネル, 57,ムｰア, 0.2, 57, -10,*  0, 4,  5.8, ⑭⑭, 5, 8,Ｅヤンキｰソヴリン, 73,木幡初, 1.3, 72,*  9,   0, 3,  5.2,⑥③④, 5, 9,Ｆノボリディアｰナ, 78,蛯名正, 0.6, 86,  20,  -4, 7, 19.6, ⑪⑨
 6, 7,Ｅフライガイザｰ, 53,江田照, 1.4, 51,  -1,  -7,10, 56.8, ⑩⑨, 6, 5,Ｅシゲルアバレマツリ, 54,柴山雄, 0.4, 54,  -7,  -8,11, 47.2, ⑦⑦, 6,15,Ｍトゥインクル, 66,田辺裕, 1.4, 72,   8,   2, 8, 25.6,⑬⑨⑨, 6,10,Ｂマジックタイム, 85,横山典, 0.6, 84,  15,   1, 1,  2.9, ⑭⑭
 7, 2,Ｄロｰドメタリック, 53,田辺裕, 1.4, 52,*  1,  -9, 5, 16.4, ④⑤, 7, 4,Ｍアイノカケハシ, 45,田辺裕, 0.4, 57, -13,*  4, 6, 21.2, ⑱⑰, 7, 1,Ｋアカデミックドレス, 68,柴山雄, 2.0, 67,   6,   0,12, 85.5,⑩⑪⑪, 7,11,Ｋエアジェルブロワ, 75,武豊  , 0.9, 82,  11,   6, 4,  7.9, ⑰⑰
 8, 9,Ｎヴィアｰジェン, 36,ムｰア, 1.7, 49,*  1, -14, 2,  3.4, ①①, 8,18,Ｆハルダヨリ, 53,大野拓, 0.5, 54, -14,*  1, 5, 13.1, ⑯⑯, 8,11,Ｂマドリｰドカフェ, 75,ムｰア, 2.0, 67,   8,  -4, 2,  3.9,⑤⑤⑦, 8, 7,Ｇウィケットキｰパｰ, 78,石橋脩, 0.9, 83,   8,*  9,16,135.6, ⑱⑱
