14年 6月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 6月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宝塚市制60周年記念,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂテイエムステｰタス, 67,藤岡佑,, 64,   3,* -4, 2,  4.2, ⑥⑤, 1, 9,Ｅプリンセスアスク, 60,岩崎翼,, 62,*-11,   0, 3,  9.3, ①①, 1, 6,Ｂマノワｰル, 82,岩崎翼,, 77,   8,* 10, 2,  4.1,⑥⑤③, 1, 8,Ｇエイシンゴｰジャス, 77,松山弘,, 81,*  7,  13, 3,  4.6, ②②
 2, 6,Ｈモネノカガヤキ, 51,義英真, 0.7, 57,  -4,* -1,11, 76.1, ⑯⑮, 2, 3,Ｂインタｰンシップ, 65,浜中俊, 0.0, 67, -16,* 11, 1,  1.9, ⑧⑧, 2, 3,Ｇフリｰクエンシｰ, 77,太宰啓, 0.2, 76,* 10,   4, 1,  3.3,①①①, 2, 5,Ｆアメｰジングタクト, 77,幸英明, 0.4, 79,   0,  17, 1,  2.2, ⑦⑥
 3,11,Ｄテイエムゴｰジャス, 57,国分恭, 1.0, 55,   0,  -9,10, 59.1, ⑪⑩, 3,16,Ｐクリｰブラット, 40,和田竜, 0.1, 65,*-11,   4, 7, 28.9, ③②, 3,13,Ｈサンライズバロン, 76,武豊  , 0.3, 77,*  9,   5, 7, 20.3,②②②, 3,15,Ｌクリスワｰルド, 72,鮫島良, 0.7, 77,   5,   9,12,101.5, ④④
 4,12,Ｃトｰホウメビウス, 57,松山弘, 1.0, 55,  -1,* -7, 6, 14.3, ⑭⑫, 4, 6,Ｃマイネマレフィカ, 62,幸英明, 0.2, 64, -14,   7, 5, 16.9, ⑦⑦, 4, 8,Ａエノラブエナ, 82,藤岡佑, 0.4, 74,   8,   7, 3,  4.7,⑩⑧⑤, 4, 9,Ｍヒラボクダッシュ, 70,川須栄, 0.8, 76,  -4,  17, 6, 30.3, ⑪⑪
 5, 2,Ａナリタモｰド, 67,幸英明, 1.1, 57,*  6, -16, 1,  1.9, ①①, 5,17,Ｈヤマニンバステト, 55,武豊  , 0.4, 59,*-13,   1, 6, 20.4, ④④, 5,14,Ｃセフティｰエムアイ, 80,酒井学, 0.7, 73,   5,* 10, 8, 20.6,⑫⑫⑪, 5,13,Ｃカリスマサンスカイ, 78,義英真, 0.9, 74,  -8,* 19, 4, 20.8, ⑬⑭
 6, 5,Ｅオｰマイベイビｰ, 56,松若風, 1.7, 49,   1, -17, 5, 14.2, ⑦⑧, 6, 7,Ａカオｰル, 66,藤岡佑, 0.5, 60, -19,*  8, 2,  3.6, ⑫⑬, 6, 1,Ｆコウエイアｰス, 77,和田竜, 0.8, 72,   8,   4,11, 23.8,⑧⑦⑥, 6,14,Ｄネオシｰサｰ, 78,岡田祥, 1.2, 74,  -1,  11,10, 82.7, ⑨⑩
 7, 1,Ｋジャコンブ, 45,酒井学, 1.8, 49,   3, -19,13,149.1, ⑤⑥, 7,13,Ｇシゲルオウミ, 57,小牧太, 0.5, 60, -16,   5, 8, 29.0, ⑬⑪, 7,11,Ｄアダムズアップル, 80,小牧太, 1.1, 72,*  9,  -1, 4, 12.5,④③④, 7, 3,Ｉキンシザイル, 73,浜中俊, 1.2, 71,  -2,  11, 8, 52.5, ⑥⑧
 8,16,Ｎファｰマティアラ, 35,太宰啓, 2.1, 48,  -1, -15,16,331.6, ⑫⑭, 8, 8,Ｄサンドラバロｰズ, 62,国分恭, 0.5, 62, -15,   6, 4, 12.5, ⑩⑩, 8,10,Ｌミッキｰピオｰネ, 68,幸英明, 1.4, 70,   4,   7, 9, 21.2,⑮⑮⑬, 8,12,Ｋメイショウフォロｰ, 72,太宰啓, 1.3, 71,   2,   6,15,176.1, ⑤⑤
