14年 4月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 4月 5日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2500m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安房特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂラブユｰ, 64,戸崎圭,, 60,*  7,*-10, 1,  1.4,③③②, 1,16,Ｌサクラエルカミｰノ, 44,戸崎圭,, 62,   4,*  0, 4,  8.1, ④④, 1,11,Ｉセトアロｰ, 66,内田博,, 68,*  3,   1, 3,  4.1, ②②, 1, 2,Ｇケンブリッジサン, 77,横山典,, 72,*  6,  11, 5, 12.5,①②③
 2, 2,Ｇトｰセンミルキｰ, 55,田辺裕, 0.1, 59,   4,* -5, 3, 12.4,⑫⑩⑥, 2,14,Ｄディアポジション, 61,勝浦正, 0.4, 55,  -6,*  6, 2,  4.0, ⑫⑪, 2,14,Ｂトｰセンマイティ, 72,北村宏, 0.0, 67,   0,   3, 2,  4.0, ④⑤, 2, 7,Ｆニシノボレロ, 77,後藤浩, 0.2, 72,*  6,   8, 9, 17.6,③③①
 3, 7,Ｍボイルトウショウ, 39,伴啓太, 0.2, 60,*  8, -13,12,231.2,①①①, 3,12,Ｉファビン, 53,田中勝, 0.6, 55,  -1,*  0, 8, 42.8, ⑧⑧, 3,15,Ｅリアルモｰド, 70,長岡禎, 0.1, 67,  -5,*  8, 7, 25.8, ⑫⑫, 3, 1,Ｅアｰスステップ, 78,北村宏, 0.4, 70,   4,   8, 1,  3.4,⑦⑧⑦
 4,10,Ｅレイズアセイル, 59,蛯名正, 0.4, 58,*  7, -14, 6, 23.2,⑦④③, 4, 5,Ｃペリｰホワイト, 63,大野拓, 1.0, 55,*  6, -10, 5,  8.8, ②②, 4,16,Ｆパッシオｰネラヴィ, 69,三浦皇, 0.2, 66,  -1,   4, 6, 19.0, ⑨⑧, 4, 4,Ｈフェデラルホｰル, 76,吉田隼, 0.4, 70,   5,   8, 2,  3.9,⑥⑥⑤
 4, 8,Ｄノルウェｰノモリ, 59,村田一, 0.4, 61,   5,*-10, 7, 43.1,⑥⑦⑤, 5,10,Ｈブラウンタイガｰ, 53,後藤浩, 1.0, 51,   2,  -6,10, 82.7, ⑦⑦, 5, 2,Ｇヒマラヤタカコ, 67,武士沢, 0.3, 65, -11,* 12, 5, 14.7, ⑭⑬, 5, 9,Ｊオリジナルスマイル, 74,戸崎圭, 0.5, 70,   3,  10, 6, 13.2,⑨⑨⑩
 6, 5,Ｆダイワナッティｰ, 58,後藤浩, 0.6, 54,   6, -14, 5, 19.2,⑩⑥④, 6, 3,Ｂアルファアリエス, 66,田辺裕, 1.2, 49,   0,  -6, 1,  2.5, ⑨⑨, 6,12,Ａワキノコクリュウ, 81,後藤浩, 0.4, 62,*  2,  -2, 1,  2.7, ③③, 6,10,Ｃピュアソルジャｰ, 80,吉田豊, 0.7, 72,   3,  11, 7, 14.8,⑩⑪⑧
 7, 3,Ａリンガスアリュｰル, 64,柴田善, 1.1, 54,   5, -16, 2,  4.8,⑨⑧⑦, 7, 8,Ｅメイジン, 55,横山典, 1.2, 53,*  7, -12, 7, 16.8, ③③, 7, 1,Ｊスウィｰプアウェイ, 65,勝浦正, 0.5, 64,   0,   1,13,173.6, ⑤④, 7,12,Ｄアイスフォｰリス, 79,田辺裕, 0.8, 71,   2,* 13, 3,  5.6,⑫⑫⑫
 8,11,Ｈダイオプサイド, 53,内田博, 1.1, 55,   5, -16, 4, 15.9,⑬⑨⑧, 8,15,Ｆデジタルアゲン, 55,武士沢, 1.2, 48,  -5,  -2, 6, 10.8, ⑪⑩, 8, 7,Ｃマｰセブナカヤマ, 71,田辺裕, 0.5, 62,  -2,   1, 4,  7.4, ⑧⑨, 8, 6,Ｉアドマイヤパｰシア, 75,田中勝, 0.9, 71,  -1,* 18,11, 49.0,⑭⑬⑬
