14年 1月19日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 1月19日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,熱田特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａノボリフジ, 59,藤岡佑,, 54,* -3,   0, 1,  1.4, ②②, 1,13, トｰコｰレガｰロ,,北沢伸,,,,, 9, 24.7,④③③, 1, 3,Ｂショウナンバｰキン, 76,松山弘,, 72,   7,*  7, 1,  1.8,⑦⑧⑧, 1, 3,Ｌラスカルスピｰド, 67,藤岡康,, 78,   8,   4, 6, 19.2,③⑤④
 2, 9,Ｃフジマサレジェンド, 54,吉田隼, 0.2, 54,* -3,  -2, 2,  6.3, ③③, 2, 7, プレミアムウォｰズ,,草野太,200.1,,,, 5, 10.8,②①①, 2,15,Ｇレディメイアン, 69,伴啓太, 0.1, 71,*  9,   3, 7, 30.1,④③③, 2, 2,Ｂタイセイドリｰム, 81,松山弘, 0.2, 76,   8,   3, 1,  1.7,⑤⑥⑥
 3,14,Ｉタマモグラッセ, 41,水口優, 0.4, 55,* -2,  -4,13,136.7, ①①, 3, 6, ナシュワンヒｰロｰ,,林満明,200.2,,,, 3,  5.2,⑤④②, 3, 8,Ａヴァレンティｰア, 81,藤岡康, 0.4, 71,   3,* 11, 2,  4.9,⑭⑭⑪, 3, 9,Ｉメイショウリョウマ, 71,菱田裕, 0.3, 74,*  9,  -3,10, 61.1,④③③
 4,16,Ｇスズカロｰラｰ, 44,丸山元, 0.7, 49,  -6,  -3, 4, 13.4, ⑤⑥, 4,14, ソンブレロ,,平沢健,201.2,,,, 4,  8.4,⑩⑧⑥, 4,16,Ｆグレｰトエンジェル, 70,鮫島良, 1.4, 66,   3,   1, 6, 14.2,⑪⑫⑭, 4,10,Ａモビｰル, 81,吉田隼, 0.3, 75,   7,   3, 2,  6.5,⑦⑦⑦
 5, 6,Ｅオｰミシャンクス, 47,藤岡康, 0.7, 49,  -5,  -4, 3, 11.5, ④⑤, 5, 3, コウエイレディｰ,,中村将,201.4,,,, 2,  5.1,⑥⑤⑤, 5,12,Ｄアドマイヤエレノア, 71,丸山元, 1.5, 62,   4,   1, 9, 61.9,⑮⑬⑫, 5, 4,Ｊジェイケイネオ, 70,丸田恭, 0.4, 76,   2,* 13, 7, 27.6,⑮⑮⑭
 6, 3,Ｂサｰジェントペパｰ, 55,原田敬, 1.0, 46, -17,*  4, 7, 25.6, ⑬⑫, 6, 8, ラインレグルス,,森一馬,202.1,,,, 1,  2.3,⑦⑦⑦, 6,13,Ｎヤマガｰル, 59,森一馬, 1.5, 62,   8,  -8,10, 64.6,③④④, 6,16,Ｆグランスエルテ, 73,勝浦正, 0.5, 77,   4,*  9, 9, 36.8,⑫⑫⑩
 7, 8,Ｍエストデスティネ, 32,西田雄, 1.2, 44,  -7,  -7,16,260.9, ⑥④, 7, 1, タマモアルバ,,植野貴,204.3,,,, 8, 24.5,⑨⑩⑨, 7,14,Ｉキｰプザサミット, 64,杉原誠, 1.7, 59,*  9, -12, 4, 11.3,②②②, 7, 8,Ｐコアレスドラゴン, 60,太宰啓, 0.6, 70,* 11, -10,15,222.7,①①①
 8, 1,Ｆテイエムスラッガｰ, 46,松田大, 1.4, 44, -23,*  7, 5, 19.6, ⑮⑭, 8, 2, タイセイジｰニアス,,白浜雄,204.5,,,, 7, 21.0,①②④, 8, 7,Ｌテイエムナデシコ, 60,太宰啓, 1.8, 61,*  9, -14,13,162.8,①①①, 8,11,Ｃコｰラルタワｰ, 79,丹内祐, 0.6, 75,   4,   6, 3,  9.9,⑪⑪⑪
 9,13,Ｊシゲルシリベシ, 37,藤懸貴, 1.6, 40,  -8, -10,11,106.6, ⑦⑦, 9,11, エイブルブラッド,,五十嵐,207.3,,,, 6, 19.7,⑬⑪⑪, 9, 4,Ｅポロタン, 70,丸田恭, 1.9, 57,   5,  -5, 5, 12.0,⑩⑨⑨, 9, 5,Ｇスマッシュスマイル, 73,藤岡佑, 0.7, 73,   3,   7, 8, 36.0,⑭⑬⑬
10,12,Ｏボルタドマｰル, 23,太宰啓, 1.8, 41, -12,  -7, 8, 47.1, ⑨⑩,10, 5, スレイプニル,,上野翔,209.5,,,,13,238.2,⑧⑨⑩,10, 6,Ｊオフショア, 63,村田一, 2.0, 62,   0,*  5, 8, 32.2,⑯⑯⑮,10,14,Ｈジェラテリアバｰル, 72,丸山元, 1.0, 68,   8, -10, 4, 11.1,⑥④⑤
11, 7,Ｋハクユウジャック, 36,中舘英, 2.2, 37, -15,  -8,10, 83.6, ⑩⑧,11,12, ホンズイｰン,,横山義,217.0,,,,14,247.0,⑫⑫⑫,11, 2,Ｃネオアレクサンドラ, 75,藤懸貴, 2.1, 56,   8, -13, 3,  9.5,⑤⑤⑤,11, 6,Ｏレッドストラｰダ, 63,黛弘人, 1.1, 66,   5,  -6,12, 70.7,⑧⑨⑧
12,11, ティｰキジュ,---,松山弘, 2.2, 36, -12, -10, 9, 64.7, ⑧⑨,,,,,,,,,,,,,12,11,Ｍアレキパ, 59,黛弘人, 2.5, 55,   8, -17,15,236.3,⑥⑥⑥,12, 1,Ｄグレｰトヴァリュｰ, 77,松田大, 1.4, 68,  -1,   7,11, 62.1,⑰⑰⑰
13,15,Ｄバム, 47,高倉稜, 2.2, 36, -14,  -9,12,107.6, ⑪⑪,,,,,,,,,,,,,13,10,Ｋパルトゥｰラ, 62,吉田隼, 3.1, 54,   5, -15,11,109.2,⑬⑩⑩,13,17,Ｍシンボリパソドブレ, 66,荻野琢, 1.4, 66,   1,   0,14,206.2,⑯⑯⑯
14, 2,Ｎコンドコソ, 24,伴啓太, 3.3, 26, -22, -11,14,177.3, ⑭⑮,,,,,,,,,,,,,14, 9,Ｈニットウミュｰズ, 67,嘉藤貴, 3.6, 48,   7, -25,12,130.6,⑧⑦⑦,14,12,Ｅフェアｰプライド, 76,川須栄, 1.8, 60,*  9, -24, 5, 12.6,②②②
