14年12月21日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月21日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9,14,Ｆゲットミｰ, 48,国分優, 1.9, 47,  -2,  -8,11, 83.8,⑫⑫⑫, 9, 6, マイネルグｰト,,五十嵐,209.0,,,, 2,  4.2,④⑧⑦, 9,14,Ｉジョディｰズロマン, 66,中井裕, 1.0, 64,   6,  -4,13, 88.1, ④⑤, 9, 8,Ｑメジャｰシップ, 54,熊沢重, 1.2, 50,  -7, -12,12, 39.2, ⑬⑫
10, 8,Ｉハギノナトゥｰラ, 46,鮫島良, 2.3, 47,*  2, -21, 5,  8.0,⑤③③,10, 1, アスタｰコリント,,林満明,210.8,,,, 3,  5.2,②⑤⑨,10, 1,Ｄハッピｰチャｰト, 73,国分優, 1.0, 63,   0,   5, 7, 18.0, ⑭⑭,10,15,Ｆヴァッフシュテルケ, 67,国分恭, 1.2, 52,  -3, -16, 4,  8.9, ⑥⑧
11, 6,Ｃプラセンタ, 49,小野寺, 2.3, 45,  -1, -14, 7, 12.2,⑨⑨⑨,11, 9, メイショウホタル,,森一馬,211.2,,,,11, 72.6,⑩⑪⑪,11, 4,Ｌバリロｰチェ, 62,酒井学, 1.5, 60,   5,  -7,12, 69.5, ⑥⑦,11, 2,Ａジョｰヌダンブル, 71,横山和, 1.3, 50,* -1, -20, 8, 16.0, ②②
12,10,Ｍサリｰシャッセ, 37,伊藤工, 2.6, 40,  -3, -15,12,110.3,⑪⑪⑪,12, 8, パンサｰキング,,高野和,220.6,,,,13,158.2,⑫⑫⑫,12,11,Ｎタガノクルクス, 58,鮫島良, 1.6, 61,  -2,   1,14,111.2, ⑯⑯,12, 6,Ｂダンツキャノン, 71,吉田隼, 1.5, 45,  -8, -16, 1,  4.2, ⑫⑪
13, 5,Ｌクリエイトアゲン, 39,松田大, 4.6, 31,  -7, -23,13,161.9,⑬⑭⑭,,,,,,,,,,,,,13,12,Ｏベラフォレスタ, 56,松若風, 1.8, 57,   3,  -8, 8, 33.9, ⑨⑨,13,14,Ｎサイキセキ, 61,義英真, 1.7, 43, -14, -12,17,136.9, ⑰⑯
14,16,Ｏココクイｰン, 31,中谷雄, 4.8, 31,  -5, -26,10, 63.4,⑭⑬⑬,,,,,,,,,,,,,14, 8,Ｋインヴォｰク, 63,川須栄, 2.1, 56,* 10, -16, 5, 10.6, ①①,14, 4,Ｌアウトシャイン, 62,杉原誠, 1.7, 47,*  3, -29,13, 54.6, ①①
15,15,Ｎクニサキショコラ, 36,西田雄, 5.1, 33,  -6, -24,16,302.5,⑮⑮⑮,,,,,,,,,,,,,15,16,Ｈデルマシズカチャン, 67,吉田隼, 2.5, 51,*  7, -18,10, 38.3, ③④,15,13,Ｒスズカノジェリコ, 47,村田一, 1.9, 45, -19,  -7,18,199.3, ⑱⑱
16, 3,Ｇハシッテイイトモ, 47,国分恭, 5.7, 24,  -9, -28,14,178.9,⑯⑯⑯,,,,,,,,,,,,,16, 3,Ｐレッドムｰヴ, 54,藤懸貴, 3.6, 43,   2, -21,15,154.7, ⑪⑬,16, 3,Ｋブロンシェダｰム, 63,松若風, 1.9, 42, -12, -15, 9, 21.1, ⑪⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,Ｐテｰオｰトマホｰク, 58,城戸義, 2.0, 42,* -1, -29,11, 29.5, ⑤⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18, 1,Ｊユキノマルガリｰタ, 63,古川吉, 2.4, 36, -18, -17,14, 65.1, ⑮⑰
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:不良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:重(指数:10),,,,,,,,,,,
"単勝:740円 複勝:11=220円 09=190円 12=260円 枠連:1,110円",,,,,,,,,,,,"単勝:250円 複勝:05=150円 10=520円 13=250円 枠連:1,210円",,,,,,,,,,,,単勝:520円 複勝:06=170円 02=260円 05=170円 枠連:550円,,,,,,,,,,,,"単勝:710円 複勝:07=290円 16=190円 18=330円 枠連:1,260円",,,,,,,,,,,
"馬連:1,760円 ワイド:09-11=650円 11-12=1,230円 09-12=1,110円",,,,,,,,,,,,"馬連:2,650円 ワイド:05-10=1,180円 05-13=550円 10-13=2,630円",,,,,,,,,,,,"馬連:2,650円 ワイド:02-06=750円 05-06=350円 02-05=720円",,,,,,,,,,,,"馬連:2,000円 ワイド:07-16=850円 07-18=1,320円 16-18=960円",,,,,,,,,,,
"馬単:4,330円 3連複:5,930円 3連単:30,540円",,,,,,,,,,,,"馬単:4,190円 3連複:7,500円 3連単:29,200円",,,,,,,,,,,,"馬単:3,930円 3連複:3,000円 3連単:19,330円",,,,,,,,,,,,"馬単:4,130円 3連複:6,210円 3連単:36,640円",,,,,,,,,,,
■ 2R  ダ1900m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  芝2200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,名古屋日刊ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａビｰチブレイブ, 80,松山弘,, 78,*  9,* 11, 1,  3.4,②②②, 1,12, マイネルアダマス,,五十嵐,,,,, 4,  8.2,④⑥⑤, 1, 3,Ｌベルゲンクライ, 65,西村太,, 75,   5,*  8, 8, 20.4,⑩⑪⑧, 1, 1,Ａマテンロウボス, 82,松田大,, 80,  10,* 16, 1,  2.3,⑥⑥⑦
 2, 2,Ｄエンキンドル, 78,藤岡康, 0.3, 75,*  9,   8, 3,  4.9,①①①, 2, 4, マイネルミランダス,,山本康,205.9,,,, 1,  2.3,⑧③①, 2,13,Ｂナリタムｰンライト, 77,岩崎翼, 0.1, 73,   7,*  3, 3,  5.4,⑧⑦⑥, 2, 7,Ｂヤマニンボワラクテ, 81,藤懸貴, 0.3, 77,* 15,  -3, 2,  3.3,①①①
 3, 3,Ｇステｰジジャンプ, 73,松田大, 0.7, 73,   7,   8, 7, 15.4,⑤⑤③, 3,11, シンボリボルドｰ,,横山義,206.1,,,, 6, 19.8,⑩⑧⑥, 3,12,Ａサンライズレｰヴ, 77,義英真, 0.4, 71,   4,*  7, 2,  3.8,⑫⑮⑬, 3, 4,Ｄロｰドエフォｰル, 74,酒井学, 0.6, 75,  11,   3, 5, 11.4,④④④
 4, 9,Ｃクリノエビスジン, 78,横山和, 1.0, 71,   7,   5, 5, 10.8,⑦⑥⑨, 4, 1, コｰリンジャヴロｰ,,上野翔,207.2,,,,12,151.0,⑪⑩⑧, 4,10,Ｃヒドゥンブレイド, 75,小崎綾, 0.5, 70,   6,   1, 1,  3.4,⑨⑧⑦, 4, 2,Ｆブランクヴァｰス, 72,吉田隼, 1.2, 68,   8,   3, 6, 19.8,⑨⑨⑨
 5,10,Ｂデビルズハｰツ, 79,古川吉, 1.0, 72,   7,   5, 2,  4.2,⑩⑦⑤, 5, 3, トウケイギムレット,,佐久間,207.3,,,, 3,  6.5,①②④, 5, 8,Ｈチャオ, 69,杉原誠, 0.8, 67,   8,  -4,10, 43.9,⑥⑤⑤, 5, 8,Ｅトｰセンハルカゼ, 72,菅原隆, 1.3, 68,  11,  -4, 4, 10.0,⑦⑧⑤
 6,11,Ｈマｰヴェリックス, 73,中井裕, 1.3, 72,   5,   6,15,159.9,⑫⑬⑬, 6, 5, アラビアンドラゴン,,平沢健,207.5,,,,11, 95.4,③④②, 6, 6,Ｇヤマニンミミック, 69,菅原隆, 1.1, 67,   6,  -3,15,194.8,⑪⑨⑨, 6, 6,Ｈモンプレジｰル, 69,西田雄, 1.6, 66,  14, -15, 8, 38.6,③③③
 7,16,Ｌホクレアポパイ, 70,村田一, 1.4, 72,   4,* 13,11, 59.5,⑯⑭⑭, 7, 6, シップウハヤト,,小坂忠,208.0,,,, 2,  4.0,⑤①③, 7, 7,Ｋタガノコルコバｰド, 66,城戸義, 1.1, 67,   8,  -7,11, 54.1,⑤④③, 7, 5,Ｉダブルイｰグル, 66,熊沢重, 1.7, 64,* 15, -20, 7, 29.7,②②②
 8,12,Ｋマイネルパイレｰツ, 71,伊藤工, 1.6, 63,*  8,  -2,12, 67.5,④③④, 8,10, テイエムリキオｰ,,高野和,209.2,,,, 9, 40.0,②⑤⑦, 8,15,Ｅレイアロハ, 73,伊藤工, 1.4, 62,   5,  -4, 6, 12.5,⑬⑫⑩, 8, 9,Ｃアンプラグド, 77,藤岡康, 2.0, 62,  11, -15, 3,  4.8,⑤⑤⑥
 9,13,Ｐアｰブル, 36,松若風, 1.6, 68,   6,   2,10, 33.3,⑬⑩⑩, 9, 7, エフティシリウス,,金子光,209.9,,,,10, 44.8,⑨⑪⑨, 9, 9,Ｄデンコウウンリュウ, 74,花田大, 1.5, 64,   4,  -4, 5, 10.9,⑯⑬⑭, 9, 3,Ｇファンアットコｰト, 69,小野寺, 2.4, 59,   8, -12, 9, 76.9,⑧⑦⑧
10, 6,Ｉコンプリｰトゲｰム, 72,杉原誠, 1.7, 65,   6,   2, 8, 19.3,⑨⑫⑫,10, 2, ブラボｰスキｰ,,北沢伸,213.9,,,, 5,  8.6,⑥⑨⑩,10,11,Ｏテイエムレオネッサ, 58,藤懸貴, 1.8, 63,   3,  -3,16,293.8,⑮⑯⑯,,,,,,,,,,,,
11, 8,Ｎインテグラｰド, 69,小崎綾, 1.7, 66,*  8,  -2, 4, 10.7,⑥④⑧,11, 8, デルママツタロウ,,石神深,215.1,,,,13,186.4,⑫⑫⑫,11, 5,Ｐビジュｰトウショウ, 48,中井裕, 2.1, 62,   4,  -8, 7, 17.6,⑭⑭⑫,,,,,,,,,,,,
12,15,Ｊニホンピロバロン, 72,柴田未, 1.8, 66,   7,  -2, 9, 22.7,⑪⑧⑦,12,13, トｰセンエスプリ,,浜野谷,215.3,,,, 8, 29.4,⑬⑬⑪,12,14,Ｆボストンリョウマ, 71,森一馬, 2.5, 57,* 10, -22,12, 72.9,②②①,,,,,,,,,,,,
13, 1,Ｅサンライズブルｰ, 76,長岡禎, 2.4, 64,   7,  -6, 6, 11.9,③⑨⑥,,,,,,,,,,,,,13, 1,Ｉパンズラビリンス, 68,松若風, 3.0, 56,   5, -19, 9, 23.3,⑦⑩⑮,,,,,,,,,,,,
14,14,Ｍナリタタイフｰン, 70,城戸義, 2.4, 64,   2,   5,14,144.1,⑭⑯⑯,,,,,,,,,,,,,14,16,Ｎエクスペリエンス, 63,横山和, 5.0, 45,* 10, -41,13,102.1,③③④,,,,,,,,,,,,
15, 5,Ｆヤマノボンバｰ, 73,義英真, 2.6, 61,   3,   1,13,117.1,⑮⑮⑮,,,,,,,,,,,,,15, 2,Ｍクリノロッキｰ, 64,水口優, 6.2, 40,*  9, -54,14,189.8,①①②,,,,,,,,,,,,
16, 7,Ｏペプチドウインド, 65,畑端省, 3.4, 56,   5, -12,16,189.6,⑧⑪⑪,,,,,,,,,,,,,16, 4,Ｊタｰフデライト, 67,長岡禎, 7.0, 35,   7, -56, 4,  8.6,④⑥⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:不良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:10),,,,,,,,,,,
単勝:340円 複勝:04=130円 02=170円 03=400円 枠連:630円,,,,,,,,,,,,単勝:820円 複勝:12=220円 04=130円 11=380円 枠連:770円,,,,,,,,,,,,"単勝:2,040円 複勝:03=440円 13=180円 12=150円 枠連:1,650円",,,,,,,,,,,,単勝:230円 複勝:01=110円 07=120円 04=170円 枠連:320円,,,,,,,,,,,
"馬連:920円 ワイド:02-04=370円 03-04=960円 02-03=1,600円",,,,,,,,,,,,"馬連:1,070円 ワイド:04-12=410円 11-12=1,770円 04-11=880円",,,,,,,,,,,,"馬連:5,580円 ワイド:03-13=1,540円 03-12=1,130円 12-13=400円",,,,,,,,,,,,馬連:340円 ワイド:01-07=180円 01-04=430円 04-07=550円,,,,,,,,,,,
"馬単:1,550円 3連複:3,790円 3連単:11,860円",,,,,,,,,,,,"馬単:2,320円 3連複:4,840円 3連単:23,920円",,,,,,,,,,,,"馬単:11,530円 3連複:5,430円 3連単:56,160円",,,,,,,,,,,,"馬単:590円 3連複:1,180円 3連単:3,170円",,,,,,,,,,,
■ 3R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 9R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大須特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂティップトップ, 73,藤岡康,, 68,  -3,*  8, 1,  3.6, ⑪⑪, 1,12,Ｃムｰンクレスト, 54,国分優,, 60,   3,*  1, 4,  6.9, ⑦⑦, 1,13,Ｈオカホンコｰ, 71,国分優,, 81,  13,  -3, 5,  9.5,⑤⑤④, 1, 3,Ｂクレイジｰジョｰ, 75,藤岡康,, 74,   9,   3, 1,  2.7, ⑦⑦
 2, 8,Ａヴァイセフラウ, 73,松山弘, 0.3, 67,*  4,  -2, 3,  4.0, ①①, 2,16,Ｅフェアラフィネ, 53,松山弘, 0.0, 64,*  9,  -6, 2,  4.6, ③③, 2,11,Ｅオリハルコン, 72,吉田隼, 0.0, 80,  11,   1, 3,  6.7,⑨⑨⑤, 2,11,Ｇフィンデルムンド, 69,松田大, 0.5, 69,   3,*  5, 7, 16.4, ⑫⑪
 3,11,Ｇミュｰル, 67,伊藤工, 0.4, 65,  -4,*  7,14,167.9, ⑬⑬, 3, 8,Ｑマイティディｰバ, 18,酒井学, 0.4, 56,  -1,*  4,18,342.6, ⑯⑮, 3,15,Ｍディｰプウェｰブ, 67,鮫島良, 0.1, 85,  11,*  5, 8, 14.2,⑬⑫⑪, 3, 6,Ｊポップアップハｰト, 65,松若風, 0.5, 70,   1,* 10,12, 40.3, ⑯⑮
 4, 5,Ｄクレアドｰル, 72,小崎綾, 0.4, 65,   0,   1, 2,  3.8, ⑥⑥, 4, 9,Ａテイエムシャンパン, 59,松田大, 0.5, 54,   0,* -1, 8, 17.7, ⑫⑪, 4,14,Ｇシュネｰル, 72,松山弘, 0.3, 81,   6,*  8,11, 20.2,⑯⑯⑭, 4,13,Ａキョウワランサｰ, 75,国分恭, 0.6, 70,   9,  -2, 3,  5.5, ⑧⑧
 5, 9,Ｃニホンピロディｰル, 73,酒井学, 0.6, 64,   3,  -2, 5,  8.7, ③③, 5, 4,Ｈダノンシｰザｰ, 45,吉田隼, 0.5, 58,* 13, -18, 3,  5.7, ①①, 5,16,Ｉイメｰジガｰル, 70,長岡禎, 0.3, 78,  10,  -2, 7, 13.5,⑩⑧⑨, 5,10,Ｅドレッシｰスタイル, 72,西田雄, 0.6, 72,* 13,  -7, 2,  4.3, ③③
 6,10,Ｅパイメイメイ, 72,吉田隼, 0.8, 61,  -1,  -1, 4,  6.6, ⑧⑨, 6, 7,Ｉトｰホウバｰド, 45,松若風, 0.6, 54,   7, -11,10, 68.0, ④④, 6, 5,Ｆサダムロｰドショｰ, 72,川須栄, 0.9, 75,   7,   2, 2,  5.0,⑰⑰⑮, 6, 8,Ｄドラゴンスパン, 73,伊藤工, 0.8, 66,   7,  -2, 8, 16.9, ⑩⑨
 7, 6,Ｋデルマアラレチャン, 66,杉原誠, 0.8, 61,  -4,   2,11, 69.5, ⑫⑫, 7,15,Ｄレｰヌドブリエ, 53,藤岡康, 1.1, 49,   2, -10, 1,  2.9, ⑨⑧, 7,10,Ｌパｰプルセイル, 68,古川吉, 0.9, 72,  12, -12,12, 35.6,⑦⑥⑥, 7, 9,Ｏロｰエンイェｰガｰ, 57,黛弘人, 0.9, 68,   8,  -3,11, 39.7, ⑨⑩
 8, 7,Ｊシゲルミマサカ, 66,義英真, 1.0, 60,  -2,  -1, 9, 37.2, ⑩⑩, 8,17,Ｆショウナンマキシム, 52,小崎綾, 1.2, 51,* 13, -26, 6, 16.2, ②②, 8, 8,Ｂビキニスタイル, 74,藤岡康, 0.9, 72,  15, -16, 1,  4.3,④③③, 8,12,Ｎウルトラサウンド, 57,長岡禎, 0.9, 66,   1,*  5,15,229.4, ⑮⑯
 9,15,Ｆボストンビリｰヴ, 68,国分恭, 1.2, 58, -11,*  6, 8, 37.0, ⑯⑯, 9,13,Ｊガンダルヴァ, 45,伊藤工, 1.3, 44,  -4,  -5,16,177.8, ⑱⑯, 9, 9,Ｋカレングランブルｰ, 69,横山和, 1.1, 70,  11, -12,13, 93.7,③④⑦, 9,16,Ｌカフジホｰク, 62,杉原誠, 1.0, 65,   2,   4,16,230.5, ⑭⑬
10,12,Ｉロｰゼズガｰランド, 67,中井裕, 1.3, 58,  -1,  -5, 6, 19.7, ⑨⑧,10, 5,Ｐクリノツｰイｰソｰ, 38,長岡禎, 1.4, 45,   3, -16,11, 76.0, ⑥⑥,10, 6,Ｐクｰルジョｰカｰ, 59,酒井学, 1.1, 73,   9,  -7,15,119.9,⑮⑭⑫,10, 7,Ｈキクノセントロ, 67,吉田隼, 1.6, 63,  12, -14, 5, 14.3, ④④
11, 3,Ｏユニバｰサルビｰチ, 57,川須栄, 1.4, 57,  -9,   1,15,204.0, ⑮⑭,11,10,Ｒボンジュｰルチカラ, 18,杉原誠, 1.5, 43,   1, -14,17,250.8, ⑧⑩,11, 3,Ｃテイコフトウショウ, 74,花田大, 1.3, 67,* 24, -46, 4,  9.1,①①①,11, 5,Ｉメイショウトキムネ, 67,古川吉, 1.9, 62,  12, -16, 4, 14.0, ⑤⑤
12,14,Ｈナムラビジン, 67,長岡禎, 1.5, 57,   0,  -9, 7, 30.5, ⑦⑦,12, 1,Ｇアングライフェン, 48,川須栄, 1.6, 42,   0, -15, 7, 16.2, ⑭⑨,12, 7,Ｊジリオン, 69,義英真, 1.7, 64,  14, -29,10, 17.0,②②②,12, 4,Ｋオｰルデフィｰト, 63,横山和, 2.0, 58,   3,  -6,14,121.7, ⑬⑭
13,13,Ｎネｰラペルレ, 59,古川吉, 1.7, 54,   2, -12,13, 89.1, ④④,13,11,Ｋユメヲカナエテ, 45,黛弘人, 2.0, 37,  -1, -19, 9, 65.5, ⑬⑬,13, 2,Ａディアデラバンデラ, 79,松若風, 1.8, 63,  10, -21, 9, 15.9,⑪⑩⑩,13,15,Ｆスズカオｰショウ, 71,村田一, 2.3, 58,* 15, -25,10, 35.4, ①①
14, 4,Ｐレアプラチナ, 52,柴田未, 2.1, 50,  -8,  -6,16,292.5, ⑭⑮,14,18,Ｌマラカイトスタｰ, 42,村田一, 2.1, 36,  -5, -15,12,104.1, ⑰⑰,14,17,Ｏチュロ, 61,杉原誠, 1.9, 63,  10, -23,17,219.6,⑧⑦⑧,14, 2,Ｃチョウエンペラｰ, 73,松山弘, 2.5, 56,   9, -18, 6, 15.9, ⑥⑥
15,16,Ｌサクラドラジェ, 65,松田大, 2.1, 51,*  4, -17,10, 66.4, ②②,15, 2,Ｂナミカゼ, 55,城戸義, 2.2, 36,  -2, -19,15,122.9, ⑮⑭,15, 1,Ｄマクベスバロｰズ, 73,小崎綾, 2.1, 63,   5, -11, 6, 13.3,⑭⑮⑰,15,14,Ｍハナリュウセイ, 60,川須栄, 2.6, 56,* 13, -25, 9, 25.6, ②②
16, 1,Ｍスリｰチアサウス, 65,岩崎翼, 2.4, 48,   1, -17,12, 79.1, ⑤⑤,16, 6,Ｏバッドイナフ, 41,岩崎翼, 2.2, 35,  -1, -22,14,115.6, ⑩⑫,16,12,Ｑラグタイム, 57,中井裕, 2.9, 57,   7, -25,16,140.7,⑫⑬⑯,16, 1,Ｐアスタｰカウンティ, 32,熊沢重, 3.8, 46,   4, -24,13, 87.1, ⑪⑫
,,,,,,,,,,,,17,14,Ｍチェルカトｰレ, 42,義英真, 2.7, 31,   7, -37, 5,  9.3, ⑤⑤,17, 4,Ｎスプレンダｰ, 62,国分恭, 2.9, 55,   6, -28,14,105.5,⑥⑪⑬,,,,,,,,,,,,
,,,,,,,,,,,,18, 3,Ｎウインジラソｰレ, 42,国分恭, 3.6, 24,  -8, -29,13,111.5, ⑪⑱,,,,,,,,,,,,,,,,,,,,,,,,
