14年 8月 3日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月 3日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三面川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａナムラヒラリｰ, 68,内田博,, 61,*  0,*  6, 1,  2.8, ②②, 1, 1, ティリアンパｰプル,,金子光,,,,, 6, 23.1,⑤⑤③, 1, 9,Ａアルマディヴァン, 72,大野拓,, 73,   3,* 12, 1,  2.1, ⑪⑪, 1, 2,Ｋフレイムコｰド, 72,大野拓,, 83,*  7,   7, 5, 11.4, ②②
 2, 2,Ｆスノｰレパｰド, 59,木幡初, 0.1, 60,*  2,   3, 8, 23.0, ①①, 2, 6, カシノデュｰク,,蓑島靖,188.6,,,, 1,  2.1,④③④, 2,18,Ｄプレイアップ, 69,エスポ, 0.3, 70,   5,   7,10, 30.5, ⑧⑧, 2,14,Ｏセキショウ, 67,江田照, 0.0, 80,*  7,   5, 6, 13.3, ①①
 3,12,Ｅツリｰチャイム, 60,戸崎圭, 0.4, 56,  -2,*  4, 4,  8.0, ③④, 3, 8, プレミアムウォｰズ,,江田勇,189.1,,,, 3,  5.8,②②②, 3,13,Ｂテンシンランマン, 72,原田和, 0.4, 68,* 10,  -4, 2,  4.5, ④③, 3, 7,Ｄマリアライト, 78,蛯名正, 0.0, 92,  -3,* 28, 2,  4.3, ⑤⑤
 4, 7,Ｂクラウンシンホニｰ, 64,横山典, 0.7, 53,  -5,*  4, 3,  5.5, ⑧⑦, 4,10, マイネルミランダス,,山本康,189.1,,,, 2,  3.1,①①①, 4, 1,Ｃアクアライン, 69,丸田恭, 0.4, 66,  -2,* 13,12, 56.8, ⑭⑭, 4,11,Ｆヤマニンプｰドレ, 75,柴田大, 0.1, 90,  -3,  24, 9, 34.2, ④④
 5,14,Ｃスロｰライフ, 61,柴田善, 0.7, 53,  -4,   3, 5,  9.5, ⑦⑤, 5, 5, グリｰティングワン,,上野翔,189.8,,,,10, 98.2,⑨⑧⑥, 5,15,Ｇヤマニンマルキｰザ, 67,蛯名正, 0.5, 67,   4,   3, 4, 13.8, ⑦⑦, 5, 1,Ｇリリコイパイ, 74,戸崎圭, 0.3, 85,  -2,  20, 4,  6.2, ③③
 5, 4,Ｈエルゴレア, 57,北村宏, 0.7, 55,  -3,   3, 2,  4.1, ⑤③, 6, 7, エムエムベレッタ,,浜野谷,190.7,,,, 5, 14.9,③④⑤, 6, 5,Ｉマデュｰロ, 67,北村宏, 0.5, 67,   3,   5, 7, 18.6, ⑩⑩, 6, 6,Ｌベリｰフィｰルズ, 71,村田一, 0.5, 91,  -8,* 32,15,124.6, ⑭⑬
 7, 3,Ｇモンサンアルビレオ, 58,江田照, 1.4, 48,  -4,  -3, 6, 14.3, ④⑥, 7, 3, レジアｰネ,,大江原,192.0,,,, 4,  8.5,⑦⑦⑧, 7, 8,Ｊコスモドｰム, 67,柴田大, 0.6, 65,  -8,* 17, 8, 24.1, ⑰⑰, 7, 4,Ｅラスヴェンチュラス, 77,岩田康, 0.6, 87,  -5,  25, 3,  5.8, ⑨⑨
 8,11,Ｄエアマチルド, 60,伊藤工, 1.6, 46, -10,   2, 7, 15.4, ⑪⑪, 8, 4, ウメジマダイオｰ,,石神深,192.3,,,, 9, 83.7,⑩⑩⑩, 8, 2,Ｐコスモマイルｰル, 58,内田博, 0.7, 65,   0,   7,16,172.8, ⑫⑫, 8, 3,Ａシャトｰブランシュ, 83,エスポ, 0.6, 84,  -4,  21, 1,  3.4, ⑦⑥
