14年 2月 9日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 2月 9日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝2600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,かささぎ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｄウインネオルｰラｰ, 61,松山弘,, 63,*  6,  -5, 4,  7.3, ②②, 1, 7,Ａトシザキミ, 57,森一馬,, 64,*  9, -14, 7, 14.3,①①①, 1, 5,Ａモビｰル, 77,勝浦正,, 81,* 11,   2, 1,  3.3,⑧③④, 1, 2,Ｂレムミラス, 68,藤岡康,, 69,   1,*  6, 1,  2.9, ⑩⑦
 2,10,Ｂサウスセレクト, 63,伊藤工, 0.0, 61,   3,  -3, 3,  6.4, ④⑥, 2, 9,Ｃマイネルプレッジ, 56,丹内祐, 0.3, 64,   3,* -3, 5,  8.1,⑬⑪⑨, 2,13,Ｇスマッシュスマイル, 73,藤岡佑, 0.0, 81,* 11,   5, 7, 18.2,③④②, 2,10,Ｃクラウンルシフェル, 67,丸田恭, 0.0, 71,  10,  -4, 4,  9.3, ④③
 3, 3,Ｃレモンティｰ, 62,森一馬, 0.0, 61,   2,  -2, 2,  5.3, ⑥④, 3, 3,Ｂデンコウセキトバ, 57,松田大, 0.6, 58,   6, -17, 3,  5.2,⑥④②, 3,10,Ｌロｰリングストｰン, 70,丸山元, 0.1, 81,   6,* 13, 8, 21.4,⑬⑭⑫, 3, 1,Ｇカメット, 65,北村友, 0.1, 67,  -4,*  8, 8, 12.9, ⑫⑪
 4,12,Ａサビｰナクレスタ, 66,丸田恭, 0.1, 54, -10,*  4, 1,  3.7, ⑫⑨, 4,14,Ｍコスモレヴァｰタ, 42,酒井学, 0.7, 58,   5, -14,11, 35.6,⑨⑩⑧, 4, 8,Ｅスリｰヴェロｰチェ, 75,松山弘, 0.4, 78,   8,   5, 5,  8.8,⑥⑪⑩, 4, 3,Ｈフェブノヘア, 63,丸山元, 0.3, 67,   5,  -2, 9, 19.2, ⑥⑤
 5,13,Ｈコウザンバニｰ, 53,酒井学, 0.4, 57,   2,  -6, 6,  9.7, ⑧⑦, 5,16,Ｋドリｰムジュエリｰ, 45,中井裕, 0.9, 58,   2,*-11, 8, 19.6,⑮⑮⑩, 5, 1,Ｎアドマイヤエレノア, 69,吉田隼, 0.5, 78,   7,*  9,10, 39.0,⑨⑮⑬, 5, 5,Ｉクリノイザナミ, 61,吉田隼, 0.7, 59,  -5,   2,11, 57.9, ⑭⑭
 6, 1,Ｋシゲルオワリ, 49,川須栄, 0.4, 60,   3,  -5, 8, 13.2, ⑤③, 6,10,Ｇヴィッセン, 50,松山弘, 1.0, 54,   6, -22, 2,  4.6,⑦⑤④, 6,15,Ｈマンノアクトレス, 72,菱田裕, 0.6, 77,   7,*  8,11, 43.1,⑯⑯⑮, 6,12,Ｍアポロデイライト, 51,勝浦正, 0.7, 67,* 14, -17,14,113.6, ②②
 7, 8,Ｅデランテｰロ, 56,中舘英, 0.6, 53, -12,*  2, 5,  8.1, ⑬⑬, 7,13,Ｊウルパラクア, 48,菱田裕, 1.1, 55,   4, -17,12, 54.1,⑫⑫⑮, 7, 3,Ｆスペルヴィア, 75,藤岡康, 0.6, 73,* 10,  -8, 4,  6.7,①①①, 7, 4,Ｅテイエムチュラッコ, 66,太宰啓, 1.0, 63,* 15, -22, 2,  5.2, ①①
 8, 9,Ｆイロリ, 55,北村友, 0.6, 57,*  5, -10, 7, 11.1, ③⑤, 8, 5,Ｌヒロノアドバンス, 43,古川吉, 1.1, 54,   5, -19,16,254.0,⑩⑧⑥, 8, 9,Ｄフォントルロイ, 76,中井裕, 0.7, 75,   8,   2, 6, 10.0,⑭⑫⑪, 8,13,Ｋオフェｰリアシチｰ, 56,藤懸貴, 1.3, 54,   6, -16,12, 59.8, ⑧⑨
