14年 2月15日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 2月15日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1400m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,琵琶湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｇリバｰソウル, 54,岩田康,, 62,  -7,* 15, 1,  3.0,⑥⑥⑤, 1,10,Ａエｰシンクルゼ, 77,福永祐,, 79,*  7,   9, 1,  2.2, ②①, 1, 5,Ｄメイショウオセアン, 67,池添謙,, 72,  -3,* 11, 1,  3.8, ⑦⑤, 1, 2,Ｃジャイアントリｰプ, 82,岩田康,, 91,  -3,* 23, 3,  4.7,③③⑤
 2, 4,Ａロｰレルラシｰム, 69,福永祐, 0.1, 60,  -9,* 17, 2,  3.1,⑮⑪⑧, 2, 6,Ｂピグマリオン, 76,デムｰ, 0.5, 75,*  6,   7, 2,  3.2, ③③, 2,11,Ｅキタサンウンゲツ, 67,川須栄, 0.7, 68,*  1,   1, 3,  4.8, ②②, 2, 9,Ａトウシンモンステラ, 82,武豊  , 0.3, 88,  -2,  20, 1,  3.6,⑩⑧④
 3,12,Ｆレッドアライヴ, 54,藤田伸, 0.2, 58,* -6,   9, 4, 12.9,①①①, 3, 7,Ｃワンダｰゴヴェルノ, 74,秋山真, 0.7, 74,  -1,  12,12, 66.0, ⑪⑩, 3, 7,Ａビバハイタッチ, 73,国分恭, 1.0, 64,  -4,   4, 2,  4.6, ⑧⑦, 3, 8,Ｅランフォｰジン, 79,川須栄, 0.5, 89,  -4,* 23, 8, 29.6,⑪⑪⑨
 4, 5,Ｂオルドリン, 65,デムｰ, 0.4, 57,  -7,  12, 3,  3.8,⑨⑦⑥, 4,16,Ｊモオプナツヨシ, 68,和田竜, 0.9, 73,   3,   5, 9, 31.2, ⑦⑤, 4, 4,Ｂメイショウカフウ, 69,武豊  , 1.1, 65,  -4,   4, 4,  8.9, ⑨⑨, 4,11,Ｇマイネルマエストロ, 77,和田竜, 0.6, 87,  -4,  20, 6, 13.0,⑦⑦⑥
 5, 7,Ｃロｰドガンブラック, 62,浜中俊, 0.5, 58,  -8,  13, 5, 15.9,⑧⑨⑩, 5, 9,Ｇヴェアデイロス, 71,浜中俊, 1.1, 71, -12,* 19, 6, 19.6, ⑯⑯, 5,12,Ｃコパノハリｰ, 69,デムｰ, 1.1, 64,  -7,*  8, 5, 12.1, ⑬⑩, 5, 3,Ｉメイショウシレトコ, 73,川島信, 0.8, 83,  -3,  14,10,140.0,⑨⑨⑦
 6, 6,Ｐメイショウロブロイ, 34,秋山真, 0.7, 54,* -7,   7, 7, 26.2,⑦⑤④, 6,15,Ｉシュナップス, 69,上村洋, 1.2, 70,   2,   4,10, 53.5, ⑧⑨, 6,13,Ｈアマノウインジｰ, 64,秋山真, 1.2, 63,  -5,   5, 9, 20.1, ⑩⑪, 6, 4,Ｋスズカカイゼル, 65,国分優, 0.9, 78,* -1,   7, 9,125.9,①①①
 7,10,Ｎタムロイレｰネ, 39,川須栄, 1.0, 55,* -6,   4,11,137.5,④③③, 6, 8,Ｍナリタマクリス, 66,池添謙, 1.2, 70,  -3,  10,14,249.0, ⑫⑫, 7,14,Ｌクリノプリムラ, 56,川島信, 1.4, 62,  -5,   3,15,420.5, ⑫⑫, 7, 6,Ｄプランスペスカ, 79,池添謙, 1.0, 81,  -4,  13, 5,  9.7,⑥⑥⑩
 8, 2,Ｈレッドフォｰス, 53,四位洋, 1.1, 56, -12,* 14, 8, 29.0,⑭⑯⑯, 8, 3,Ｄヴァルナビット, 72,国分恭, 1.2, 68,  -7,* 13,11, 54.9, ⑭⑭, 8, 3,Ｆナムラユキヒメ, 67,国分優, 1.6, 60,  -2,  -2,12, 38.7, ⑥⑧, 8, 7,Ｆカｰマイン, 79,デムｰ, 1.0, 78,  -2,   9, 4,  5.4,④④③
 9,14,Ｏエイシンソニック, 39,国分恭, 1.2, 52, -10,  10,10,106.6,⑩⑬⑪, 9, 1,Ｎテイエムキュウベエ, 66,熊沢重, 1.4, 69,   0,   4,13,151.2, ⑨⑧, 9, 1,Ｊアｰネストミノル, 59,和田竜, 1.7, 60,   0,  -6, 8, 17.8, ③③, 9, 5,Ｂヴァｰティカルサン, 82,福永祐, 1.1, 76,* -1,   6, 2,  3.6,②②②
10,13,Ｄサトピｰオスカル, 58,川田将, 1.5, 50,* -5,  -1, 6, 20.5,②②②,10,14,Ｅヒラボクダッシュ, 72,川須栄, 1.5, 68,   4,  -1, 4, 12.4, ⑤⑦,10,10,Ｇコパノサムタイム, 66,的場勇, 2.2, 57,  -7,  -1,14,178.8, ⑭⑭,10,10,Ｈロｰドランパｰト, 76,浜中俊, 2.8, 58,  -2, -14, 7, 15.5,⑤⑤⑧
11,15,Ｉヘッドクオｰタｰ, 50,川島信, 1.7, 47,  -8,   1,16,345.5,⑬⑧⑦,11,11,Ｌアｰクペガサス, 67,国分優, 2.2, 59,  -7,   4,15,265.3, ⑮⑬,11, 6,Ｍトウシンムサシ, 54,岩田康, 2.5, 53,  -1, -13,10, 22.7, ⑤④,11, 1,Ｊナンヨｰスラッガｰ, 69,西村太, 3.1, 57,  -5, -13,11,287.4,⑧⑩⑪
12,11,Ｅタイマツリ, 55,熊沢重, 2.3, 50, -11,   2,12,161.2,⑫⑭⑭,12,13,Ｋエイユｰラピス, 67,藤田伸, 2.4, 58,   5, -10, 5, 17.6, ④⑥,12, 2,Ｏシシャモオｰジ, 47,福永祐, 2.5, 52,  -1, -13,11, 34.3, ④⑥,,,,,,,,,,,,
13, 9,Ｋマイカイ, 46,水口優, 2.4, 49, -10,  -1,13,167.6,⑪⑫⑬,13, 5,Ｏカシノオｰブ, 58,小坂忠, 2.4, 59,   0,  -4,16,398.2, ⑩⑪,13,15,Ｎブラボｰランサｰ, 50,鮫島良, 2.9, 52, -12,  -3,13, 92.6, ⑮⑮,,,,,,,,,,,,
14, 8,Ｊホッコｰホウオウ, 48,国分優, 2.7, 39,* -6, -10, 9, 36.5,③④⑨,14, 2,Ｆキクノメテオ, 71,川島信, 2.6, 56,   3, -10, 7, 29.4, ⑥④,14, 9,Ｉダイワダルタニアン, 59,小牧太, 3.2, 48,  -5, -13, 6, 12.3, ⑪⑬,,,,,,,,,,,,
15, 1,Ｌハギノアルソｰレ, 43,和田竜, 3.1, 40, -11,  -6,14,212.4,⑯⑮⑮,15,12,Ｐワンダｰヴィｰヴァ, 54,武豊  , 2.6, 57,  -6,  -1, 8, 30.0, ⑬⑮,15, 8,Ｋスマｰトエクリプス, 56,藤田伸, 3.8, 42,*  1, -26, 7, 14.8, ①①,,,,,,,,,,,,
16, 3,Ｍシゲルサド, 40,鮫島良, 4.2, 33,  -9, -19,15,288.4,⑤⑩⑫,16, 4,Ｈサクラフェリｰス, 69,小牧太, 2.9, 54,*  8, -17, 3,  7.7, ①②,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:不良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:不良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:不良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:重(指数:9),,,,,,,,,,,
単勝:300円 複勝:16=150円 04=110円 12=270円 枠連:470円,,,,,,,,,,,,単勝:220円 複勝:10=110円 06=130円 07=660円 枠連:320円,,,,,,,,,,,,単勝:380円 複勝:05=140円 11=140円 07=170円 枠連:550円,,,,,,,,,,,,単勝:470円 複勝:02=160円 09=150円 08=520円 枠連:760円,,,,,,,,,,,
馬連:470円 ワイド:04-16=230円 12-16=890円 04-12=640円,,,,,,,,,,,,"馬連:330円 ワイド:06-10=160円 07-10=1,240円 06-07=1,450円",,,,,,,,,,,,馬連:750円 ワイド:05-11=290円 05-07=370円 07-11=410円,,,,,,,,,,,,"馬連:760円 ワイド:02-09=310円 02-08=1,590円 08-09=910円",,,,,,,,,,,
"馬単:950円 3連複:2,000円 3連単:6,880円",,,,,,,,,,,,"馬単:590円 3連複:3,690円 3連単:12,830円",,,,,,,,,,,,"馬単:1,430円 3連複:1,200円 3連単:5,030円",,,,,,,,,,,,"馬単:1,750円 3連複:6,250円 3連単:28,980円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 5R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  ダ1900m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■11R  ダ1900m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱﾙﾃﾞﾊﾞﾗﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8, サクセスグロｰリｰ,---,岩田康,, 80,*  1,* 17, 1,  2.6,①①①, 1,11,Ｃブランネｰジュ, 66,秋山真,, 69,   2,*  4, 1,  5.3, ⑤⑤, 1, 7,Ｅマノワｰル, 74,小牧太,, 83,*  4,  20, 3,  4.7,①①①, 1,15,Ｌエｰシンゴｰルド, 83,川田将,, 92,* 22,* -1, 3,  5.2,③③②
 2, 9, キングオブタイム,---,小牧太, 2.1, 66,  -2,*  6, 4,  7.3,⑪⑥⑤, 2,14,Ｊスナッチマインド, 52,浜中俊, 0.2, 67,  -1,*  5, 2,  5.4, ⑪⑨, 2, 5,Ｈトウケイウイン, 72,川島信, 0.4, 79,*  3,  18, 6, 13.2,②②②, 2, 8,Ｄマルカプレジオ, 92,荻野琢, 0.3, 90,  18,*  6, 9, 42.1,⑭⑬⑪
 3, 1, ニチドウリュンヌ,---,デムｰ, 2.3, 62,*  0,   0, 3,  6.0,②②②, 3, 9,Ｆロスヴァイセ, 59,デムｰ, 0.4, 64,*  3,  -3, 8, 12.4, ③③, 3, 4,Ａシュミット, 80,川田将, 0.6, 79,   2,  18, 2,  4.4,③③③, 3, 9,Ｈダブルスタｰ, 89,藤田伸, 0.7, 88,  21,  -2, 7, 12.9,⑩⑧⑥
 4,10, ショｰファイア,---,福永祐, 2.9, 58,  -2,  -4, 2,  4.1,⑥④④, 4, 7,Ａアドマイヤウイング, 69,小牧太, 0.4, 65,  -2,*  5, 5,  8.2, ⑩⑪, 4, 8,Ｃシルクラングレｰ, 77,岩田康, 0.7, 78,   1,  19, 1,  2.5,⑤⑤⑤, 4, 3,Ｅクリノヒマラヤオｰ, 91,浜中俊, 0.8, 87,* 22,  -6, 6,  9.4,⑤④④
 5,12, タイキイルソｰレ,---,池添謙, 3.1, 57,*  0,  -7, 8, 23.4,③③③, 5, 1,Ｄレッドラヴィｰタ, 61,川田将, 0.8, 61,  -1,  -2, 3,  5.4, ⑧⑧, 5, 1,Ｂスズカルパン, 79,武豊  , 0.7, 81,  -1,* 22, 4,  6.0,⑩⑨⑨, 5,13,Ｍクリノスタｰオｰ, 83,武豊  , 0.8, 88,* 23,  -9, 1,  4.0,②②①
 6,11, ウェイヴクレスト,---,国分優, 3.9, 51,  -3,  -9,10, 56.9,⑦⑦⑦, 6, 6,Ｅウィアｰワン, 59,和田竜, 0.9, 59,   0,  -6, 7, 11.9, ⑥⑥, 6,11,Ｇスタンドバイミｰ, 72,和田竜, 1.1, 77,   1,  16, 7, 31.3,⑦⑥⑥, 6, 7,Ｂタイムズアロｰ, 95,国分恭, 1.0, 84,  21,  -4, 5,  8.2,⑨⑦⑧
 7, 3, ファンタスマゴリア,---,鮫島良, 4.2, 54,  -5,  -7,13,173.6,⑫⑪⑩, 7,12,Ｂプリンセスアスク, 67,武豊  , 1.3, 54,*  5, -19, 4,  5.9, ②②, 7,10,Ｆアクシｰバンダム, 74,熊沢重, 1.1, 80,   1,  16, 8, 32.1,⑥⑦⑦, 7, 2,Ａナイスミｰチュｰ, 95,小牧太, 1.1, 86,  20,  -4, 4,  5.6,⑧⑨⑩
 8, 2, ヤマカツサユリ,---,和田竜, 4.4, 50,  -2, -15, 6, 12.0,④⑤⑥, 8, 3,Ｈヤマニンバステト, 55,熊沢重, 1.5, 53,  -6,  -3,10, 19.8, ⑮⑭, 8, 6,Ｉキクノエクレｰル, 72,秋山真, 1.4, 72,   0,  14, 5, 12.4,⑨⑧⑧, 8,10,Ｉダノンスパシｰバ, 88,川島信, 1.4, 82,  18,  -3,16,456.3,⑮⑮⑬
 9,13, オモテナシ,---,川島信, 4.8, 46,  -6, -11, 9, 52.9,⑩⑫⑫, 9,10,Ｌロザリンド, 44,福永祐, 1.6, 51,   0, -16, 6, 10.3, ⑨⑦, 9, 2,Ｄマイネルハｰトレｰ, 74,国分恭, 1.4, 71,   2,  11, 9, 89.2,④④④, 9, 6,Ｆバｰディバｰディ, 91,デムｰ, 2.1, 77,  21, -15, 8, 19.6,⑥⑥⑤
10, 6, ニホンピログリｰン,---,秋山真, 4.8, 45,  -4, -15,11, 57.8,⑨⑨⑧,10,16,Ｏホッコｰザムｰン, 35,鮫島良, 1.8, 51,  -5, -10,15,301.6, ⑭⑬,10, 3,Ｊサダルメリク, 71,鮫島良, 2.3, 71,  -1,   9,10,101.6,⑧⑩⑩,10, 5,Ｋボレアス, 85,鮫島良, 2.3, 81,  20, -15,13,122.1,⑫⑩⑨
11, 5, ヤマニンボワラクテ,---,上村洋, 5.2, 44,  -5, -17, 7, 21.9,⑧⑩⑨,11, 5,Ｇミラクルウェｰブ, 58,池添謙, 1.8, 50,  -4, -12, 9, 16.3, ⑬⑮,11, 9,Ｋウエストソング, 63,大下智, 2.8, 64,  -3,   7,11,412.5,⑪⑪⑪,11,14,Ｐグランデッツァ, 43,国分優, 2.9, 73,  19, -17,10, 53.9,⑬⑭⑫
12, 4, ディプロムソング,---,浜中俊, 5.5, 42,  -4, -21, 5, 11.3,⑤⑧⑪,12,15,Ｋメイショウソフィア, 48,岩田康, 2.0, 47,*  5, -29,11, 62.3, ①①,,,,,,,,,,,,,12, 4,Ｎヒラボクキング, 82,和田竜, 3.2, 73,  21, -25,11, 56.9,④⑤⑦
13, 7, アイアンリｰダｰ,---,国分恭,13.4,-11, -22, -54,12,142.7,⑬⑬⑬,13, 4,Ｐパンデモニウム, 22,畑端省, 2.4, 43,  -5, -17,13,237.3, ⑫⑫,,,,,,,,,,,,,13,11,Ｃサトノタイガｰ, 94,的場勇, 3.3, 72,  14,  -9,12, 86.0,⑯⑯⑯
,,,,,,,,,,,,14, 2,Ｍラディアンス, 38,国分優, 2.5, 43,  -2, -24,14,293.0, ⑦⑩,,,,,,,,,,,,,14,12,Ｇサトノプリンシパル, 89,川須栄, 3.7, 70,* 23, -34, 2,  5.2,①①③
,,,,,,,,,,,,15,13,Ｉファブラノヴァ, 52,川須栄, 3.1, 35,*  3, -43,12,142.3, ④④,,,,,,,,,,,,,15,16,Ｏメイショウエバモア, 80,熊沢重, 3.8, 72,  19, -26,15,369.7,⑦⑫⑮
,,,,,,,,,,,,16, 8,Ｎビナシルク, 35,国分恭, 3.5, 31,  -9, -27,16,427.1, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:不良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:9),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+15 馬場:不良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-21 馬場:不良(指数:-3),,,,,,,,,,,
単勝:260円 複勝:08=130円 09=180円 01=180円 枠連:940円,,,,,,,,,,,,単勝:530円 複勝:11=210円 14=220円 09=330円 枠連:870円,,,,,,,,,,,,"単勝:470円 複勝:07=170円 05=260円 04=180円 枠連:1,830円",,,,,,,,,,,,"単勝:520円 複勝:15=220円 08=660円 09=370円 枠連:2,000円",,,,,,,,,,,
馬連:880円 ワイド:08-09=350円 01-08=330円 01-09=630円,,,,,,,,,,,,"馬連:1,570円 ワイド:11-14=700円 09-11=930円 09-14=1,300円",,,,,,,,,,,,"馬連:2,470円 ワイド:05-07=710円 04-07=540円 04-05=1,000円",,,,,,,,,,,,"馬連:12,910円 ワイド:08-15=3,440円 09-15=1,340円 08-09=3,820円",,,,,,,,,,,
"馬単:1,450円 3連複:1,410円 3連単:5,890円",,,,,,,,,,,,"馬単:2,750円 3連複:5,450円 3連単:23,160円",,,,,,,,,,,,"馬単:4,440円 3連複:4,460円 3連単:27,520円",,,,,,,,,,,,"馬単:20,430円 3連複:43,140円 3連単:228,130円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 6R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 9R  芝1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  ダ1800m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,つばき賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｎサンライズアルプス, 42,藤田伸,, 63,* -7,   5,11,143.0, ①①, 1, 5,Ｍヒラボクレジェンド, 45,川須栄,, 68,* -2,   2, 5, 11.4, ①①, 1, 7,Ａステファノス, 72,岩田康,, 75,  -2,* 16, 3,  6.0, ⑧⑧, 1, 9,Ｈデルマイザナミ, 73,川須栄,, 77,   7,* 13, 7, 12.5,⑧⑦⑦
 2, 1,Ａミッキｰナイト, 62,デムｰ, 0.2, 60, -10,*  6, 1,  2.1, ③③, 2,14,Ｄウィズアミッション, 62,福永祐, 0.0, 73,  -6,* 10, 7, 12.9, ⑥⑥, 2, 2,Ｆゼウスバロｰズ, 64,デムｰ, 0.1, 71,*  2,*  8, 1,  2.7, ③④, 2, 6,Ａブライトエルフ, 81,和田竜, 0.2, 74,   8,   8, 5,  8.0,⑦⑤⑤
 3,14,Ｅメイショウホウトウ, 57,武豊  , 0.3, 60,  -9,   4, 2,  3.7, ④④, 3, 9,Ｂホッコｰタフネス, 66,川田将, 0.1, 68,* -3,   2, 3,  6.6, ②②, 3, 6,Ｇハピネスダンサｰ, 63,小牧太, 0.3, 68,*  2,   4, 4,  6.7, ②②, 3, 2,Ｃクロｰバｰリｰフ, 76,池添謙, 0.3, 70,   8,   7, 6, 10.2,⑤④②
 4,12,Ｂコスモフラッグ, 59,川田将, 0.5, 59, -10,   5, 3,  6.6, ⑤⑦, 4,12,Ｅブレイヴリｰ, 61,浜中俊, 0.1, 69,  -5,*  6, 2,  3.6, ④④, 4, 5,Ｂコウエイワンマン, 71,和田竜, 0.6, 65,   0,   2,11, 30.0, ⑤⑤, 4, 8,Ｆアグネスダリム, 76,藤田伸, 0.4, 72,   8,   7, 9, 21.1,⑥⑥④
 5, 4,Ｄヴォルカヌス, 58,和田竜, 0.5, 60, -10,*  6, 5, 17.0, ⑦⑤, 5, 8,Ｃプルママルカ, 65,デムｰ, 0.4, 66,  -6,   5, 1,  2.8, ⑤⑤, 5,12,Ｅブルｰフラッシュ, 68,福永祐, 0.6, 67,   1,   4, 2,  5.9, ⑦⑥, 5, 3,Ｄタガノミュｰチャン, 76,福永祐, 0.6, 67,* 10,   0, 4,  7.8,①①①
 6, 6,Ｃゼンノステルス, 58,国分恭, 0.6, 57, -13,*  7, 7, 18.7, ⑪⑩, 6, 4,Ｈクｰルジョｰカｰ, 57,上村洋, 0.6, 66,  -7,   5,10, 67.2, ⑨⑧, 6, 1,Ｃスリｰカラｰナンゴ, 69,国分優, 0.8, 63,*  4,  -5,10, 29.9, ①①, 6, 5,Ｇクラリティｰエス, 75,武豊  , 1.7, 64,   6,  -1, 8, 19.6,⑩⑧⑧
 7,13,Ｇショウナンサンタ, 55,岩田康, 0.9, 55, -12,   3, 8, 36.9, ⑧⑥, 7,10,Ｌキュｰルエラピス, 47,国分優, 0.7, 65,  -8,   4, 6, 12.3, ⑧⑦, 7,10,Ｉトウキョウタフガイ, 62,川田将, 0.8, 64,*  2,  -2, 5,  8.0, ④③, 7, 7,Ｊモンシュシュ, 72,岩田康, 1.9, 61,*  9,  -9, 3,  6.5,③②③
