14年 5月 4日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月 4日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2890m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湯沢特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂタイセイマジック, 60,中谷雄,, 64,*  7, -13, 2,  3.9, ②②, 1, 2, ニシノメイゲツ,,大江原,,,,, 1,  1.8,④③③, 1, 8,Ｆヤマガｰル, 70,柴山雄,, 72,   5,*  7, 5, 11.0,⑪⑤④, 1,14,Ｄモンマックス, 66,菱田裕,, 66,  -5,  11, 2,  4.0, ⑦⑦
 2,14,Ａヤマカツゴｰゴｰ, 62,柴山雄, 0.3, 60,*  5, -16, 1,  1.9, ③③, 2,13, リアルブラック,,難波剛,191.3,,,, 4, 13.5,①①①, 2, 4,Ｃエｰシンウェンディ, 71,丸山元, 0.4, 70,   6,   2, 3,  3.9,④③③, 2, 2,Ｃテイエムコウノトリ, 66,中舘英, 0.2, 64,  -8,  12, 1,  3.9, ⑩⑨
 3, 9,Ｄラブコｰル, 54,石川裕, 0.3, 60,   4, -13, 5, 18.5, ④⑤, 3,12, レオハイタッチ,,草野太,191.6,,,, 3, 11.0,②②②, 3, 5,Ｂグレｰトエンジェル, 72,高倉稜, 0.4, 70,   3,*  6, 4,  8.2,⑩⑦⑦, 3,13,Ａヤマニンカヴァリエ, 68,柴山雄, 0.3, 60,*  1,   2, 5,  9.2, ④④
 4,15,Ｋマイネルクリアｰ, 44,丹内祐, 0.4, 60,   3,*-12, 6, 22.1, ⑥⑥, 4, 3, テイエムシシｰポス,,田村太,191.7,,,, 7, 27.2,⑫⑪⑪, 4,11,Ｅアルティメイトラブ, 70,黛弘人, 0.6, 68,*  8,  -5, 2,  3.7,③①①, 4,10,Ｅジャストザオネスト, 65,松田大, 0.3, 61,  -2,   4, 8, 20.2, ⑤⑤
 5, 6,Ｃバｰンアウル, 58,川島信, 0.6, 59,   1,*-12, 3,  8.3, ⑩⑩, 5, 5, タマモダイナミック,,林満明,191.8,,,, 2,  4.0,⑨⑥⑦, 5, 9,Ｇアガサ, 66,木幡初, 0.9, 66,*  8,  -7, 7, 17.7,⑤②②, 5, 8,Ｍホｰクインザブルｰ, 59,嶋田純, 0.3, 61,*  5,  -2,11, 56.9, ①①
 6, 5,Ｆメイショウウケヅキ, 51,丸山元, 0.6, 57,  -2,* -9, 7, 27.3, ⑫⑪, 6, 4, マイネルグｰト,,五十嵐,191.8,,,, 8, 33.4,⑥⑧⑥, 6, 3,Ｄシナｰラ, 71,城戸義, 1.3, 66,   3,   1, 6, 16.1,⑦⑨⑧, 6, 3,Ｊスマｰトマｰチ, 63,丸山元, 0.5, 61, -13,* 14,12, 98.1, ⑫⑪
 7, 2,Ｅプラチナムｰン, 52,木幡初, 0.9, 54,*  7, -27,12, 64.8, ①①, 7, 7, ワンダｰバライル,,黒岩悠,191.8,,,,14,121.6,⑦⑨⑧, 7, 1,Ａアステュｰト, 74,中舘英, 2.0, 63,   4,  -8, 1,  3.4,②⑥⑥, 7,15,Ｋマジカルビアンカ, 62,伴啓太, 0.5, 60,  -7,   7,13,122.9, ⑨⑩
 8, 4,Ｌハイセルフト, 38,中舘英, 1.1, 51,   4, -25, 8, 33.3, ⑤④, 8, 1, ベロセットレコｰド,,石神深,191.8,,,, 5, 20.6,⑪⑩⑩, 8, 2,Ｊヤマトツバキ, 58,勝浦正, 2.2, 59,   2,  -5,11, 95.5,⑨⑩⑨, 8, 4,Ｂアポロダイヤモンド, 67,西田雄, 0.6, 57,*  1,  -2, 9, 26.9, ③③
