14年 2月15日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 2月15日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,くすのき賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａフォロｰハｰト, 70,岩崎翼,, 55,*  1,*  1, 1,  2.5,②②②, 1, 8,Ａメイショウラリマｰ, 60,武幸四,, 64,  -6,*  2, 1,  2.5,⑩⑥⑤, 1,16,Ａモｰニングコｰル, 77,中舘英,, 75,*  5,   3, 4,  8.9, ②②, 1,13,Ａビタミンエｰス, 74,松山弘,, 66,   1,*  9, 3,  6.3,⑬⑬⑭
 2, 8,Ｅベストガｰディアン, 54,北村友, 0.4, 53,  -1,* -1, 5,  8.5,⑯⑥④, 2, 7,Ｅアタリクジ, 55,杉原誠, 0.2, 61,* -5,* -2, 6, 14.9,④⑤③, 2, 5,Ｂエｰシンエムディｰ, 74,松田大, 0.0, 74,   0,   7, 1,  2.9, ③③, 2, 7,Ｄエノラブエナ, 69,バルジ, 0.0, 66,   3,*  6, 4,  6.6,⑫⑫⑩
 3, 9,Ｂキネオマドンナ, 60,松山弘, 0.4, 53,*  1,* -2, 3,  5.6,①①①, 3,16,Ｄタガノトッピｰ, 56,酒井学, 0.5, 55,* -3, -10, 5, 11.0,②②②, 3, 8,Ｍプリンセスムｰン, 61,勝浦正, 0.1, 74,*  4,   1, 2,  3.6, ①①, 3,10,Ｅヴァイスヴァｰサ, 68,菱田裕, 0.0, 65,   3,*  7,12, 47.5,⑪⑪⑪
 4,16,Ｈアルマミｰア, 51,中舘英, 1.1, 51,  -2,  -3, 6, 15.5,⑭⑬⑨, 4,12,Ｉヤマニンルポ, 50,高倉稜, 0.7, 54,  -6,  -7,10, 51.2,⑦⑧⑦, 4,15,Ｃトップルビｰ, 72,菱田裕, 0.4, 69, -13,* 14, 6, 13.4, ⑰⑰, 4, 9,Ｆトラキチシャチョウ, 68,小林徹, 0.0, 66,   4,   4,10, 38.4,⑦⑥⑦
 5, 3,Ｊメイショウオダマキ, 49,武幸四, 1.2, 52,   0,  -6, 2,  4.9,⑤⑤⑤, 5,15,Ｂダンディｰズムｰン, 57,菱田裕, 0.9, 55,  -9,* -4, 2,  4.9,⑭⑮⑬, 5, 3,Ｄアポロダイヤモンド, 71,西田雄, 0.4, 69,  -3,   5, 8, 22.3, ⑨④, 5,11,Ｃクｰゲル, 70,酒井学, 0.1, 64,   5,   1, 1,  3.0,③③③
 6, 5,Ｏスリｰルドランジュ, 33,藤岡佑, 1.2, 47,*  0,  -8, 4,  6.4,⑦④③, 6, 6,Ｃメイショウダンロ, 57,吉田隼, 0.9, 54,  -5,  -7, 8, 26.1,⑨⑦⑩, 6, 1,Ｊケｰジｰサクランボ, 63,伴啓太, 0.5, 68,  -7,*  8,11, 64.8, ⑬⑨, 6, 5,Ｂメイショウスミトモ, 71,古川吉, 0.3, 65,   4,   2, 7, 15.8,⑨⑧⑨
 7,13,Ｄモネノカガヤキ, 56,森一馬, 1.5, 46,  -2,  -6, 9, 53.2,⑫⑫⑪, 7,17,Ｎタッテナムコｰナｰ, 41,松山弘, 0.9, 51,* -3, -15,15,165.8,①①①, 7, 9,Ｅオｰファメイ, 69,藤岡佑, 0.6, 67,  -8,   7,10, 60.0, ⑮⑮, 7, 1,Ｈマコトグロズヌイ, 66,吉田隼, 0.3, 65,*  6,  -2, 2,  5.5,①①①
 8, 6,Ｆシゲルサヌキ, 54,菱田裕, 1.5, 46,  -1,  -7,10, 66.2,⑪⑩⑫, 8,14,Ｐスプリングカンナ, 40,長岡禎, 1.0, 51,  -6, -11,18,567.8,⑬⑨⑧, 8,17,Ｈベルライン, 67,吉田隼, 0.7, 65,  -5,   3, 7, 20.2, ⑪⑪, 8, 8,Ｋハナズリベンジ, 62,松田大, 0.4, 63,   4,   0, 6, 15.7,⑥⑤⑤
 9,15,Ｉメイショウヴェスタ, 50,丸山元, 1.5, 45,  -1,  -8,11, 68.6,⑩⑧⑧, 9, 3,Ｈマイネルフレスコ, 52,丹内祐, 1.0, 54,  -9,* -4, 4, 10.8,⑱⑱⑯, 9, 4,Ｆマイネノンノ, 69,丹内祐, 1.0, 62,  -6,   1, 5, 12.8, ⑫⑩, 9, 2,Ｎサングラス, 60,黛弘人, 0.4, 63,*  6,  -3, 5,  7.9,②②②
10, 7,Ｇリゼタイムス, 53,小林徹, 1.9, 46,  -2,  -6, 8, 49.4,⑮⑮⑭,10,18,Ｆデンコウガイア, 55,森一馬, 1.1, 52,  -9,  -7, 7, 17.9,⑪⑭⑮,10, 2,Ｒプラッキｰエリｰナ, 53,藤懸貴, 1.2, 58, -13,   4,17,244.9, ⑯⑯,10, 6,Ｊマミｰテイラｰ, 62,森一馬, 0.5, 62,   4,   0,13, 58.6,⑤⑦④
11,14,Ｍニシノベニザクラ, 41,勝浦正, 1.9, 41,*  0, -14,12, 77.5,⑥③⑥,11,10,Ｊダイシンロイ, 49,太宰啓, 1.1, 53, -10,* -4,11, 89.9,⑰⑰⑱,11, 7,Ｌトｰアディアマンテ, 62,太宰啓, 1.5, 55,  -9,  -3,15,171.2, ⑭⑬,11, 4,Ｉカシノカｰム, 65,西田雄, 0.6, 62,   3,   1,14,299.3,⑧⑩⑧
12, 4,Ｎラララ, 41,西田雄, 2.1, 42,  -2, -11,15,199.4,⑨⑪⑦,12,13,Ｇマンオブグァテマラ, 52,丸山元, 1.2, 50,  -7, -11, 3,  5.2,⑫⑪⑪,12,18,Ｐメイショウガンツ, 57,森一馬, 1.5, 55,  -2, -10,14, 99.1, ⑧⑧,12,12,Ｇスズカシルバｰ, 66,太宰啓, 1.8, 57,   4, -11, 8, 16.1,⑩⑨⑫
13,10,Ｌブルｰウィステリア, 42,田中博, 2.3, 42,  -3, -10,13,165.0,⑬⑭⑬,13, 2,Ｌジラソｰレ, 46,勝浦正, 1.4, 51,  -7, -12,13,108.1,⑮⑫⑫,13,14,Ｋウインドストリｰム, 62,北村友, 2.0, 49,   2, -21, 3,  6.3, ⑤⑥,13, 3,Ｌウメ, 61,高倉稜, 2.1, 52,   0,  -6,11, 40.9,⑭⑭⑬
14,12,Ｋレインボｰダンス, 44,藤懸貴, 2.5, 38,  -1, -16,16,279.2,③⑨⑮,14, 5,Ｋケレス, 48,岩崎翼, 1.4, 48,  -7, -14,16,190.7,⑥⑩⑨,14,11,Ｎアクアブルｰバレｰ, 59,バルジ, 2.1, 47,  -2, -18,13, 92.0, ⑦⑫,14,14,Ｍマルカロゼッタ, 61,北村友, 2.3, 49,   5, -17, 9, 36.1,④④⑥
15, 2,Ｃファインコｰト, 60,長岡禎, 3.0, 35,  -2, -21, 7, 25.2,④⑦⑩,15, 4,Ｏトゥｰレドゥｰ, 41,伊藤工, 1.6, 44,  -6, -20,14,164.3,③④⑥,15,12,Ｉセイウンヒマワリ, 66,酒井学, 2.3, 47,  -3, -17, 9, 29.5, ⑩⑭,,,,,,,,,,,,
16, 1,Ｐテイケイジュエル, 31,吉田隼, 3.5, 35,  -4, -20,14,187.9,⑧⑯⑯,16, 1,Ｑテイエムゴｰジャス, 38,城戸義, 1.7, 44,  -9, -15,17,378.0,⑧⑬⑭,16, 6,Ｏコウエイタｰボ, 58,黛弘人, 2.4, 43,  -1, -23,12, 74.6, ⑥⑦,,,,,,,,,,,,
,,,,,,,,,,,,17, 9,Ｒキングデジタル, 32,藤岡佑, 1.8, 45, -10, -14,12, 93.7,⑯⑯⑰,17,10,Ｑマｰブルメｰカｰ, 56,松山弘, 2.6, 41,   2, -28,16,200.0, ④⑤,,,,,,,,,,,,
,,,,,,,,,,,,18,11,Ｍハルハル, 42,北村友, 2.1, 41,* -4, -30, 9, 29.5,⑤③④,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-7),,,,,,,,,,,
"単勝:250円 複勝:11=130円 08=240円 09=150円 枠連:1,210円",,,,,,,,,,,,"単勝:250円 複勝:08=150円 07=460円 16=370円 枠連:3,370円",,,,,,,,,,,,単勝:890円 複勝:16=240円 05=130円 08=160円 枠連:820円,,,,,,,,,,,,"単勝:630円 複勝:13=220円 07=220円 10=1,160円 枠連:1,380円",,,,,,,,,,,
"馬連:1,370円 ワイド:08-11=500円 09-11=250円 08-09=690円",,,,,,,,,,,,"馬連:3,080円 ワイド:07-08=1,080円 08-16=870円 07-16=2,190円",,,,,,,,,,,,"馬連:1,270円 ワイド:05-16=490円 08-16=810円 05-08=220円",,,,,,,,,,,,"馬連:2,070円 ワイド:07-13=650円 10-13=3,310円 07-10=4,400円",,,,,,,,,,,
"馬単:2,210円 3連複:1,710円 3連単:9,000円",,,,,,,,,,,,"馬単:4,880円 3連複:10,290円 3連単:51,710円",,,,,,,,,,,,"馬単:3,160円 3連複:1,420円 3連単:14,140円",,,,,,,,,,,,"馬単:3,850円 3連複:32,640円 3連単:138,380円",,,,,,,,,,,
■ 2R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 8R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1800m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,太宰府特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａサトノプレシャス, 74,勝浦正,, 63, -11,*  8, 1,  3.5, ⑧⑦, 1, 3,Ａメイショウチギリ, 62,古川吉,, 58,  -2,* -6, 1,  1.4,⑪⑩⑥, 1,16,Ｅトウカイアストロ, 70,中舘英,, 81,*  7,  12, 6, 12.9,①①①, 1, 8,Ｍサマｰルナ, 72,古川吉,, 80,   9,  10, 5,  9.7,⑥⑥④
 2, 6,Ｂマウントフジ, 72,バルジ, 0.0, 66,  -5,   5, 3,  4.8, ④④, 2, 2,Ｃワクワクカンヲ, 56,北村友, 0.1, 60,  -3,* -3, 2,  6.2,⑬⑫⑬, 2, 7,Ｆサトノテイオウ, 70,二本柳, 0.6, 76,   4,* 13, 4,  9.8,⑫⑧⑧, 2,14,Ｅセトノフラッパｰ, 75,田中健, 0.0, 80,* 10,   7,14, 33.8,④③③
 3, 7,Ｈメイショウノｰベル, 67,武幸四, 0.0, 66,  -7,   5, 2,  3.6, ⑤⑤, 3,12,Ｄデルマシシマル, 55,菱田裕, 0.1, 58,  -1,  -8, 5, 18.5,⑥⑦⑧, 3,11,Ｄレオネプチュｰン, 71,岩部純, 0.9, 74,   2,* 14, 7, 17.8,⑪⑪⑩, 3,12,Ｏアサクサティアラ, 71,松田大, 0.1, 79,* 11,   6, 7, 17.1,②②②
 4,10,Ｅヒカリユニキャスト, 69,酒井学, 0.5, 60,*  0,  -4, 5, 11.2, ①①, 4,14,Ｂリノリオ, 57,酒井学, 0.2, 56,   1, -13, 3, 10.3,⑦⑤⑨, 4,10,Ｃスリｰプレシャス, 72,バルジ, 1.1, 72,   4,   8, 3,  6.5,⑦⑥⑦, 4,13,Ｈサンレガｰロ, 74,藤岡佑, 0.1, 81,   6,* 15, 1,  3.4,⑫⑬⑫
 5, 9,Ｇドリｰムボンバｰ, 68,菱田裕, 0.8, 54, -24,*  9,11, 31.2, ⑬⑭, 5, 5,Ｇサヴィルロウ, 50,藤懸貴, 0.2, 58,  -6,*  0, 4, 11.7,⑮⑮⑭, 5,12,Ｂボストンリョウマ, 74,酒井学, 1.1, 72,   4,   9, 2,  5.7,⑥⑦⑥, 5, 6,Ｂニシノテキｰラ, 78,高倉稜, 0.1, 80,   6,* 14,10, 24.6,⑬⑫⑩
 6, 5,Ｄミシックトウショウ, 70,岩部純, 0.8, 57,  -5,  -3, 4, 10.7, ③②, 6,15,Ｏトップザサブライ, 33,城戸義, 0.3, 56,   1, -14, 9, 63.1,④④③, 6,15,Ｐキママホウダイ, 48,北村友, 1.3, 70,*  5,   6,10, 21.7,⑤④②, 6,10,Ｇコスモバタフライ, 75,丹内祐, 0.2, 78,   9,   7, 9, 24.4,⑦⑦⑧
 7,12,Ｎヒアルロンサン, 55,二本柳, 1.1, 52, -23,   6,13,165.6, ⑫⑫, 7, 8,Ｊサムデイオｰラム, 40,西田雄, 0.5, 53,*  2, -21,10, 65.8,③②①, 7, 9,Ｍトｰコｰグリｰン, 64,藤岡佑, 1.3, 70,   1,  12, 5,  9.9,⑭⑬⑬, 7,15,Ｊフェｰタルロｰズ, 74,太宰啓, 0.2, 79,   8,  10, 4,  8.9,⑩⑩⑥
