14年12月13日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月13日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  ダ1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,六甲ｱｲﾗﾝﾄﾞｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｃフォルゴラｰレ, 53,浜中俊,, 53,* -8,  -4, 2,  3.2,①①①, 1, 8,Ｋザイディックメア, 39,ビュイ,, 62,  -6,*  2, 6, 13.3, ⑫⑪, 1, 6,Ａメイショウワダイコ, 73,池添謙,, 64,*  7,   0, 2,  5.0, ②②, 1, 4,Ｆミッキｰラブソング, 81,小牧太,, 83,  13,*  7, 3,  5.6, ⑪⑪
 2,12,Ｉマダムウルル, 41,幸英明, 0.3, 52,  -9,* -3, 4, 11.6,⑦⑥④, 2,12,Ｉアズマクィｰン, 47,菱田裕, 0.0, 60,*  1, -13,10, 95.4, ①①, 2, 2,Ｇミツバ, 59,幸英明, 0.3, 61,  -1,*  6, 4,  9.0, ⑦⑦, 2, 2,Ｄマルタカシクレノン, 82,秋山真, 0.1, 82,  18,  -2, 7, 17.6, ⑤⑤
 3,13,Ｇメイショウアルパ, 48,高倉稜, 0.6, 50,* -9,  -6, 7, 18.3,④③③, 3, 7,Ａクロｰディオ, 62,浜中俊, 0.1, 59,  -5,  -4, 1,  3.2, ⑩⑦, 3, 3,Ｂスマｰトカルロス, 73,武豊  , 0.5, 61,   5,  -3, 1,  1.5, ③③, 3,11,Ｅコナブリュワｰズ, 81,武豊  , 0.1, 82,  14,   3, 6, 14.4, ⑨⑩
 4,15,Ｈエンパイアライン, 46,四位洋, 0.7, 52,* -8,  -9, 6, 12.2,②②②, 4, 4,Ｂレジメンタル, 59,小牧太, 0.2, 60,  -5,  -4, 2,  3.7, ⑦⑧, 4, 5,Ｅウェディングラン, 63,国分優, 1.1, 54,   1,  -3, 8, 54.6, ⑥⑤, 4, 5,Ｉダンツキャンサｰ, 79,浜中俊, 0.2, 83,* 22,  -8, 2,  4.9, ①①
 5, 5,Ｄアムｰルサンライズ, 52,川田将, 0.8, 50,  -9,  -7, 5, 12.1,⑤⑤⑥, 5, 9,Ｃゼットスマイル, 56,藤岡佑, 0.4, 56,  -9,*  0, 8, 33.1, ⑬⑫, 5, 4,Ｈキモンダッシュ, 56,菱田裕, 1.3, 53,   4,  -9, 6, 21.1, ④④, 5,15,Ｇサンマルクイｰン, 80,幸英明, 0.2, 84,* 21,  -6, 8, 18.2, ③③
 6, 2,Ｌタイキアデリナ, 40,国分恭, 0.9, 50, -14,*  2,12,162.4,⑫⑭⑩, 6,13,Ｈダノンブライト, 52,池添謙, 0.4, 55,* -2, -13, 3,  4.9, ②②, 6, 7,Ｆメイショウオオラカ, 62,小牧太, 1.5, 50,  -4,  -2, 5, 16.2, ⑨⑧, 6, 7,Ｂキョウエイバサラ, 82,藤岡佑, 0.3, 79,  16,  -1,12, 60.8, ⑦⑦
 7, 8,Ｂシゲルオカメマツリ, 57,藤田伸, 0.9, 48, -11,  -5, 3,  5.9,⑪⑨⑦, 7,11,Ｅレッドアルティスタ, 56,岩田康, 0.7, 53,  -5, -11, 7, 17.2, ⑧⑨, 7, 9,Ｉクインズロンペｰル, 50,岩田康, 2.2, 44,   2, -15, 3,  7.7, ⑤⑥, 7, 1,Ｍヤマニンプチガトｰ, 74,竹之下, 0.4, 79,  18,  -6,11, 45.7, ④④
 8,10,Ｎオウケンチョコ, 38,和田竜, 2.5, 37,* -9, -23, 8, 21.3,③④⑤, 8, 6,Ｄアキトオリオン, 56,四位洋, 0.7, 53,  -4, -14, 5,  8.9, ⑥⑤, 8, 1,Ｃブラックショコラ, 65,和田竜, 2.4, 46,*  8, -22, 9, 67.3, ①①, 8,12,Ｈロノ, 79,岩田康, 0.5, 77,  13,   1, 4,  6.6, ⑫⑫
 9, 6,Ａストｰムアラｰト, 60,岩田康, 2.8, 35, -13, -16, 1,  2.8,⑧⑩⑪, 9, 1,Ｆスクリｰンショット, 55,国分優, 0.9, 53,  -7, -10, 9, 64.8, ⑨⑩, 9, 8,Ｄベルウッドクラルテ, 64,国分恭, 3.6, 31,  -3, -22, 7, 43.2, ⑧⑨, 9,13,Ｃメイケイペガスタｰ, 82,四位洋, 0.5, 78,  14,  -1, 1,  3.7, ⑩⑨
10, 1,Ｆモズフリムカナイデ, 49,小牧太, 3.0, 37, -14, -14, 9, 43.8,⑭⑬⑫,10, 5,Ｇウインアｰマｰ, 54,川田将, 1.1, 48,* -2, -24, 4,  6.5, ③③,,,,,,,,,,,,,10, 3,Ｋデンファレ, 75,国分恭, 0.5, 75,   8,*  7,15,150.8, ⑮⑮
11, 7,Ｊタガノプリマドンナ, 41,小林徹, 3.1, 33, -11, -23,14,273.6,⑨⑧⑧,11,10,Ｌビュトンドｰル, 39,北村友, 1.6, 44, -11, -13,13,346.5, ⑭⑭,,,,,,,,,,,,,11, 6,Ａコレクタｰアイテム, 83,ビュイ, 0.5, 76,  10,   3, 5,  7.4, ⑬⑬
12, 9,Ｍプリミティブライフ, 39,国分優, 3.4, 31, -14, -19,10, 50.9,⑬⑫⑭,12, 2,Ｎアイデンティティｰ, 31,柴田未, 2.0, 41,  -4, -31,14,478.3, ⑤⑥,,,,,,,,,,,,,12,10,Ｌマイネボヌｰル, 75,和田竜, 0.8, 73,   9,   2, 9, 24.2, ⑭⑭
13, 4,Ｋナゴミ, 40,菱田裕, 3.9, 29, -13, -25,11, 52.9,⑩⑪⑬,13,14,Ｍペｰジェントリｰ, 38,幸英明, 2.0, 40,* -2, -36,12,235.9, ④④,,,,,,,,,,,,,13,14,Ｏイエスイットイズ, 64,小林徹, 1.0, 72,  16, -10,14,122.9, ⑧⑧
14, 3,Ｏハニｰズダンス, 37,柴田未, 4.0, 28, -12, -29,13,205.2,⑥⑦⑨,14, 3,Ｊボｰルドハｰト, 44,国分恭, 3.0, 30, -11, -35,11,173.4, ⑪⑬,,,,,,,,,,,,,14, 9,Ｊアンヴァルト, 76,高倉稜, 1.2, 71,  17, -14,13, 67.8, ⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｎクインズハリジャン, 68,藤田伸, 1.2, 72,* 22, -20,10, 33.9, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:68 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:2),,,,,,,,,,,
単勝:320円 複勝:14=150円 12=320円 13=480円 枠連:720円,,,,,,,,,,,,"単勝:1,330円 複勝:08=380円 12=2,020円 07=170円 枠連:1,650円",,,,,,,,,,,,"単勝:500円 複勝:06=130円 02=130円 03=110円 枠連:2,480円",,,,,,,,,,,,"単勝:560円 複勝:04=210円 02=470円 11=440円 枠連:2,570円",,,,,,,,,,,
"馬連:1,460円 ワイド:12-14=600円 13-14=900円 12-13=1,910円",,,,,,,,,,,,"馬連:53,930円 ワイド:08-12=13,690円 07-08=860円 07-12=4,780円",,,,,,,,,,,,"馬連:1,760円 ワイド:02-06=330円 03-06=160円 02-03=220円",,,,,,,,,,,,"馬連:4,410円 ワイド:02-04=1,180円 04-11=1,380円 02-11=4,200円",,,,,,,,,,,
"馬単:2,650円 3連複:5,610円 3連単:21,170円",,,,,,,,,,,,"馬単:78,790円 3連複:44,000円 3連単:433,300円",,,,,,,,,,,,"馬単:3,360円 3連複:470円 3連単:6,780円",,,,,,,,,,,,"馬単:7,100円 3連複:23,180円 3連単:116,660円",,,,,,,,,,,
