14年 3月29日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月29日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,春風ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｃアイヅラブリｰ, 57,武士沢,, 59,  -2,*  4, 3,  6.5,⑨⑨⑧, 1, 4,Ｅモンサンカノｰプス, 54,田辺裕,, 68,  -4,* 10, 1,  4.5,⑩⑬⑬, 1,10,Ａメイスンウォｰ, 75,三浦皇,, 76,*  9,*  8, 1,  1.8,②②②, 1, 8,Ｅキクノストｰム, 83,横山典,, 78, -11,* 24,12, 47.6, ⑩⑩
 2,10,Ｂデルマシズカチャン, 58,大野拓, 0.7, 53,* -1,  -5, 1,  2.2,①①①, 2,16,Ｍサクラプレミア, 39,横山典, 0.2, 61,*  1,  -4, 9, 17.8,⑫①①, 2, 6,Ｂナムライチバンボシ, 73,津村明, 0.4, 74,   8,*  6, 2,  4.3,⑤⑥③, 2,10,Ｂフルヒロボｰイ, 85,蛯名正, 0.1, 77,  -2,  14, 1,  2.5, ④④
 3,15,Ｅマユラウインド, 50,後藤浩, 0.8, 49,  -2,  -4, 6, 11.4,⑦⑤⑤, 3,15,Ｉウイングオブハｰツ, 51,後藤浩, 0.4, 63,*  0,  -2, 4,  7.5,⑪⑤④, 3, 8,Ｈジオメトリｰ, 67,松岡正, 0.9, 70,   8,   3, 7, 24.5,⑥⑧⑥, 3,14,Ｇクロタカ, 83,松岡正, 0.4, 74,  -8,  18, 5, 13.8, ⑨⑨
 4,16,Ｇドナアヴィｰド, 49,戸崎圭, 0.8, 52,*  0,  -5, 2,  5.9,⑤④④, 4, 5,Ｊクイｰンラズベリ, 49,横山和, 0.5, 60,  -1,* -1,11, 72.5,⑬⑩⑨, 4, 7,Ｇマイネルソウル, 67,丹内祐, 1.4, 68,   5,   3,10, 64.6,⑪⑪⑨, 4,12,Ｌレギス, 80,岩田康, 0.6, 74,  -4,  13, 2,  3.4, ⑦⑦
 5, 2,Ｄグレイトフル, 55,横山和, 0.9, 51,  -2,  -4, 4,  7.8,③⑥②, 5, 9,Ａブラウ, 59,内田博, 0.7, 60,  -1,  -5, 5,  9.7,⑥⑦⑥, 5, 5,Ｍウインラヴェリテ, 63,田辺裕, 1.5, 64,*  9,  -5, 8, 46.7,①①①, 5, 4,Ｈゲンパチメジャｰ, 82,後藤浩, 0.6, 72,*  3,   5, 9, 34.0, ②②
 6,12,Ａシュメリア, 58,村田一, 1.5, 49,  -2,  -9, 7, 14.2,⑧⑧⑨, 6, 8,Ｋチｰカ, 49,デムｰ, 0.7, 61,*  0,  -6, 8, 11.9,⑮⑥⑩, 6, 2,Ｃマイネルドメニカ, 71,内田博, 1.5, 67,   8,  -3, 6, 17.0,⑦⑤④, 6, 9,Ｆロｰブドヴルｰル, 83,戸崎圭, 0.6, 72,  -5,  13,10, 37.8, ⑥⑥
 7, 5,Ｆシナモン, 49,津村明, 1.8, 47,  -1, -11, 9, 90.5,⑥⑦⑥, 7,10,Ｈストｰムボｰイ, 51,松岡正, 0.9, 58,  -2,  -5,12,120.2,⑧⑫⑫, 7, 9,Ｄニュｰハウン, 68,戸崎圭, 1.6, 64,   8,  -4, 4, 13.9,⑩⑦⑧, 7, 5,Ｄモエレジュンキン, 83,丸田恭, 0.6, 72,  -5,  13,15,199.0, ⑤⑤
 8,13,Ｈスリｰパイン, 48,田中勝, 2.5, 42,  -5, -11, 8, 29.1,⑭⑫⑫, 8, 3,Ｃタケシクン, 55,大野拓, 1.1, 55,*  0, -12, 7, 11.4,①④⑤, 8,15,Ｋパスティ, 66,木幡初, 2.1, 66,  -2,* 12,11,122.5,⑮⑮⑮, 8, 3,Ｎトップフライアｰ, 75,吉田豊, 0.8, 72,*  6,   1,13, 93.5, ①①
