14年 8月17日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月17日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2850m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,瀬波温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａデュアルメジャｰ, 60,戸崎圭,, 52,* -3,  -7, 1,  2.3, ①①, 1, 9, タイセイジｰニアス,,白浜雄,,,,, 1,  2.0,②①①, 1,13,Ａレイヌドネｰジュ, 74,横山典,, 76,  -4,* 16, 4,  8.1, ⑦⑦, 1, 4,Ｉゴｰルデンヒｰロｰ, 80,岩田康,, 84,   8,* 19, 2,  5.2,⑥⑤⑤
 2, 7,Ｂミュゼメルノワｰル, 56,田辺裕, 0.0, 52,* -4,  -6, 2,  3.2, ②②, 2, 7, プロジェクトブルｰ,,山本康,190.3,,,, 2,  4.5,④③③, 2,16,Ｅソムニアシチｰ, 70,田中勝, 0.0, 76,* -1,  10, 3,  6.4, ②②, 2,11,Ｋアナザｰバｰジョン, 79,エスポ, 0.1, 83,   8,* 17, 1,  2.9,④③③
 3, 2,Ｉエンクエントロス, 39,エスポ, 0.3, 49,* -6,  -8,10, 44.7, ③③, 3, 5, ディｰプスノｰ,,江田勇,190.4,,,, 5, 12.4,③②②, 3, 8,Ｂパシャドｰラ, 72,北村宏, 0.1, 75,* -2,  11, 1,  4.2, ④④, 3, 9,Ｅエビスグレイト, 82,菱田裕, 0.4, 80,*  8,  13, 6, 10.9,②②②
 4,10,Ｒセラフィｰナ,-28,嘉藤貴, 0.3, 51, -11,   0,18,297.7, ⑦⑦, 4, 3, タマモダイナミック,,林満明,190.6,,,, 3,  5.0,⑤④④, 4, 1,Ｋプレミアステイタス, 62,内田博, 0.4, 74,  -7,* 14, 6, 13.5, ⑧⑧, 4, 3,Ｃスリｰタイタン, 83,田辺裕, 0.6, 78,   8,  13,11, 36.0,③④④
 5, 1,Ｄコスモカンプ, 48,柴田大, 0.4, 52, -18,*  6, 5, 18.2, ⑬⑬, 5, 6, ニシノファブレッド,,大江原,191.0,,,, 6, 15.6,⑦⑦⑥, 5, 6,Ｇアドマイヤイチバン, 68,岩田康, 0.4, 71,* -2,   7, 5,  8.7, ⑤⑤, 5, 6,Ｂシュガｰヒル, 85,蛯名正, 0.9, 78,   5,  15, 4,  8.3,⑧⑨⑩
 6,13,Ｆサンクタリリアス, 45,蛯名正, 0.4, 50, -12,  -1, 3,  5.9, ⑨⑧, 6, 2, ダムｰルフォンテン,,小野寺,191.6,,,, 9, 96.9,⑥⑤⑤, 6, 2,Ｑツクバアスナロ, 57,吉田豊, 0.5, 77,  -8,* 17, 7, 13.9, ⑬⑪, 6,13,Ｆオメガスパｰキング, 82,北村宏, 0.9, 79,   5,  15, 9, 21.4,⑫⑪⑪
 7, 4,Ｌチャｰミングマオ, 36,田中勝, 0.5, 50, -13,   0, 8, 33.7, ⑩⑨, 7, 4, トｰセンエスプリ,,浜野谷,194.3,,,, 7, 17.3,⑧⑨⑨, 7,15,Ｍスイｰトクラウン, 61,大野拓, 0.5, 69,* -2,   4,15,123.2, ③③, 7, 1,Ｊサンリットレイク, 79,田中勝, 1.0, 77,   6,  12, 7, 16.2,⑦⑦⑧
 8, 6,Ｈワタシダイナマイト, 39,北村宏, 0.7, 45, -10,  -8, 9, 43.6, ⑤⑤, 8,10, フレイムワンダｰ,,上野翔,194.4,,,, 8, 82.9,⑨⑧⑧, 8,11,Ｊハｰモニｰフェア, 63,蛯名正, 0.7, 70,  -5,   9,13, 51.9, ⑨⑨, 8,14,Ｍテｰオｰフェアリｰ, 76,伊藤工, 1.3, 72,*  9,   4,13, 46.3,①①①
