14年 3月15日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月15日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
 9,12,Ｇアルプサロン, 53,岩崎翼, 2.8, 40,  -7, -17,12,185.9,⑮⑬⑬, 9,10,Ｄスマッシングダウト, 56,ペドロ, 1.1, 49,*  9, -23, 8, 50.2,⑦⑤④, 9,18,Ｏテイケイフロックス, 62,後藤浩, 0.7, 64,   1,   1, 8, 24.7, ⑧⑨, 9,10,Ｌケンタッキｰミント, 62,田中勝, 0.5, 66,   3,   6,11, 49.4,⑪⑬⑭
10, 9,Ｋアイファｰカウント, 45,菱田裕, 3.1, 37,*  3, -38, 9, 55.3,①①①,10, 2,Ｇグロリアストレイル, 53,菱田裕, 1.2, 51,   3, -11, 6, 25.8,⑩⑩⑪,10,12,Ｌヨドノグレイス, 64,高倉稜, 0.7, 65,  -2,*  6,16, 71.5, ⑯⑰,10, 2,Ｏマイネルフォルス, 57,丹内祐, 0.6, 64,*  8,  -7,16,235.2,⑥③③
11, 1,Ｍスリｰヴェスタ, 45,北村友, 3.2, 39,  -9, -15,10, 88.3,⑦⑮⑮,11,11,Ｆセルバンテス, 54,丸田恭, 1.5, 46,  -4,  -5, 7, 28.5,⑭⑭⑭,11,17,Ｃエクスクライム, 71,国分恭, 0.8, 63,  -1,   3,12, 39.3, ⑪⑭,11, 1,Ｎノボリレジェンド, 57,菱田裕, 0.6, 65,* 11, -11,12, 71.8,①①①
12, 6,Ａファイナルブロｰ, 62,ペドロ, 3.8, 36,   1, -38, 4, 19.1,⑨⑦⑥,12, 5, センタｰポイント,---,吉田隼, 1.5, 46,  -3,  -7,10, 72.9,⑫⑬⑬,12, 3,Ｉリッシュレｰヴ, 68,中谷雄, 0.8, 63,  -4,*  6,10, 29.4, ⑮⑮,12, 6,Ｃラディウス, 69,藤岡康, 0.7, 65,   3,   3, 7, 23.8,⑮⑮⑬
13,11,Ｌオｰルマイラブ, 45,西田雄, 4.1, 33,  -5, -30,15,383.4,⑬⑫⑫,13, 4,Ｅベアファｰスト, 55,平野優, 1.7, 44,   4, -23,12, 90.8,②⑥⑦,13,15,Ｊハギノブシドウ, 66,バルジ, 0.8, 61,*  9, -11,11, 31.6, ①①,13, 8,Ｊファイトバック, 63,中舘英, 0.9, 62,   1,   2,15,216.0,⑯⑯⑮
14,13,Ｐロｰレルグランツ, 33,森一馬, 6.5, 12,*  3, -66,14,242.7,②②⑤,14,15, オブラディオブラダ,---,中舘英, 3.6, 25, -10, -24,14,314.2,⑮⑮⑮,14, 4,Ｂロングシャドウ, 74,内田博, 0.8, 64,  -3,   5, 4,  7.2, ⑰⑯,14,16,Ｐディｰプミタカ, 52,ペドロ, 1.4, 55,   5, -13,14,139.9,⑧⑧⑩
15, 3,Ｏチャンピオンパイロ, 35,丸田恭, 6.8,  8,   2, -65, 6, 23.5,④⑤⑧,15,14,Ｍマイネルセレｰノ, 39,丹内祐, 4.0, 23,   4, -54,15,358.2,⑧⑧⑩,15,13,Ｒネオウｰリボｰ, 50,北村友, 0.8, 64,   0,   1,18,127.9, ⑩⑩,15, 5,Ｆルナレディ, 67,丸山元, 1.6, 53,   4, -14,13, 74.3,⑬⑪⑨
,,,,,,,,,,,,16, 6,Ｎキンショｰワカシオ, -1,伴啓太, 4.4, 18, -13, -31,16,559.6,⑯⑯⑯,16, 9,Ｍイントゥザストｰム, 63,菱田裕, 1.0, 61,  -1,   0,14, 46.5, ⑫⑫,16,11,Ｍオトコギマサムネ, 59,藤岡佑, 1.7, 51,   7, -20, 9, 32.5,④⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,17,16,Ｑチェリｰペトルズ, 58,吉田隼, 1.0, 60,*  5,  -8, 9, 29.1, ③④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,10,Ｎラッキｰストリｰク, 63,丸山元, 1.2, 59,   0,  -4,17, 77.0, ⑭⑪,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,
単勝:130円 複勝:08=100円 04=430円 15=300円 枠連:790円,,,,,,,,,,,,"単勝:2,100円 複勝:03=410円 09=110円 16=230円 枠連:1,600円",,,,,,,,,,,,"単勝:1,390円 複勝:06=510円 02=220円 07=430円 枠連:480円",,,,,,,,,,,,"単勝:1,130円 複勝:04=310円 09=1,060円 03=200円 枠連:3,170円",,,,,,,,,,,
"馬連:1,700円 ワイド:04-08=640円 08-15=370円 04-15=2,820円",,,,,,,,,,,,"馬連:2,020円 ワイド:03-09=710円 03-16=1,810円 09-16=400円",,,,,,,,,,,,"馬連:3,750円 ワイド:02-06=1,460円 06-07=2,960円 02-07=1,360円",,,,,,,,,,,,"馬連:14,790円 ワイド:04-09=3,220円 03-04=990円 03-09=2,830円",,,,,,,,,,,
"馬単:2,130円 3連複:3,620円 3連単:13,270円",,,,,,,,,,,,"馬単:5,210円 3連複:4,970円 3連単:42,320円",,,,,,,,,,,,"馬単:7,380円 3連複:15,550円 3連単:91,360円",,,,,,,,,,,,"馬単:28,910円 3連複:30,950円 3連単:259,290円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 5R  芝1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 8R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝2000m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中日新聞杯 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｅロスヴァイセ, 60,バルジ,, 71,*  4,*  9, 4,  5.6, ③③, 1,16,Ｃレッドラヴィｰタ, 61,川田将,, 67,   6,* -7, 1,  2.7, ⑪⑫, 1, 9,Ｆホッコｰマグマ, 71,藤岡康,, 73,*  3,*  9, 4,  8.9, ④④, 1,17,Ｋマｰティンボロ, 85,バルジ,, 93,  -1,* 27,10, 30.7,⑪⑩⑪
 2,12,Ａウォｰタｰショパン, 65,菱田裕, 0.2, 68,*  3,*  7, 3,  4.8, ②②, 2,14,Ｂハピネス, 65,松田大, 0.4, 63,   9, -16, 2,  4.1, ⑤⑥, 2,15,Ｄデルマダイコク, 72,内田博, 0.4, 69,*  4,   5, 3,  7.8, ②②, 2, 6,Ａラキシス, 97,川田将, 0.0, 91,   0,  22, 3,  4.1,⑥④⑤
 3, 7,Ｂサクラヴァロｰレ, 65,藤岡康, 0.6, 65,*  3,   4, 1,  3.0, ①①, 3,13,Ｆアルカンジュ, 60,松山弘, 0.5, 63,   9, -15, 7, 18.9, ⑧⑨, 3, 7,Ａケッキセヨ, 76,菱田裕, 0.5, 68,*  3,   5, 1,  2.3, ③③, 3,13,Ｍラブリｰデイ, 84,ペドロ, 0.0, 92,  -1,  25, 4, 11.8,⑨⑨⑧
 4, 4,Ｇサウススタｰマン, 57,内田博, 0.7, 66,   2,   6, 2,  4.3, ④④, 4,10,Ｄカワカミマゴコロ, 61,吉田隼, 0.5, 62,   8, -14, 8, 29.7, ⑦⑧, 4,16,Ｃブルｰイングリｰン, 73,中井裕, 0.6, 69,   1,*  7, 6, 13.1, ⑨⑪, 4, 3,Ｒユｰルシンギング, 78,丸山元, 0.1, 94,  -4,* 30, 8, 23.2,⑮⑰⑰
 5,13,Ｄコスモフラッグ, 60,川田将, 1.2, 63,  -1,   5, 5,  8.3, ⑦⑧, 5,15,Ｌナリタメロディ, 48,藤岡佑, 0.7, 59,   5, -14, 9, 29.8, ⑩⑪, 5, 2,Ｅクラヴィコｰド, 71,岩崎翼, 0.8, 66,   0,*  7,11, 81.1, ⑪⑩, 5, 1,Ｈトウカイパラダイス, 87,柴山雄, 0.1, 85,*  1,  16,12, 33.5,②②②
 6,11,Ｌヴェアリアスサマｰ, 54,田中勝, 1.9, 55,   1,  -4,11, 65.6, ⑤⑥, 6, 5, ハナフブキ,---,バルジ, 0.8, 60,* 10, -22, 4,  9.8, ③④, 6, 6,Ｊロクイチスマイル, 69,伴啓太, 0.8, 66,   0,   6,13,113.3, ⑩⑨, 6,10,Ｄレッドレイヴン, 89,柴田善, 0.2, 92,  -3,* 26, 2,  4.0,⑩⑫⑬
 7, 3,Ｃシゲルヒュウガ, 64,後藤浩, 1.9, 54,  -5,   3, 6, 22.0, ⑭⑭, 7, 4,Ｉキミニヒトメボレ, 52,後藤浩, 1.0, 57,   9, -22, 5, 12.5, ⑨⑦, 7, 1,Ｂネロディアマンテ, 76,ペドロ, 0.8, 66,   0,   5, 2,  4.2, ⑧⑧, 7, 2,Ｂアンコイルド, 95,後藤浩, 0.2, 90,  -1,  24, 1,  3.8,⑫⑪⑩
 8, 2,Ｏウラノスガッキ, 44,北村友, 2.0, 55,  -2,   0,12, 90.8, ⑨⑦, 8,12,Ａメイショウアズミノ, 66,内田博, 1.2, 55,* 10, -27, 3,  5.0, ④⑤, 8, 3,Ｍスクワドロン, 64,太宰啓, 0.8, 67,   2,   4, 5, 10.8, ⑤⑥, 8, 4,Ｊエックスマｰク, 85,内田博, 0.3, 87,   0,  18, 6, 19.0,⑤⑥④
 9,16,Ｉサンライズホｰム, 57,岩崎翼, 2.1, 54,  -3,  -1, 7, 29.9, ⑩⑨, 9,18,Ｎアルマシェダル, 38,勝浦正, 1.4, 52,   5, -22,13,146.8, ⑭⑭, 9,11,Ｈザショットアロｰ, 70,柴山雄, 0.8, 66,   2,   4,10, 60.4, ⑥⑦, 9,12,Ｇブレイズアトレイル, 87,藤岡康, 0.3, 85,   0,  16, 9, 28.0,④⑤⑥
 9, 1,Ｍスリｰロンドン, 51,ペドロ, 2.1, 55,   0,  -4, 8, 49.3, ⑥⑤,10, 2,Ｇエイシンホルン, 59,太宰啓, 1.5, 51,   7, -26,11, 66.3, ⑫⑩,10,13,Ｎホクレア, 63,丸田恭, 0.8, 65,*  6,   1,15,251.3, ①①,10, 8,Ｆフラガラッハ, 88,高倉稜, 0.4, 88,  -3,  24, 5, 15.3,⑯⑮⑮
11, 9,Ｈデイライト, 57,柴山雄, 2.2, 53,  -5,   0, 9, 54.6, ⑬⑪,11,11,Ｈダイヤハｰト, 52,丸田恭, 1.5, 49,  -2, -14,12,122.2, ⑯⑯,11, 4,Ｐスズカキングダム, 61,高倉稜, 1.1, 64,   1,   2,14,123.9, ⑦⑤,11, 7,Ｉカルドブレッサ, 87,藤岡佑, 0.4, 89,  -4,  25,14, 46.7,⑬⑭⑯
12, 5, トｰホウセイバｰ,---,丸山元, 2.7, 49,  -2,  -8,15,251.5, ⑧⑩,12, 3,Ｅブランシェトワｰル, 61,菱田裕, 2.2, 44,* 10, -40, 6, 14.6, ⑥③,12,14,Ｌエクスパｰシヴ, 68,後藤浩, 1.4, 61,  -5,*  8, 7, 16.2, ⑯⑯,12, 9,Ｅアロマカフェ, 88,田中勝, 0.4, 87,  -3,  22,13, 34.5,⑭⑬⑭
13,14,Ｆマルケットリｰ, 58,丹内祐, 2.8, 48,  -3,  -7,13,103.5, ⑪⑬,13,17,Ｏイエスキャロル, 33,丸山元, 2.3, 42,   5, -34,15,284.7, ⑬⑬,13, 8,Ｇサンダｰオｰシャン, 70,藤岡佑, 1.6, 60,   0,   0,12,102.6, ⑫⑫,13,11,Ｎコアレスドラｰド, 82,国分恭, 0.5, 87,  -3,  22,15,102.2,⑰⑯⑫
14, 8,Ｋブラウンネプチュｰ, 54,中井裕, 2.8, 50,  -4,  -5,16,511.5, ⑫⑫,14, 7,Ｊドリスバロｰズ, 49,長岡禎, 2.3, 42,   0, -27,18,410.2, ⑮⑮,14,10,Ｉシゲルクルミ, 69,北村友, 1.7, 60,  -2,   2, 9, 59.8, ⑭⑭,14, 5,Ｐファイヤｰ, 81,松田大, 0.6, 87,  -4,  23,18,236.2,⑱⑱⑱
15,10,Ｊペイシャンスオウ, 55,藤岡佑, 3.1, 47,  -7,  -3,14,163.0, ⑮⑮,15, 8,Ｋケイティｰズスタｰ, 48,田中勝, 3.1, 34,* 11, -53,10, 36.5, ②②,15,12,Ｋドンビザッツウェイ, 69,田中勝, 1.9, 58,  -4,   2, 8, 31.9, ⑮⑮,15,15,Ｑスマｰトギア, 80,松山弘, 0.8, 81,  -1,  13,17,152.7,⑦⑦⑨
16, 6,Ｎシゲルクシロ, 49,太宰啓, 3.1, 48,  -9,  -2,10, 59.8, ⑯⑯,16, 1, レッドアンコｰル,---,岩崎翼, 4.1,  9, -10, -37,14,149.6, ⑰⑰,16, 5,Ｏオリエンタルエジル, 63,西田雄, 2.1, 56,  -2,  -2,16,253.0, ⑬⑬,16,18,Ｏサムソンズプライド, 82,勝浦正, 1.0, 75,*  3,   1,11, 32.7,①①①
,,,,,,,,,,,,17, 9,Ｍディナｰベル, 41,伴啓太, 4.3,  6, -11, -37,16,313.9, ⑱⑱,,,,,,,,,,,,,17,14,Ｃアクションスタｰ, 93,北村友, 1.7, 68,*  1,  -6, 7, 19.5,③③③
,,,,,,,,,,,,18, 6,Ｐピメレアロゼア, 31,西村太, 4.3, 23,* 13, -69,17,382.9, ①①,,,,,,,,,,,,,18,16,Ｌカネトシマｰシャル, 84,菱田裕, 1.7, 70,  -1,   1,16,124.1,⑧⑧⑦
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:稍重(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:89 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:1),,,,,,,,,,,
"単勝:560円 複勝:15=190円 12=140円 07=140円 枠連:1,250円",,,,,,,,,,,,単勝:270円 複勝:16=150円 14=150円 13=340円 枠連:520円,,,,,,,,,,,,"単勝:890円 複勝:09=250円 15=210円 07=120円 枠連:1,790円",,,,,,,,,,,,"単勝:3,070円 複勝:17=830円 06=180円 13=370円 枠連:2,640円",,,,,,,,,,,
"馬連:1,550円 ワイド:12-15=370円 07-15=500円 07-12=290円",,,,,,,,,,,,馬連:760円 ワイド:14-16=380円 13-16=940円 13-14=750円,,,,,,,,,,,,"馬連:2,690円 ワイド:09-15=760円 07-09=390円 07-15=350円",,,,,,,,,,,,"馬連:6,010円 ワイド:06-17=2,020円 13-17=3,460円 06-13=890円",,,,,,,,,,,
"馬単:2,920円 3連複:1,370円 3連単:10,540円",,,,,,,,,,,,"馬単:1,350円 3連複:2,890円 3連単:13,350円",,,,,,,,,,,,"馬単:5,530円 3連複:2,000円 3連単:18,290円",,,,,,,,,,,,"馬単:16,790円 3連複:17,600円 3連単:141,450円",,,,,,,,,,,
■ 3R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 6R  ダ1900m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  ダ1900m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊勢特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｄアランロド, 74,岩崎翼,, 70,  -1,* 11, 7, 18.0,⑥⑩⑧, 1, 9,Ａトゥルｰフレンド, 78,国分恭,, 71,   6,*  4, 3,  4.8,⑫⑫⑫, 1, 9,Ｂベルニｰニ, 75,菱田裕,, 79,* -1,* 11, 1,  3.0,③③③, 1, 7,Ａブルｰタンザナイト, 87,吉田隼,, 83,  10,* 10, 4,  8.3,⑤⑦⑦
 2,10,Ｆレディメイアン, 72,伴啓太, 0.1, 69,*  2,   6, 4,  6.4,④④③, 2, 4,Ｊフォンテｰヌブロｰ, 67,吉田隼, 0.0, 73,   9,* -1,10, 44.9,⑩⑧⑧, 2,12,Ｅトｰセンオｰラ, 71,高倉稜, 0.5, 75,  -4,* 11,12, 57.1,⑪⑩⑩, 2, 9,Ｄアテンファｰスト, 82,後藤浩, 0.2, 77,* 13,   3, 2,  4.0,①①①
 3, 4,Ｉニｰレンベルギア, 70,北村友, 0.2, 69,*  3,   3, 8, 31.1,②②②, 3, 5,Ｇランドブリｰズ, 70,内田博, 0.1, 71,  10,  -5, 5, 14.7,③③③, 3, 3,Ｄカフェラピｰド, 73,バルジ, 0.6, 72,* -1,   4, 2,  3.2,④④④, 3,13,Ｅエイコｰンパス, 82,川田将, 0.6, 79,  11,   2, 5,  9.0,⑦⑥⑥
 4, 5,Ａヴァレンティｰア, 76,川田将, 0.3, 72,  -2,* 12, 1,  2.9,⑧⑫⑪, 4, 6,Ｃウインサｰガ, 75,藤岡佑, 0.5, 68,   9,  -6, 4, 12.4,⑤⑦⑥, 4,13,Ｈコアレスドラゴン, 70,北村友, 0.7, 70,*  0,  -2, 6, 15.5,①①①, 4,16,Ｋタイセイロｰマン, 73,田中勝, 1.1, 74,* 13,  -4,10, 36.1,③③②
 5,11,Ｂアプレレクｰル, 75,バルジ, 0.3, 69,   1,   6, 3,  5.6,⑩⑦⑦, 5, 7,Ｅミッキｰエｰル, 71,松山弘, 0.7, 69,   7,  -4, 7, 27.4,⑦⑨⑤, 5, 2,Ｑギリサントポケサン, 52,岩崎翼, 0.7, 71,* -1,   4,11, 34.2,⑤⑤⑤, 5, 3,Ｃショｰグン, 83,松田大, 1.1, 75,   9,   4, 3,  6.5,⑨⑨⑧
 6,12,Ｇノｰブルガイア, 70,梶晃啓, 0.5, 71,  -4,* 14,12,188.7,⑬⑬⑬, 6, 8,Ｄサワヤカユウタ, 73,竹之下, 0.8, 68,   7,  -4,12, 69.5,⑪⑪⑪, 6,11,Ｃアメリカンダイナｰ, 73,川田将, 0.8, 73,  -4,   8, 3,  5.5,⑧⑨⑨, 6,14,Ｎタガノラルフ, 65,藤岡康, 1.2, 75,  10,   2,15,179.0,⑩⑧⑨
 7,13,Ｅゴッドフロアｰ, 72,丸山元, 0.6, 66,   0,   5, 2,  4.5,⑪⑨⑩, 7,12,Ｂハギノウィッシュ, 75,川田将, 0.9, 67,* 10, -12, 1,  2.8,⑨⑥④, 7, 1,Ｇアサクサベルｰガ, 71,西田雄, 0.8, 71,  -2,   4,13, 66.3,⑥⑦⑦, 7, 2,Ｍマイネルハルカゼ, 72,ペドロ, 1.3, 73,  11,  -4, 7, 18.2,④④④
 8, 6,Ｈスタｰリットスカイ, 70,長岡禎, 0.7, 64,*  2,  -1, 6, 15.4,③③④, 8, 2,Ｆワンダｰストラ, 71,岩崎翼, 1.7, 59,* 11, -21,11, 63.4,①①①, 8,14,Ａエイダイポイント, 79,丸田恭, 0.9, 75,  -8,* 17, 5, 14.9,⑰⑯⑯, 8, 8,Ｌメイショウシャイン, 73,田中博, 1.4, 75,   8,   4,13, 92.9,⑪⑬⑫
 9, 9,Ｍマレンカヤ, 64,西田雄, 1.1, 64,   0,   2,13,233.6,⑨⑪⑫, 9, 1,Ｉパリソワｰル, 68,菱田裕, 1.8, 60,   8, -14, 9, 38.5,⑧⑩⑨, 9,17,Ｌサクセスフェイト, 66,藤岡佑, 1.2, 72,  -8,* 11, 7, 27.6,⑮⑮⑮, 9, 6,Ｉハギノタイクｰン, 76,バルジ, 1.4, 74,   9,   2, 8, 26.6,⑧⑩⑩
10, 3,Ｃオメガラヴィｰタ, 74,松山弘, 1.1, 63,   1,  -2, 5,  8.0,⑤⑥⑥,10, 3,Ｋウインラヴェリテ, 63,バルジ, 2.5, 56,* 11, -28, 8, 28.6,②②②,10, 7,Ｊテｰオｰレジェンド, 69,藤岡康, 1.3, 62,*  0,  -9,10, 33.7,②②②,10, 5,Ｐスズカカイゼル, 56,藤岡佑, 1.5, 74,   7,*  8,14, 93.0,⑮⑯⑯
11, 1,Ｋサンマルリジイ, 66,松若風, 1.2, 61,*  3,  -6,11, 64.2,①①①,11,10,Ｈアドマイヤイナズマ, 68,丸山元, 4.4, 45,  10, -41, 2,  3.0,⑥⑤⑦,11,16,Ｍマイネルイグアス, 65,丹内祐, 1.5, 62,  -2,  -6,16,236.9,⑨⑧⑧,11,10,Ｆトルバドゥｰル, 81,丸山元, 1.5, 72,  11,  -5, 9, 28.5,⑥⑤⑤
