14年11月23日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年11月23日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:15,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1900m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,花園ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｅオｰルブラッシュ, 48,小崎綾,, 50,  -4,   1, 6, 24.6, ④④, 1,11,Ａストｰンウェア, 77,ルメｰ,, 61, -10,* 12, 1,  2.6, ⑪⑪, 1, 9,Ｆペイシャモンシェリ, 73,福永祐,, 80,   6,* 10, 2,  5.2, ③③, 1, 2,Ｋサンマルデュｰク, 80,岡田祥,, 88,  12,* 10,16,311.5,⑬⑬⑪
 2,10,Ａツオイガナ, 57,池添謙, 0.1, 49,  -7,*  4, 1,  1.2, ⑦⑦, 2, 5,Ｊレジメンタル, 51,小牧太, 0.2, 59,  -6,   2, 6, 15.4, ⑤⑦, 2, 4,Ｃディｰプミタカ, 74,藤岡康, 0.7, 73,   1,*  9, 6,  9.0, ⑨⑨, 2, 6,Ｅマイネルクロップ, 85,川田将, 0.1, 86,  14,*  7, 2,  4.1,⑨⑨⑦
 3, 7,Ｆリッカクロフネ, 47,岩田康, 0.1, 49,  -4,   0, 9, 53.4, ③③, 3, 6,Ｈケｰスバイケｰス, 54,岩田康, 0.2, 56,* -3,  -6, 4,  8.9, ①①, 3,13,Ｅビコｰミハイル, 74,佐久間, 0.7, 73,   4,   6, 5,  6.7, ⑥⑤, 3,10,Ｄグレナディアｰズ, 85,北村友, 0.2, 83,  14,   5, 1,  2.8,⑥⑥⑤
 4, 6,Ｊダイメイコンドル, 40,酒井学, 0.2, 48,  -5,   1, 2,  6.0, ⑤⑤, 4, 4,Ｅシャッタｰチャンス, 60,福永祐, 0.2, 58,  -6,   2, 3,  6.8, ⑥⑤, 4,10,Ｎカシノランナウェイ, 64,太宰啓, 0.8, 72,   2,   7, 9, 33.7, ⑧⑦, 4, 1,Ｍスズカヴィグラス, 80,ルメｰ, 0.5, 81,* 15,   1,11, 35.9,③④③
 5, 3,Ｄルミノｰソ, 51,鮫島良, 0.2, 50,* -1,  -3,10, 95.5, ①①, 5,10,Ｂサｰサルヴァトｰレ, 62,北村友, 0.3, 55,* -3,  -5, 5, 10.2, ②②, 5,16,Ｊアルティメイト, 69,国分優, 0.9, 71,  -5,* 13,13,124.9, ⑮⑮, 5,16,Ａヴォルケンクラッツ, 88,和田竜, 0.7, 82,  13,   3, 3,  5.5,⑪⑪⑫
 6, 2,Ｌダンシング, 38,岩崎翼, 0.4, 47,  -9,*  3, 4, 20.3, ⑩⑧, 6, 2,Ｃアドマイヤロケット, 61,川田将, 0.3, 55,* -4,  -4, 2,  3.4, ④④, 6, 3,Ｉマウントフジ, 72,小崎綾, 1.2, 68,   6,   0, 7, 18.2, ④④, 6, 5,Ｂエｰシンザヘッド, 87,福永祐, 0.7, 82,  14,   2, 4,  7.8,⑧⑧⑧
 7,11,Ｃメザニン, 52,菱田裕, 0.5, 46,  -6,  -1, 3, 18.1, ⑥⑥, 7, 9,Ｋライゼリｰト, 49,菱田裕, 0.5, 57,  -6,   1,12,153.7, ⑧⑧, 7, 8,Ｍマチルダ, 66,酒井学, 1.2, 68,  -2,   8, 8, 32.7, ⑬⑭, 7,11,Ｎダヴィンチバロｰズ, 80,小牧太, 0.8, 81,* 15,  -3, 7, 19.3,④③④
 8,12,Ｂジョウショｰムｰン, 57,国分恭, 0.8, 44,  -9,   2, 8, 47.8, ⑪⑩, 8, 7,Ｉゼットスマイル, 52,藤岡康, 0.5, 55,  -7,   0,10, 41.7, ⑨⑨, 8, 6,Ｐデンコウスカイ, 53,鮫島良, 1.4, 68,  -2,   6,14,131.0, ⑭⑫, 8, 8,Ｇマヤノクレド, 84,松田大, 0.9, 80,  11,   4,12, 84.0,⑭⑭⑭
 9, 4,Ｏアスカアンジュ, 22,熊沢重, 0.8, 45,* -3,  -7,12,244.5, ②②, 9,13,Ｇサンデｰウィザｰド, 54,武幸四, 0.5, 59, -10,*  7, 8, 23.5, ⑫⑫, 9,11,Ｌヤマカツマｰフィ, 66,北村友, 1.4, 65,  -1,   4,10, 64.4, ⑩⑬, 9, 4,Ｏマヤノオントロジｰ, 79,秋山真, 0.9, 80,  11,*  7, 8, 24.2,⑮⑮⑮
10,14,Ｉスズカプリウス, 41,幸英明, 1.4, 41, -13,   1,11,110.5, ⑫⑫,10, 1,Ｄパラベンス, 60,国分恭, 0.5, 54,* -4,  -5, 9, 34.3, ③③,10, 5,Ａエミネントレコｰド, 76,幸英明, 1.5, 66,   4,  -1, 4,  6.1, ⑤⑥,10,14,Ｆダイヤノゲンセキ, 84,太宰啓, 1.1, 79,* 16,  -6,10, 35.1,②②②
11, 1,Ｇイチザサムライ, 46,義英真, 2.0, 33,  -9, -10, 5, 22.4, ⑨⑨,11, 8,Ｆレッドソロモン, 58,ムｰア, 0.7, 52,  -9,  -1, 7, 17.8, ⑩⑩,11,12,Ｈスズカアルファ, 72,義英真, 1.7, 62,   2,  -1,15,134.3, ⑦⑧,11, 3,Ｊスピナッチ, 82,川須栄, 1.2, 78,* 15,  -4, 5, 14.7,⑤⑤⑥
12,13,Ｈワンダｰスパイア, 43,福永祐, 2.7, 29,  -7, -17, 7, 37.0, ⑧⑪,12, 3,Ｌタガノロビンソン, 49,松若風, 1.1, 48,  -6, -11,11,124.7, ⑦⑥,12,15,Ｇスズカブリザｰド, 73,国分恭, 1.7, 63,  -1,   1,11, 73.8, ⑪⑩,12,15,Ｉライジングサン, 83,義英真, 1.5, 74,  13,  -4,15,236.1,⑫⑫⑬
13, 5,Ｋアテイン, 39,田中勝, 4.0, 20, -17, -17,14,276.4, ⑬⑬,13,12,Ｍナゴミ, 40,国分優, 1.9, 42, -11, -11,13,182.0, ⑬⑬,13,14,Ｏタイセイパラゴン, 61,松若風, 1.9, 62,  -2,   0,12,104.1, ⑫⑪,13,13,Ｃセイカフォルテ, 86,田辺裕, 1.8, 74,  13,  -7,14,113.1,⑩⑩⑩
14, 8,Ｎシゲルヤッサマツリ, 24,国分優, 4.1, 23, -16, -15,12,244.5, ⑭⑭,,,,,,,,,,,,,14, 1,Ｋマッケンジｰ, 68,ムｰア, 2.1, 60,*  9, -11, 3,  5.5, ①①,14, 9,Ｐヒラボクビクトリｰ, 75,松山弘, 2.3, 73,  10,  -3,13,104.8,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｂエイシンロｰリン, 75,熊沢重, 2.3, 60,*  8, -12, 1,  3.5, ②②,15, 7,Ｌメイショウワコン, 80,武豊  , 2.5, 69,* 16, -19, 6, 17.5,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｈハスラｰ, 83,ビュイ, 4.0, 60,  14, -27, 9, 26.8,⑦⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
