14年 8月17日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月17日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1500m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白鳥大橋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａトｰセンバジル, 56,福永祐,, 52,  -7,   1, 1,  2.2,⑥⑤④, 1, 3,Ｎクリアｰパッション, 45,井上敏,, 60,  -2,*  9,14,126.5,⑫⑫⑫, 1, 1,Ａセフティｰエムアイ, 80,福永祐,, 73,   4,*  9, 1,  1.6,⑨⑧⑥, 1, 9,Ａクリスワｰルド, 79,古川吉,, 81,*  5,  11, 1,  1.6, ①①
 2, 6,Ｆサトノラｰゼン, 46,三浦皇, 0.2, 53, -10,*  4, 5, 12.0,⑨⑨⑩, 2, 1,Ｆキエレメムｰチョ, 57,福永祐, 0.0, 62,   5,  -3, 1,  2.8,⑤③②, 2, 7,Ｇルイカズマ, 68,勝浦正, 0.3, 70,*  6,   2, 2,  6.9,③②②, 2, 1,Ｉヤマノグラス, 71,秋山真, 0.4, 76,*  4,   8,12, 66.3, ②②
 3, 9,Ｂマイネルプロンプト, 55,松岡正, 0.2, 55, -13,*  8, 4,  7.5,⑬⑫⑥, 3, 7,Ａサクラカルナバル, 63,吉田隼, 0.0, 61,*  6,  -5, 2,  5.0,②②③, 3, 2,Ｃショウナンアポロン, 71,井上敏, 0.5, 69,   4,   2, 8, 23.4,②③③, 3, 2,Ｆデリケｰトアｰチ, 74,三浦皇, 0.5, 74,  -4,* 13,11, 46.3, ⑥⑤
 4,12,Ｇウォｰタｰラボ, 45,北村友, 0.3, 51,  -8,   0, 2,  4.6,⑧⑧⑤, 4,10,Ｇシングンゴｰルド, 57,小崎綾, 0.0, 61,   0,*  4, 3,  6.3,⑥⑧⑥, 4, 4,Ｆカトラス, 68,藤田伸, 0.6, 71,   2,*  6, 7, 21.2,⑪⑪⑩, 4, 3,Ｅヒラボクダッシュ, 76,福永祐, 0.5, 75,  -6,* 15, 3,  8.8, ⑧⑦
 5, 2,Ｈディｰエスレイザｰ, 39,勝浦正, 0.7, 45,  -9,  -6, 8, 47.5,⑦⑦⑨, 5,14,Ｈリスクオン, 55,三浦皇, 0.1, 60,   5,  -4, 8, 18.1,⑦④④, 5,13,Ｄコンプリｰトゲｰム, 71,丸山元, 0.9, 67,   1,*  6, 3,  7.3,⑫⑫⑪, 5, 5,Ｇゴｰインググレｰト, 73,田中博, 1.0, 69,  -9,  12, 9, 30.2, ⑪⑧
 6, 1,Ｄヤマカツライデン, 52,池添謙, 0.7, 42,  -7,  -9, 6, 17.6,③③⑦, 6, 6,Ｉヴァリアンティｰ, 54,城戸義, 0.2, 59,*  8, -10,11, 60.9,①①①, 6,10,Ｈカッサイ, 67,松岡正, 1.1, 65,*  6,  -6, 5, 13.0,①①①, 6,12,Ｈトｰセンプリモ, 73,井上敏, 1.0, 70,*  4,   3,10, 40.9, ③③
 7, 7,Ｃキャノンプレｰト, 52,藤田伸, 0.7, 43,  -7, -10, 3,  4.8,④④③, 7, 4,Ｄムｰントラベラｰ, 58,池添謙, 0.3, 57,  -2,*  5, 9, 19.5,⑪⑪⑩, 7,12,Ｂマイネルガネｰシャ, 72,丹内祐, 1.3, 63,   5,  -5, 4, 12.2,⑧⑥④, 7, 7,Ｂベルライン, 79,北村友, 1.1, 69,   2,   4, 2,  5.6, ④④
 8, 8,Ｋミスズミラクル, 35,秋山真, 0.7, 42,  -9,  -8, 9, 77.2,⑤⑥⑧, 8,12,Ｅドリｰムヴィジョン, 58,横山和, 0.5, 54,   1,  -2, 4,  7.5,⑨⑨⑪, 8, 5,Ｋアップアンカｰ, 65,中谷雄, 1.7, 61,   3,  -4,11, 87.8,⑥⑨⑨, 8, 6,Ｊシャッセロｰル, 70,四位洋, 1.2, 69,  -9,  10, 5, 18.3, ⑩⑩
