14年 5月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月24日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-19,,,,,■ 4R  芝2890m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
10, 5,Ｂデザイアドライブ, 62,木幡初, 3.9, 38,*  5, -43, 6, 16.9,①①①,10,10, オｰパルス,,山本康,194.6,,,,11, 50.9,⑤⑩⑩,10,11,Ｌメイショウブリエ, 63,伴啓太, 2.5, 58,   3,  -8,13,193.3,⑩⑩⑪,,,,,,,,,,,,
11, 7,Ｈイエロｰフライト, 51,黛弘人, 4.0, 37,   2, -36,11, 80.8,⑩⑩⑬,11,11, ショウナンカリｰノ,,金子光,194.6,,,,14,168.2,⑫⑪⑪,11, 6,Ｍカレンナデルガｰド, 53,松若風, 2.8, 56,   2, -10,15,523.0,⑪⑫⑬,,,,,,,,,,,,
12,15,Ｎキョウワマジック, 37,荻野琢, 4.4, 35,  -2, -32, 9, 58.9,⑬⑮⑮,12, 4, ドリｰムハヤテ,,林満明,194.6,,,, 4,  9.0,②⑧⑨,12, 8,Ｋキセキノチャンス, 63,城戸義, 2.8, 55,   4, -15,14,301.3,⑨⑨⑨,,,,,,,,,,,,
13, 1,Ｏリコリッチ, 33,菱田裕, 4.5, 33,  -1, -36,10, 67.1,⑨⑭⑭,,,,,,,,,,,,,13, 1,Ｎナオミノエガオ, 52,菱田裕, 3.5, 50,   2, -15,10, 42.9,⑮⑭⑮,,,,,,,,,,,,
14, 8,Ｋエレメンタリｰ, 48,岩崎翼, 4.7, 32,   3, -44, 8, 28.4,④⑦⑫,,,,,,,,,,,,,14, 7,Ｊコスモリボン, 63,中井裕, 4.5, 46,   5, -31,12,102.3,⑤⑦⑧,,,,,,,,,,,,
15,13,Ｍラフェドフルｰル, 40,松若風, 5.3, 31,*  5, -55,12, 87.8,②②⑤,,,,,,,,,,,,,15, 4,Ｏカシノソラｰレ, 51,勝浦正, 4.9, 42,*  8, -39,11, 74.3,①①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-20 馬場:稍重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+11 馬場:良(指数:4),,,,,,,,,,,
単勝:460円 複勝:04=160円 03=140円 14=230円 枠連:440円,,,,,,,,,,,,単勝:380円 複勝:07=190円 12=240円 03=260円 枠連:950円,,,,,,,,,,,,単勝:720円 複勝:03=290円 05=170円 15=500円 枠連:510円,,,,,,,,,,,,単勝:840円 複勝:01=200円 03=110円 07=260円 枠連:0円,,,,,,,,,,,
馬連:530円 ワイド:03-04=270円 04-14=590円 03-14=540円,,,,,,,,,,,,"馬連:2,010円 ワイド:07-12=610円 03-07=830円 03-12=1,130円",,,,,,,,,,,,"馬連:1,290円 ワイド:03-05=470円 03-15=1,910円 05-15=970円",,,,,,,,,,,,馬連:510円 ワイド:01-03=260円 01-07=770円 03-07=250円,,,,,,,,,,,
"馬単:1,140円 3連複:1,410円 3連単:6,150円",,,,,,,,,,,,"馬単:3,230円 3連複:5,760円 3連単:24,120円",,,,,,,,,,,,"馬単:2,920円 3連複:5,680円 3連単:28,960円",,,,,,,,,,,,"馬単:1,580円 3連複:1,160円 3連単:9,240円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  芝1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■11R  芝1200m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大日岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａヤマカツゴｰゴｰ, 61,柴山雄,, 68,   9,  -1, 1,  2.3, ④④, 1, 9,Ｃシングルカスク, 62,原田和,, 63,*  7,  -8, 3,  5.0, ②②, 1, 4,Ａシャトルアップ, 68,小崎綾,, 70,  -6,*  5, 2,  4.8,   , 1,16,Ｈフレイムヘイロｰ, 71,柴山雄,, 80,  -6,* 22, 8, 26.3, ⑦⑧
 2,13,Ｇヤマニンアタシャン, 57,伊藤工, 0.3, 61,   0,*  4, 7, 17.3, ⑪⑭, 2, 8,Ｅプレフェリｰト, 60,松若風, 0.1, 56, -10,*  6, 2,  4.7, ⑬⑫, 2,12,Ｊナンプｰ, 60,田中博, 0.6, 62, -15,*  4, 8, 17.6,   , 2,14,Ｇストロングロビン, 72,丸田恭, 0.3, 74,  -3,  15,12, 61.2, ⑥⑥
 3, 7,Ｉアロｰジェネシス, 56,勝浦正, 0.3, 62,   5,  -2, 5, 12.4, ⑥⑥, 3,12,Ｈニシノサヤ, 52,石川裕, 0.1, 60,   3,  -5,11, 88.7, ⑥⑥, 3,11,Ｋアグネスアンジュ, 59,城戸義, 0.7, 60, -18,*  3,13,103.1,   , 3,11,Ｂファントムロｰド, 74,津村明, 0.3, 77, -10,* 22, 1,  2.0, ⑫⑫
 4,15,Ｆウィステリアカット, 57,熊沢重, 0.4, 62,   5,  -3, 9, 30.9, ⑦⑦, 4, 3,Ｋメニアオバ, 49,杉原誠, 0.3, 58,   4,  -8, 8, 33.3, ⑤⑤, 4, 5,Ｆイッセキニチョウ, 64,吉田隼, 0.7, 60, -17,*  4, 9, 27.9,   , 4, 4,Ｐヒｰラ, 63,中井裕, 0.4, 74,*  3,   9,11, 52.0, ②②
 5, 6,Ｋモアアンドモア, 55,木幡初, 0.4, 65,* 14, -12,13, 51.5, ①①, 5, 2,Ａヤマニンキュルミネ, 63,伊藤工, 0.4, 59,*  9, -13, 1,  2.7, ①①, 5, 3,Ｄネオザミスティック, 65,木幡初, 0.7, 59, -11,  -1,14,112.5,   , 5, 2,Ｋエタｰナルムｰン, 68,木幡初, 0.4, 74,  -2,  13, 3,  6.7, ④④
 6, 9,Ｃラヴィオリ, 59,高倉稜, 0.4, 64,* 11,  -9, 4,  9.2, ②②, 6,10,Ｉフルアヘッド, 50,城戸義, 0.4, 55,  -4,  -2, 9, 36.5, ⑪⑩, 6,10,Ｍシェｰル, 58,杉原誠, 0.8, 58,* -3,  -7, 4,  7.1,   , 6, 9,Ａスピアナｰト, 76,秋山真, 0.4, 73,  -3,  14, 2,  6.1, ⑤⑤
 7, 4,Ｄマサノハナチャン, 59,小崎綾, 0.5, 57,  -2,*  2, 3,  7.1, ⑬⑪, 7,15,Ｂコｰトリｰラッシュ, 63,木幡初, 0.7, 56,*  6, -13, 4,  6.7, ④③, 7, 8,Ｅランパスキャット, 64,柴山雄, 0.8, 57, -10,  -3, 3,  6.5,   , 7,12,Ｏブライトチェリｰ, 66,勝浦正, 0.5, 77, -18,* 27, 6, 14.3, ⑯⑯
 8,10,Ｂベルモントラハイナ, 60,丸田恭, 0.6, 56,   2,  -3, 2,  5.7, ⑨⑩, 8,13,Ｌメイショウヴェスタ, 45,小野寺, 1.1, 48, -15,*  3,15,280.4, ⑮⑮, 8,15,Ｇアポロアリｰナ, 62,勝浦正, 1.0, 55, -14,  -3, 5,  8.9,   , 8, 3,Ｄリバティｰホｰル, 73,吉田隼, 0.6, 70,*  0,   9,15, 91.8, ③③
 9, 1,Ｅヒｰラブズミｰ, 58,中井裕, 0.6, 57,  -1,   0, 6, 17.0, ⑫⑧, 9,11,Ｆヒメゴト, 59,小崎綾, 1.3, 48,   0, -13, 5, 10.1, ⑧⑧, 9, 9,Ｏエクスプロｰラｰ, 47,丸田恭, 1.0, 54, -18,  -1,12, 84.7,   , 9, 6,Ｌオｰスミマイカ, 67,田中博, 0.6, 72,  -7,  15, 9, 45.7, ⑧⑦
10,11,Ｎラヴィングルック, 45,木幡初, 0.8, 58,   7, -10,11, 38.8, ⑤⑤,10, 5,Ｊトキノスタｰライト, 50,平野優, 1.5, 47,   1, -16, 6, 13.5, ⑦⑦,10,14,Ｂパワフルラリマｰ, 67,中舘英, 1.1, 53,* -3, -12, 1,  3.4,   ,10, 1,Ｆクリノチョモランマ, 72,熊沢重, 0.7, 69,*  3,   4, 5, 13.1, ①①
11, 5,Ｍデルマアッコチャン, 46,石川裕, 0.9, 54,   3,  -8,15,109.2, ⑧⑨,11, 4,Ｍウインクラｰジュ, 41,中井裕, 1.7, 43, -10,  -7,10, 69.0, ⑫⑬,11,16,Ｉリッカスウィｰプ, 61,松若風, 1.2, 51,* -2, -14,10, 35.7,   ,11,13,Ｉレヴァンタｰル, 69,黛弘人, 0.7, 72, -12,  20,13, 63.6, ⑭⑬
12,14,Ｈアインクラング, 56,菱田裕, 0.9, 53,  -2,  -3, 8, 17.4, ⑭⑬,12, 1,Ｇサンバデジャネイロ, 55,嶋田純, 1.8, 42, -13,  -5,13,202.3, ⑭⑭,12, 7,Ｈガッダムアスカ, 61,石川裕, 1.3, 49,* -3, -14, 6, 10.9,   ,12, 7,Ｅケルンフォｰティｰ, 73,小崎綾, 0.8, 71, -12,  18, 7, 20.2, ⑬⑭
13, 8,Ｊキョウエイダルク, 55,中舘英, 1.6, 46,   1, -14,10, 33.8, ⑩⑫,13, 6,Ｄブラックソヴリン, 61,岩崎翼, 1.8, 45,*  6, -23, 7, 20.5, ③④,13, 2,Ｎエヌワイグレｰス, 54,荻野琢, 1.4, 47, -11, -10,11, 70.5,   ,13, 8,Ｃディアイレイザｰ, 74,西村太, 0.9, 69, -14,  18,10, 47.5, ⑮⑮
14, 2,Ｌマイガｰル, 51,吉田隼, 1.7, 43, -13,  -1,12, 49.3, ⑮⑮,14, 7,Ｎイケイケヒカル, 41,菅原隆, 2.0, 42,  -2, -16,12,106.1, ⑩⑪,14, 1,Ｃコウジンコラボ, 66,原田和, 1.5, 45, -10, -13,15,154.0,   ,14,10,Ｎレディオスソｰプ, 66,古川吉, 1.4, 60,  -7,   5,14, 84.0, ⑩⑨
15,16,Ｏオウコウキバ, 39,伴啓太, 2.6, 34,* 10, -37,16,342.8, ③③,15,14,Ｏスペｰラ, 27,森一馬, 2.4, 39,  -1, -21,14,234.1, ⑨⑨,14,13,Ｌトウケイムｰン, 59,古川吉, 1.5, 46,  -6, -15, 7, 12.4,   ,15,15,Ｊサンキストロｰド, 68,菱田裕, 1.6, 57,  -7,   2, 4, 11.0, ⑪⑩
16,12, ビブリア,---,古川吉, 2.8, 12, -24,  -5,14,104.6, ⑯⑯,,,,,,,,,,,,,16, 6,Ｐアグネスジャスパｰ, 41,岩崎翼, 1.6, 44, -14, -12,16,173.7,   ,16, 5,Ｍドリｰムフォワｰド, 67,藤懸貴, 2.0, 52,  -7,  -3,16,162.9, ⑨⑪
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:4),,,,,,,,,,,
単勝:230円 複勝:03=140円 13=400円 07=300円 枠連:740円,,,,,,,,,,,,"単勝:500円 複勝:09=220円 08=210円 12=1,590円 枠連:1,540円",,,,,,,,,,,,"単勝:480円 複勝:04=220円 12=480円 11=2,700円 枠連:4,860円",,,,,,,,,,,,"単勝:2,630円 複勝:16=500円 14=930円 11=130円 枠連:5,560円",,,,,,,,,,,
"馬連:2,320円 ワイド:03-13=630円 03-07=650円 07-13=3,150円",,,,,,,,,,,,"馬連:1,540円 ワイド:08-09=630円 09-12=4,830円 08-12=3,300円",,,,,,,,,,,,"馬連:5,200円 ワイド:04-12=1,600円 04-11=6,920円 11-12=10,550円",,,,,,,,,,,,"馬連:34,070円 ワイド:14-16=7,530円 11-16=1,040円 11-14=1,630円",,,,,,,,,,,
"馬単:3,360円 3連複:7,890円 3連単:32,770円",,,,,,,,,,,,"馬単:2,950円 3連複:27,300円 3連単:111,730円",,,,,,,,,,,,"馬単:9,860円 3連複:113,920円 3連単:671,940円",,,,,,,,,,,,"馬単:69,390円 3連複:30,670円 3連単:307,450円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 6R  芝2400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■12R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三条特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａセンタｰポイント, 68,吉田隼,, 71,*  6,*  4, 1,  1.8,②②②, 1, 3,Ｄプレストウィック, 64,津村明,, 63,*  8,  -2, 4,  8.1,③②②, 1,13,Ｉイキ, 69,伴啓太,, 70,  -2,* 14,10, 28.2, ⑨⑨, 1,14,Ｄアルトゥバン, 73,黛弘人,, 72,   6,   4, 2,  6.2, ⑥⑤
 2, 9,Ｇショウナンガッチャ, 62,勝浦正, 0.6, 66,*  5,   0, 5,  9.4,④③③, 2,12,Ｅトゥインクル, 64,川須栄, 0.0, 64,   7,   3, 3,  7.2,④⑦⑤, 2,14,Ｅロレｰヌクロス, 71,小崎綾, 0.1, 69,   0,  11, 4,  6.7, ⑧⑧, 2, 6,Ｈファｰゴ, 69,伊藤工, 0.1, 73,   7,   5, 8, 11.5, ④④
 3, 3,Ｉマウンテンライオン, 59,小崎綾, 0.7, 65,   4,*  1, 3,  7.4,③④④, 3, 6,Ｉマイネルフレスコ, 52,柴山雄, 0.2, 64,   3,* 12, 5,  8.7,⑬⑫⑫, 3, 4,Ｊシュナップス, 68,中井裕, 0.2, 70,  -5,* 16, 8, 20.9, ⑫⑪, 3, 9,Ｂニシノモンクス, 73,熊沢重, 0.2, 73,   5,   4, 3,  6.5, ⑤⑥
 4, 4,Ｄゴｰワン, 66,川島信, 1.1, 64,   4,   0, 4,  8.4,⑧⑥⑦, 4, 1,Ｃゲンパチスカイ, 65,杉原誠, 0.3, 66,   5,* 10, 7, 14.6,⑭⑩⑩, 4,11,Ｈヤマニンクレマ, 69,伊藤工, 0.4, 65,  -4,  12,12,103.9, ⑩⑩, 4, 7,Ａウインスラッガｰ, 74,川須栄, 0.2, 73,  -2,* 17, 6,  9.6, ⑬⑬
 5, 5,Ｃシゲルエチゴ, 66,津村明, 1.2, 64,   3,*  1, 8, 52.5,⑩⑨⑧, 5, 7,Ａピｰキｰ, 65,丸田恭, 0.4, 61,   3,* 10, 1,  3.4,⑯⑬⑪, 5, 6,Ｍバルザック, 62,川須栄, 0.5, 68,   2,   7,13,120.2, ⑦⑦, 5, 5,Ｃユキノユウダン, 73,津村明, 0.3, 72,   3,   9, 4,  6.7, ⑩⑩
 6, 7,Ｅクリュｰサオｰル, 62,川須栄, 1.4, 63,   4,  -4, 2,  4.9,⑤⑤⑥, 6,10,Ｌイントゥレジェンド, 46,田中博, 0.4, 61,   7,   0,14,147.1,⑪⑧⑦, 6, 1,Ｃキクノブレイン, 71,川島信, 0.5, 66,   5,   4, 2,  5.7, ⑤⑤, 6,12,Ｎリッシュレｰヴ, 61,川島信, 0.4, 69,*  9,  -5,12, 93.4, ③③
 7,13,Ｂコスモパトラ, 67,中井裕, 1.4, 63,   4,  -3, 7, 49.1,⑨⑦⑤, 7, 9,Ｆプルママルカ, 63,小崎綾, 0.4, 62,   3,* 11, 2,  3.6,⑫⑭⑬, 7, 5,Ｌロマネクイｰン, 67,中舘英, 0.8, 65,* 12,  -6, 7, 20.5, ②②, 7, 3,Ｊサトノオｰ, 66,柴山雄, 0.5, 68,   3,   6, 9, 13.9, ⑨⑨
 8, 1,Ｊトｰホウビｰスト, 58,木幡初, 1.7, 61,   3,  -3,14,268.0,⑦⑧⑨, 8, 4,Ｊアバンダンティア, 51,菱田裕, 0.5, 61,   5,   1, 6, 10.0,⑦⑨⑨, 8,12,Ｇトｰセンプリモ, 69,勝浦正, 0.8, 63,   5,   0, 5, 14.2, ⑥⑥, 8,10,Ｉダノンドリｰム, 66,菱田裕, 0.6, 68,   0,   9, 5,  7.1, ⑫⑫
 9, 2,Ｌイノセンテス, 55,松若風, 1.9, 57,*  6, -13, 6, 34.6,①①①, 9, 2,Ｂマイケルチョウサン, 65,中井裕, 0.6, 60,*  8,  -7, 8, 16.3,⑩⑤④, 9,10,Ｂサンライズトｰク, 74,松若風, 0.9, 62,* 11,  -6, 1,  2.3, ③③, 9,13,Ｍグラントリノ, 61,杉原誠, 0.7, 67,   3,   2,14,194.5, ⑧⑧
10,12,Ｆエルトント, 62,木幡初, 2.1, 57,   1,  -4,12,187.6,⑪⑩⑩,10,15,Ｇメイケイハリケｰン, 57,竹之下, 1.2, 53,   7, -14, 9, 46.3,⑥⑥⑥,10,15,Ｋカルブンクルス, 68,柴山雄, 1.0, 60,   9,  -5, 9, 27.0, ④④,10,15,Ｇサンマルホｰム, 69,勝浦正, 0.9, 69,  -8,* 20, 1,  5.8, ⑭⑭
11,11,Ｋカシマブレイン, 55,丸田恭, 2.2, 54,   0,  -2,10, 92.4,⑮⑪⑪,11,13,Ｋマイネルクロノス, 50,吉田隼, 2.2, 45,*  8, -31,10, 61.7,⑤③③,11, 3,Ｆネオウｰリボｰ, 70,木幡初, 1.5, 56,  -8,   7,11, 61.7, ⑬⑬,11, 2,Ｌプラチナテｰラｰ, 65,小崎綾, 0.9, 61,*  9, -12,10, 15.0, ②②
12,10,Ｈシゲルヒタチ, 61,古川吉, 2.7, 55,  -1,  -3,11,161.6,⑬⑬⑫,12, 5,Ｈカネコメシルキｰ, 54,伴啓太, 2.7, 42,* 10, -41,12,121.5,①①①,12, 8,Ｎゴｰルドシオン, 47,原田和, 1.6, 55,  -9,   6,15,355.0, ⑭⑭,12, 8,Ｆチャペルプリンセス, 70,吉田隼, 0.9, 63,   1,   3, 7, 11.0, ⑪⑪
13, 8, フェンガリ,---,菱田裕, 3.3, 49,  -2,  -7, 9, 78.2,⑫⑭⑭,13,16,Ｎメｰリングキャット, 44,伊藤工, 3.1, 40,   4, -29,11, 81.7,⑧⑪⑭,13, 2,Ｄテイエムシシオｰ, 71,高倉稜, 2.2, 51,* 12, -18, 6, 16.7, ①①,13, 1,Ｏミスネバｰ, 58,藤懸貴, 1.2, 56,* 15, -28,15,203.7, ①①
14,15,Ｍボｰルドケｰム, 41,西村太, 3.7, 46,  -1, -14,15,388.0,⑥⑫⑬,14,11,Ｏスナｰクパｰル, 40,高倉稜, 4.5, 33,   0, -38,15,239.6,⑨⑮⑮,14, 7,Ｏクリノロブソン, 46,城戸義, 2.3, 50,  -5,  -2,14,239.9, ⑪⑫,14, 4,Ｋアメイジングアスク, 65,岡田祥, 1.3, 58,   6, -10,13,175.9, ⑦⑦
15, 6, テイクトゥモロｰ,---,原田和, 3.9, 46,  -2, -12,13,265.2,⑭⑮⑮,15,14,Ｐヒトシレズ, 37,松若風, 5.4,  8,*  8, -74,16,286.2,②④⑧,,,,,,,,,,,,,15,11,Ｅマイネルコランダム, 70,中井裕, 1.5, 61, -10,  12,11, 27.0, ⑮⑮
,,,,,,,,,,,,16, 8,Ｍヒシスカイガイ, 44,木幡初, 6.2,  5,  -5, -45,13,131.3,⑮⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:4),,,,,,,,,,,
