14年 7月12日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 7月12日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  ダ1900m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尾頭橋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃオメガタックスマン, 48,浜中俊,, 45, -23,*  3, 1,  1.7, ⑥⑦, 1,12,Ｆトｰホウジャッカル, 58,酒井学,, 69, -14,  13, 8, 44.3,⑦⑤⑥, 1, 2,Ｃスカイライン, 60,川田将,, 62,   4,  -8, 1,  2.6,⑤④③, 1,16, クリノエリザベス,---,幸英明,, 78,* 14,   4, 3,  5.6, ③③
 2, 5,Ｄゲンキチハヤブサ, 47,酒井学, 0.1, 44, -22,*  0, 6, 41.1, ⑦⑥, 2,16,Ｈフラッシュバイオ, 58,福永祐, 0.0, 71, -15,* 16, 2,  3.5,⑧⑧⑩, 2, 7,Ｋアバンダンティア, 49,松山弘, 0.0, 61,   3,* -7, 4,  7.5,⑧⑥⑥, 2, 9,Ｂルミナスウイング, 78,北村友, 0.2, 73,   8,*  8, 2,  4.6, ⑧⑧
 3, 4,Ｅエレディｰタ, 46,松山弘, 0.1, 43, -19,  -2, 5, 17.1, ③③, 3,13,Ｍアグネスジェシカ, 51,川須栄, 0.0, 69, -14,  13,10, 82.5,⑤⑦⑦, 3, 3,Ａシャイニンシｰザｰ, 64,藤懸貴, 0.2, 63,   4,  -7,10, 40.7,⑦⑦⑦, 3, 7,Ｎアレット, 66,浜中俊, 0.6, 73,  12,   0, 5,  9.2, ⑤⑤
 4, 8,Ｍイイネｰ,  9,松若風, 0.3, 39,*-15,  -9, 9, 80.9, ①①, 4, 4,Ｄマイネマレフィカ, 64,幸英明, 0.2, 64,*-10,   3, 3, 11.8,①①①, 4, 9,Ｅエスケイオスカｰ, 59,岩崎翼, 0.4, 58,  -1,* -4, 8, 28.0,⑫⑪⑩, 4, 5,Ｋキクノラフィカ, 72,川田将, 0.6, 71,  10,   3, 1,  2.7, ⑦⑥
 5, 9,Ｂスクワｰル, 51,和田竜, 0.3, 41, -19,  -5, 2,  4.4, ④④, 5, 2,Ｂインタｰンシップ, 66,浜中俊, 0.3, 68, -17,* 15, 1,  1.5,⑩⑫⑬, 5,12,Ｍミキノハルモニｰ, 47,義英真, 0.7, 57,   1,  -9,13,212.9,⑪⑧⑧, 5, 1,Ｆキセキノハナ, 74,和田竜, 0.7, 73,* 16,  -3,10, 34.2, ①①
 6, 6,Ａデンコウハシャ, 53,幸英明, 0.4, 39, -20,  -5, 3,  4.4, ⑤⑤, 6, 8,Ｃライトニングロアｰ, 65,和田竜, 0.4, 66, -17,  12, 5, 20.0,⑬⑪⑫, 6, 5,Ｂウォルフラム, 62,川須栄, 1.4, 53,   4, -22, 2,  4.7,⑥⑤④, 6, 3,Ａマッシヴヒｰロｰ, 78,岩崎翼, 0.7, 69,   6,   6,11, 37.9, ⑪⑪
 7, 3,Ｇイッツマイン, 31,福永祐, 0.8, 34, -24,  -6, 4, 12.2, ⑨⑨, 7, 5,Ｉクリノフクロクジュ, 56,義英真, 0.6, 64, -19,  13, 9, 65.2,⑮⑭⑭, 7, 1,Ｈワｰルドパンサｰ, 57,国分恭, 1.8, 49,   2, -18,12,144.0,⑩⑨⑨, 7,10,Ｍマリントウショウ, 67,鮫島良, 0.7, 69,   2,*  9,14,148.0, ⑯⑯
 8,12,Ｆパティ, 31,国分恭, 0.8, 35, -24,  -6, 8, 50.0, ⑩⑩, 8, 7,Ｇアカイスイセイ, 58,小牧太, 0.6, 60,*-12,   2, 7, 43.0,③④④, 8,10,Ｄタムロイレｰネ, 60,幸英明, 2.0, 50,*  5, -28, 7, 21.9,③③⑤, 8,11,Ｈウエストハｰバｰ, 73,パｰト, 0.8, 67,   5,   5,16,169.4, ⑬⑫
 9, 7,Ｉカノヤカノニカル, 29,太宰啓, 1.1, 30, -25,  -9,10,130.2, ⑪⑪, 9, 1,Ｅメレアグロス, 59,松若風, 0.7, 58,*-13,   0, 4, 14.6,④③③, 9, 4,Ｉセルリアンラッシュ, 55,高倉稜, 2.2, 48,*  6, -31,11, 45.3,①①①, 9, 8,Ｇヤマニンメンヒル, 73,松山弘, 0.8, 69,   7,   4,15,160.8, ⑩⑩
10,11,Ｊアサケカペラ, 28,岩崎翼, 1.3, 26,*-18, -19, 7, 44.4, ②②,10,11,Ｊドリｰムスカイハイ, 53,田中健, 0.8, 58, -15,   3,14,311.9,⑪⑨⑧,10, 8,Ｊミンネゼンガｰ, 50,松若風, 2.4, 45,*  5, -33, 3,  6.9,②②②,10, 4,Ｃフレンチトｰスト, 75,藤懸貴, 0.9, 70,  12,  -1, 4,  9.2, ④④
11,13,Ｌカシノマッハ, 17,鮫島良, 1.7, 26, -36,  -6,13,310.1, ⑬⑬,11, 6,Ａタイガｰクラウン, 66,太宰啓, 0.8, 56,*-11,  -3, 6, 25.1,②②②,11,14, フルヴィエｰル,---,北村友, 2.6, 44,  -1, -22, 6, 13.6,⑭⑬⑫,11, 2,Ｅミラクルルｰマｰ, 74,国分優, 1.2, 63,   7,   0, 7, 27.1, ⑨⑨
12,10,Ｋコウエイナデシコ, 24,義英真, 2.4, 12, -30, -22,12,281.3, ⑫⑫,12,14,Ｌリｰガルウイナｰ, 51,川島信, 0.8, 60, -15,   3,15,399.0,⑫⑬⑨,12,11,Ｆジョウイチロウ, 59,国分優, 3.7, 38,  -1, -31, 9, 30.5,⑬⑫⑪,12,13,Ｉマジッククレスト, 73,酒井学, 1.3, 63,   5,   1, 9, 30.0, ⑭⑬
13, 2,Ｈキトラ, 29,国分優, 2.6,  9, -25, -30,11,240.4, ⑧⑧,13,15,Ｋフクイル, 53,松山弘, 1.2, 59, -20,   9,12,195.4,⑯⑯⑯,13,13,Ｌアインプロジット, 47,岡田祥, 8.6,  5,   0, -76,14,359.8,④⑩⑬,13, 6,Ｊジャｰグラット, 73,太宰啓, 1.4, 63,   2,   5,12, 38.7, ⑮⑮
,,,,,,,,,,,,14, 3,Ｎマイネカグヤヒメ, 49,高倉稜, 1.2, 56, -16,   1,11,165.7,⑨⑩⑪,,,,,,,,,,,,,14,15,Ｏリアライズナマステ, 64,中井裕, 1.6, 62,   6,  -2,13, 58.6, ⑫⑭
,,,,,,,,,,,,15,10, グリントモｰメント,---,北村友, 1.6, 50, -20,  -1,13,218.8,⑭⑮⑮,,,,,,,,,,,,,15,14,Ｌデンコウデア, 67,武幸四, 1.8, 61,  11,  -9, 6, 19.7, ⑥⑦
,,,,,,,,,,,,16, 9,Ｏボｰントゥラン, 38,岩崎翼, 2.7, 34, -13, -25,16,601.6,⑥⑥⑤,,,,,,,,,,,,,16,12,Ｄサイズミックレディ, 74,武豊  , 2.0, 61,* 14, -14, 8, 28.5, ②②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-3),,,,,,,,,,,
単勝:170円 複勝:01=110円 05=640円 04=290円 枠連:880円,,,,,,,,,,,,"単勝:4,430円 複勝:12=2,140円 16=370円 13=4,430円 枠連:6,500円",,,,,,,,,,,,単勝:260円 複勝:02=130円 07=220円 03=500円 枠連:510円,,,,,,,,,,,,"単勝:560円 複勝:16=270円 09=190円 07=260円 枠連:1,720円",,,,,,,,,,,
