14年10月25日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年10月25日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝3350m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 4R  芝2750m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊達特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7, サンライズロイヤル,,植野貴,,,,, 2,  3.4,⑤②②, 1, 7, アルトゥバン,,黒岩悠,,,,, 4,  7.4,③②①, 1, 4,Ｍレッドラヴィｰタ, 61,松若風,, 71,   0,* 12, 2,  4.4,⑥⑧⑦, 1,12,Ｊコウエイワンマン, 69,丸山元,, 71,*  3,   9, 5, 14.0,③①①
 2,12, フサイチアソｰト,,原田和,220.2,,,, 1,  3.2,⑨⑧⑥, 2, 4, プロジェクトブルｰ,,山本康,181.3,,,, 2,  3.5,④④④, 2,12,Ｃブリュネット, 72,杉原誠, 0.1, 71,  -1,* 12, 5, 13.4,⑫⑪⑨, 2, 7,Ａハッピｰモｰメント, 82,勝浦正, 0.0, 79,  -2,* 22, 1,  2.5,⑨⑪⑨
 3, 6, ショウナンカミング,,横山義,220.2,,,, 3,  5.7,③③③, 3, 5, キｰプトライン,,横山義,181.5,,,, 7, 26.1,②③③, 3, 1,Ａセンセｰション, 72,小崎綾, 0.3, 67,  -1,   9, 3,  5.4,⑦⑨⑩, 3,13,Ｅイレプレイスブル, 71,横山和, 0.2, 71,   0,  12, 6, 16.8,⑥⑤⑤
 4, 2, トｰセンプラチナ,,石神深,220.6,,,, 7, 25.0,⑦⑤④, 4, 3, メイショウアラワシ,,植野貴,181.5,,,, 1,  3.0,⑤⑤⑤, 4, 3,Ｂハｰモニｰフェア, 72,丸田恭, 0.3, 66,  -1,   9,12, 60.7,⑨⑩⑪, 4, 3,Ｆオメガユニコｰン, 71,吉田隼, 0.2, 72,   0,  14, 3,  6.9,④④④
 5, 8, ミヤコデラックス,,五十嵐,220.8,,,, 8, 29.0,①①①, 5, 6, ウメジマダイオｰ,,江田勇,181.6,,,, 3,  3.7,①①②, 5,13,Ｆアサクサティアラ, 70,菱田裕, 0.3, 67,*  4,   1, 1,  2.9,⑧③②, 5, 4,Ｂウインインスパイア, 75,津村明, 0.3, 73,  -1,  15, 2,  4.9,⑧⑧⑦
 6,13, テンジンキヨモリ,,江田勇,221.0,,,, 4,  7.0,④④⑤, 6, 8, リネンハウス,,蓑島靖,181.7,,,, 9, 51.6,⑧⑥⑥, 6, 2,Ｎデイジｰバロｰズ, 57,長岡禎, 0.3, 67,   2,   5,15,170.6,③⑤③, 6, 9,Ｌオカホンコｰ, 61,高倉稜, 0.5, 74,  -4,* 19,14, 95.0,⑪⑭⑬
 7,10, テイエムブユウデン,,林満明,221.7,,,,10, 33.4,⑧⑦⑦, 7, 1, スタｰファンタジア,,浜野谷,184.8,,,,10,113.6,⑨⑦⑦, 7, 9,Ｈスカイグラフィティ, 67,岩崎翼, 0.3, 69,  -2,* 13,14,122.9,⑮⑭⑫, 7,10,Ｈイタリアンフェッテ, 70,黛弘人, 0.5, 71,  -1,  13,13, 75.7,⑦⑥⑧
 8, 5, アグネスハイヤｰ,,田村太,222.0,,,, 6, 17.7,⑪⑫⑪, 8,11, タイキサクセション,,五十嵐,185.3,,,, 5, 12.3,⑥⑧⑧, 8,10,Ｄナイトブルｰミング, 71,丸山元, 0.4, 65,   2,   2, 4,  7.3,⑩④⑤, 8, 8,Ｇピタゴラスコンマ, 71,丸田恭, 0.6, 69,  -3,  14, 9, 23.5,⑭⑨⑩
 9, 1, ボストンプラチナ,,高野和,222.2,,,, 5, 11.2,⑩⑩⑧, 9, 9, ケイアイホクトセイ,,高野和,185.5,,,, 8, 27.0,⑦⑨⑨, 9,15,Ｋブリリアントアスク, 65,武士沢, 0.5, 69,  -4,* 12,10, 53.0,⑯⑮⑭, 9, 2,Ｎベネフィットユｰ, 60,西田雄, 0.6, 73,  -4,  18,11, 69.3,⑫⑬⑭
10, 3, クリノテンペスタ,,鈴木慶,222.5,,,,14,165.6,⑬⑬⑬,,,,,,,,,,,,,10, 5,Ｌトウカイセンス, 62,城戸義, 0.5, 65,   0,   4, 9, 22.9,⑤⑥⑥,10, 6,Ｄリボントリコロｰル, 72,伊藤工, 0.7, 71,  -5,* 20, 4,  7.2,⑮⑮⑮
11, 9, ティンバｰウルフ,,浜野谷,222.8,,,,11, 57.7,⑫⑪⑫,,,,,,,,,,,,,11,11,Ｅインプレショニスト, 70,吉田隼, 0.6, 64,  -1,   7, 6, 15.8,⑭⑫⑮,11,11,Ｋテイエムオペラドン, 68,小崎綾, 0.8, 69,  -2,  12,10, 38.5,⑬⑫⑫
12,14, オウケンウッド,,蓑島靖,223.8,,,, 9, 29.2,⑥⑨⑩,,,,,,,,,,,,,12,16,Ｊハツガツオ, 66,横山和, 0.6, 61,*  5,  -5,11, 57.4,①①①,12,15,Ｃサムソンズシエル, 73,松若風, 1.0, 61,*  1,  -1, 7, 17.9,②③③
13,11, クリスクリングル,,大江原,225.6,,,,12, 63.7,②⑥⑨,,,,,,,,,,,,,13, 8,Ｏフリティラリア, 56,津村明, 0.7, 64,  -2,   8,13,109.3,⑪⑬⑬,13, 1,Ｐクラウンアトラス, 44,武士沢, 1.1, 66,  -2,   7,16,315.8,⑩⑩⑪
14, 4, コブラボｰル,,金子光,237.0,,,,13, 88.3,⑭⑭⑭,,,,,,,,,,,,,14, 7,Ｉサンアグライア, 66,勝浦正, 0.8, 62,   2,  -2, 7, 16.8,④⑦⑧,14,16,Ｉビットビバｰチェ, 69,菱田裕, 1.1, 62,   0,   2, 8, 19.6,⑤⑦⑥
,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｐロンギングシャネル, 51,水口優, 0.9, 63,  -5,   9,16,329.1,⑬⑯⑯,15,14,Ｏマイネルピクトル, 57,丹内祐, 1.2, 58,*  2,  -5,12, 70.3,①②②
,,,,,,,,,,,,,,,,,,,,,,,,16, 6,Ｇヤマニンシェリル, 69,田中健, 1.1, 57,*  5, -12, 8, 19.2,②②④,16, 5,Ｍシンゼンタイガ, 60,鮫島良, 1.3, 66,  -4,   9,15,161.2,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-3),,,,,,,,,,,
単勝:340円 複勝:07=120円 12=120円 06=140円 枠連:550円,,,,,,,,,,,,単勝:740円 複勝:07=220円 04=150円 05=450円 枠連:570円,,,,,,,,,,,,"単勝:440円 複勝:04=210円 12=320円 01=200円 枠連:1,720円",,,,,,,,,,,,"単勝:1,400円 複勝:12=340円 07=140円 13=360円 枠連:1,160円",,,,,,,,,,,
馬連:570円 ワイド:07-12=260円 06-07=340円 06-12=310円,,,,,,,,,,,,"馬連:1,550円 ワイド:04-07=430円 05-07=2,160円 04-05=1,000円",,,,,,,,,,,,"馬連:4,160円 ワイド:04-12=1,430円 01-04=530円 01-12=960円",,,,,,,,,,,,"馬連:1,680円 ワイド:07-12=610円 12-13=2,010円 07-13=850円",,,,,,,,,,,
"馬単:1,190円 3連複:870円 3連単:3,300円",,,,,,,,,,,,"馬単:2,960円 3連複:7,840円 3連単:45,250円",,,,,,,,,,,,"馬単:6,850円 3連複:5,050円 3連単:34,380円",,,,,,,,,,,,"馬単:4,870円 3連複:6,480円 3連単:44,830円",,,,,,,,,,,
■ 2R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 5R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 8R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  ダ1150m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾙｰﾂﾗｲﾝｶｯﾌﾟ,,,,,,,,,,
