14年12月 7日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月 7日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,堺ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａツｰエムマイスタｰ, 66,浜中俊,, 63,* -8,*  6, 1,  1.3, ③②, 1, 2, アルティシムス,,熊沢重,,,,, 2,  3.5,④④③, 1, 1,Ｃメイクアップ, 81,内田博,, 85,* -7,  21, 4,  6.1,②②②, 1,12,Ｂメイショウイチオシ, 87,武幸四,, 85,*  9,  13, 4,  7.5,③③③
 2, 5,Ｂウエスタンラムｰル, 62,義英真, 0.2, 59,* -7,*  2, 2,  6.2, ①①, 2, 7, ファイヤｰ,,森一馬,202.3,,,, 1,  3.3,⑧⑧⑤, 2, 3,Ｂピオネロ, 82,川田将, 0.1, 84,  -9,* 23, 2,  3.4,④④④, 2, 7,Ｄコルｰジャ, 84,池添謙, 0.0, 87,   3,* 26, 8, 25.4,⑯⑮⑮
 3,10,Ｍレンズフルパワｰ, 40,小坂忠, 1.2, 52, -24,* 10, 8, 47.0, ⑭⑭, 3, 6, ヤマニンルポ,,中村将,202.5,,,, 3,  4.6,③③②, 3, 7,Ｄカバｰストｰリｰ, 77,浜中俊, 0.1, 83,  -9,  21, 3,  5.4,③③③, 3, 8,Ｇキクノソル, 83,浜中俊, 0.1, 86,   7,  18, 3,  6.4,⑨⑨⑨
 4, 3,Ｃアサケカペラ, 59,岩崎翼, 1.4, 50,* -9,  -6, 6, 32.5, ②④, 4, 9, ワイズリｰ,,北沢伸,203.1,,,, 4,  7.4,⑥⑥⑦, 4, 2,Ａヘミングウェイ, 83,福永祐, 0.4, 83, -10,* 23, 1,  1.9,⑤⑥⑤, 4,15,Ｋグレイレジェンド, 81,熊沢重, 0.1, 89,   6,* 21,15,194.9,⑫⑫⑪
 5,11,Ｇスズカオパｰル, 51,藤岡佑, 1.6, 46, -11,  -6, 9, 53.9, ⑤⑤, 5, 1, トウケイギムレット,,佐久間,203.2,,,,10, 43.3,②②①, 5, 6,Ｅフェｰタルロｰズ, 76,松若風, 0.5, 75,* -6,  11, 5, 14.5,①①①, 5, 6,Ｈノボリドリｰム, 82,藤岡康, 0.3, 84,   7,  16,11, 46.1,⑥⑧⑦
 6,14,Ｅテイエムマンキチ, 52,和田竜, 1.8, 47, -10,  -8, 4, 19.7, ④③, 6, 8, アイティテイオｰ,,山本康,203.2,,,, 6, 14.8,⑦⑦⑥, 6, 4,Ｆラニカイツヨシ, 73,義英真, 0.9, 77, -12,  18, 6, 33.7,⑦⑦⑦, 6,11,Ｃグレナディアｰズ, 87,北村友, 0.4, 81,   8,  13, 1,  2.6,⑤⑥⑤
 7, 2,Ｈシュンイキ, 49,太宰啓, 1.9, 45, -16,  -4,14,146.3, ⑧⑩, 7, 4, エｰスワン,,五十嵐,203.2,,,, 9, 38.0,①①④, 7, 5,Ｇファンアットコｰト, 67,城戸義, 1.2, 72, -12,  13, 7,117.1,⑥⑤⑥, 7, 2,Ｆスズカヴィグラス, 84,藤岡佑, 0.5, 79,   8,  12, 9, 37.7,④⑤④
 8,15,Ｉスズカレグルス, 44,水口優, 2.0, 46, -16,  -5,15,152.9, ⑨⑨, 8, 5, キョウワアｰサｰ,,平沢健,205.2,,,, 7, 25.1,⑤⑤⑧,,,,,,,,,,,,, 8, 4,Ａグレイスフルリｰプ, 90,川田将, 0.5, 81,* 10,   8, 2,  4.0,②②②
