14年12月27日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月27日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 7R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 6,11,Ｂウエスタンラムｰル, 64,義英真, 1.3, 55,*  3,  -6, 1,  2.0, ②②, 6, 1, エイシンカリバｰン,---,和田竜, 1.5, 55, -25,   9, 4, 11.6, ⑤⑨, 6, 8,Ｄスズカルパン, 83,和田竜, 0.9, 82,   5,  15, 6, 14.6,⑧⑨⑩, 6, 4,Ｇオリｰビン, 85,岩田康, 0.3, 86,  14,   8,10, 16.3, ⑤⑤
 7,16,Ｆサウスリバティｰ, 53,内田博, 1.4, 55,   0,  -3, 5, 14.1, ④⑤, 7, 9, ユウキエナｰジｰ,---,国分優, 1.5, 53, -25,   7, 7, 82.5, ⑧⑧, 7, 7,Ｃメイショウドゥｰマ, 83,藤岡康, 0.9, 80,   7,  13, 8, 29.6,⑩⑤⑤, 7, 6,Ｏミッキｰアイル, 81,浜中俊, 0.4, 84,* 18,   2, 1,  3.7, ②②
 8, 9,Ｄエイシンアンティｰ, 54,岩田康, 1.7, 52,*  4, -11, 8, 16.8, ①①, 8, 8, ロｰドアルティスタ,---,川田将, 2.2, 41, -24,  -6, 3,  7.2, ④③, 8,14,Ｅタガノプリンス, 81,武豊  , 1.3, 79,   5,  12, 4,  6.5,⑨⑩⑨, 8, 5,Ｊサクラアドニス, 84,丸田恭, 0.4, 85,  11,  12,17,194.4, ⑫⑪
 9,13,Ｊペプチドアルマ, 43,浜中俊, 1.9, 50, -17,   8, 7, 16.5, ⑭⑭, 9, 7, テイエムゴｰケツ,---,松山弘, 2.2, 40,*-21, -10, 8, 85.7, ①①, 9,11,Ｎヤマカツティラノ, 69,松若風, 1.6, 77,   5,  10,13,227.7,⑪⑪⑫, 9, 7,Ｎダノンプログラマｰ, 81,国分優, 0.4, 86,   8,* 15,13, 57.5, ⑭⑭
10, 1,Ｃキャロライン, 57,中谷雄, 2.1, 48,  -5,  -5,10, 29.9, ⑦⑨,,,,,,,,,,,,,10,13,Ｋオペラハット, 78,藤田伸, 1.7, 77,   5,  10, 9, 30.3,⑫⑫⑬,10,12,Ｒタガノブルグ, 73,藤岡康, 0.5, 86,   4,* 20,16,159.7, ⑱⑱
11, 3,Ｋワンダｰスパイア, 42,岩崎翼, 2.2, 47,  -4,  -7,13,233.2, ⑧⑦,,,,,,,,,,,,,11, 5,Ｊリｰゼントブルｰス, 78,中谷雄, 2.0, 71,*  8,  -2, 7, 15.4,②①③,11,15,Ｉサダムパテック, 84,菱田裕, 0.7, 82,   7,  13,12, 52.9, ⑰⑰
12, 7,Ａマコトグランドゥ, 64,小牧太, 2.2, 48,  -7,  -4, 2,  5.7, ⑨⑪,,,,,,,,,,,,,12, 9,Ｉカリスマサンタイム, 79,義英真, 2.3, 70,   4,   5,14,229.5,⑭⑬⑭,12, 2,Ｍフォｰエバｰマｰク, 82,幸英明, 0.7, 81,* 16,   2,15,108.4, ③③
13, 5,Ｍオｰミエルサ, 37,畑端省, 2.3, 48,  -1, -10,15,342.5, ⑥⑥,,,,,,,,,,,,,13, 1,Ｍクｰルジャイロ, 72,田辺裕, 3.4, 62,*  7, -12,11, 85.7,③③⑥,13,11,Ｌサンカルロ, 82,吉田豊, 0.7, 83,   7,  13, 7, 14.2, ⑯⑯
14,15,Ｌセイブアス, 38,高倉稜, 3.1, 39, -19,  -1,16,550.7, ⑮⑮,,,,,,,,,,,,,14,10,Ｌスズカキングダム, 73,岩崎翼, 5.8, 48,*  7, -33,12, 98.3,①②⑪,14,16,Ｃクラレント, 88,田辺裕, 0.7, 81,  12,   6, 4, 10.1, ⑨⑨
15, 6,Ｎアナザｰデイ, 37,酒井学, 3.2, 38, -15,  -5,14,301.7, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｋロサギガンティア, 83,ブノワ, 0.7, 81,  10,   8, 2,  5.2, ⑬⑫
16,14,Ｏハヤブサロックオン, 32,戸崎圭, 3.5, 35, -24,   1,12, 65.8, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｄアドマイヤサガス, 86,小牧太, 1.0, 78,  12,   3,18,214.5, ⑩⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,Ｑトｰホウアマポｰラ, 79,酒井学, 1.2, 76,  10,   2,14, 68.1, ⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,10,Ｂハクサンムｰン, 88,戸崎圭, 1.6, 70,* 20, -15,11, 18.4, ①①
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:91 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:3),,,,,,,,,,,
"単勝:1,550円 複勝:08=650円 12=760円 10=390円 枠連:420円",,,,,,,,,,,,単勝:120円 複勝:04=110円 06=130円 02=200円 枠連:370円,,,,,,,,,,,,"単勝:1,070円 複勝:12=340円 03=180円 06=190円 枠連:1,270円",,,,,,,,,,,,"単勝:1,440円 複勝:08=490円 18=360円 03=330円 枠連:3,580円",,,,,,,,,,,
"馬連:22,610円 ワイド:08-12=4,570円 08-10=2,320円 10-12=3,310円",,,,,,,,,,,,馬連:320円 ワイド:04-06=170円 02-04=380円 02-06=710円,,,,,,,,,,,,"馬連:2,480円 ワイド:03-12=870円 06-12=1,260円 03-06=510円",,,,,,,,,,,,"馬連:9,230円 ワイド:08-18=3,280円 03-08=2,300円 03-18=2,410円",,,,,,,,,,,
"馬単:38,420円 3連複:53,180円 3連単:379,420円",,,,,,,,,,,,"馬単:430円 3連複:1,080円 3連単:2,240円",,,,,,,,,,,,"馬単:5,460円 3連複:5,220円 3連単:32,500円",,,,,,,,,,,,"馬単:19,610円 3連複:31,640円 3連単:213,360円",,,,,,,,,,,
■ 3R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:15,,,,,■ 6R  ダ1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 9R  芝2000m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■12R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,ｴﾘｶ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｇヒラボクテイオｰ, 59,北村友,, 64,* -2,*  3, 4,  7.9, ①①, 1, 6, スマイルフォｰス,---,藤岡佑,, 59,  -2,* -1,12,142.5,④④④, 1, 7,Ｅベルｰフ, 67,川田将,, 78,   3,* 15, 2,  4.1,⑧⑨⑧, 1, 2,Ａプロクリス, 80,戸崎圭,, 78, -19,* 22, 3,  7.4, ⑦⑦
 2,12,Ｃラインシュナイダｰ, 61,国分優, 0.6, 60,* -4,   0, 5, 10.0, ③②, 2, 2, ナムラハンベエ,---,和田竜, 0.3, 59,  -2,* -3, 5, 14.9,⑥⑥⑤, 2, 4,Ｇクルｰガｰ, 66,ビュイ, 0.1, 74,   4,   8, 6, 18.1,③③③, 2,15,Ｈエデンロック, 75,岩田康, 0.2, 76, -18,  19, 2,  5.5, ⑨⑨
 3, 3,Ｆオンワｰドバｰス, 59,藤田伸, 0.6, 62,  -4,   2, 9, 18.4, ⑦⑥, 3, 5, スマｰトノエル,---,武豊  , 0.3, 59,* -1,  -4, 4,  7.5,③③③, 3,12,Ａシュヴァルグラン, 72,内田博, 0.3, 75,   2,* 13, 1,  2.9,⑩⑩⑨, 3, 8,Ｅディｰプサウス, 76,福永祐, 0.2, 75, -18,  19, 1,  2.6, ⑧⑧
 4, 1,Ｅリッカクロフネ, 60,岩田康, 0.9, 58,  -5,  -2, 2,  4.1, ④④, 4, 8, ハッピｰシェフ,---,ビュイ, 0.4, 58,  -3,* -3, 3,  6.4,⑤⑤⑥, 4, 9,Ｂフロｰレスダンサｰ, 69,デムｰ, 0.3, 72,   3,  10, 4,  5.8,⑨⑧⑦, 4,12,Ｉダンツカナリｰ, 73,藤田伸, 0.2, 72,*-14,  12, 8, 14.4, ①①
 5, 5,Ａエイシンダンサｰ, 63,和田竜, 0.9, 59,  -5,  -1, 1,  4.1, ⑥⑧, 5, 3, メイショウカロッタ,---,福永祐, 0.7, 55,*  0, -10, 2,  4.8,①①①, 5, 6,Ｃシンキングロｰジス, 68,ブノワ, 0.5, 70,   5,   3, 7, 19.0,④④④, 5, 5,Ｇホッコｰアムｰル, 75,藤岡佑, 0.3, 78, -24,* 28,14,132.6, ⑮⑯
 6, 7,Ｏダンカン, 41,菱田裕, 1.0, 57,  -7,   1,15,152.2, ⑨⑨, 6, 9, トゥラクレス,---,田辺裕, 1.6, 49,  -5,  -8, 7, 49.3,⑨⑩⑩, 6, 2,Ｈノｰスストｰム, 65,藤岡佑, 0.6, 68,   3,   4, 5, 10.5,⑤⑥⑤, 6, 7,Ｌクロイゼリンチャン, 71,和田竜, 0.4, 72,*-15,  12,12, 56.1, ③④
 7,11,Ｂエンプレスダンス, 63,デムｰ, 1.0, 56,  -6,  -1, 3,  6.0, ⑧⑦, 7,12, ホットロｰド,---,戸崎圭, 1.6, 49,  -4,  -9, 8, 53.6,⑫⑪⑧, 7, 1,Ｌライドオンウインド, 60,古川吉, 1.3, 59,*  8, -17,10, 82.3,①①①, 7, 9,Ｋタマモトッププレイ, 71,藤岡康, 0.5, 68,*-16,   9, 7, 14.1, ④③
 8,14,Ｋメイショウゲントク, 51,松山弘, 1.2, 57, -12,*  5, 7, 17.1, ⑭⑮, 8,10, ワンダｰウインディ,---,幸英明, 1.9, 49,  -6,  -8, 6, 37.9,⑪⑫⑫, 8,11,Ｉベステンダンク, 62,武豊  , 1.3, 62,   3,  -6, 8, 29.7,⑦⑤⑥, 8,13,Ｂブリュネット, 80,小崎綾, 0.5, 69, -17,  12, 4, 12.4, ⑥⑥
 9, 6,Ｐカペナ, 40,田辺裕, 1.2, 55, -10,*  2,13, 91.5, ⑫⑫, 9, 7, クリノリュウイｰソ,---,太宰啓, 2.0, 49,  -4, -15,13,149.4,⑩⑨⑦, 9, 3,Ｄヒルノマレット, 67,和田竜, 1.3, 65,   0,   1, 9, 36.9,⑪⑪⑪, 9,14,Ｐサフランスカイ, 60,酒井学, 0.5, 69,*-16,   9,15,210.2, ②②
10, 4,Ｊタマモキャラット, 52,国分恭, 1.3, 56,  -8,   0,12, 83.9, ⑪⑪,10, 1, ライフトップスタｰ,---,義英真, 2.4, 44,  -7, -12,11,136.2,⑬⑬⑬,10, 8,Ｋフィｰルドリアン, 61,酒井学, 1.3, 64,   2,  -2,12,102.5,⑥⑦⑩,10, 3,Ｃアメリ, 78,川田将, 0.6, 69, -17,  11, 9, 14.5, ⑤⑤
11, 9,Ｎモアザンイナフ, 45,小牧太, 1.3, 56,  -8,   0,14,121.2, ⑬⑩,11, 4, メイショウアバラガ,---,岩田康, 2.5, 43,* -1, -25, 1,  1.7,②②②,11,10,Ｊゴｰルドメダリオン, 62,国分優, 2.1, 55,*  6, -22,11, 90.6,②②②,11, 6,Ｄゼンノコリオリ, 78,武幸四, 0.7, 70, -20,  15,10, 22.9, ⑪⑪
12,15,Ｄアドマイヤジャズ, 61,内田博, 1.4, 54,  -5,  -6, 6, 12.3, ⑤③,12,13, ウルドシャトル,---,小崎綾, 3.1, 40,  -4, -23,10,105.2,⑦⑧⑪,12, 5,Ｆダノンリバティ, 66,戸崎圭, 2.4, 52,   0, -14, 3,  4.7,⑫⑫⑫,12, 4,Ｍラディウス, 69,松山弘, 0.7, 71, -20,  15,11, 40.6, ⑩⑩
13, 8,Ｌハクユウゼウス, 48,小崎綾, 2.3, 47,  -9,  -8,16,312.6, ⑩⑬,13,11, セントボナパルト,---,内田博, 4.3, 33,  -4, -34, 9, 83.3,⑧⑦⑨,,,,,,,,,,,,,13,11,Ｆエｰシンルミナス, 76,義英真, 0.9, 66, -20,  12,13, 77.7, ⑫⑫
14,13,Ｉカツカモ, 53,戸崎圭, 2.4, 47, -11,  -6,11, 27.9, ⑮⑭,,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｎラスヴェンチュラス, 68,ブノワ, 1.0, 68, -22,  16, 6, 13.7, ⑭⑭
