14年 4月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 4月13日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1600m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,隅田川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａフジマサレジェンド, 60,内田博,, 59,* -1,   1, 1,  1.5, ③③, 1, 9,Ａマイネルヴェルス, 71,柴田大,, 67,* 10,  -4, 1,  2.8,③②①, 1, 6,Ｂサクラダムｰル, 75,松岡正,, 73,   4,   7, 5,  8.8,⑦⑧⑧, 1, 8,Ｄメイショウインロウ, 79,横山典,, 75,* -9,  17, 7, 12.5,②③②
 2, 7,Ｆブラウンカイ, 53,中舘英, 0.1, 60,*  1,   0, 5, 17.5, ②②, 2,18,Ｋレッドレギオン, 51,北村宏, 0.1, 66,*  8,  -1, 2,  4.9,⑥⑥③, 2, 1,Ａマイネルイルミナル, 77,柴田大, 0.1, 72,*  5,   3, 2,  4.5,⑤④④, 2,12,Ｆサクラディソｰル, 79,北村宏, 0.1, 79, -12,  20, 2,  4.2,④④③
 3, 4,Ｃケｰジｰプリサイス, 57,北村宏, 0.2, 56,  -3,   1, 2,  6.3, ⑤④, 3, 5,Ｄゲンパチスカイ, 60,内田博, 0.6, 63,   7,  -3,11, 58.7,⑧⑦⑥, 3,12,Ｄユッカマウンテン, 75,北村宏, 0.1, 70,   4,   4, 1,  2.7,⑧⑦⑥, 3, 6,Ｂダイワブレイディ, 82,後藤浩, 0.2, 77,* -9,  15, 3,  4.7,③②④
 4,16,Ｅオｰガンディｰ, 55,津村明, 0.5, 56,*  1,  -3, 6, 22.4, ①①, 4,14,Ｊピｰキｰ, 52,横山典, 0.6, 61,   6,*  2, 4,  9.8,⑭⑨⑨, 4, 3,Ｅマイネルコランダム, 74,石橋脩, 0.1, 73,  -3,* 16, 7, 17.3,⑪⑪⑪, 4, 9,Ｋショウナンラムジ, 74,松岡正, 0.2, 81, -16,* 27, 9, 28.7,⑩⑩⑩
 5,10,Ｄファビン, 55,田中勝, 0.5, 55,  -9,*  5, 4, 11.1, ⑧⑧, 5,17,Ｆクインズストｰム, 55,松岡正, 0.8, 62,   0,* 12, 3,  6.7,⑱⑰⑬, 5,10,Ｈロングシャドウ, 65,後藤浩, 0.1, 70,*  5,   1, 6, 10.7,④③③, 5,10,Ｃコスモミレネｰル, 80,柴田大, 0.3, 74,* -8,  10, 5,  9.3,①①①
 6, 6,Ｈダイヤハｰト, 48,的場勇, 1.0, 51,  -7,  -1, 8, 61.8, ⑦⑥, 6, 6,Ｈトゥインクル, 54,大野拓, 0.8, 61,   3,*  4, 6, 15.1,⑯⑪⑩, 6, 5,Ｆルネッタアスｰル, 69,中舘英, 0.4, 66,*  6,  -4, 8, 30.9,①①①, 6, 5,Ａゴｰルドカルラ, 83,大野拓, 0.4, 74, -12,  15, 1,  4.1,⑦⑤⑤
 7,14,Ｂラインシャドｰ, 58,横山典, 1.0, 49,  -2,  -6, 3,  7.4, ④⑤, 7, 2,Ｇレテルノアモｰレ, 54,津村明, 0.9, 59,*  8, -12, 5, 10.8,⑤⑤②, 7, 4,Ｇヒカルエリントン, 68,内田博, 0.5, 66,   3,  -2, 3,  6.1,⑥⑥⑤, 7,13,Ｌクリノチョモランマ, 73,吉田豊, 0.4, 78, -14,  20, 4,  6.8,⑧⑧⑦
 8, 5,Ｍニシノサヤ, 40,石川裕, 1.0, 50,  -7,  -1,14,334.1, ⑥⑦, 8,12,Ｉクｰルジャイロ, 53,伊藤工, 0.9, 60,   4,   0,14,167.6,⑰⑫⑫, 8, 8,Ｃシルクブルックリン, 75,横山典, 0.5, 66,  -8,* 17, 4,  6.4,⑭⑭⑬, 8, 3,Ｅタケルハヤテ, 79,武士沢, 0.6, 73, -13,  16, 8, 21.7,⑥⑦⑥
 9, 3,Ｊパルメット, 45,大野拓, 1.0, 50, -15,*  6, 9, 78.9, ⑭⑫, 9,11,Ｃパルファイア, 61,田中勝, 1.1, 57,*  9, -15, 8, 16.3,④④⑤, 9,11,Ｊアｰドバｰク, 59,吉田豊, 0.5, 69,  -1,   6,13,372.0,⑨⑨⑨, 9, 2,Ｈカグニザント, 78,内田博, 0.6, 77, -18,* 24, 6, 10.1,⑪⑪⑫
