14年 7月20日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 7月20日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝2770m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1150m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鶴ヶ城特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａジャストドゥイング, 52,蛯名正,, 45,* -7,* -6, 2,  2.6,③③③, 1, 4, リアリｰサムシング,,林満明,,,,, 3,  5.1,④②②, 1, 5,Ｉサトノスティング, 54,内田博,, 69,   6,* -4, 5, 12.6,⑪⑨⑥, 1, 5,Ｃラピダメンテ, 79,蛯名正,, 73,* 10,   3, 3,  6.0, ②②
 2,13,Ｄマイネルクレイモア, 43,柴田大, 0.2, 44,* -7,* -7, 1,  2.4,⑬⑥④, 2, 6, ドクタｰルキア,,大江原,186.0,,,, 4,  6.5,②①①, 2,15,Ｆセルバンテス, 59,蛯名正, 0.1, 70,   6,* -4, 2,  4.1,⑭⑫⑨, 2, 9,Ｂゴッドツェッペリン, 79,国分優, 0.2, 70,   4,   7, 5, 11.6, ⑪⑪
 3, 7,Ｂギンパリ, 51,武士沢, 0.5, 39,* -6, -14, 4, 10.3,①①①, 3, 9, ブルｰスビスティｰ,,金子光,186.2,,,, 1,  3.5,⑥⑥④, 3, 7,Ｄトｰセンマルシェ, 59,江田照, 0.6, 61,   7, -14, 3,  8.5,⑬⑩④, 3,13,Ｍトレノソルｰテ, 72,横山和, 0.3, 68,  -1,* 10,16,183.5, ⑭⑭
 4,10,Ｌミヤコエンパイア, 21,国分優, 0.7, 35,* -6, -17,13,141.2,②②②, 4, 3, トｰセンエスプリ,,浜野谷,188.1,,,, 6, 10.8,⑤④③, 4,11,Ｂアペルトゥｰラ, 65,戸崎圭, 0.7, 59,   7, -17, 1,  2.8,⑥⑤⑤, 4,14,Ｋテイクエイム, 74,柴田大, 0.3, 71,   4,   6,11, 48.2, ⑫⑫
 5,15,Ｉコスモアルドラ, 31,石橋脩, 0.8, 35,* -7, -16, 5, 18.3,⑥⑤⑤, 5,10, リネンハウス,,蓑島靖,188.2,,,, 7, 13.4,⑧⑦⑦, 5, 6,Ｃエンジェルフォｰス, 59,原田和, 1.4, 53,*  9, -31, 9, 20.4,⑨④②, 5,10,Ｆスウェプトアロｰ, 76,杉原誠, 0.4, 70,*  9,   0,13, 58.6, ③③
 6, 5,Ｎショウナンマドロス, 19,内田博, 0.8, 35,  -9, -14,11, 98.2,⑮⑦⑥, 6, 1, トキノアイチヨ,,山本康,188.3,,,, 5,  7.8,③③⑤, 6,16,Ａコスモハルカチャン, 67,嘉藤貴, 1.4, 53,   7, -27, 7, 15.4,⑧⑥⑧, 6, 4,Ｅディアイレイザｰ, 76,内田博, 0.4, 67,  -5,* 13, 9, 30.9, ⑮⑮
 7, 2,Ｇドラゴンパイロ, 35,吉田豊, 1.1, 35, -11, -13, 9, 70.9,⑨⑪⑩, 7, 8, ラノララク,,小野寺,190.2,,,, 9, 55.0,①⑤⑥, 7,10,Ｋロジモン, 47,田辺裕, 1.6, 51,   7, -30, 8, 15.7,⑩⑦③, 7, 2,Ａメイショウロフウ, 85,横山典, 0.5, 69,* 11,  -2, 2,  5.1, ①①
 8, 6,Ｅアミフジタイカン, 37,田中勝, 1.1, 32,  -9, -17, 6, 23.4,⑦⑨⑨, 8,11, グリｰティングワン,,上野翔,191.0,,,,11, 85.9,⑨⑨⑧, 8, 9,Ｐギンマクノヒロイン, 28,木幡初, 1.7, 51,   5, -26,14,127.4,⑫⑬⑩, 8,16,Ｇタニセンジャッキｰ, 76,嘉藤貴, 0.5, 68,   8,   1,12, 57.2, ⑦⑧
