14年 7月 5日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 7月 5日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八雲特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂカゼノトビラ, 54,丸山元,, 50,  -4,* -4, 5, 11.7, ③②, 1, 3,Ｈバリス, 54,菱田裕,, 70,   1,*  3, 3,  4.7,⑧⑦⑧, 1,11,Ｅセトノプロミス, 73,柴山雄,, 68,* -3,  13, 1,  2.4,④③②, 1, 7,Ｂメイショウテッサイ, 73,松岡正,, 77,  -3,* 11, 1,  3.3,⑨⑧⑦
 2, 1,Ｄユメノマイホｰム, 38,長岡禎, 0.0, 50,  -5,* -2, 3,  6.3, ④③, 2, 8,Ｃプラチナジュエリｰ, 58,木幡初, 0.5, 65,   0,* -1, 4, 10.6,⑫⑫⑪, 2, 7,Ｃニホンピロバロン, 74,秋山真, 0.0, 71,  -4,* 16, 6, 11.2,⑥⑨⑨, 2, 1,Ａマウイノカオイ, 78,藤岡康, 0.2, 71,  -1,   4, 2,  4.5,④⑤⑤
 3, 5,Ｃウインアキレア, 39,三浦皇, 0.2, 47,  -7,* -3, 1,  2.3, ⑤④, 3,15,Ｉエイシンノｰティス, 53,秋山真, 0.5, 63,   0,* -1, 8, 22.4,⑬⑪⑫, 3, 6,Ｇサウザンドエｰス, 67,藤田伸, 0.1, 70,* -2,  11, 2,  5.5,①①①, 3, 5,Ｃネコタイショウ, 72,勝浦正, 0.2, 71,   0,   0, 4,  6.9,⑤④④
 4, 4,Ａドナソレイユ, 56,藤岡康, 0.3, 47,* -3,  -8, 2,  2.6, ②①, 4, 4,Ｆエアジャモｰサ, 56,松田大, 0.6, 62,*  3,  -8, 7, 17.3,④③④, 4, 3,Ｂハギノウィッシュ, 75,四位洋, 0.1, 72,  -5,* 16, 5,  8.8,⑪⑪⑩, 4, 2,Ｄカレンシュガｰレイ, 72,松田大, 0.2, 68,*  1,  -3, 9, 32.5,③②②
 5, 2, サワヤカムスメ,---,松岡正, 0.6, 44,* -2, -12, 4,  6.3, ①⑤, 5, 5,Ａハｰトオブクラリス, 64,岩田康, 0.7, 61,   1,  -8, 1,  2.8,⑤⑤⑤, 5, 2,Ｆダブルファンタジｰ, 70,古川吉, 0.1, 71,  -4,  14,10, 34.6,③⑤④, 5,10,Ｉジェイケイネオ, 67,丸田恭, 0.2, 73,  -4,* 11, 8, 17.3,⑧⑨⑨
 6, 3, カンタベリｰキッズ,---,井上敏, 1.1, 36, -10, -11, 6, 35.9, ⑦⑥, 6,12,Ｅショウナンアトラス, 57,藤岡康, 0.7, 60,   1,  -8, 5, 11.6,⑦⑥③, 6, 9,Ｈコンプリｰトゲｰム, 67,丸山元, 0.2, 68,* -3,  12, 8, 20.8,⑦④③, 6, 4,Ｇアルティメイタム, 68,岩田康, 0.2, 72,  -2,   5, 6,  8.0,⑦⑥⑥
 7, 7,Ｅペイシャパンドｰラ, 28,黛弘人, 1.9, 25,  -7, -26, 7, 47.4, ⑥⑦, 7,10,Ｌオｰルドケベック, 50,井上敏, 0.9, 59,   1, -10,13,103.5,⑥⑧⑨, 7, 1,Ｊジェイケイニュｰス, 64,丸田恭, 0.2, 66,  -4,  14, 9, 25.9,⑨⑦⑧, 7, 8,Ｈオメガユニコｰン, 67,ロｰウ, 0.2, 69,*  1,  -1, 5,  7.3,②③③
,,,,,,,,,,,, 8, 7,Ｂロｰレルトルネｰド, 63,小林徹, 0.9, 59,   0,  -8, 2,  4.4,⑨⑨⑩, 8, 4,Ｄナリタムｰンライト, 73,池添謙, 0.4, 66,  -5,  12, 3,  6.4,⑧⑧⑥, 8, 9,Ｅグランスエルテ, 70,藤田伸, 0.3, 68,*  3,  -5, 3,  6.4,①①①
,,,,,,,,,,,, 9,16,Ｍウォｰタｰヴォイス, 49,城戸義, 1.0, 56,*  5, -19,14,129.4,①①①, 9, 5,Ｉスカイグラフィティ, 66,井上敏, 0.8, 64,  -6,  10,11,154.9,⑩⑩⑪, 9, 3,Ｊクリノクレオパトラ, 64,荻野琢, 0.4, 71,  -3,   6, 7, 14.2,⑥⑦⑧
,,,,,,,,,,,,10,13,Ｊマイネネフリティス, 51,松岡正, 1.1, 59,   1, -10,12, 96.8,⑩⑩⑦,10,10,Ａキングスクルｰザｰ, 75,城戸義, 0.9, 64,  -4,   7, 4,  8.6,⑤⑥⑦,10, 6,Ｆウインヤｰド, 69,丸山元, 1.0, 65,  -6,   1,10, 67.5,⑩⑩⑩
