14年 5月24日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月24日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｼﾄﾞﾆｰﾄﾛﾌｨｰ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｉキネオマドンナ, 56,浜中俊,, 70,*  9,  -7, 5,  7.3,②②②, 1, 6, ヴォルケンクラッツ,---,和田竜,, 71,  -3,* 11, 7, 36.7,⑭⑪⑥, 1, 6,Ａマｰティンオｰト, 70,和田竜,, 71,   3,  11, 6,  9.2, ⑥④, 1, 4,Ｏマルヴァｰンヒルズ, 76,小牧太,, 81,*  5,  11, 7, 18.9, ①①
 2, 1,Ｃナリタモｰド, 62,和田竜, 0.4, 68,*  9,  -8, 4,  6.8,④④③, 2,13,Ｂダノンロンシャン, 67,福永祐, 0.6, 64,*  1,   0, 2,  5.8,①①①, 2, 5,Ｅビリオネア, 68,太宰啓, 0.2, 71,  -1,* 15, 3,  4.5, ⑪⑩, 2, 3,Ｉアメｰジングタクト, 78,岩田康, 0.3, 78,  -3,* 18, 3,  5.1, ⑪⑩
 3, 9,Ｄジュｰンヴィエナ, 61,義英真, 0.7, 67,   1,*  4, 7, 16.9,⑮⑭⑪, 3, 7,Ａヴレクｰル, 72,岩田康, 0.8, 63,*  0,  -1, 1,  1.6,③④③, 3, 7,Ｆラヴァズアゲイン, 68,武豊  , 0.5, 69,  -5,* 16, 7, 10.5, ⑮⑭, 3,11,Ａゴｰイングパワｰ, 86,和田竜, 0.3, 77,   3,  12, 5, 11.8, ④④
 4, 8,Ａストライキングアイ, 65,川田将, 0.8, 65,   8, -11, 1,  3.3,⑥⑥⑤, 4, 8,Ｄゴｰルドスｰク, 64,武豊  , 0.9, 64,*  1,  -2, 3,  6.0,②②②, 4,14,Ｂセトノミッシｰ, 69,幸英明, 0.7, 67,*  5,   4, 2,  4.4, ③③, 4, 7,Ｂカフェシュプリｰム, 85,川田将, 0.5, 76,*  5,   8, 2,  4.0, ②②
 5, 2,Ｂテイエムステｰタス, 64,藤岡佑, 0.8, 63,*  9, -15, 3,  4.5,①①①, 5, 1,Ｃレッドフォｰス, 64,四位洋, 1.2, 65,  -4,*  6, 4, 11.4,⑯⑯⑫, 5,10,Ｉウインクルキラリ, 66,武幸四, 0.7, 67,   0,   9,10, 64.2, ⑨⑦, 5,14,Ｌセイラ, 76,藤田伸, 0.9, 73,  -5,  14,11, 47.2, ⑬⑬
 6, 5,Ｇシゲルサヌキ, 57,酒井学, 1.7, 60,   4,  -7,11,112.6,⑫⑪⑦, 6, 2,Ｈナッハフォルガｰ, 52,幸英明, 1.4, 62,  -1,  -2,12,263.4,⑨⑧⑦, 6,15,Ｇテラノココロ, 67,松田大, 0.9, 65,   2,   6,12, 94.3, ⑦⑧, 6,13,Ｐシゲルスダチ, 75,藤岡佑, 0.9, 73,  -4,  14,12, 65.3, ⑫⑪
 7, 7,Ｆエンプレスペスカ, 58,福永祐, 2.3, 53,*  9, -25, 2,  4.3,③③④, 7,11,Ｍグレイトハスラｰ, 45,藤岡佑, 1.5, 60,  -2,  -2,10,154.8,⑮⑨⑤, 7, 2,Ｄマウントフジ, 69,福永祐, 1.0, 63,   4,   2, 4,  8.6, ⑤⑥, 7,16,Ｍミヤジエルビス, 76,浜中俊, 1.0, 71,  -8,* 16, 6, 16.4, ⑮⑮
 8,13,Ｏベルテンポ, 38,幸英明, 2.6, 55,   3, -15,10, 56.7,⑭⑫⑩, 8,12,Ｅサンライズフレンチ, 62,義英真, 2.3, 55,  -4,  -4, 5, 16.8,⑩⑭⑮, 8,13,Ｊスピリットレイク, 61,小牧太, 1.1, 63,*  4,   0, 8, 43.9, ④⑤, 8,10,Ｃエｰシンクルゼ, 84,福永祐, 1.1, 69,   2,   5, 1,  3.1, ⑥⑥
